10000,3394815,Mirador,Mirador,-5.46667,-40.06667,P,PPL,BR,,6.0,2313302.0,,,0,,560,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001,3394816,Miracica,Miracica,-8.95667,-36.62,P,PPLL,BR,,30.0,2606002.0,,,0,,795,America/Recife,2012-08-03,Sao Jose de Baraunas,São José de Baraúnas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10002,3394817,Miracema do Tocantins,Miracema do Tocantins,-9.56722,-48.39167,P,PPL,BR,,31.0,1713205.0,,,19634,,195,America/Araguaina,2019-07-21,Cherente,Miracema,Miracema do Norte,Miracema do Tocantins,NTM,Sussupara,Xerente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10003,3394818,Açude Mira Boa,Acude Mira Boa,-5.86667,-38.63333,H,RSV,BR,,6.0,,,,0,,122,America/Fortaleza,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10004,3394819,Miquilina,Miquilina,-6.55,-37.75,P,PPL,BR,,17.0,2509370.0,,,0,,208,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10005,3394820,Riacho Minuim,Riacho Minuim,-9.76667,-38.01667,H,STMI,BR,,5.0,,,,0,,374,America/Maceio,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10006,3394821,Minuim,Minuim,-9.85,-38.08333,P,PPL,BR,,5.0,2927606.0,,,0,,295,America/Bahia,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10007,3394822,Restinga do Minhoto,Restinga do Minhoto,-5.16667,-36.33333,H,RF,BR,,22.0,,,,0,,13,America/Fortaleza,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10008,3394823,Urca do Minhoto,Urca do Minhoto,-4.87726,-36.23912,H,RF,BR,,22.0,,,,0,,-9999,,2017-12-27,Recife Minhoto,Recifes Urca do Minhoto,Urca do Minhoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10009,3394824,Açude Minguau,Acude Minguau,-3.81667,-38.71667,H,RSV,BR,,6.0,,,,0,,36,America/Fortaleza,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10010,3394825,Minerva,Minerva,2.5,-50.88333,P,PPL,BR,,3.0,1600204.0,,,0,,2,America/Belem,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10011,3394826,Mineradora São Severino,Mineradora Sao Severino,-7.7,-40.18333,S,MN,BR,,30.0,2609907.0,,,0,,557,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10012,3394827,Mineradora Itapessoca,Mineradora Itapessoca,-7.71667,-40.18333,S,MN,BR,,30.0,2609907.0,,,0,,592,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10013,3394828,Mineradora Casa de Pedra,Mineradora Casa de Pedra,-7.7,-40.23333,S,MN,BR,,30.0,2609907.0,,,0,,590,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10014,3394829,Mineirolândia,Mineirolandia,-5.52639,-39.59917,P,PPLL,BR,,6.0,2310506.0,,,0,,260,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10015,3394830,Mineiro,Mineiro,-7.96667,-36.38333,P,PPL,BR,,30.0,2602605.0,,,0,,496,America/Recife,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10016,3394831,Mineiro,Mineiro,-6.41667,-38.7,P,PPL,BR,,6.0,2305407.0,,,0,,349,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10017,3394832,Mineiro,Mineiro,-6.16667,-37.85,P,PPL,BR,,22.0,2404002.0,,,0,,232,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10018,3394833,Mineiro,Mineiro,-5.82361,-36.74972,P,PPL,BR,,22.0,2411403.0,,,0,,88,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10019,3394834,Mineiro,Mineiro,-5.66667,-38.48333,P,PPL,BR,,6.0,2306801.0,,,0,,104,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10020,3394835,Mineiro,Mineiro,-5.13333,-43.45,P,PPL,BR,,13.0,2103000.0,,,0,,80,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10021,3394836,Serrinha do Mindim,Serrinha do Mindim,-6.68333,-40.41667,T,RDGE,BR,,6.0,,,,0,,570,America/Fortaleza,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10022,3394837,Mina Sêca,Mina Seca,-1.8,-46.61667,P,PPL,BR,,16.0,1501956.0,,,0,,34,America/Belem,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10023,3394838,Serra das Minas,Serra das Minas,-7.63333,-38.13333,T,HLL,BR,,17.0,2509008.0,,,0,,642,America/Maceio,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10024,3394839,Serra da Mina Grande,Serra da Mina Grande,-8.56667,-37.25,T,RDGE,BR,,30.0,,,,0,,780,America/Maceio,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10025,3394840,Minadouro,Minadouro,-7.61667,-37.88333,P,PPL,BR,,17.0,2516607.0,,,0,,706,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10026,3394841,Minador do Negrão,Minador do Negrao,-9.30528,-36.86472,P,PPL,BR,,2.0,2705309.0,,,1986,,283,America/Maceio,2012-08-03,Minador do Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10027,3394842,Riacho do Minador,Riacho do Minador,-7.7,-41.8,H,STMI,BR,,20.0,,,,0,,217,America/Fortaleza,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10028,3394843,Minador,Minador,-8.71667,-36.85,P,PPL,BR,,30.0,2610806.0,,,0,,503,America/Recife,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10029,3394844,Minador,Minador,-7.9,-41.78333,P,PPL,BR,,20.0,2210805.0,,,0,,317,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10030,3394845,Minador,Minador,-7.75,-39.33333,P,PPL,BR,,30.0,2614006.0,,,0,,512,America/Recife,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10031,3394846,Minador,Minador,-7.55,-38.95,P,PPL,BR,,6.0,2302503.0,,,0,,398,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10032,3394847,Minador,Minador,-7.4,-37.48333,P,PPL,BR,,30.0,2612802.0,,,0,,834,America/Recife,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10033,3394848,Minador,Minador,-7.2,-38.83333,P,PPL,BR,,6.0,2302008.0,,,0,,400,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10034,3394849,Minador,Minador,-5.65,-42.48333,P,PPL,BR,,20.0,2207751.0,,,0,,139,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10035,3394850,Minador,Minador,-4.5,-39.83333,P,PPL,BR,,6.0,2312205.0,,,0,,372,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10036,3394851,Minador,Minador,-7.95,-41.25,L,AREA,BR,,20.0,,,,0,,297,America/Fortaleza,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10037,3394852,Mina do Brejui,Mina do Brejui,-6.28096,-36.5413,S,AIRF,BR,,22.0,2403103.0,,,0,,361,America/Recife,2012-08-03,Aeroporto de Currais Novos,Currais Novos Airport,SNKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10038,3394853,Mina de Chelita,Mina de Chelita,-5.96861,-36.46194,P,PPL,BR,,22.0,2401651.0,,,0,,392,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10039,3394854,Mina Brejuí,Mina Brejui,-6.31667,-36.55,P,PPL,BR,,22.0,2403103.0,,,0,,440,America/Fortaleza,2012-08-03,Brejui,Brejuí,Mina Brejui,Mina Brejuí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10040,3394855,Cachoeira Miná,Cachoeira Mina,-0.4,-56.86667,H,FLLS,BR,,16.0,,,,0,,102,America/Manaus,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10041,3394856,Mina,Mina,-7.06667,-41.81667,P,PPL,BR,,20.0,2209104.0,,,0,,292,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10042,3394857,Mina,Mina,-6.36667,-39.36667,L,AREA,BR,,6.0,,,,0,,219,America/Fortaleza,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10043,3394858,Mimosos,Mimosos,-4.11667,-42.46667,P,PPL,BR,,20.0,2201200.0,,,0,,110,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10044,3394859,Rio Mimoso,Rio Mimoso,-8.08333,-36.46667,H,STMI,BR,,30.0,,,,0,,508,America/Recife,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10045,3394860,Mimoso,Mimoso,-8.3997,-36.89836,P,PPL,BR,,30.0,2610905.0,,,0,,658,America/Recife,2012-12-05,Arcoverde,Mimoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10046,3394861,Mimoso,Mimoso,-8.25,-35.83333,P,PPL,BR,,30.0,2601904.0,,,0,,526,America/Recife,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10047,3394862,Mimoso,Mimoso,-6.625,-37.51583,P,PPLL,BR,,17.0,2510907.0,,,0,,187,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10048,3394863,Mimoso,Mimoso,-6.16667,-43.08333,P,PPL,BR,,13.0,2110906.0,,,0,,175,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10049,3394864,Riacho Mimosa,Riacho Mimosa,-8.43333,-37.18333,H,STMI,BR,,30.0,,,,0,,597,America/Maceio,2012-01-19,Riacho Mimosa,Riacho Mimoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10050,3394865,Lagoa Mimosa,Lagoa Mimosa,-3.6,-39.23333,H,LK,BR,,6.0,,,,0,,42,America/Fortaleza,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10051,3394866,Mimosa,Mimosa,-5.98333,-42.15,P,PPL,BR,,20.0,2209609.0,,,0,,130,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10052,3394867,Mimosa,Mimosa,-5.06667,-42.13333,P,PPL,BR,,20.0,2202208.0,,,0,,168,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10053,3394868,Lago Mimi,Lago Mimi,-1.58333,-54.4,H,LK,BR,,16.0,,,,0,,76,America/Manaus,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10054,3394869,Milona,Milona,-5.9,-37.86667,P,PPL,BR,,22.0,2401008.0,,,0,,174,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10055,3394870,Milhões,Milhoes,-6.6,-43.85,P,PPL,BR,,13.0,2107308.0,,,0,,263,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
