10000,3394815,Mirador,Mirador,-5.46667,-40.06667,P,PPL,BR,,6.0,2313302.0,,,0,,560,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001,3394816,Miracica,Miracica,-8.95667,-36.62,P,PPLL,BR,,30.0,2606002.0,,,0,,795,America/Recife,2012-08-03,Sao Jose de Baraunas,São José de Baraúnas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10056,3394871,Serra do Milho,Serra do Milho,-8.25,-36.21667,T,RDGE,BR,,30.0,,,,0,,613,America/Recife,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10057,3394872,Igarapé do Milho,Igarape do Milho,-2.96667,-46.63333,H,STM,BR,,13.0,,,,0,,77,America/Belem,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10058,3394873,Milho,Milho,-4.44641,-39.69555,P,PPL,BR,,6.0,2302800.0,,,0,,443,America/Fortaleza,2012-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10059,3394874,Milhans,Milhans,-7.18333,-40.31667,P,PPL,BR,,6.0,2311959.0,,,0,,620,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10060,3394875,Milhã dos Birros,Milha dos Birros,-5.61667,-35.93333,P,PPL,BR,,22.0,2405504.0,,,0,,125,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10061,3394876,Riacho Milhã,Riacho Milha,-6.21667,-38.13333,H,STMI,BR,,22.0,,,,0,,227,America/Fortaleza,2020-06-11,Riacho Alexandria,Riacho Milha,Riacho Milhã,Rio de Alexandria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10062,3394877,Riacho Milha,Riacho Milha,-5.63333,-35.9,H,STMI,BR,,22.0,,,,0,,124,America/Recife,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10063,3394878,Milhã,Milha,-5.675,-39.19389,P,PPL,BR,,6.0,2308351.0,,,0,,213,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,3394879,Milhá,Milha,-5.3,-37.61667,P,PPL,BR,,22.0,2404309.0,,,0,,90,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10065,3394880,Milha,Milha,-7.25,-41.21667,L,AREA,BR,,20.0,,,,0,,284,America/Fortaleza,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10066,3394881,Riacho Milagroso,Riacho Milagroso,-7.23333,-43.01667,H,STMI,BR,,20.0,,,,0,,194,America/Araguaina,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10067,3394882,Serra dos Milagres,Serra dos Milagres,-6.43333,-36.05,T,UPLD,BR,,0.0,,,,0,,507,America/Recife,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10068,3394883,Milagres,Milagres,-7.26057,-38.96244,A,ADM2,BR,,6.0,2308302.0,,,27462,,364,America/Fortaleza,2022-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10069,3394884,Milagres,Milagres,-7.31333,-38.94556,P,PPL,BR,,6.0,2308302.0,,,12588,,341,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10070,3394885,Milagres,Milagres,-5.73333,-42.6,L,AREA,BR,,20.0,,,,0,,257,America/Fortaleza,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10071,3394886,Milagres,Milagres,-7.3,-38.9,S,AIRF,BR,,6.0,2308302.0,,,0,,373,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10072,3394887,Milagre,Milagre,-5.83694,-37.39222,P,PPL,BR,,22.0,2401305.0,,,0,,144,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10073,3394888,Miguel Xavier,Miguel Xavier,-7.10417,-39.15889,P,PPLL,BR,,6.0,2303204.0,,,0,,376,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10074,3394889,Miguel Pereira,Miguel Pereira,-5.01667,-38.03333,P,PPL,BR,,6.0,2311801.0,,,0,,27,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10075,3394890,Miguel Leão,Miguel Leao,-5.68056,-42.73861,P,PPL,BR,,20.0,2206308.0,,,0,,176,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10076,3394891,Miguel Bento,Miguel Bento,-0.53333,-52.51667,P,PPL,BR,,3.0,1600279.0,,,0,,116,America/Belem,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10077,3394892,Miguel Alves,Miguel Alves,-4.16556,-42.89528,P,PPL,BR,,20.0,2206209.0,,,10438,,46,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10078,3394893,Serra do Miguel,Serra do Miguel,-6.33333,-38.51667,T,RDGE,BR,,0.0,,,,0,,642,America/Fortaleza,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10079,3394894,Serra do Miguel,Serra do Miguel,-6.03333,-37.08333,T,MT,BR,,22.0,2406106.0,,,0,,175,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080,3394895,Riacho Miguel,Riacho Miguel,-6.9,-37.73333,H,STMI,BR,,17.0,,,,0,,241,America/Recife,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10081,3394896,Miguéis,Migueis,-7.51667,-38.25,P,PPL,BR,,17.0,2505600.0,,,0,,421,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10082,3394897,Serra da Micaela,Serra da Micaela,-5.71667,-38.41667,T,UPLD,BR,,6.0,,,,0,,160,America/Fortaleza,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10083,3394898,Serra Micaela,Serra Micaela,-6.6,-37.83333,T,MT,BR,,17.0,2508109.0,,,0,,464,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10084,3394899,Paraná Miauá,Parana Miaua,-2.98139,-57.75528,H,STM,BR,,4.0,,,,0,,11,America/Manaus,1995-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10085,3394900,Ponta da Mexiana,Ponta da Mexiana,0.03333,-49.35,T,PT,BR,,16.0,,,,0,,-9999,America/Belem,2012-01-19,Ponta Frechas,Ponta da Mexiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10086,3394901,Ilha Mexiana,Ilha Mexiana,-0.03598,-49.60241,T,ISL,BR,,16.0,,,,0,,3,America/Belem,2018-12-05,Ilha Mexiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10087,3394902,Meu Rancho,Meu Rancho,-5.4,-35.61667,P,PPL,BR,,22.0,2410405.0,,,0,,121,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10088,3394903,Metroá,Metroa,-7.85,-41.65,L,AREA,BR,,20.0,,,,0,,242,America/Fortaleza,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10089,3394904,Metancia,Metancia,-6.86667,-42.4,P,PPL,BR,,20.0,2207009.0,,,0,,200,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10090,3394905,Riacho do Mestre,Riacho do Mestre,-6.33333,-38.16667,H,STMI,BR,,22.0,,,,0,,264,America/Fortaleza,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10091,3394906,Ilha do Mestre,Ilha do Mestre,0.73333,-51.6,T,ISL,BR,,3.0,,,,0,,138,America/Belem,2018-12-05,Ilha do Mestre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10092,3394907,Rio do Messias,Rio do Messias,-9.53333,-35.68333,H,STM,BR,,2.0,,,,0,,10,America/Maceio,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10093,3394908,Messias,Messias,-9.38333,-35.84167,P,PPL,BR,,2.0,2705200.0,,,12375,,127,America/Maceio,2012-08-03,Floriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10094,3394909,Messejana,Messejana,-3.83222,-38.48944,P,PPLL,BR,,6.0,2304400.0,,,0,,41,America/Fortaleza,2012-08-03,Mecejana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
