,geonameid,name,asciiname,latitude,longitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date,othername0,othername1,othername2,othername3,othername4,othername5,othername6,othername7,othername8,othername9,othername10,othername11,othername12,othername13,othername14,othername15,othername16,othername17,othername18,othername19,othername20,othername21,othername22,othername23,othername24,othername25,othername26,othername27,othername28,othername29,othername30,othername31,othername32,othername33,othername34,othername35,othername36,othername37,othername38,othername39,othername40,othername41,othername42,othername43,othername44,othername45,othername46,othername47,othername48,othername49,othername50,othername51,othername52,othername53,othername54,othername55,othername56,othername57,othername58,othername59,othername60,othername61,othername62,othername63,othername64,othername65,othername66
120035,12139100,Córrego do Veado,Corrego do Veado,-12.10061,-49.24101,H,STM,BR,,31.0,,,,0,,265,America/Araguaina,2020-03-11,Corrego do Veado,Córrego do Veado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120036,12139101,Córrego do Coxo,Corrego do Coxo,-12.11164,-49.21718,H,STM,BR,,31.0,,,,0,,254,America/Araguaina,2020-03-11,Corrego do Coxo,Córrego do Coxo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120037,12139102,Córrego da Pindaiba,Corrego da Pindaiba,-12.14009,-49.26893,H,STM,BR,,31.0,,,,0,,266,America/Araguaina,2020-03-11,Corrego da Pindaiba,Córrego da Pindaiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120038,12139103,Córrego Santa Maria,Corrego Santa Maria,-12.03232,-49.18783,H,STM,BR,,31.0,,,,0,,262,America/Araguaina,2020-03-11,Corrego Santa Maria,Córrego Santa Maria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120039,12139104,Córrego Caititu,Corrego Caititu,-12.17726,-49.47008,H,STM,BR,,31.0,,,,0,,234,America/Araguaina,2020-03-11,Corrego Caititu,Córrego Caititu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120040,12139105,Córrego Lajinha,Corrego Lajinha,-12.19611,-49.42722,H,STM,BR,,31.0,,,,0,,244,America/Araguaina,2020-03-11,Corrego Lajinha,Córrego Lajinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120041,12139106,Córrego Bom Tempo,Corrego Bom Tempo,-12.22937,-49.47061,H,STM,BR,,31.0,,,,0,,229,America/Araguaina,2020-03-11,Corrego Bom Tempo,Córrego Bom Tempo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120042,12139107,Córrego Candeia,Corrego Candeia,-12.2171,-49.44856,H,STM,BR,,31.0,,,,0,,232,America/Araguaina,2020-03-11,Corrego Candeia,Córrego Candeia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120043,12139108,Córrego do Óleo,Corrego do Oleo,-12.30691,-49.47844,H,STM,BR,,31.0,,,,0,,227,America/Araguaina,2020-03-11,Corrego do Oleo,Córrego do Óleo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120044,12139109,Córrego do Matão,Corrego do Matao,-12.33377,-49.48448,H,STM,BR,,31.0,,,,0,,235,America/Araguaina,2020-03-11,Corrego do Matao,Córrego do Matão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120045,12139110,Ribeirão Tranqueira,Ribeirao Tranqueira,-12.32203,-49.37955,H,STM,BR,,31.0,,,,0,,240,America/Araguaina,2020-03-11,Ribeirao Tranqueira,Ribeirão Tranqueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120046,12139111,Córrego da Matinha,Corrego da Matinha,-12.28984,-49.38044,H,STM,BR,,31.0,,,,0,,257,America/Araguaina,2020-03-11,Corrego da Matinha,Córrego da Matinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120047,12139112,Córrego Bonito,Corrego Bonito,-12.30727,-49.38347,H,STM,BR,,31.0,,,,0,,262,America/Araguaina,2020-03-11,Corrego Bonito,Córrego Bonito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120048,12139113,Córrego Fortaleza,Corrego Fortaleza,-12.32541,-49.36337,H,STM,BR,,31.0,,,,0,,245,America/Araguaina,2020-03-11,Corrego Fortaleza,Córrego Fortaleza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120049,12139114,Córrego das Lajes,Corrego das Lajes,-12.33999,-49.43433,H,STM,BR,,31.0,,,,0,,227,America/Araguaina,2020-03-11,Corrego das Lajes,Córrego das Lajes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120050,12139115,Córrego Azul,Corrego Azul,-12.29393,-49.31037,H,STM,BR,,31.0,,,,0,,248,America/Araguaina,2020-03-11,Corrego Azul,Córrego Azul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120051,12139116,Córrego de Areia,Corrego de Areia,-12.29784,-49.30361,H,STM,BR,,31.0,,,,0,,240,America/Araguaina,2020-03-11,Corrego de Areia,Córrego de Areia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120052,12139117,Córrego do Boi,Corrego do Boi,-12.31438,-49.28423,H,STM,BR,,31.0,,,,0,,232,America/Araguaina,2020-03-11,Corrego do Boi,Córrego do Boi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120053,12139118,Córrego Galheiro,Corrego Galheiro,-12.3094,-49.28867,H,STM,BR,,31.0,,,,0,,240,America/Araguaina,2020-03-11,Corrego Galheiro,Córrego Galheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120054,12139119,Córrego Pauzinho,Corrego Pauzinho,-12.29731,-49.22589,H,STM,BR,,31.0,,,,0,,232,America/Araguaina,2020-03-11,Corrego Pauzinho,Córrego Pauzinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120055,12139120,Córrego da Mata,Corrego da Mata,-12.26352,-49.2965,H,STM,BR,,31.0,,,,0,,244,America/Araguaina,2020-03-11,Corrego da Mata,Córrego da Mata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120056,12139121,Córrego Retiro,Corrego Retiro,-12.2283,-49.27853,H,STM,BR,,31.0,,,,0,,250,America/Araguaina,2020-03-11,Corrego Retiro,Córrego Retiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120057,12139122,Córrego Ferrão,Corrego Ferrao,-12.20714,-49.25773,H,STM,BR,,31.0,,,,0,,263,America/Araguaina,2020-03-11,Corrego Ferrao,Córrego Ferrão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120058,12139123,Ribeirão Cachoeira,Ribeirao Cachoeira,-12.3231,-49.23745,H,STM,BR,,31.0,,,,0,,232,America/Araguaina,2020-03-11,Ribeirao Cachoeira,Ribeirão Cachoeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120059,12139124,Córrego Tijuca,Corrego Tijuca,-12.37805,-49.23656,H,STM,BR,,31.0,,,,0,,226,America/Araguaina,2020-03-11,Corrego Tijuca,Córrego Tijuca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120060,12139125,Córrego Macaíba,Corrego Macaiba,-12.40668,-49.25773,H,STM,BR,,31.0,,,,0,,220,America/Araguaina,2020-03-11,Corrego Macaiba,Córrego Macaíba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120061,12139126,Córrego Peba,Corrego Peba,-12.3889,-49.24492,H,STM,BR,,31.0,,,,0,,225,America/Araguaina,2020-03-11,Corrego Peba,Córrego Peba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120062,12139127,Córrego Patizal,Corrego Patizal,-12.40313,-49.25666,H,STM,BR,,31.0,,,,0,,224,America/Araguaina,2020-03-11,Corrego Patizal,Córrego Patizal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120063,12139128,Córrego Vaivém,Corrego Vaivem,-12.42429,-49.30486,H,STM,BR,,31.0,,,,0,,244,America/Araguaina,2020-03-11,Corrego Vaivem,Córrego Vaivém,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120064,12139129,Córrego Pati,Corrego Pati,-12.40366,-49.39325,H,STM,BR,,31.0,,,,0,,239,America/Araguaina,2020-03-11,Corrego Pati,Córrego Pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120065,12139130,Córrego Boi Morto,Corrego Boi Morto,-12.34284,-49.4651,H,STM,BR,,31.0,,,,0,,218,America/Araguaina,2020-03-11,Corrego Boi Morto,Córrego Boi Morto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120066,12139131,Córrego Grotão,Corrego Grotao,-12.33092,-49.41512,H,STM,BR,,31.0,,,,0,,232,America/Araguaina,2020-03-11,Corrego Grotao,Córrego Grotão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120067,12139132,Córrego Canivete,Corrego Canivete,-12.28486,-49.21398,H,STM,BR,,31.0,,,,0,,235,America/Araguaina,2020-03-11,Corrego Canivete,Córrego Canivete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120068,12139133,Córrego Seco,Corrego Seco,-12.35422,-49.22571,H,STM,BR,,31.0,,,,0,,229,America/Araguaina,2020-03-11,Corrego Seco,Córrego Seco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120069,12139134,Córrego Escurinho,Corrego Escurinho,-12.47338,-49.46154,H,STM,BR,,31.0,,,,0,,209,America/Araguaina,2020-03-11,Corrego Escurinho,Córrego Escurinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120070,12139135,Córrego Mata das Panelas,Corrego Mata das Panelas,-12.48494,-49.44696,H,STM,BR,,31.0,,,,0,,212,America/Araguaina,2020-03-11,Corrego Mata das Panelas,Córrego Mata das Panelas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120071,12139136,Córrego Preto,Corrego Preto,-12.48352,-49.43024,H,STM,BR,,31.0,,,,0,,211,America/Araguaina,2020-03-11,Corrego Preto,Córrego Preto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120072,12139137,Córrego Borá,Corrego Bora,-12.4298,-49.4057,H,STM,BR,,31.0,,,,0,,230,America/Araguaina,2020-03-11,Corrego Bora,Córrego Borá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120073,12139138,Córrego da Onça,Corrego da Onca,-12.43461,-49.41245,H,STM,BR,,31.0,,,,0,,227,America/Araguaina,2020-03-11,Corrego da Onca,Córrego da Onça,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120074,12139139,Córrego Guará,Corrego Guara,-12.51233,-49.38649,H,STM,BR,,31.0,,,,0,,212,America/Araguaina,2020-03-11,Corrego Guara,Córrego Guará,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120075,12139140,Córrego das Éguas,Corrego das Eguas,-12.52993,-49.39805,H,STM,BR,,31.0,,,,0,,220,America/Araguaina,2020-03-11,Corrego das Eguas,Córrego das Éguas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120076,12139141,Ribeirão Buenos Aires,Ribeirao Buenos Aires,-12.53278,-49.35697,H,STM,BR,,31.0,,,,0,,215,America/Araguaina,2020-03-11,Ribeirao Buenos Aires,Ribeirão Buenos Aires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120077,12139142,Córrego dos Porcos,Corrego dos Porcos,-12.49081,-49.26199,H,STM,BR,,31.0,,,,0,,222,America/Araguaina,2020-03-11,Corrego dos Porcos,Córrego dos Porcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120078,12139143,Córrego da Porteira,Corrego da Porteira,-12.49027,-49.25435,H,STM,BR,,31.0,,,,0,,223,America/Araguaina,2020-03-11,Corrego da Porteira,Córrego da Porteira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120079,12139144,Córrego Mata da Fazenda,Corrego Mata da Fazenda,-12.46911,-49.28743,H,STM,BR,,31.0,,,,0,,218,America/Araguaina,2020-03-11,Corrego Mata da Fazenda,Córrego Mata da Fazenda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120080,12139145,Córrego Fundo,Corrego Fundo,-12.43567,-49.26751,H,STM,BR,,31.0,,,,0,,220,America/Araguaina,2020-03-11,Corrego Fundo,Córrego Fundo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120081,12139146,Córrego Mariporã,Corrego Maripora,-12.46075,-49.20864,H,STM,BR,,31.0,,,,0,,230,America/Araguaina,2020-03-11,Corrego Maripora,Córrego Mariporã,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120082,12139147,Córrego Saúva,Corrego Sauva,-12.41789,-49.3984,H,STM,BR,,31.0,,,,0,,235,America/Araguaina,2020-03-11,Corrego Sauva,Córrego Saúva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
