11,3380122,Os Treis Saltos,Os Treis Saltos,2.24422,-52.87317,H,FLLS,BR,,0.0,,,,0,,138,America/Belem,2015-07-03,Les Trois Sauts,Os Treis Saltos,Trois Sauts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,3380172,Îlets Toïlopiké,Ilets Toilopike,3.38091,-52.14649,T,ISLS,BR,GF,0.0,,,,0,,49,America/Belem,2015-07-03,Ilet Toilopique,Ilet Toïlopiqué,Ilets Tailopique,Ilets Toilopike,Ilets Toilopique,Îlets Taïlopiqué,Îlets Toïlopiké,Îlets Toïlopiqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,3380227,Tamoussiyapa Itou,Tamoussiyapa Itou,2.92477,-52.39391,H,FLLS,BR,,0.0,,,,0,,83,America/Belem,2015-07-03,Cachoeira Samaciapa,Cachoeira Samaciapá,Saut Komanciapa,Saut Tamasiapa,Tamoussiyapa Itou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,3380231,Tamanwayapa Itou,Tamanwayapa Itou,2.29216,-52.82745,H,FLLS,BR,GF,0.0,,,,0,,130,America/Belem,2015-07-03,Saut Tamanouayapa,Saut Yaouapa,Saut Yawapa,Tamanwayapa Itou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,3380237,Taléouwayatou Itou,Taleouwayatou Itou,2.85831,-52.4387,H,RPDS,BR,GF,0.0,,,,0,,79,America/Belem,2015-07-03,Rapide Tale Ito Ayatou,Rapide Talé Ito Ayatou,Taleouwayatou Itou,Taléouwayatou Itou,Tare eu Wai-atou,Taré eu Waï-atou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,3380354,Cachoeira Trasapa,Cachoeira Trasapa,2.18896,-52.92595,H,FLLS,BR,,0.0,,,,0,,156,America/Belem,2015-07-03,Cachoeira Irasapa,Cachoeira Trasapa,Itou Sanseng,Sansen Itou,Saut Eutou Sansen,Saut Itou Sansen,Saut Itoussansein,Saut Toussassagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,3380374,Pointe Saint-Paul,Pointe Saint-Paul,3.51896,-52.05956,H,STMB,BR,GF,0.0,,,,0,,61,America/Cayenne,2015-07-03,Pointe Saint-Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,3380410,Pointe Sainte-Marie,Pointe Sainte-Marie,3.11917,-52.33814,H,STMB,BR,GF,0.0,,,,0,,70,America/Cayenne,2015-07-03,Pointe Sainte-Marie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,3380625,Saut Petit Massala,Saut Petit Massala,2.65268,-52.54268,H,FLLS,BR,,0.0,,,,0,,115,America/Cayenne,2015-07-03,Cachoeira Piararusa,Cachoeira Piararusá,Saut Petit Masara,Saut Petit Massala,Saut Petit Massera,Saut Petit Masséra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,3380637,Saut Petit Koumouri,Saut Petit Koumouri,2.6,-52.53333,H,RPDS,BR,GF,0.0,,,,0,,114,America/Cayenne,2014-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,3380732,Parcours Noir,Parcours Noir,3.41667,-52.13333,H,RCH,BR,GF,0.0,,,,0,,92,America/Cayenne,2014-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,3380747,Panakoupelou Itou,Panakoupelou Itou,2.64422,-52.55186,H,RPDS,BR,GF,0.0,,,,0,,88,America/Belem,2015-07-03,Panakoupelou Itou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,3380756,Palanga Itou,Palanga Itou,2.41676,-52.64509,H,FLLS,BR,,0.0,,,,0,,128,America/Belem,2015-07-03,Cachoeira Paranga,Cachoeira Parangá,Palanga Itou,Saut Pananga,Saut Sinacouparangaoue,Saut Sinacouparangaoué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,3380757,Pakwétan Itou,Pakwetan Itou,2.33535,-52.73926,H,RPDS,BR,GF,0.0,,,,0,,135,America/Santarem,2015-07-03,Pakwetan Itou,Pakwétan Itou,Saut Pakouetam,Saut Pakouétam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,3380759,Pakoussili Itou,Pakoussili Itou,2.26151,-52.85794,H,FLLS,BR,GF,0.0,,,,0,,131,America/Santarem,2015-07-03,Pakoussili Itou,Saut Pacouciri,Saut Pakousiri,Saut Pakoussili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,3380760,Saut Pakouétam,Saut Pakouetam,2.18333,-52.93333,H,RPDS,BR,GF,0.0,,,,0,,161,America/Cayenne,2014-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,3380779,Baie de l'Oyapok,Baie de l'Oyapok,4.37859,-51.63822,H,ESTY,BR,,0.0,,,,0,,-9999,America/Cayenne,2019-12-03,Baia de Oyapok,Baia do Oiapoque,Baie d'Oyapock,Baie de Oiapoque,Baie de l'Oyapock,Baie de l'Oyapok,Baie de l’Oyapock,Baie d’Oyapock,Bay of Oyapoc,Baía de Oyapok,Baía do Oiapoque,Oyapock Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,3380788,Oulwa Itou,Oulwa Itou,2.44391,-52.62709,H,RPDS,BR,GF,0.0,,,,0,,109,America/Belem,2015-07-03,Oulwa Itou,Ouroua,Ourouwa Itou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,3380859,Moutoussi Itou,Moutoussi Itou,2.43896,-52.63777,H,FLLS,BR,GF,0.0,,,,0,,118,America/Belem,2015-07-03,Moutoussi Itou,Saut Moutouchy,Saut Moutouci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,3380865,Moulouwa Itou,Moulouwa Itou,2.9389,-52.39041,H,RPDS,BR,GF,0.0,,,,0,,79,America/Belem,2015-07-03,Moulouwa Itou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,3380903,Mongou Itou,Mongou Itou,2.34346,-52.71908,H,RPDS,BR,GF,0.0,,,,0,,131,America/Belem,2015-07-03,Mongou Itou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,3380927,Massif du Mitaraka,Massif du Mitaraka,2.26932,-54.47739,T,MTS,BR,,0.0,,,,0,,430,America/Cayenne,2015-08-07,Massif du Mitaraca,Massif du Mitaraka,Mitaraka,Mont Mitaraca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,3380949,Îlet Mémora,Ilet Memora,3.30989,-52.1918,T,ISLS,BR,GF,0.0,,,,0,,54,America/Cayenne,2015-07-03,Ilet Memora,Ilets Memora,Îlet Mémora,Îlets Mémora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,3380969,Matino Kangue,Matino Kangue,2.95,-52.38333,H,RPDS,BR,GF,0.0,,,,0,,79,America/Cayenne,2014-03-07,Matino Kangue,Matino Konged Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,3380980,Saut Massakaetam,Saut Massakaetam,3.78333,-51.9,H,RPDS,BR,GF,0.0,,,,0,,13,America/Cayenne,2014-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,3381026,Manoa Itou,Manoa Itou,2.36894,-52.6775,H,FLLS,BR,,0.0,,,,0,,134,America/Belem,2015-07-03,Cachoeira Manana,Cachoeira Mananá,Cachoeira Manaua,Cachoeira Manauá,Manoa Itou,Saut Manoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,3381289,Kwaman Tapélé Itou,Kwaman Tapele Itou,2.55031,-52.55949,H,FLLS,BR,GF,0.0,,,,0,,115,America/Santarem,2015-07-03,Kwaman Tapele Itou,Kwaman Tapere,Kwaman Tapélé Itou,Kwaman Tapéré,Saut Kouamantapere,Saut Kouamantapéré,Saut Kouamautapere,Saut Kouamautaperé,Saut Kwaman Tapere,Saut Kwaman Tapére,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,3381292,Cachoeira Acouiari,Cachoeira Acouiari,2.68261,-52.52028,H,FLLS,BR,,0.0,,,,0,,98,America/Belem,2015-07-03,Cachoeira Acouiari,Kouyari Itou,Saut Couyari,Saut Couyary,Saut Kouyari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,3381315,Koumalawa Itou,Koumalawa Itou,2.57368,-52.53406,H,FLLS,BR,,0.0,,,,0,,111,America/Belem,2015-07-03,Cachoeira Cumalaua,Cachoeira Cumalauá,Koumalawa Itou,Saut Cournaoua,Saut Koumaloua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,3381316,Cachoeira Camaraua,Cachoeira Camaraua,3.13333,-52.33333,H,FLLS,BR,,0.0,,,,0,,105,America/Cayenne,2015-07-03,Cachoeira Camaraua,Saut Goumaraoua,Sauts Coumalaoua,Sauts Koumalawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,3381319,Kouloumouli Itou,Kouloumouli Itou,2.40476,-52.65526,H,RPDS,BR,GF,0.0,,,,0,,134,America/Belem,2015-07-03,Kouloumouli Itou,Kouroumouri Itou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,3381325,Îlet Kouaman,Ilet Kouaman,3.73816,-51.91667,T,ISL,BR,GF,0.0,,,,0,,35,America/Cayenne,2015-07-03,Ile Kouaman,Ilet Couaman,Ilet Kouaman,Ilet Kouaman Tapele,Île Kouaman,Îlet Couaman,Îlet Kouaman,Îlet Kouaman Tapélé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,3381343,Rio Keriniutu,Rio Keriniutu,2.16667,-52.98333,H,STM,BR,,0.0,,,,0,,160,America/Cayenne,2015-07-03,Corrego Acrindioutou,Crique Kerindioutou,Crique Kérindioutou,Córrego Acrindioutou,Rio Curinioto,Rio Keriniutu,Rio Oiapoque,Riviere Kerindioutou,Rivière Kérindioutou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,3381370,Kanguélalou Itou,Kanguelalou Itou,2.82587,-52.45434,H,FLLS,BR,GF,0.0,,,,0,,89,America/Belem,2015-07-03,Kanguelalou Itou,Kanguelarou Itou,Kanguélalou Itou,Kanguélarou Itou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,3381375,Kalara Itou,Kalara Itou,2.1934,-52.93488,H,RPDS,BR,GF,0.0,,,,0,,152,America/Belem,2015-07-03,Kalara Itou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,3381376,Cachoeira Taiuá,Cachoeira Taiua,2.21481,-52.89179,H,FLLS,BR,,0.0,,,,0,,136,America/Cayenne,2020-06-10,Cachoeira Paiua,Cachoeira Paiuá,Cachoeira Taiua,Cachoeira Taiuá,Kainwa Itou,Kaïnwa Itou,Saut Canoa,Saut Kainoua,Saut Kaïnoua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,3381378,Saut Kachiri,Saut Kachiri,3.71967,-51.94071,H,RPDS,BR,GF,0.0,,,,0,,19,America/Belem,2015-06-08,Saut Cachiri,Saut Kachiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,3381432,Ipanan Tapéré,Ipanan Tapere,2.83333,-52.45,H,RPDS,BR,GF,0.0,,,,0,,86,America/Cayenne,2014-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,3381448,Imoéle Itou,Imoele Itou,2.75062,-52.48055,H,RPDS,BR,GF,0.0,,,,0,,81,America/Belem,2020-06-10,Imoele Itou,Imoéle Itou,Saut Imoeu-areu,Saut Imœu-areu,Saut Ymoareu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,3381522,Îlet Gros Indien,Ilet Gros Indien,3.78207,-51.90939,T,ISL,BR,GF,0.0,,,,0,,36,America/Belem,2015-06-08,Ilet Gros Indien,Îlet Gros Indien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,3381575,Cachoeira Grande Rocha,Cachoeira Grande Rocha,3.80046,-51.88222,H,FLLS,BR,,0.0,,,,0,,7,America/Belem,2015-07-03,Cachoeira Gran Roche,Cachoeira Grande Rocha,Cachoeira Grande Roche,Saut Grande Roche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,3381599,Saut Grand Ako,Saut Grand Ako,2.76285,-52.47673,H,FLLS,BR,,0.0,,,,0,,85,America/Belem,2015-07-03,Cachoeira Aco,Cachoeira Acô,Saut Grand Ako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,3381639,Îlet Galion,Ilet Galion,3.97067,-51.77607,T,ISL,BR,GF,0.0,,,,0,,3,America/Cayenne,2015-06-08,Ilet Galion,Îlet Galion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,3382110,Chemin de l'Enfer,Chemin de l'Enfer,3.48261,-52.08854,H,FLLS,BR,GF,0.0,,,,0,,45,America/Cayenne,2019-12-03,Chemin de l'Enfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,3382327,Îlets Bois Déraciné,Ilets Bois Deracine,3.43333,-52.11667,T,ISLS,BR,GF,0.0,,,,0,,49,America/Cayenne,2015-07-03,Ilets Bois Deracine,Îlets Bois Déraciné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,3382550,Sauts Anawa,Sauts Anawa,3.78925,-51.90294,H,RPDS,BR,GF,0.0,,,,0,,13,America/Belem,2015-06-08,Saut Anaoua,Sauts Anawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,3382573,Alikoto Miti Itou,Alikoto Miti Itou,2.88752,-52.42358,H,FLLS,BR,,0.0,,,,0,,79,America/Cayenne,2015-07-03,Alicoto Miti Ito,Alicoto Miti Itou,Alikoto Miti Itou,Cachoeira Alicolo,Cachoeira Alicolô,Cachoeira Pequeno Alicolo,Cachoeira Pequeno Alicolô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,3382574,Alikoto Itou,Alikoto Itou,3.08188,-52.3303,H,FLLS,BR,GF,0.0,,,,0,,72,America/Cayenne,2015-07-03,Alikoto Itou,Saut Alicoto,Saut Aricoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,3382584,Îlet Alice,Ilet Alice,3.66672,-51.98813,T,ISLS,BR,GF,0.0,,,,0,,40,America/Cayenne,2015-07-03,Ilet Alice,Ilets Alice,Îlet Alice,Îlets Alice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,3384862,Riacho Zuza,Riacho Zuza,-9.43333,-37.66667,H,STMI,BR,,2.0,,,,0,,213,America/Maceio,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,3384863,Rio Zutiua,Rio Zutiua,-3.68725,-45.48518,H,STM,BR,,13.0,,,,0,,10,America/Fortaleza,2012-12-05,Rio Zutiua,Rio Zutiva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,3384864,Zundão,Zundao,-5.15,-41.91667,P,PPL,BR,,20.0,2210656.0,,,0,,214,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,3384865,Rio Zumbi,Rio Zumbi,-2.85,-40.01667,H,STMI,BR,,6.0,,,,0,,11,America/Fortaleza,2021-09-08,Rio Zumbi,Zumbi River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,3384866,Riacho Zumbi,Riacho Zumbi,-6.35,-40.18333,H,STMI,BR,,6.0,,,,0,,584,America/Fortaleza,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,3384867,Ponta do Zumbi,Ponta do Zumbi,-1.43333,-44.81667,T,PT,BR,,13.0,,,,0,,-9999,America/Belem,2012-01-19,Ponta Turi,Ponta Tury,Ponta do Zumbi,Ponta do Zumui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,3384868,Zumbi,Zumbi,-7.1,-35.68333,P,PPL,BR,,17.0,2500304.0,,,0,,309,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,3384869,Zumbi,Zumbi,-6.38333,-40.2,P,PPL,BR,,6.0,2300408.0,,,0,,375,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,3384870,Zumbi,Zumbi,-5.33306,-35.36218,P,PPL,BR,,22.0,2408953.0,,,0,,10,America/Fortaleza,2017-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,3384871,Zumbi,Zumbi,-5.23333,-43.2,P,PPL,BR,,13.0,2106607.0,,,0,,157,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,3384872,Zorra,Zorra,-5.86667,-39.55,P,PPL,BR,,6.0,2308500.0,,,0,,313,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,3384873,Zombaria,Zombaria,-8.25,-36.65,P,PPL,BR,,30.0,2611200.0,,,0,,808,America/Recife,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,3384874,Zombaria,Zombaria,-8.21667,-36.7,P,PPL,BR,,30.0,2611200.0,,,0,,1001,America/Recife,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,3384875,Igarapé Zoador,Igarape Zoador,-1.63333,-46.95,H,STM,BR,,16.0,,,,0,,49,America/Belem,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3384876,Riacho do Ziota,Riacho do Ziota,-5.28333,-42.03333,H,STMI,BR,,20.0,,,,0,,185,America/Fortaleza,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3384877,Zimbro,Zimbro,-8.06667,-42.28333,P,PPL,BR,,20.0,2207934.0,,,0,,257,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3384878,Zibingaatzako,Zibingaatzako,1.48333,-58.51667,T,MT,BR,BR$GY,0.0,,,,0,,260,America/Boa_Vista,2009-03-07,Zibingaatzako,Zibingatzako Mountain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3384879,Cachoeira Zibi,Cachoeira Zibi,1.56667,-56.88333,H,FLLS,BR,,16.0,,,,0,,232,America/Boa_Vista,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3384880,Zezito,Zezito,-7.28333,-40.06667,P,PPL,BR,,6.0,2301307.0,,,0,,863,America/Fortaleza,2012-08-03,Zezito,Zèzito,Zézito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3384881,Serra do Zezinho,Serra do Zezinho,-5.98306,-36.64472,T,MT,BR,,22.0,2411403.0,,,0,315.0,258,America/Recife,2012-08-03,Serra do Zezinho,Serra do Zèzinho,Serra do Zézinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3384882,Riacho Zé Paz,Riacho Ze Paz,-5.6,-46.28333,H,STM,BR,,13.0,,,,0,,168,America/Araguaina,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,3384883,Riacho Zelândia,Riacho Zelandia,-8.55,-45.75,H,STM,BR,,20.0,,,,0,,252,America/Araguaina,1994-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
