20029,3404873,Brejo,Brejo,-9.20707,-39.50606,P,PPL,BR,,5.0,2909901.0,,,0,,465,America/Bahia,2013-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20030,3404874,Brejo,Brejo,-8.7,-36.03333,P,PPL,BR,,30.0,2610202.0,,,0,,790,America/Recife,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20031,3404875,Brejo,Brejo,-8.55,-35.33333,P,PPL,BR,,30.0,2611804.0,,,0,,114,America/Recife,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20032,3404876,Brejo,Brejo,-8.21667,-45.98333,P,PPL,BR,,13.0,2112001.0,,,0,,398,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20033,3404877,Brejo,Brejo,-8.21667,-42.83333,P,PPL,BR,,20.0,2201988.0,,,0,,254,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20034,3404878,Brejo,Brejo,-7.01667,-42.36667,P,PPL,BR,,20.0,2207009.0,,,0,,276,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20035,3404879,Brejo,Brejo,-6.91667,-37.96667,P,PPL,BR,,17.0,2512101.0,,,0,,244,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20036,3404880,Brejo,Brejo,-6.08333,-41.81667,P,PPL,BR,,20.0,2200905.0,,,0,,207,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20037,3404881,Brejo,Brejo,-5.98333,-37.73333,P,PPL,BR,,22.0,2408409.0,,,0,,153,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20038,3404882,Brejo,Brejo,-5.55,-42.73333,P,PPL,BR,,20.0,2206407.0,,,0,,171,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20039,3404883,Brejo,Brejo,-5.5,-39.66667,P,PPL,BR,,6.0,2310506.0,,,0,,317,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20040,3404884,Brejo,Brejo,-5.45,-41.28333,P,PPL,BR,,20.0,2210409.0,,,0,,318,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20041,3404885,Brejo,Brejo,-5.41667,-41.7,P,PPL,BR,,20.0,2202604.0,,,0,,210,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20042,3404886,Brejo,Brejo,-5.33333,-42.35,P,PPL,BR,,20.0,2200301.0,,,0,,131,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20043,3404887,Brejo,Brejo,-5.16667,-35.75,P,PPL,BR,,22.0,2412559.0,,,0,,35,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20044,3404888,Brejo,Brejo,-3.76667,-41.25,P,PPL,BR,,6.0,2313401.0,,,0,,361,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20045,3404889,Brejo,Brejo,-3.68444,-42.75028,P,PPL,BR,,13.0,2102101.0,,,11636,,70,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20046,3404890,Brejo,Brejo,-2.15,-44.68333,P,PPL,BR,,13.0,2104909.0,,,0,,25,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20047,3404891,Brejo,Brejo,-5.75,-42.15,L,AREA,BR,,20.0,,,,0,,160,America/Fortaleza,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20048,3404892,Brejo,Brejo,-5.13333,-42.51667,L,AREA,BR,,20.0,,,,0,,211,America/Fortaleza,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20049,3404893,Brejinho (3),Brejinho (3),-6.51667,-42.11667,P,PPL,BR,,20.0,2201176.0,,,0,,289,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20050,3404894,Brejinho (2),Brejinho (2),-6.73333,-42.78333,P,PPL,BR,,20.0,2204105.0,,,0,,247,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20051,3404895,Brejinho (1),Brejinho (1),-6.58333,-42.41667,P,PPL,BR,,20.0,2201002.0,,,0,,177,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20052,3404896,Brejinho do Ismael,Brejinho do Ismael,-5.88574,-43.29675,P,PPL,BR,,13.0,2107803.0,,,0,,206,America/Fortaleza,2013-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20053,3404897,Serra do Brejinho,Serra do Brejinho,-9.95,-38.55,T,UPLD,BR,,5.0,,,,0,,524,America/Maceio,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20054,3404898,Serra do Brejinho,Serra do Brejinho,-9.83333,-41.38333,T,UPLD,BR,,5.0,,,,0,,871,America/Bahia,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20055,3404899,Serra do Brejinho,Serra do Brejinho,-8.3,-36.53333,T,HLL,BR,,30.0,2612406.0,,,0,,786,America/Maceio,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20056,3404900,Riacho do Brejinho,Riacho do Brejinho,-5.91667,-41.53333,H,STMI,BR,,20.0,,,,0,,226,America/Fortaleza,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20057,3404901,Riacho Brejinho,Riacho Brejinho,-7.06667,-38.95,H,STMI,BR,,6.0,,,,0,,320,America/Fortaleza,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20058,3404902,Riacho Brejinho,Riacho Brejinho,-6.98333,-39.98333,H,STMI,BR,,6.0,,,,0,,472,America/Fortaleza,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20059,3404903,Morro Brejinho,Morro Brejinho,-7.83333,-40.78333,T,UPLD,BR,,20.0,,,,0,,459,America/Fortaleza,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060,3404904,Lagoa do Brejinho,Lagoa do Brejinho,-5.8,-43.1,H,LK,BR,,13.0,,,,0,,91,America/Fortaleza,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20061,3404905,Brejinho,Brejinho,-9.98333,-38.6,P,PPL,BR,,5.0,2918100.0,,,0,,352,America/Bahia,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20062,3404906,Brejinho,Brejinho,-9.91667,-41.53333,P,PPL,BR,,5.0,2930204.0,,,0,,537,America/Bahia,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20063,3404907,Brejinho,Brejinho,-9.68528,-48.60028,P,PPL,BR,,31.0,1713205.0,,,0,,343,America/Araguaina,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20064,3404908,Brejinho,Brejinho,-9.1,-38.28333,P,PPL,BR,,30.0,2611002.0,,,0,,319,America/Recife,2012-08-03,Breiinho,Brejinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20065,3404909,Brejinho,Brejinho,-8.88333,-36.41667,P,PPL,BR,,30.0,2613206.0,,,0,,816,America/Recife,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20066,3404910,Brejinho,Brejinho,-8.86667,-46.03333,P,PPL,BR,,13.0,2100501.0,,,0,,458,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20067,3404911,Brejinho,Brejinho,-8.63333,-37.18333,P,PPL,BR,,30.0,2602803.0,,,0,,820,America/Recife,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20068,3404912,Brejinho,Brejinho,-8.31667,-42.46667,P,PPL,BR,,20.0,2210003.0,,,0,,282,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20069,3404913,Brejinho,Brejinho,-8.15,-46.01667,P,PPL,BR,,13.0,2112001.0,,,0,,458,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20070,3404914,Brejinho,Brejinho,-7.81667,-37.95,P,PPL,BR,,30.0,2605608.0,,,0,,586,America/Recife,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20071,3404915,Brejinho,Brejinho,-7.75,-38.05,P,PPL,BR,,17.0,2512309.0,,,0,,895,America/Fortaleza,2018-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20072,3404916,Brejinho,Brejinho,-7.68333,-39.91667,P,PPL,BR,,30.0,2602001.0,,,0,,549,America/Recife,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20073,3404917,Brejinho,Brejinho,-7.56667,-37.46667,P,PPL,BR,,30.0,2614600.0,,,0,,617,America/Recife,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20074,3404918,Brejinho,Brejinho,-7.34944,-37.28611,P,PPL,BR,,30.0,2602506.0,,,0,,748,America/Recife,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20075,3404919,Brejinho,Brejinho,-7.17472,-38.92167,P,PPLL,BR,,6.0,2302008.0,,,0,,385,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20076,3404920,Brejinho,Brejinho,-7.1875,-40.0225,P,PPLL,BR,,6.0,2301307.0,,,0,,599,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20077,3404921,Brejinho,Brejinho,-7.11667,-48.05,P,PPL,BR,,31.0,1703008.0,,,0,,266,America/Araguaina,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20078,3404922,Brejinho,Brejinho,-6.33333,-37.8,P,PPL,BR,,17.0,2504306.0,,,0,,371,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20079,3404923,Brejinho,Brejinho,-6.25,-39.03333,P,PPL,BR,,6.0,2309508.0,,,0,,193,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20080,3404924,Brejinho,Brejinho,-6.19083,-35.35667,P,PPL,BR,,22.0,2401800.0,,,7625,,151,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20081,3404925,Brejinho,Brejinho,-6.05,-41.9,P,PPL,BR,,20.0,2209153.0,,,0,,180,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20082,3404926,Brejinho,Brejinho,-5.86667,-41.51667,P,PPL,BR,,20.0,2210409.0,,,0,,295,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20083,3404927,Brejinho,Brejinho,-5.72639,-37.45611,P,PPL,BR,,22.0,2414605.0,,,0,,175,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20084,3404928,Brejinho,Brejinho,-5.54361,-37.24583,P,PPL,BR,,22.0,2414605.0,,,0,,97,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20085,3404929,Brejinho,Brejinho,-5.35,-43.15,P,PPL,BR,,13.0,2106607.0,,,0,,189,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20086,3404930,Brejinho,Brejinho,-7.8,-37.21667,T,MT,BR,,30.0,2606903.0,,,0,,714,America/Recife,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20087,3404931,Brejinhe,Brejinhe,-7.7,-38.9,P,PPL,BR,,6.0,2307205.0,,,0,,536,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20088,3404932,Brejihho,Brejihho,-6.26667,-41.41667,L,AREA,BR,,20.0,,,,0,,309,America/Fortaleza,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20089,3404933,Ribeirão Brejão,Ribeirao Brejao,-6.98333,-46.86667,H,STM,BR,,13.0,,,,0,,274,America/Araguaina,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20090,3404934,Ribeirão Brejão,Ribeirao Brejao,-6.6,-46.13333,H,STM,BR,,13.0,,,,0,,306,America/Araguaina,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20091,3404935,Riacho do Brejão,Riacho do Brejao,-5.63333,-43.43333,H,STMI,BR,,13.0,,,,0,,161,America/Araguaina,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20092,3404936,Igarapé Brejão,Igarape Brejao,-6.93333,-48.28333,H,STM,BR,,31.0,,,,0,,210,America/Araguaina,2012-01-19,Igarape Brejao,Igarapé Brejão,Ribeirao Brejao,Ribeirão Brejão,Rio Brejao,Rio Brejão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20093,3404937,Brejão,Brejao,-9.73333,-46.13333,P,PPL,BR,,13.0,2100501.0,,,0,,372,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20094,3404938,Brejão,Brejao,-9.03028,-36.56861,P,PPL,BR,,30.0,2602407.0,,,0,,798,America/Recife,2012-08-03,Brejao de Santa Cruz,Brejão de Santa Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20095,3404939,Brejão,Brejao,-8.69056,-45.365,P,PPL,BR,,20.0,2201150.0,,,0,,351,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
