,geonameid,name,asciiname,latitude,longitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date,othername0,othername1,othername2,othername3,othername4,othername5,othername6,othername7,othername8,othername9,othername10,othername11,othername12,othername13,othername14,othername15,othername16,othername17,othername18,othername19,othername20,othername21,othername22,othername23,othername24,othername25,othername26,othername27,othername28,othername29,othername30,othername31,othername32,othername33,othername34,othername35,othername36,othername37,othername38,othername39,othername40,othername41,othername42,othername43,othername44,othername45,othername46,othername47,othername48,othername49,othername50,othername51,othername52,othername53,othername54,othername55,othername56,othername57,othername58,othername59,othername60,othername61,othername62,othername63,othername64,othername65,othername66
80028,7537651,Parque Natural Municipal de Grumari,Parque Natural Municipal de Grumari,-23.04353,-43.52929,L,PRK,BR,,21.0,,,,0,,20,America/Sao_Paulo,2012-01-21,Parque Natural Municipal de Grumari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80029,7537652,Campo do Grumari,Campo do Grumari,-23.04594,-43.52992,L,FLD,BR,,21.0,,,,0,,17,America/Sao_Paulo,2012-01-21,Campo do Grumari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80030,7537653,Praia do Abricó,Praia do Abrico,-23.0466,-43.51423,T,BCH,BR,,21.0,3304557.0,,,0,,79,America/Sao_Paulo,2016-06-22,Praia do Abrico,Praia do Abricó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80031,7537654,Lagoa Feia,Lagoa Feia,-23.04001,-43.52052,P,PPLX,BR,,21.0,3304557.0,,,0,,36,America/Sao_Paulo,2012-08-03,Lagoa Feia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80032,7537655,Pedra dos Cabritos,Pedra dos Cabritos,-23.04066,-43.51382,T,MT,BR,,21.0,3304557.0,,,0,98.0,269,America/Sao_Paulo,2012-08-03,Pedra dos Cabritos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80033,7537656,Prainha,Prainha,-23.03965,-43.50528,T,BCH,BR,,21.0,3304557.0,,,0,,9,America/Sao_Paulo,2016-06-22,Prainha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80034,7537657,Prainha,Prainha,-23.03805,-43.50653,P,PPLX,BR,,21.0,3304557.0,,,0,,65,America/Sao_Paulo,2012-08-03,Prainha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80035,7537658,Parque Municipal Ecológico da Prainha,Parque Municipal Ecologico da Prainha,-23.0355,-43.50413,L,PRK,BR,,21.0,,,,0,,165,America/Sao_Paulo,2012-01-21,Parque Municipal Ecologico da Prainha,Parque Municipal Ecológico da Prainha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80036,7537659,Morro da Prainha,Morro da Prainha,-23.033,-43.50233,T,MT,BR,,21.0,3304557.0,,,0,104.0,309,America/Sao_Paulo,2012-08-03,Morro da Prainha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80037,7537660,Morro Caeté,Morro Caete,-23.03129,-43.50627,T,MT,BR,,21.0,3304557.0,,,0,124.0,273,America/Sao_Paulo,2012-08-03,Morro Caete,Morro Caeté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80038,7537661,Serra de Piabas,Serra de Piabas,-23.03313,-43.51186,T,MTS,BR,,21.0,,,,0,138.0,355,America/Sao_Paulo,2012-01-21,Serra de Piabas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80039,7537662,Morro das Piabas,Morro das Piabas,-23.03276,-43.5228,T,MT,BR,,21.0,3304557.0,,,0,347.0,243,America/Sao_Paulo,2012-08-03,Morro das Piabas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80040,7537663,Serra do Grumari,Serra do Grumari,-23.03345,-43.53565,T,MTS,BR,,21.0,,,,0,,235,America/Sao_Paulo,2012-01-21,Serra do Grumari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80041,7537664,Rio das Almas,Rio das Almas,-23.04742,-43.52271,H,STM,BR,,21.0,,,,0,,11,America/Sao_Paulo,2012-01-21,Rio das Almas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80042,7537665,Morro da Faxina,Morro da Faxina,-23.03606,-43.54107,T,MT,BR,,21.0,3304557.0,,,0,410.0,287,America/Sao_Paulo,2012-08-03,Morro da Faxina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80043,7537666,Garganta de Itapuca,Garganta de Itapuca,-23.03382,-43.54906,T,GRGE,BR,,21.0,,,,0,,114,America/Sao_Paulo,2012-01-21,Garganta de Itapuca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80044,7537667,Rio Itapuca,Rio Itapuca,-23.03664,-43.55787,H,STM,BR,,21.0,,,,0,,7,America/Sao_Paulo,2012-01-21,Rio Itapuca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80045,7537668,Morro da Cabeça do Boi,Morro da Cabeca do Boi,-23.02963,-43.5464,T,MT,BR,,21.0,3304557.0,,,0,302.0,221,America/Sao_Paulo,2012-08-03,Morro da Cabeca do Boi,Morro da Cabeça do Boi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80046,7537669,Morro da Itapuca,Morro da Itapuca,-23.0315,-43.54068,T,MT,BR,,21.0,3304557.0,,,0,392.0,337,America/Sao_Paulo,2012-08-03,Morro da Itapuca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80047,7537670,Xavier,Xavier,-23.02632,-43.55244,P,PPLX,BR,,21.0,3304557.0,,,0,,6,America/Sao_Paulo,2012-08-03,Xavier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80048,7537671,Itapuca,Itapuca,-23.03755,-43.55755,P,PPLX,BR,,21.0,3304557.0,,,0,,8,America/Sao_Paulo,2012-08-03,Itapuca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80049,7537672,Varzinha,Varzinha,-23.04127,-43.56032,L,LCTY,BR,,21.0,,,,0,,4,America/Sao_Paulo,2012-01-21,Varzinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80050,7537673,São Salvador,Sao Salvador,-23.0357,-43.53095,L,LCTY,BR,,21.0,,,,0,,117,America/Sao_Paulo,2018-11-07,Sao Salvador,São Salvador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80051,7537674,Poço de Pedras,Poco de Pedras,-23.02734,-43.56159,P,PPLX,BR,,21.0,3304557.0,,,0,,10,America/Sao_Paulo,2012-08-03,Poco de Pedras,Poço de Pedras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80052,7537675,Canal do Portinho,Canal do Portinho,-23.04229,-43.57677,H,CNL,BR,,21.0,,,,0,,5,America/Sao_Paulo,2012-01-21,Canal do Portinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80053,7537676,Capim Melado,Capim Melado,-23.02322,-43.56798,L,LCTY,BR,,21.0,,,,0,,3,America/Sao_Paulo,2012-01-21,Capim Melado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80054,7537677,Rio Escola,Rio Escola,-23.0094,-43.55103,H,STM,BR,,21.0,,,,0,,6,America/Sao_Paulo,2012-01-21,Rio Escola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80055,7537678,Rio Domingos Ferro,Rio Domingos Ferro,-23.01312,-43.55291,H,STM,BR,,21.0,,,,0,,5,America/Sao_Paulo,2012-01-21,Rio Domingos Ferro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80056,7537679,Sítio Burle Marx,Sitio Burle Marx,-23.01826,-43.54296,P,PPLL,BR,,21.0,3304557.0,,,0,,9,America/Sao_Paulo,2012-08-03,Sitio Burle Marx,Sítio Burle Marx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80057,7537680,Rio Santo Antônio,Rio Santo Antonio,-23.01609,-43.55377,H,STM,BR,,21.0,,,,0,,4,America/Sao_Paulo,2012-01-21,Rio Santo Antonio,Rio Santo Antônio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80058,7537681,Serra das Bicas,Serra das Bicas,-23.0235,-43.53435,T,MTS,BR,,21.0,,,,0,482.0,410,America/Sao_Paulo,2012-01-21,Serra das Bicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80059,7537682,Canal das Piabas,Canal das Piabas,-23.02083,-43.4934,H,CNL,BR,,21.0,,,,0,,5,America/Sao_Paulo,2012-01-21,Canal das Piabas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80060,7537683,Caeté,Caete,-23.02269,-43.50883,P,PPLX,BR,,21.0,3304557.0,,,0,,3,America/Sao_Paulo,2012-08-03,Caete,Caeté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80061,7537684,Pau Ferro,Pau Ferro,-23.01529,-43.51662,P,PPLX,BR,,21.0,3304557.0,,,0,,7,America/Sao_Paulo,2012-08-03,Pau Ferro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80062,7537685,Cemitério de Piabas,Cemiterio de Piabas,-23.01126,-43.52055,S,CMTY,BR,,21.0,3304557.0,,,0,,39,America/Sao_Paulo,2012-08-03,Cemiterio de Piabas,Cemitério de Piabas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80063,7537686,Morro da Grota Funda,Morro da Grota Funda,-23.01128,-43.52736,T,HLL,BR,,21.0,3304557.0,,,0,287.0,259,America/Sao_Paulo,2012-08-03,Morro da Grota Funda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80064,7537687,Grota Funda,Grota Funda,-23.0085,-43.5182,P,PPLX,BR,,21.0,3304557.0,,,0,,56,America/Sao_Paulo,2012-08-03,Grota Funda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80065,7537688,Morro do Rio Bonito,Morro do Rio Bonito,-23.00649,-43.51452,T,HLL,BR,,21.0,3304557.0,,,0,133.0,68,America/Sao_Paulo,2012-08-03,Morro do Rio Bonito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80066,7537689,Campos de Sernambetiba,Campos de Sernambetiba,-23.00093,-43.48873,H,WTLD,BR,,21.0,,,,0,,3,America/Sao_Paulo,2012-01-21,Campos de Sernambetiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80067,7537690,Serra Geral de Guaratiba,Serra Geral de Guaratiba,-22.9823,-43.51979,T,MTS,BR,,21.0,,,,0,402.0,332,America/Sao_Paulo,2012-01-21,Serra Geral de Guaratiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80068,7537691,Rio Grota Funda,Rio Grota Funda,-23.00505,-43.5511,H,STM,BR,,21.0,,,,0,,5,America/Sao_Paulo,2012-01-21,Rio Grota Funda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80069,7537692,Rio Olaria,Rio Olaria,-23.00867,-43.53706,H,STM,BR,,21.0,,,,0,,14,America/Sao_Paulo,2012-01-21,Rio Olaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80070,7537693,Marangá,Maranga,-23.00429,-43.45155,P,PPLX,BR,,21.0,3304557.0,,,0,,9,America/Sao_Paulo,2012-08-03,Maranga,Marangá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80071,7537694,Morro do Porto,Morro do Porto,-23.00275,-43.54685,T,HLL,BR,,21.0,3304557.0,,,0,45.0,9,America/Sao_Paulo,2012-08-03,Morro do Porto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80072,7537695,Canal do Capitão,Canal do Capitao,-23.00474,-43.55159,H,CNL,BR,,21.0,,,,0,,6,America/Sao_Paulo,2012-01-21,Canal do Capitao,Canal do Capitão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80073,7537696,Campo do Engenho de Fora,Campo do Engenho de Fora,-22.99852,-43.57042,L,FLD,BR,,21.0,,,,0,,2,America/Sao_Paulo,2012-01-21,Campo do Engenho de Fora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80074,7537697,Campo da Ilha,Campo da Ilha,-22.99466,-43.55494,L,FLD,BR,,21.0,,,,0,,3,America/Sao_Paulo,2012-01-21,Campo da Ilha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80075,7537698,Matriz de Guaratiba,Matriz de Guaratiba,-22.99139,-43.57637,P,PPLX,BR,,21.0,3304557.0,,,0,,12,America/Sao_Paulo,2012-08-03,Matriz de Guaratiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80076,7537699,Ponto da Matriz,Ponto da Matriz,-22.98571,-43.57205,P,PPLX,BR,,21.0,3304557.0,,,0,,9,America/Sao_Paulo,2012-08-03,Ponto da Matriz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80077,7537700,Morro Cavado,Morro Cavado,-22.98162,-43.57659,T,HLL,BR,,21.0,3304557.0,,,0,118.0,73,America/Sao_Paulo,2012-08-03,Morro Cavado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80078,7537701,Cemitério de Guaratiba,Cemiterio de Guaratiba,-22.98456,-43.5576,S,CMTY,BR,,21.0,3304557.0,,,0,,16,America/Sao_Paulo,2012-08-03,Cemiterio de Guaratiba,Cemitério de Guaratiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80079,7537702,Morro do Engenho Novo,Morro do Engenho Novo,-22.98533,-43.55221,T,HLL,BR,,21.0,3304557.0,,,0,84.0,45,America/Sao_Paulo,2012-08-03,Morro do Engenho Novo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80080,7537703,Baixada do Engenho Novo,Baixada do Engenho Novo,-22.97658,-43.5476,L,LCTY,BR,,21.0,,,,0,,16,America/Sao_Paulo,2012-01-21,Baixada do Engenho Novo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80081,7537704,Morro do Capitão Inácio,Morro do Capitao Inacio,-22.97789,-43.5624,T,HLL,BR,,21.0,3304557.0,,,0,274.0,230,America/Sao_Paulo,2012-08-03,Morro do Capitao Inacio,Morro do Capitão Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80082,7537705,Carapiá,Carapia,-22.96826,-43.57814,P,PPLX,BR,,21.0,3304557.0,,,0,,30,America/Sao_Paulo,2012-08-03,Carapia,Carapiá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
