,geonameid,name,asciiname,latitude,longitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date,othername0,othername1,othername2,othername3,othername4,othername5,othername6,othername7,othername8,othername9,othername10,othername11,othername12,othername13,othername14,othername15,othername16,othername17,othername18,othername19,othername20,othername21,othername22,othername23,othername24,othername25,othername26,othername27,othername28,othername29,othername30,othername31,othername32,othername33,othername34,othername35,othername36,othername37,othername38,othername39,othername40,othername41,othername42,othername43,othername44,othername45,othername46,othername47,othername48,othername49,othername50,othername51,othername52,othername53,othername54,othername55,othername56,othername57,othername58,othername59,othername60,othername61,othername62,othername63,othername64,othername65,othername66
30000,3447978,Córrego Sardinha,Corrego Sardinha,-21.88333,-54.83333,H,STM,BR,,11.0,,,,0,,335,America/Campo_Grande,2012-01-19,Corrego Sardinha,Córrego Sardinha,Ribeirao Sardinha,Ribeirão Sardinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30001,3447979,Sardinha,Sardinha,-21.9,-56.88333,P,PPL,BR,,11.0,5002803.0,,,0,,402,America/Campo_Grande,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30002,3447980,Ilha de Saravatá,Ilha de Saravata,-22.79937,-43.28321,T,ISL,BR,,21.0,,,,0,,4,America/Sao_Paulo,2007-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30003,3447981,Sarauna,Sarauna,-13.83333,-40.8,P,PPL,BR,,5.0,2902807.0,,,0,,255,America/Bahia,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30004,3447982,Sará-Sará,Sara-Sara,-23.66667,-47.08333,P,PPL,BR,,27.0,3513009.0,,,0,,865,America/Sao_Paulo,2013-03-05,Sara-Sara,Sará-Sará,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30005,3447983,Sararé de Baixo,Sarare de Baixo,-16.73333,-57.13333,P,PPL,BR,,14.0,5106505.0,,,0,,109,America/Cuiaba,2012-08-03,Sarare,Sarare de Baixo,Sararé,Sararé de Baixo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30006,3447984,Rio Sararé,Rio Sarare,-16.81667,-57.4,H,STM,BR,,14.0,,,,0,,102,America/Cuiaba,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30007,3447985,Rio Sararé,Rio Sarare,-14.86667,-59.98056,H,STM,BR,,14.0,,,,0,,201,America/Cuiaba,2021-08-25,Rio Sarare,Rio Sararé,Sarare River,Sararé River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30008,3447986,Ribeirão Sararé,Ribeirao Sarare,-10.6,-58.1,H,STM,BR,,14.0,,,,0,,348,America/Cuiaba,2020-06-11,Ribeirao Sarare,Ribeirão Sararé,Rio Sarare,Rio Sararé,Rio Xacuriuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30009,3447987,Rio Sarapuí,Rio Sarapui,-23.39764,-47.75,H,STM,BR,,27.0,,,,0,,534,America/Sao_Paulo,2021-08-09,Rio Sarapuhy,Rio Sarapui,Rio Sarapuí,Sarapui River,Sarapuí River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,3447988,Ribeirão Sarapuí,Ribeirao Sarapui,-13.46667,-39.11667,H,STM,BR,,5.0,,,,0,,29,America/Bahia,2012-01-19,Riacho Sarapui,Riacho Sarapuí,Ribeirao Sarapui,Ribeirão Sarapuí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30011,3447989,Sarapuí,Sarapui,-23.64056,-47.82472,P,PPL,BR,,27.0,3551108.0,,,0,,590,America/Sao_Paulo,2012-08-03,Sarapuhy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30012,3447990,Ilha da Sarangonha,Ilha da Sarangonha,-31.8,-52.11667,T,ISL,BR,,23.0,,,,0,,-9999,America/Sao_Paulo,2012-01-19,Ilha da Saragonha,Ilha da Sarangonha,Ilha da Sarangonta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30013,3447991,Sarandira,Sarandira,-21.83111,-43.18806,P,PPLL,BR,,15.0,3136702.0,,,0,,771,America/Sao_Paulo,2012-08-03,Sarandi,Sarandy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30014,3447992,Rio Sarandi,Rio Sarandi,-25.58333,-53.5,H,STM,BR,,18.0,,,,0,,270,America/Sao_Paulo,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30015,3447993,Ribeirão Sarandi,Ribeirao Sarandi,-24.13333,-53.76667,H,STM,BR,,18.0,,,,0,,276,America/Sao_Paulo,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30016,3447994,Arroio Sarandi,Arroio Sarandi,-32.21667,-52.78333,H,STM,BR,,23.0,,,,0,,2,America/Sao_Paulo,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30017,3447995,Arroio Sarandi,Arroio Sarandi,-31.25,-51.8,H,STM,BR,,23.0,,,,0,,0,America/Sao_Paulo,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30018,3447996,Arroio Sarandi,Arroio Sarandi,-30.51667,-56.25,H,STM,BR,,23.0,,,,0,,109,America/Sao_Paulo,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30019,3447997,Sarandi,Sarandi,-27.94389,-52.92306,P,PPL,BR,,23.0,4320107.0,,,15158,,505,America/Sao_Paulo,2012-08-03,Colonia Sarandy,Sarandi,Саранди,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,3447998,Sarandi,Sarandi,-23.44361,-51.87389,P,PPL,BR,,18.0,4126256.0,,,84697,,586,America/Sao_Paulo,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30021,3447999,Sarandi,Sarandi,-21.81667,-42.9,P,PPL,BR,,15.0,3139805.0,,,0,,737,America/Sao_Paulo,2012-12-05,Sarandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30022,3448000,Arroio Saraiva,Arroio Saraiva,-31.63333,-52.9,H,STM,BR,,23.0,,,,0,,145,America/Sao_Paulo,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30023,3448001,Saraiva,Saraiva,-16.75,-40.5,P,PPL,BR,,15.0,3155108.0,,,0,,660,America/Sao_Paulo,2012-12-05,Saraiva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30024,3448002,Saraiva,Saraiva,-15.55568,-49.4282,P,PPL,BR,,29.0,5211800.0,,,0,,596,America/Sao_Paulo,2013-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30025,3448003,Ilha da Saraiba,Ilha da Saraiba,-12.96667,-38.73333,T,ISL,BR,,5.0,,,,0,,-9999,America/Bahia,2018-12-05,Ilha da Saraiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30026,3448004,Saracuruna,Saracuruna,-22.68333,-43.23333,S,RSTN,BR,,21.0,3301702.0,,,0,,5,America/Sao_Paulo,2012-12-05,Saracuruna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30027,3448005,Rio da Saracurazinha,Rio da Saracurazinha,-12.31667,-40.51667,H,STMI,BR,,5.0,,,,0,,353,America/Bahia,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30028,3448006,Rio Saracura,Rio Saracura,-12.3,-40.11667,H,STM,BR,,5.0,,,,0,,249,America/Bahia,2021-08-24,Rio Saracura,Saracura River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30029,3448007,Ilha da Saracura,Ilha da Saracura,-23.02286,-43.94566,T,ISL,BR,,21.0,,,,0,,45,America/Sao_Paulo,2018-11-06,Ilha Saracura,Ilha da Saracura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30030,3448008,Saquinho,Saquinho,-14.85,-40.7,P,PPL,BR,,5.0,2933307.0,,,0,,898,America/Bahia,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30031,3448009,Saquinho,Saquinho,-12.35,-38.96667,P,PPL,BR,,5.0,2929305.0,,,0,,232,America/Bahia,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30032,3448010,Lagoa de Saquarema,Lagoa de Saquarema,-22.91772,-42.53629,H,LGN,BR,,21.0,,,,0,,2,America/Sao_Paulo,2019-02-21,Lagoa de Saquarema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30033,3448011,Saquarema,Saquarema,-22.92,-42.51028,P,PPL,BR,,21.0,3305505.0,,,62056,,2,America/Sao_Paulo,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30034,3448012,Rio Sapucaí-Mirim,Rio Sapucai-Mirim,-22.2,-45.88333,H,STM,BR,,0.0,,,,0,,819,America/Sao_Paulo,2021-07-11,Rio Sapucai-Mirim,Rio Sapucaí-Mirim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30035,3448013,Rio Sapucaí-Mirim,Rio Sapucai-Mirim,-20.88333,-47.33333,H,STM,BR,,27.0,,,,0,,730,America/Sao_Paulo,2021-08-09,Rio Sapucai-Mirim,Rio Sapucaí-Mirim,Sapucai-Mirim River,Sapucaí-Mirim River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30036,3448014,Sapucaí Mirim,Sapucai Mirim,-22.74778,-45.7425,P,PPL,BR,,15.0,3165404.0,,,0,,885,America/Sao_Paulo,2012-08-03,Sapucahy Mirim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30037,3448015,Ribeirão da Sapucaieira,Ribeirao da Sapucaieira,-16.56667,-39.33333,H,STM,BR,,5.0,,,,0,,9,America/Bahia,2012-12-05,Ribeirao da Sapucaieira,Ribeirão da Sapucaieira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30038,3448016,Sapucaia do Norte,Sapucaia do Norte,-18.84194,-41.50722,P,PPLL,BR,,15.0,3127305.0,,,0,,228,America/Sao_Paulo,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30039,3448017,Sapucaia de Guanhães,Sapucaia de Guanhaes,-18.91889,-42.61833,P,PPLL,BR,,15.0,3128006.0,,,0,,560,America/Sao_Paulo,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30040,3448018,Serra da Sapucaia,Serra da Sapucaia,-16.26667,-39.55,T,UPLD,BR,,5.0,,,,0,,167,America/Bahia,2012-12-05,Serra da Sapucaia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30041,3448019,Serra da Sapucaia,Serra da Sapucaia,-16.4,-41.1,T,RDGE,BR,,15.0,,,,0,,897,America/Bahia,2012-12-05,Serra da Sapucaia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30042,3448020,Serra da Sapucaia,Serra da Sapucaia,-11.36667,-40.51667,T,RDGE,BR,,5.0,,,,0,,1093,America/Bahia,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30043,3448021,Rio Sapucaia,Rio Sapucaia,-11.21667,-40.33333,H,STMI,BR,,5.0,,,,0,,409,America/Bahia,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30044,3448022,Rio Sapucaia,Rio Sapucaia,-10.66667,-36.73333,H,STM,BR,,28.0,,,,0,,-9999,America/Noronha,2021-09-05,Rio Sapucaia,Sapucaia River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30045,3448023,Riacho da Sapucaia,Riacho da Sapucaia,-11.31667,-37.6,H,STMI,BR,,28.0,,,,0,,135,America/Bahia,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30046,3448024,Riacho Sapucaia,Riacho Sapucaia,-15.26667,-40.2,H,STM,BR,,5.0,,,,0,,376,America/Bahia,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30047,3448025,Ponta da Sapoca,Ponta da Sapoca,-12.83172,-38.48735,T,PT,BR,,5.0,2927408.0,,,0,,12,America/Bahia,2019-12-04,Ponta da Sapoca,Ponta da Sapucaia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30048,3448026,Córrego Sapucaia,Corrego Sapucaia,-20.3,-40.8,H,STM,BR,,8.0,,,,0,,710,America/Sao_Paulo,2012-12-05,Corrego Sapucaia,Córrego Sapucaia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30049,3448027,Córrego Sapucaia,Corrego Sapucaia,-20.1,-41.46667,H,STM,BR,,15.0,,,,0,,502,America/Sao_Paulo,2012-12-05,Corrego Sapucaia,Córrego Sapucaia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30050,3448028,Córrego Sapucaia,Corrego Sapucaia,-16.45,-41.71667,H,STM,BR,,15.0,,,,0,,347,America/Bahia,2012-12-05,Corrego Sapucaia,Córrego Sapucaia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30051,3448029,Córrego Sapucaia,Corrego Sapucaia,-16.25,-41.36667,H,STM,BR,,15.0,,,,0,,620,America/Bahia,2012-12-05,Corrego Sapucaia,Córrego Sapucaia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30052,3448030,Córrego Sapucaia,Corrego Sapucaia,-16.0,-40.86667,H,STM,BR,,15.0,,,,0,,312,America/Bahia,2012-12-05,Corrego Sapucaia,Córrego Sapucaia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30053,3448031,Sapucaia,Sapucaia,-29.83333,-51.15,P,PPL,BR,,23.0,4320008.0,,,130937,,37,America/Sao_Paulo,2012-08-03,Acapucai,Açapucaí,Guianuba,Güianuba,Sapucaia,Sapukaja,Сапукая,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30054,3448032,Sapucaia,Sapucaia,-22.53333,-41.96667,P,PPL,BR,,21.0,3304524.0,,,0,,7,America/Sao_Paulo,2012-12-05,Sapucaia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30055,3448033,Sapucaia,Sapucaia,-21.995,-42.91444,P,PPL,BR,,21.0,3305406.0,,,12329,,224,America/Sao_Paulo,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30056,3448034,Sapucaia,Sapucaia,-21.43333,-41.3,P,PPL,BR,,21.0,3301009.0,,,0,,59,America/Sao_Paulo,2012-12-05,Sapucaia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30057,3448035,Sapucaia,Sapucaia,-20.91667,-40.95,P,PPL,BR,,8.0,3202801.0,,,0,,70,America/Sao_Paulo,2012-12-05,Sapucaia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30058,3448036,Sapucaia,Sapucaia,-19.85417,-42.20833,P,PPLL,BR,,15.0,3113404.0,,,0,,541,America/Sao_Paulo,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30059,3448037,Sapucaia,Sapucaia,-19.35583,-40.60861,P,PPLL,BR,,8.0,3203353.0,,,0,,108,America/Sao_Paulo,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30060,3448038,Sapucaia,Sapucaia,-16.46667,-41.13333,P,PPL,BR,,15.0,3135803.0,,,0,,741,America/Sao_Paulo,2012-12-05,Sapucaia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30061,3448039,Sapucaia,Sapucaia,-16.25,-41.03333,P,PPL,BR,,15.0,3135803.0,,,0,,603,America/Sao_Paulo,2012-12-05,Sapucaia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30062,3448040,Sapucaia,Sapucaia,-16.16667,-40.86667,P,PPL,BR,,15.0,3101706.0,,,0,,464,America/Sao_Paulo,2012-12-05,Sapucaia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30063,3448041,Sapucaia,Sapucaia,-15.18333,-40.46667,P,PPL,BR,,5.0,2915809.0,,,0,,381,America/Bahia,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30064,3448042,Sapucaia,Sapucaia,-13.96667,-40.03333,P,PPL,BR,,5.0,2918001.0,,,0,,177,America/Bahia,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30065,3448043,Sapucaia,Sapucaia,-13.18333,-39.71667,P,PPL,BR,,5.0,2932101.0,,,0,,565,America/Bahia,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30066,3448044,Sapucaia,Sapucaia,-12.9,-39.53333,P,PPL,BR,,5.0,2910305.0,,,0,,360,America/Bahia,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30067,3448045,Sapucaia,Sapucaia,-12.75,-38.8,P,PPL,BR,,5.0,2929750.0,,,0,,111,America/Bahia,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30068,3448046,Sapucaia,Sapucaia,-12.68333,-39.06667,P,PPL,BR,,5.0,2909802.0,,,0,,167,America/Bahia,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30069,3448047,Sapucaia,Sapucaia,-12.68333,-38.15,P,PPL,BR,,5.0,2905701.0,,,0,,5,America/Bahia,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30070,3448048,Sapucaia,Sapucaia,-12.35,-38.61667,P,PPL,BR,,5.0,2931707.0,,,0,,125,America/Bahia,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30071,3448049,Sapucaia,Sapucaia,-11.45,-40.53333,P,PPL,BR,,5.0,2921203.0,,,0,,796,America/Bahia,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30072,3448050,Sapucaia,Sapucaia,-10.63333,-36.88333,P,PPL,BR,,28.0,2803302.0,,,0,,97,America/Maceio,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30073,3448051,Rio Sapucaí,Rio Sapucai,-24.61667,-53.08333,H,STM,BR,,18.0,,,,0,,299,America/Sao_Paulo,2021-07-17,Rio Reboucas,Rio Rebouças,Rio Sapucai,Rio Sapucaí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30074,3448052,Rio Sapucaí,Rio Sapucai,-20.71642,-46.12007,H,STM,BR,,15.0,,,,0,,761,America/Sao_Paulo,2021-08-20,Rio Sapucahy-Guassu,Rio Sapucahy-Guassú,Rio Sapucai,Rio Sapucaí,Sapucai,Sapucai River,Sapucaí,Sapucaí River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30075,3448053,Rio Sapucaí,Rio Sapucai,-20.13333,-48.45,H,STM,BR,,27.0,,,,0,,469,America/Sao_Paulo,2021-08-09,Rio Sapucahy,Rio Sapucai,Rio Sapucai Mirim,Rio Sapucaí,Rio Sapucaí Mirim,Sapucai River,Sapucaí River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30076,3448054,Sapucaí,Sapucai,-22.31917,-46.69333,P,PPLL,BR,,15.0,3134905.0,,,0,,694,America/Sao_Paulo,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30077,3448055,Sapucaeiro,Sapucaeiro,-18.08333,-39.91667,P,PPL,BR,,5.0,2922003.0,,,0,,97,America/Bahia,2012-08-03,Sapucaeiro,Sapucaieiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30078,3448056,Rio Sapucaeira,Rio Sapucaeira,-15.3,-39.03333,H,STM,BR,,5.0,,,,0,,12,America/Bahia,2012-01-19,Rio Sapucaeira,Rio Sapucaia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30079,3448057,Sapopema,Sapopema,-23.91083,-50.58028,P,PPL,BR,,18.0,4126207.0,,,0,,733,America/Sao_Paulo,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,3448058,Ribeirão do Sapo,Ribeirao do Sapo,-17.53333,-53.23333,H,STM,BR,,14.0,,,,0,,718,America/Campo_Grande,2012-01-19,Corrego do Sape,Corrego do Sapo,Córrego do Sape,Córrego do Sapo,Ribeirao Sao Pedro,Ribeirao do Sapo,Ribeirão São Pedro,Ribeirão do Sapo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30081,3448059,Ribeirão do Sapo,Ribeirao do Sapo,-14.6,-57.7,H,STM,BR,,14.0,,,,0,,263,America/Cuiaba,2020-06-11,Riacho do Sapo,Ribeirao do Sapo,Ribeirão do Sapo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30082,3448060,Ilha do Sapo,Ilha do Sapo,-20.33174,-40.26841,T,ISL,BR,,8.0,3205200.0,,,0,,-9999,America/Sao_Paulo,2018-11-29,Ilha do Sapo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30083,3448061,Sapo,Sapo,-18.95,-43.36667,P,PPL,BR,,15.0,3117504.0,,,0,,673,America/Sao_Paulo,2012-12-05,Sapo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30084,3448062,Serra da Sapiranga,Serra da Sapiranga,-13.4,-42.58333,T,RDGE,BR,,5.0,,,,0,,969,America/Bahia,2012-01-19,Serra da Sapiranca,Serra da Sapiranga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30085,3448063,Sapiranga,Sapiranga,-29.63806,-51.00694,P,PPL,BR,,23.0,4319901.0,,,76051,,36,America/Sao_Paulo,2012-08-03,Sapyranga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30086,3448064,Vereda do Sapinho,Vereda do Sapinho,-11.0,-44.58333,H,STMI,BR,,5.0,,,,0,,444,America/Araguaina,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
