70000,6316323,Aguapés,Aguapes,-29.75417,-50.21111,P,PPLL,BR,,23.0,4313508.0,,,0,,16,America/Sao_Paulo,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70001,6316324,Águas de Jurema,Aguas de Jurema,-24.28694,-52.08389,P,PPLL,BR,,18.0,4110805.0,,,0,,402,America/Sao_Paulo,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70002,6316325,Águas de Santa Bárbara,Aguas de Santa Barbara,-22.88056,-49.23889,P,PPL,BR,,27.0,3500550.0,,,0,,542,America/Sao_Paulo,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70003,6316326,Águas Férreas,Aguas Ferreas,-20.09361,-42.62528,P,PPLL,BR,,15.0,3164001.0,,,0,,277,America/Sao_Paulo,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70004,6316327,Águas Frias,Aguas Frias,-26.88,-52.85917,P,PPL,BR,,26.0,4200556.0,,,0,,340,America/Sao_Paulo,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70005,6316328,Águas Lindas de Goiás,Aguas Lindas de Goias,-15.76194,-48.28167,P,PPL,BR,,29.0,5200258.0,,,0,,1084,America/Sao_Paulo,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70006,6316329,Águas Mornas,Aguas Mornas,-27.69389,-48.82361,P,PPL,BR,,26.0,4200606.0,,,0,,66,America/Sao_Paulo,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70007,6316330,Aguiarnópolis,Aguiarnopolis,-6.5625,-47.46639,P,PPL,BR,,31.0,1700301.0,,,0,,170,America/Araguaina,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70008,6316331,Alagoinha do Piauí,Alagoinha do Piaui,-7.0075,-40.93889,P,PPL,BR,,20.0,2200251.0,,,0,,281,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70009,6316332,Albardão,Albardao,-29.8275,-52.59611,P,PPLL,BR,,23.0,4315701.0,,,0,,75,America/Sao_Paulo,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70010,6316333,Alcinópolis,Alcinopolis,-18.32417,-53.70611,P,PPL,BR,,11.0,5000252.0,,,0,,424,America/Campo_Grande,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70011,6316334,Aldeia de Carapicuíba,Aldeia de Carapicuiba,-23.57,-46.83111,P,PPLL,BR,,27.0,3510609.0,,,0,,772,America/Sao_Paulo,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70012,6316335,Aldeias Altas,Aldeias Altas,-4.62778,-43.47056,P,PPL,BR,,13.0,2100303.0,,,0,,73,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70013,6316336,Alecrim,Alecrim,-24.04083,-50.39972,P,PPLL,BR,,18.0,4107009.0,,,0,,855,America/Sao_Paulo,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70014,6316337,Alegre,Alegre,-15.04694,-42.23083,P,PPLL,BR,,5.0,2908705.0,,,0,,772,America/Bahia,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70015,6316338,Alegrete do Piauí,Alegrete do Piaui,-7.24179,-40.85845,P,PPL,BR,,20.0,2200277.0,,,0,,417,America/Fortaleza,2014-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70016,6316339,Aleixo,Aleixo,-7.42444,-39.07222,P,PPLL,BR,,6.0,2302503.0,,,0,,812,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70017,6316340,Alexânia,Alexania,-16.08222,-48.50722,P,PPL,BR,,29.0,5200308.0,,,0,,1089,America/Sao_Paulo,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70018,6316341,Alfredo Vasconcelos,Alfredo Vasconcelos,-21.14528,-43.77694,P,PPL,BR,,15.0,3101631.0,,,0,,1057,America/Sao_Paulo,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70019,6316342,Algodão de Jandaíra,Algodao de Jandaira,-6.90528,-36.00694,P,PPL,BR,,17.0,2500577.0,,,0,,445,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70020,6316343,Alta Floresta,Alta Floresta,-9.87556,-56.08611,P,PPLA2,BR,,14.0,5100250.0,,,0,,292,America/Cuiaba,2020-10-25,AFL,Alta Floresta,Alta-Floresta,Алта-Флореста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70021,6316344,Alta Floresta d'Oeste,Alta Floresta d'Oeste,-11.96806,-61.95417,P,PPL,BR,,24.0,1100015.0,,,0,,350,America/Porto_Velho,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70022,6316345,Altamira do Paraná,Altamira do Parana,-24.7975,-52.71306,P,PPL,BR,,18.0,4100459.0,,,0,,535,America/Sao_Paulo,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70023,6316346,Alto Alegre,Alto Alegre,2.89583,-61.4975,P,PPL,BR,,25.0,1400050.0,,,0,,83,America/Boa_Vista,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70024,6316347,Alto Alegre,Alto Alegre,-27.37778,-51.66639,P,PPLL,BR,,26.0,4203907.0,,,0,,658,America/Sao_Paulo,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70025,6316348,Alto Alegre do Iguaçu,Alto Alegre do Iguacu,-25.48111,-53.48389,P,PPLL,BR,,18.0,4104600.0,,,0,,422,America/Sao_Paulo,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70026,6316349,Alto Alegre do Maranhão,Alto Alegre do Maranhao,-4.21278,-44.44639,P,PPL,BR,,13.0,2100436.0,,,0,,58,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70027,6316350,Alto Alegre do Pindaré,Alto Alegre do Pindare,-3.6707,-45.84749,P,PPL,BR,,13.0,2100477.0,,,0,,41,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70028,6316351,Alto Alvorada,Alto Alvorada,-17.15083,-48.16167,P,PPLL,BR,,29.0,5215306.0,,,0,,765,America/Sao_Paulo,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70029,6316352,Alto Boa Vista,Alto Boa Vista,-11.67376,-51.37859,P,PPL,BR,,14.0,5100359.0,,,0,,250,America/Cuiaba,2016-06-04,Alto Boa Vista,SWM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70030,6316353,Alto Caldeirão,Alto Caldeirao,-19.95389,-40.74333,P,PPLL,BR,,8.0,3204609.0,,,0,,703,America/Sao_Paulo,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70031,6316354,Alto Caparaó,Alto Caparao,-20.43333,-41.86833,P,PPL,BR,,15.0,3102050.0,,,0,,1010,America/Sao_Paulo,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70032,6316355,Alto da Brancal,Alto da Brancal,-24.10917,-48.80583,P,PPLL,BR,,27.0,3522406.0,,,0,,966,America/Sao_Paulo,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70033,6316356,Alto da Serra,Alto da Serra,-27.03,-52.78806,P,PPLL,BR,,26.0,4204202.0,,,0,,648,America/Sao_Paulo,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70034,6316357,Alto do São João,Alto do Sao Joao,-24.55139,-52.10278,P,PPLL,BR,,18.0,4122503.0,,,0,,759,America/Sao_Paulo,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70035,6316358,Alto Erval Novo,Alto Erval Novo,-27.51417,-53.94972,P,PPLL,BR,,23.0,4321907.0,,,0,,420,America/Sao_Paulo,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70036,6316359,Alto Feliz,Alto Feliz,-29.39194,-51.31222,P,PPL,BR,,23.0,4300570.0,,,0,,265,America/Sao_Paulo,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70037,6316360,Alto Horizonte,Alto Horizonte,-14.19556,-49.33861,P,PPL,BR,,29.0,5200555.0,,,0,,403,America/Sao_Paulo,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70038,6316361,Alto Jequitibá,Alto Jequitiba,-20.42389,-41.96639,P,PPL,BR,,15.0,3153509.0,,,0,,672,America/Sao_Paulo,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70039,6316362,Alto Juruena,Alto Juruena,-14.08111,-59.21861,P,PPLL,BR,,14.0,5102686.0,,,0,,704,America/Cuiaba,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70040,6316363,Alto Lindo,Alto Lindo,-3.54056,-40.71611,P,PPLL,BR,,6.0,2304004.0,,,0,,71,America/Fortaleza,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
