Unnamed: 0,geonameid,name,asciiname,latitude,longitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date,othername0,othername1,othername2,othername3,othername4,othername5,othername6,othername7,othername8,othername9,othername10,othername11,othername12,othername13,othername14,othername15,othername16,othername17,othername18,othername19,othername20,othername21,othername22,othername23,othername24,othername25,othername26,othername27,othername28,othername29,othername30,othername31,othername32,othername33,othername34,othername35,othername36,othername37,othername38,othername39,othername40,othername41,othername42,othername43,othername44,othername45,othername46,othername47,othername48,othername49,othername50,othername51,othername52,othername53,othername54,othername55,othername56,othername57,othername58,othername59,othername60,othername61,othername62,othername63,othername64,othername65,othername66
50007,3468012,Rio Camaquã,Rio Camaqua,-31.28333,-51.78333,H,STM,BR,,23.0,,,,0,,-9999,America/Sao_Paulo,2021-08-09,Camaqua River,Camaquã River,Rio Camaqua,Rio Camaqua Chico,Rio Camaquam,Rio Camaquan,Rio Camaquã,Rio Camaquã Chico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50100,3468105,Recifes Calções de Fora,Recifes Calcoes de Fora,-17.3,-39.21667,H,RF,BR,,1.0,,,,0,,-9999,America/Bahia,2012-01-19,Recife Calcoes de Fora,Recife Calções de Fora,Recifes Calcoes de Fora,Recifes Calções de Fora,Recifes dos Calcoes de Fora,Recifes dos Calções de Fora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50134,3468139,Ponta do Caju,Ponta do Caju,-22.86667,-43.2,T,PT,BR,,21.0,,,,0,,-9999,America/Sao_Paulo,2012-12-05,Ponta do Caju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50135,3468140,Ilha do Caju,Ilha do Caju,-22.87533,-43.1214,T,ISL,BR,,21.0,3303302.0,,,0,,8,America/Sao_Paulo,2017-12-22,Caju Island,Ilha do Caju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50175,3468180,Ponta de Caiubá,Ponta de Caiuba,-25.86667,-48.53333,T,PT,BR,,18.0,,,,0,,-9999,America/Sao_Paulo,2020-06-11,Ponta Caioba,Ponta Caiobá,Ponta Caiova,Ponta de Caiuba,Ponta de Caiubá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50194,3468199,Ilha Cairuçu das Pedras,Ilha Cairucu das Pedras,-23.34965,-44.56865,T,ISL,BR,,21.0,,,,0,,31,America/Sao_Paulo,2018-11-06,Ilha Cairucu,Ilha Cairucu das Pedras,Ilha Cairuçu das Pedras,Ilha Cairuçú,Ilha de Cairocu,Ilha de Cairoçu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50201,3468206,Ilha Caiobá,Ilha Caioba,-25.86667,-48.55,T,ISL,BR,,18.0,,,,0,,-9999,America/Sao_Paulo,2020-06-11,Ilha Caioba,Ilha Caiobá,Ilha Caiova,Ilha Cayoba,Ilha Cayobá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50212,3468217,Ilha da Caieira,Ilha da Caieira,-22.93333,-44.33333,T,ISL,BR,,21.0,,,,0,,4,America/Sao_Paulo,2013-03-05,Ilha da Caieira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50253,3468258,Arquipélago das Cagarras,Arquipelago das Cagarras,-23.0293,-43.19369,T,ISLS,BR,,21.0,,,,0,,-9999,America/Sao_Paulo,2020-06-11,Arquipelago das Cagarras,Arquipélago das Cagarras,Ilhas Cagarras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50254,3468259,Ilhota Cagarra,Ilhota Cagarra,-23.02898,-43.19157,T,ISL,BR,,21.0,,,,0,,5,America/Sao_Paulo,2012-01-19,Filhote,Ilhota Cagarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50255,3468260,Ilha Cagarra,Ilha Cagarra,-23.02631,-43.19205,T,ISL,BR,,21.0,,,,0,89.0,42,America/Sao_Paulo,2019-02-21,Ilha Cagarra,Ilha Cagarras,Ilha da Cagarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50278,3468283,Ponta da Cafua,Ponta da Cafua,-23.1488,-44.11466,T,PT,BR,,21.0,3300100.0,,,0,,65,America/Sao_Paulo,2014-04-21,Ponta da Cafua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50480,3468485,Ponta da Cachoeira,Ponta da Cachoeira,-20.50986,-29.34414,T,PT,BR,,8.0,3205309.0,,,0,,-9999,America/Noronha,2017-12-26,Ponta da Cacheira,Ponta da Cachoeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50559,3468564,Lagoa da Caçanje,Lagoa da Cacanje,-14.0,-38.91667,H,LGN,BR,,5.0,,,,0,,-9999,America/Bahia,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50592,3468597,Ilhote das Cabras,Ilhote das Cabras,-23.73333,-45.03333,T,ISL,BR,,27.0,,,,0,,-9999,America/Sao_Paulo,2013-03-05,Ilhote das Cabras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50593,3468598,Ilha das Cabras,Ilha das Cabras,-23.51667,-45.03333,T,ISL,BR,,27.0,,,,0,,-9999,America/Sao_Paulo,2013-03-05,Ilha das Cabras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50596,3468601,Baía Cabrália,Baia Cabralia,-16.3,-39.01667,H,BAY,BR,,5.0,,,,0,,-9999,America/Bahia,2020-06-11,Bahia Santa Cruz,Baia Cabralia,Baía Cabrália,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50609,3468614,Ilha do Cabo Frio,Ilha do Cabo Frio,-22.99332,-41.98927,T,ISL,BR,,21.0,3300258.0,,,0,,267,America/Sao_Paulo,2017-12-20,Ilha do Cabo Frio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50626,3468631,Ponta das Cabeçudas,Ponta das Cabecudas,-26.9256,-48.6219,T,PT,BR,,26.0,4208203.0,,,0,,2,America/Sao_Paulo,2017-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50629,3468634,Ponta Cabeçuda,Ponta Cabecuda,-23.83333,-45.21667,T,PT,BR,,27.0,,,,0,,-9999,America/Sao_Paulo,2012-01-19,Ponta Cabecuda,Ponta Cabeçuda,Punta Cabecudo,Punta Cabeçudo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50686,3468691,Caa-Guaçu,Caa-Guacu,-27.38333,-54.21667,P,PPL,BR,,23.0,4321477.0,,,0,,120,America/Sao_Paulo,2018-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50688,3468693,Ilha dos Búzìos,Ilha dos Buzios,-23.80309,-45.14128,T,ISL,BR,,27.0,3520400.0,,,0,,271,America/Sao_Paulo,2016-06-15,Ilha dos Buzios,Ilha dos Búzìos,Vittoria Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50689,3468694,Ilha dos Búzios,Ilha dos Buzios,-23.05876,-44.41639,T,ISL,BR,,21.0,,,,0,,62,America/Sao_Paulo,2018-11-06,Ilha dos Buzios,Ilha dos Búzios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50690,3468695,Cabo Búzios,Cabo Buzios,-22.73333,-41.88333,T,HDLD,BR,,21.0,,,,0,,-9999,America/Sao_Paulo,2012-01-19,Cabo Buzios,Cabo Búzios,Cabo dos Busios,Cabo dos Buzios,Cabo dos Búsios,Cabo dos Búzios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50702,3468707,Busca-Vida,Busca-Vida,-12.87286,-38.26981,P,PPL,BR,,5.0,2905701.0,,,0,,7,America/Bahia,2018-07-23,Busca-Vida,Busco Vida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50800,3468806,Rio Buranhém,Rio Buranhem,-16.45322,-39.05972,H,STM,BR,,5.0,,,,0,,-9999,America/Bahia,2021-07-08,Buranhem River,Buranhém River,Rio Buranhem,Rio Buranhen,Rio Buranhém,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50895,3468903,Ilha de Brocoió,Ilha de Brocoio,-22.75621,-43.11816,T,ISL,BR,,21.0,,,,0,17.0,0,America/Sao_Paulo,2019-02-21,Ilha de Brocoio,Ilha de Brocoió,Ilha do Brocoio,Ilha do Brocoió,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50914,3468922,Ilha do Breu,Ilha do Breu,-22.85,-41.9,T,ISL,BR,,21.0,,,,0,,-9999,America/Sao_Paulo,2012-12-05,Ilha do Breu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51031,3469039,Praia Brava,Praia Brava,-22.83183,-43.1819,T,BCH,BR,,21.0,3304557.0,,,0,,23,America/Sao_Paulo,2016-06-22,Praia Brava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
