Unnamed: 0,geonameid,name,asciiname,latitude,longitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date,othername0,othername1,othername2,othername3,othername4,othername5,othername6,othername7,othername8,othername9,othername10,othername11,othername12,othername13,othername14,othername15,othername16,othername17,othername18,othername19,othername20,othername21,othername22,othername23,othername24,othername25,othername26,othername27,othername28,othername29,othername30,othername31,othername32,othername33,othername34,othername35,othername36,othername37,othername38,othername39,othername40,othername41,othername42,othername43,othername44,othername45,othername46,othername47,othername48,othername49,othername50,othername51,othername52,othername53,othername54,othername55,othername56,othername57,othername58,othername59,othername60,othername61,othername62,othername63,othername64,othername65,othername66
102331,8304816,Tubiacanga,Tubiacanga,-22.78579,-43.22415,P,PPLX,BR,,21.0,3304557.0,,,0,,3,America/Sao_Paulo,2012-08-03,Tubiacanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102332,8304817,Galeão,Galeao,-22.80405,-43.23978,P,PPL,BR,,21.0,3304557.0,,,0,,9,America/Sao_Paulo,2012-08-03,Galeao,Galeão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102333,8304818,Itacolomi,Itacolomi,-22.81182,-43.2324,P,PPLX,BR,,21.0,3304557.0,,,0,,27,America/Sao_Paulo,2012-08-03,Itacolomi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102558,8335452,Galeão Air Force Base,Galeao Air Force Base,-22.80285,-43.23026,S,AIRB,BR,,21.0,3304557.0,,,0,,9,America/Sao_Paulo,2012-08-03,BAGL,Base Aerea do Galeao,Base Aérea do Galeão,Galeao Air Force Base,Galeão Air Force Base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102592,8355910,Praia da Rosa,Praia da Rosa,-22.7908,-43.18882,T,BCH,BR,,21.0,3304557.0,,,0,,1,America/Sao_Paulo,2016-06-22,Praia da Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103178,8449804,Governador Island,Governador Island,-22.80973,-43.21404,A,ADMD,BR,,21.0,3304557.0,,,0,,24,America/Sao_Paulo,2013-05-11,Governador Island,Ilha do Governador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104169,8534638,Praia da Engenhoca,Praia da Engenhoca,-22.82127,-43.17177,T,BCH,BR,,21.0,3304557.0,,,0,,11,America/Sao_Paulo,2016-06-22,Praia da Engenhoca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104604,8556255,Praia Vermelha da Ilha Grande,Praia Vermelha da Ilha Grande,-23.16178,-44.35078,P,PPL,BR,,21.0,3300100.0,,,0,,46,America/Sao_Paulo,2013-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104615,8594066,Coroa Grande,Coroa Grande,-22.83316,-43.21097,H,RFC,BR,,21.0,,,,0,,-9999,America/Sao_Paulo,2013-08-09,Coroa Grande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105140,8602305,Farol,Farol,-3.71288,-38.46623,P,PPLX,BR,,6.0,2304400.0,,,0,,13,America/Fortaleza,2016-06-22,Farol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105141,8602306,Comunidade Titanzinho,Comunidade Titanzinho,-3.70867,-38.46948,P,PPLX,BR,,6.0,2304400.0,,,0,,12,America/Fortaleza,2016-06-22,Comunidade Titanzinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105142,8602307,Serviluz,Serviluz,-3.71797,-38.46298,P,PPLX,BR,,6.0,2304400.0,,,0,,15,America/Fortaleza,2016-06-22,Serviluz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105150,8602315,Trinta e Um de Março,Trinta e Um de Marco,-3.74659,-38.44826,P,PPLX,BR,,6.0,2304400.0,,,0,,6,America/Fortaleza,2016-06-22,31 de Marco,31 de Março,Trinta e Um de Marco,Trinta e Um de Março,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105778,8602945,Pedra da Sereia,Pedra da Sereia,-13.0108,-38.50062,P,PPLX,BR,,5.0,2927408.0,,,0,,20,America/Bahia,2016-06-22,Pedra da Sereia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105817,8602984,Recanto Feliz,Recanto Feliz,-12.99274,-38.44358,P,PPLX,BR,,5.0,2927408.0,,,0,,39,America/Bahia,2016-06-22,Recanto Feliz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105842,8603009,Dois de Janeiro,Dois de Janeiro,-12.96929,-38.41365,P,PPLX,BR,,5.0,2927408.0,,,0,,17,America/Bahia,2016-06-22,Dois de Janeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105996,8603163,Loteamento Popular,Loteamento Popular,-13.12774,-38.78291,P,PPLX,BR,,5.0,2933208.0,,,0,,4,America/Bahia,2016-06-22,Loteamento Popular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107650,8643053,Muro Alto Beach,Muro Alto Beach,-8.434,-34.97845,T,BCH,BR,,30.0,2607208.0,,,0,,1,America/Recife,2013-11-19,Praia de Muro Alto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107696,8770729,Englishman's Bank,Englishman's Bank,-8.04567,-34.85022,U,BNKU,BR,,,,,,0,,-9999,America/Recife,2017-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107697,8823603,Ilha das Flores,Ilha das Flores,-22.84717,-43.10134,T,ISL,BR,,21.0,3304904.0,,,0,,5,America/Sao_Paulo,2014-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107698,8823607,Ilha dos Porcos,Ilha dos Porcos,-22.85422,-43.1163,T,ISL,BR,,21.0,3303302.0,,,0,,1,America/Sao_Paulo,2014-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107707,8986113,Farol da Ilha Rasa,Farol da Ilha Rasa,-23.06394,-43.14594,S,LTHSE,BR,,21.0,3304557.0,,,0,,79,America/Sao_Paulo,2017-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107708,8986162,Ilha da Samambaia,Ilha da Samambaia,-23.03061,-44.48141,T,ISL,BR,,21.0,3300100.0,,,0,,12,America/Sao_Paulo,2014-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107709,8986163,Ensenada Abraão,Ensenada Abraao,-23.12939,-44.15998,H,BAY,BR,,21.0,,,,0,,1,America/Sao_Paulo,2014-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107710,8986165,Ensenada das Palmas,Ensenada das Palmas,-23.14281,-44.12745,H,BAY,BR,,,,,,0,,-9999,America/Sao_Paulo,2014-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107711,8986166,Ponta Grossa,Ponta Grossa,-23.11988,-44.12706,T,PT,BR,,21.0,3300100.0,,,0,,23,America/Sao_Paulo,2014-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107712,8986167,Pontinha,Pontinha,-23.14549,-44.13371,T,PT,BR,,21.0,3300100.0,,,0,,22,America/Sao_Paulo,2014-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107713,8986168,Ilha Guriri,Ilha Guriri,-23.1735,-44.09157,T,ISL,BR,,,,,,0,,3,America/Sao_Paulo,2014-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107714,8986169,Ponta de Lopes Mendes,Ponta de Lopes Mendes,-23.18719,-44.13141,T,PT,BR,,21.0,3300100.0,,,0,,-9999,America/Sao_Paulo,2014-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107715,8986170,Praia de Lopes Mendes,Praia de Lopes Mendes,-23.16964,-44.12993,T,BCH,BR,,21.0,3300100.0,,,0,,1,America/Sao_Paulo,2014-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107716,8986171,Morro de Castelhanos,Morro de Castelhanos,-23.17058,-44.11152,T,HLL,BR,,21.0,3300100.0,,,0,350.0,327,America/Sao_Paulo,2014-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107717,8986172,Ensenada de Lopes Mendes,Ensenada de Lopes Mendes,-23.17571,-44.14255,H,BAY,BR,,,,,,0,,-9999,America/Sao_Paulo,2014-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107718,8986173,Saco Dois Rios,Saco Dois Rios,-23.18605,-44.18109,H,BAY,BR,,,,,,0,,-9999,America/Sao_Paulo,2014-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107719,8986174,Ilha do Amola,Ilha do Amola,-23.11944,-44.14041,T,ISL,BR,,21.0,3300100.0,,,0,,1,America/Sao_Paulo,2014-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107720,8986175,Ponta do Abraão,Ponta do Abraao,-23.11988,-44.16899,T,PT,BR,,21.0,3300100.0,,,0,,25,America/Sao_Paulo,2014-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107721,8986176,Morro do Ferreira,Morro do Ferreira,-23.15788,-44.16543,T,MT,BR,,21.0,3300100.0,,,0,760.0,698,America/Sao_Paulo,2014-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107722,8986177,Ilha do Abraão,Ilha do Abraao,-23.11483,-44.16551,T,ISL,BR,,21.0,3300100.0,,,0,,-9999,America/Sao_Paulo,2014-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107723,8986178,Morro do Feiticeira,Morro do Feiticeira,-23.1254,-44.17959,T,HLL,BR,,21.0,3300100.0,,,0,,298,America/Sao_Paulo,2014-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107728,9034548,Santa Teresita Airport,Santa Teresita Airport,-16.28828,-59.49479,S,AIRP,BR,,14.0,,,,0,,230,America/Cuiaba,2014-05-04,SLSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107822,9255303,Pico 31 de Março,Pico 31 de Marco,0.80659,-66.00411,T,MT,BR,BR$VE,4.0,1303601.0,,,0,2973.0,2773,America/Caracas,2015-03-24,Pico Phelps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107836,9256194,Rio Albunã,Rio Albuna,-9.78675,-65.52619,H,RPDS,BR,,24.0,1100205.0,,,0,,92,America/Porto_Velho,2014-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107907,9402986,Cururupu Extractive Reserve,Cururupu Extractive Reserve,-1.53349,-44.81713,L,RES,BR,,13.0,2103703.0,,,0,,7,America/Belem,2014-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107963,9781926,Taipus de Fora,Taipus de Fora,-13.96434,-38.93364,P,PPL,BR,,5.0,2920700.0,,,0,,1,America/Bahia,2018-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108010,9881323,Ajuruteua,Ajuruteua,-0.82871,-46.60409,P,PPL,BR,,16.0,1501709.0,,,0,,9,America/Belem,2014-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108198,9885371,Marina Travel Praia Hotel,Marina Travel Praia Hotel,-5.77443,-35.19469,S,HTL,BR,,22.0,2408102.0,,,0,,8,America/Fortaleza,2015-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108199,9885372,Infinity Natal Praia Hotel,Infinity Natal Praia Hotel,-5.78435,-35.19071,S,HTL,BR,,22.0,2408102.0,,,0,,11,America/Fortaleza,2015-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108202,9885662,Golden Tulip Rio Vermelho,Golden Tulip Rio Vermelho,-13.01568,-38.48744,S,HTL,BR,,5.0,2927408.0,,,0,,31,America/Bahia,2015-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108218,9885942,Bristol Century Plaza,Bristol Century Plaza,-20.28999,-40.29069,S,HTL,BR,,8.0,3205309.0,,,0,,10,America/Sao_Paulo,2015-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108246,9956609,Flexy Portal Do Sol By Bristol Hoteis,Flexy Portal Do Sol By Bristol Hoteis,-7.09685,-34.83362,S,HTL,BR,,17.0,2507507.0,,,0,,8,America/Fortaleza,2015-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108286,9957560,Mareiro Hotel,Mareiro Hotel,-3.72518,-38.49927,S,HTL,BR,,6.0,2304400.0,,,0,,16,America/Fortaleza,2015-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108294,9957624,Absolutte Hotel,Absolutte Hotel,-13.00456,-38.45513,S,HTL,BR,,5.0,2927408.0,,,0,,13,America/Bahia,2015-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108296,9957626,Bahiamar Hotel,Bahiamar Hotel,-12.99451,-38.44213,S,HTL,BR,,5.0,2927408.0,,,0,,28,America/Bahia,2015-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108301,9957661,Bahia Sol E Mar,Bahia Sol E Mar,-13.01016,-38.51095,S,HTL,BR,,5.0,2927408.0,,,0,,12,America/Bahia,2015-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108303,9957663,Mar Brasil Hotel,Mar Brasil Hotel,-12.95481,-38.35242,S,HTL,BR,,5.0,2927408.0,,,0,,8,America/Bahia,2015-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108351,9958357,Brisol Hotel,Brisol Hotel,-7.09642,-34.83344,S,HTL,BR,,17.0,2507507.0,,,0,,8,America/Fortaleza,2015-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108489,9964583,Quality Hotel Fortaleza - Atlantica,Quality Hotel Fortaleza - Atlantica,-3.72515,-38.49918,S,HTL,BR,,6.0,2304400.0,,,0,,16,America/Fortaleza,2015-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108498,9964596,Vila Gale Bahia Salvador,Vila Gale Bahia Salvador,-13.00975,-38.51664,S,HTL,BR,,5.0,2927408.0,,,0,,13,America/Bahia,2015-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108502,9964600,Blue Tree Towers (Antes Transamerica),Blue Tree Towers (Antes Transamerica),-13.0157,-38.4875,S,HTL,BR,,5.0,2927408.0,,,0,,31,America/Bahia,2015-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108544,9965353,Fleming's Hotel Frankfurt-Messe,Fleming's Hotel Frankfurt-Messe,-12.94537,-38.34076,S,HTL,BR,,5.0,2927408.0,,,0,,11,America/Bahia,2015-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108548,9965383,Tivoli Ecoresort Praia Do Forte (Ex-Praia Do Forte Eco-Resort),Tivoli Ecoresort Praia Do Forte (Ex-Praia Do Forte Eco-Resort),-12.58181,-38.01497,S,HTL,BR,,5.0,2921005.0,,,0,,9,America/Bahia,2015-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108553,9965388,Travel Inn Arembepe Beach,Travel Inn Arembepe Beach,-12.7866,-38.19232,S,HTL,BR,,5.0,2905701.0,,,0,,6,America/Bahia,2015-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108558,9965395,Quinta Do Porto Hotel & Marina,Quinta Do Porto Hotel & Marina,-16.45831,-39.06145,S,HTL,BR,,5.0,2925303.0,,,0,,4,America/Bahia,2015-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108571,9965426,Nannai Beach Resort,Nannai Beach Resort,-8.43426,-34.97925,S,HTL,BR,,30.0,2607208.0,,,0,,13,America/Recife,2015-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108572,9965427,Mar Hotel Recife,Mar Hotel Recife,-8.43604,-34.98061,S,HTL,BR,,30.0,2607208.0,,,0,,14,America/Recife,2015-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108578,9965433,Pestana Bahia Lodge,Pestana Bahia Lodge,-13.01656,-38.48668,S,HTL,BR,,5.0,2927408.0,,,0,,23,America/Bahia,2015-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108579,9965434,Catussaba Resort Hotel - Maximun 6 Nts,Catussaba Resort Hotel - Maximun 6 Nts,-12.94686,-38.33973,S,HTL,BR,,5.0,2927408.0,,,0,,9,America/Bahia,2015-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108582,9965437,Tropical Tambau Beach Vacation,Tropical Tambau Beach Vacation,-7.11156,-34.8218,S,HTL,BR,,17.0,2507507.0,,,0,,8,America/Fortaleza,2015-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108601,9965457,Colonna Galapagos Garden,Colonna Galapagos Garden,-22.74146,-41.87485,S,HTL,BR,,,,,,0,,-9999,America/Sao_Paulo,2015-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108605,9965462,Hotel Morro Do Careca,Hotel Morro Do Careca,-5.87236,-35.17741,S,HTL,BR,,22.0,,,,0,,13,America/Fortaleza,2015-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108645,9969530,Bristol Alameda Vitoria,Bristol Alameda Vitoria,-20.28916,-40.29086,S,HTL,BR,,8.0,3205309.0,,,0,,6,America/Sao_Paulo,2015-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108658,9970819,Sauipe Club,Sauipe Club,-12.43895,-37.91685,S,HTL,BR,,5.0,2921005.0,,,0,,9,America/Bahia,2015-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108710,10055664,Dpny,Dpny,-23.86429,-45.43096,S,HTL,BR,,27.0,3520400.0,,,0,,13,America/Sao_Paulo,2015-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
