Unnamed: 0,geonameid,name,asciiname,latitude,longitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date,othername0,othername1,othername2,othername3,othername4,othername5,othername6,othername7,othername8,othername9,othername10,othername11,othername12,othername13,othername14,othername15,othername16,othername17,othername18,othername19,othername20,othername21,othername22,othername23,othername24,othername25,othername26,othername27,othername28,othername29,othername30,othername31,othername32,othername33,othername34,othername35,othername36,othername37,othername38,othername39,othername40,othername41,othername42,othername43,othername44,othername45,othername46,othername47,othername48,othername49,othername50,othername51,othername52,othername53,othername54,othername55,othername56,othername57,othername58,othername59,othername60,othername61,othername62,othername63,othername64,othername65,othername66
110043,10234167,Ilha Flat Hotel,Ilha Flat Hotel,-23.81066,-45.36555,S,HTL,BR,,27.0,3520400.0,,,0,,4,America/Sao_Paulo,2015-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110075,10235042,Mercure Rj Barra Da Tijuca,Mercure Rj Barra Da Tijuca,-23.01429,-43.29728,S,HTL,BR,,21.0,3304557.0,,,0,,7,America/Sao_Paulo,2015-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110100,10235623,Pousada Stella Tropical,Pousada Stella Tropical,-12.94087,-38.33304,S,AIRH,BR,,5.0,2927408.0,,,0,0.0,9,America/Bahia,2015-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110102,10235625,Encanto De Itapoan Pousada,Encanto De Itapoan Pousada,-12.95531,-38.35626,S,HTL,BR,,5.0,2927408.0,,,0,,10,America/Bahia,2015-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110117,10236338,Dpny Beach Hotel & Spa,Dpny Beach Hotel & Spa,-23.8655,-45.43028,S,HTL,BR,,27.0,3520400.0,,,0,,19,America/Sao_Paulo,2015-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110120,10236345,Itapemar,Itapemar,-23.78459,-45.35761,S,HTL,BR,,27.0,3520400.0,,,0,,7,America/Sao_Paulo,2015-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110123,10236375,Caravela Pousada,Caravela Pousada,-23.82067,-45.37381,S,HTL,BR,,27.0,3520400.0,,,0,,1,America/Sao_Paulo,2015-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110228,10243000,Windsor Plaza,Windsor Plaza,-20.29072,-40.29043,S,HTL,BR,,8.0,3205309.0,,,0,,7,America/Sao_Paulo,2015-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110248,10244237,Gran Hotel Stella Maris Resort And Conventions,Gran Hotel Stella Maris Resort And Conventions,-12.93688,-38.32803,S,HTL,BR,,5.0,2927408.0,,,0,,9,America/Bahia,2015-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110305,10246950,Pousada Da Espera,Pousada Da Espera,-12.60937,-38.0421,S,HTL,BR,,5.0,2905701.0,,,0,,1,America/Bahia,2015-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110335,10247026,Hotel Ibis Vitoria Praia De Camburi,Hotel Ibis Vitoria Praia De Camburi,-20.28598,-40.29088,S,HTL,BR,,8.0,3205309.0,,,0,,5,America/Sao_Paulo,2015-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110340,10247033,Pousada Villa Da Prainha,Pousada Villa Da Prainha,-23.855,-45.41311,S,HTL,BR,,27.0,3520400.0,,,0,,19,America/Sao_Paulo,2015-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110341,10247034,Pousada Refugio Da Harmonia,Pousada Refugio Da Harmonia,-23.86204,-45.41961,S,HTL,BR,,27.0,3520400.0,,,0,,36,America/Sao_Paulo,2015-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110361,10247061,Hotel O Principe,Hotel O Principe,-13.00941,-38.53046,S,HTL,BR,,5.0,2927408.0,,,0,,17,America/Bahia,2015-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110391,10278302,Alah Mar,Alah Mar,-12.99462,-38.44173,S,HTL,BR,,5.0,2927408.0,,,0,,16,America/Bahia,2015-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110394,10278347,Barravento Hotel,Barravento Hotel,-14.78306,-39.04426,S,HTL,BR,,5.0,2913606.0,,,0,,10,America/Bahia,2015-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110399,10278535,Atlantico Hotel Guarapari,Atlantico Hotel Guarapari,-20.67124,-40.49545,S,HTL,BR,,8.0,3202405.0,,,0,,22,America/Sao_Paulo,2015-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110410,10283368,Linx International Airport Rio de Janeiro,Linx International Airport Rio de Janeiro,-22.81761,-43.23714,S,HTL,BR,,21.0,3304557.0,,,0,,8,America/Sao_Paulo,2015-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110412,10283657,Pousada Do Mar,Pousada Do Mar,-14.87404,-39.02431,S,HTL,BR,,5.0,2913606.0,,,0,,12,America/Bahia,2015-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110416,10283797,Pousada Stella Tropical,Pousada Stella Tropical,-12.94087,-38.33304,S,HTL,BR,,5.0,2927408.0,,,0,,9,America/Bahia,2015-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110417,10284065,Pousada Atlantica,Pousada Atlantica,-3.84774,-32.41264,S,HTL,BR,,30.0,2605459.0,,,0,,108,America/Noronha,2015-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110418,10284079,Pousada Ocean Atlantica,Pousada Ocean Atlantica,-3.84087,-32.41104,S,HTL,BR,,30.0,2605459.0,,,0,,48,America/Noronha,2015-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110419,10284191,Pousada Ares de Noronha,Pousada Ares de Noronha,-3.84558,-32.40605,S,HTL,BR,,30.0,2605459.0,,,0,,90,America/Noronha,2015-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110420,10284384,Pousada Solymar,Pousada Solymar,-3.84446,-32.4069,S,HTL,BR,,30.0,2605459.0,,,0,,88,America/Noronha,2015-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110421,10284470,Pousada Da Helena,Pousada Da Helena,-3.847,-32.4137,S,HTL,BR,,30.0,2605459.0,,,0,,108,America/Noronha,2015-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110422,10284475,Pousada Pedras Secas,Pousada Pedras Secas,-3.8478,-32.41511,S,HTL,BR,,30.0,2605459.0,,,0,,113,America/Noronha,2015-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110423,10284538,Pousada Atalaia,Pousada Atalaia,-3.84136,-32.41098,S,HTL,BR,,30.0,2605459.0,,,0,,64,America/Noronha,2015-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110425,10284875,Pousada Netuno,Pousada Netuno,-3.84714,-32.40514,S,HTL,BR,,30.0,2605459.0,,,0,,89,America/Noronha,2015-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110426,10285163,Pousada Verdes Mares,Pousada Verdes Mares,-3.84812,-32.41324,S,HTL,BR,,30.0,2605459.0,,,0,,114,America/Noronha,2015-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110427,10285172,Pousada Solar Dos Ventos,Pousada Solar Dos Ventos,-3.84178,-32.41076,S,HTL,BR,,30.0,2605459.0,,,0,,64,America/Noronha,2015-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110447,10288207,Vila de Ocaporan Village,Vila de Ocaporan Village,-14.275,-38.98548,S,HTL,BR,,,,,,0,,4,America/Bahia,2015-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110464,10288238,Flat Mar Do Cabo Branco,Flat Mar Do Cabo Branco,-7.13002,-34.82216,S,HTL,BR,,17.0,2507507.0,,,0,,8,America/Fortaleza,2015-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110522,10288310,Apart Hotel Primo,Apart Hotel Primo,-5.88,-35.17,S,HTL,BR,,,,,,0,,1,America/Fortaleza,2015-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110523,10288311,Apart Hotel Nautilus,Apart Hotel Nautilus,-5.88,-35.17,S,HTL,BR,,,,,,0,,1,America/Fortaleza,2015-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
