90072,7691854,Rio Minguita,Rio Minguita,-25.85142,-48.71341,H,STM,BR,,18.0,,,,0,,5,America/Sao_Paulo,2012-01-21,Rio Minguita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90073,7691855,Morro de Fora,Morro de Fora,-25.85041,-48.71191,T,HLL,BR,,18.0,4109609.0,,,0,36.0,5,America/Sao_Paulo,2012-08-03,Morro de Fora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90074,7691856,Rio Guaxuma,Rio Guaxuma,-25.85839,-48.69383,H,STM,BR,,18.0,,,,0,,76,America/Sao_Paulo,2012-01-21,Rio Guaxuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90075,7691857,Morro do Ricardo,Morro do Ricardo,-25.856,-48.7137,T,HLL,BR,,18.0,4109609.0,,,0,65.0,26,America/Sao_Paulo,2012-08-03,Morro do Ricardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90076,7691858,Ilha do Ricardo,Ilha do Ricardo,-25.8586,-48.7058,T,ISL,BR,,18.0,,,,0,,6,America/Sao_Paulo,2012-01-21,Ilha do Ricardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90077,7691859,Ilha do Chapéu,Ilha do Chapeu,-25.8486,-48.7294,T,ISL,BR,,18.0,,,,0,,9,America/Sao_Paulo,2012-01-21,Ilha do Chapeu,Ilha do Chapéu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90078,7691860,Rio União,Rio Uniao,-25.86267,-48.72729,H,STM,BR,,18.0,,,,0,,0,America/Sao_Paulo,2012-01-21,Rio Uniao,Rio União,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90079,7691861,Sítio João Degues Sobrinho,Sitio Joao Degues Sobrinho,-25.8696,-48.7448,P,PPL,BR,,18.0,4109609.0,,,0,,9,America/Sao_Paulo,2012-08-03,Sitio Joao Degues Sobrinho,Sítio João Degues Sobrinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90080,7691862,Escola Riozinho,Escola Riozinho,-25.8735,-48.7469,S,SCH,BR,,18.0,4109609.0,,,0,,11,America/Sao_Paulo,2012-08-03,Escola Riozinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90081,7691863,Ilha do Chapeuzinho,Ilha do Chapeuzinho,-25.8611,-48.7217,T,ISL,BR,,18.0,,,,0,,2,America/Sao_Paulo,2012-01-21,Ilha do Chapeuzinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90082,7691864,Sítio Egídio Escorceles,Sitio Egidio Escorceles,-25.8882,-48.7257,P,PPL,BR,,18.0,4109609.0,,,0,,10,America/Sao_Paulo,2012-08-03,Sitio Egidio Escorceles,Sítio Egídio Escorceles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90083,7691865,Rio São Joãozinho,Rio Sao Joaozinho,-25.86883,-48.72378,H,STM,BR,,18.0,,,,0,,0,America/Sao_Paulo,2012-01-21,Rio Sao Joaozinho,Rio São Joãozinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
