40000,3457989,Laje de Mangaratiba,Laje de Mangaratiba,-23.01205,-44.07714,T,RK,BR,,21.0,,,,0,,-9999,America/Sao_Paulo,2018-11-06,Laje de Mangaratiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40001,3457990,Baía de Mangaratiba,Baia de Mangaratiba,-22.9551,-44.0583,H,BAY,BR,,21.0,,,,0,,-9999,America/Sao_Paulo,2012-01-19,Baia de Mangaratiba,Baía de Mangaratiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40013,3458002,Ribeirão Mangabeira,Ribeirao Mangabeira,-18.73333,-51.78333,H,STM,BR,,29.0,,,,0,,558,America/Sao_Paulo,2012-01-19,Ribeirao Jatai,Ribeirao Mangabeira,Ribeirão Jataí,Ribeirão Mangabeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40014,3458003,Ribeirão Mangabeira,Ribeirao Mangabeira,-15.36667,-47.8,H,STM,BR,,29.0,,,,0,,905,America/Araguaina,2012-01-19,Corrego Mangabeira,Córrego Mangabeira,Ribeirao Mangabeira,Ribeirão Mangabeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40015,3458004,Morro da Mangabeira,Morro da Mangabeira,-12.28333,-42.36667,T,MT,BR,,5.0,2923209.0,,,0,,1136,America/Bahia,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40016,3458005,Córrego da Mangabeira,Corrego da Mangabeira,-15.6,-41.75,H,STM,BR,,15.0,,,,0,,690,America/Bahia,2012-01-19,Corrego Magabeira,Corrego da Mangabeira,Córrego Magabeira,Córrego da Mangabeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40017,3458006,Mangabeira,Mangabeira,-19.6,-47.95,S,RSTN,BR,,15.0,3170107.0,,,0,,885,America/Sao_Paulo,2013-02-09,Mangabeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40018,3458007,Mangabeira,Mangabeira,-14.6,-42.88333,P,PPL,BR,,5.0,2930006.0,,,0,,608,America/Bahia,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40019,3458008,Mangabeira,Mangabeira,-13.85,-41.3,P,PPL,BR,,5.0,2917201.0,,,0,,525,America/Bahia,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40020,3458009,Mangabeira,Mangabeira,-13.2,-46.56667,P,PPL,BR,,29.0,5208301.0,,,0,,521,America/Sao_Paulo,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40021,3458010,Mangabeira,Mangabeira,-12.43333,-39.05,P,PPL,BR,,5.0,2929305.0,,,0,,127,America/Bahia,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40022,3458011,Mangabeira,Mangabeira,-12.05,-41.9,P,PPL,BR,,5.0,2930808.0,,,0,,1084,America/Bahia,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40023,3458012,Mangabeira,Mangabeira,-11.9,-47.23333,P,PPL,BR,,31.0,1705607.0,,,0,,390,America/Araguaina,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40024,3458013,Vazante do Mangabal,Vazante do Mangabal,-19.43333,-56.61667,H,STM,BR,,11.0,,,,0,,101,America/Campo_Grande,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40025,3458014,Serra da Mangaba,Serra da Mangaba,-17.6,-49.53333,T,HLLS,BR,,29.0,,,,0,,658,America/Sao_Paulo,2013-02-09,Serra da Mangaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40026,3458015,Morro Mangaba,Morro Mangaba,-17.91667,-48.3,T,MT,BR,,29.0,5210109.0,,,0,,770,America/Sao_Paulo,2013-02-09,Morro Mangaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40027,3458016,Morro Mangaba,Morro Mangaba,-16.6,-48.3,T,HLL,BR,,29.0,5220603.0,,,0,,920,America/Sao_Paulo,2013-02-09,Morro Mangaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40028,3458017,Mangaba,Mangaba,-20.21667,-56.11667,P,PPL,BR,,11.0,5001102.0,,,0,,191,America/Campo_Grande,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40029,3458018,Manga,Manga,-23.53333,-54.55,P,PPL,BR,,11.0,5004304.0,,,0,,366,America/Campo_Grande,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40030,3458019,Manga,Manga,-15.23333,-59.96667,P,PPL,BR,,14.0,5105507.0,,,0,,203,America/Cuiaba,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40031,3458020,Manga,Manga,-14.75583,-43.93222,P,PPL,BR,,15.0,3139300.0,,,11732,,454,America/Sao_Paulo,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40032,3458021,Manga,Manga,-11.46667,-44.0,P,PPL,BR,,5.0,2909406.0,,,0,,416,America/Bahia,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40033,3458022,Manejo,Manejo,-21.83333,-43.73333,S,RSTN,BR,,15.0,3138609.0,,,0,,717,America/Sao_Paulo,2012-12-05,Manejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40034,3458023,Maneco Rondon,Maneco Rondon,-13.65,-58.3,P,PPL,BR,,14.0,5102637.0,,,0,,534,America/Cuiaba,2012-08-03,Barraca de Maneco Rondon,Barraca do Maneco Rondon,Maneco Rondon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40035,3458024,Maneco,Maneco,-22.1,-55.98333,P,PPL,BR,,11.0,5000906.0,,,0,,537,America/Campo_Grande,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40036,3458025,Manduri,Manduri,-23.00333,-49.32194,P,PPL,BR,,27.0,3528601.0,,,0,,709,America/Sao_Paulo,2012-08-03,Mandury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40037,3458026,Ribeirão Mandu Bacaeri,Ribeirao Mandu Bacaeri,-13.75,-54.2,H,STM,BR,,14.0,,,,0,,510,America/Cuiaba,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40038,3458027,Serra do Mandu,Serra do Mandu,-17.43333,-42.13333,T,HLLS,BR,,15.0,,,,0,,903,America/Bahia,2012-12-05,Serra do Mandu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40039,3458028,Rio Mandu,Rio Mandu,-22.23333,-45.91667,H,STM,BR,,15.0,,,,0,,816,America/Sao_Paulo,2021-08-21,Mandu River,Rio Mandu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40040,3458029,Riacho do Mandu,Riacho do Mandu,-12.21667,-43.2,H,STMI,BR,,5.0,,,,0,,432,America/Bahia,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40041,3458030,Córrego Mandu,Corrego Mandu,-21.61667,-53.03333,H,STM,BR,,11.0,,,,0,,282,America/Campo_Grande,2012-01-19,Corrego Mandu,Corrego Pindaiba,Córrego Mandu,Córrego Pindaíba,Ribeirao Nhandu,Ribeirao Pindahyba,Ribeirao Pindaiba,Ribeirão Nhandu,Ribeirão Pindahyba,Ribeirão Pindaíba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40042,3458031,Mandu,Mandu,-22.9,-45.51667,P,PPL,BR,,27.0,3538006.0,,,0,,538,America/Sao_Paulo,2013-03-05,Mandu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40043,3458032,Mandu,Mandu,-12.03333,-38.58333,P,PPL,BR,,5.0,2902203.0,,,0,,219,America/Bahia,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40044,3458033,Mandiú,Mandiu,-20.65,-47.55,P,PPL,BR,,27.0,3542701.0,,,0,,772,America/Sao_Paulo,2013-03-05,Mandiu,Mandiú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40045,3458034,Riacho da Mandiroba,Riacho da Mandiroba,-14.66667,-43.35,H,STMI,BR,,5.0,,,,0,,473,America/Bahia,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40046,3458035,Mandiroba,Mandiroba,-14.48889,-43.03556,P,PPLL,BR,,5.0,2930006.0,,,0,,550,America/Bahia,2012-08-03,Laranjeiras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40047,3458036,Mandirituba,Mandirituba,-25.77889,-49.32611,P,PPL,BR,,18.0,4114302.0,,,0,,916,America/Sao_Paulo,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40048,3458037,Serra da Mandira,Serra da Mandira,-24.95,-48.1,T,MTS,BR,,27.0,,,,0,,300,America/Sao_Paulo,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40049,3458038,Mandiqueira,Mandiqueira,-22.08333,-41.56667,P,PPL,BR,,21.0,3304151.0,,,0,,28,America/Sao_Paulo,2012-08-03,Mandiqueira,Mandiquera,Mantiqueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40050,3458039,Mandiocal,Mandiocal,-13.25,-41.61667,P,PPL,BR,,5.0,2900108.0,,,0,,663,America/Bahia,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40051,3458040,Córrego do Mandim,Corrego do Mandim,-11.03333,-42.75,H,STMI,BR,,5.0,,,,0,,402,America/Bahia,2020-06-11,Corrego do Mandim,Córrego do Mandim,Riacho dos Mandins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40052,3458041,Ilha de Mandigituba,Ilha de Mandigituba,-26.20242,-48.49168,T,ISL,BR,,26.0,4216206.0,,,0,,24,America/Sao_Paulo,2017-12-20,Ilha de Mandigituba,Ilha de Montegituba,Mondijituba Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40053,3458042,Córrego do Mandi,Corrego do Mandi,-20.3,-48.51667,H,STM,BR,,27.0,,,,0,,465,America/Sao_Paulo,2013-03-05,Corrego do Mandi,Córrego do Mandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40054,3458043,Mandembo,Mandembo,-20.83333,-48.5,S,RSTN,BR,,27.0,3506102.0,,,0,,579,America/Sao_Paulo,2013-03-05,Mandembo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40055,3458044,Mandembo,Mandembo,-20.66667,-45.88333,P,PPL,BR,,15.0,3128105.0,,,0,,1015,America/Sao_Paulo,2013-03-05,Mandembo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40056,3458045,Rio Mandaguari,Rio Mandaguari,-18.95,-47.91667,H,STM,BR,,15.0,,,,0,,755,America/Sao_Paulo,2012-01-19,Ribeirao Mandaguari,Ribeirão Mandaguari,Rio Mandaguari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40057,3458046,Ribeirão Mandaguari,Ribeirao Mandaguari,-21.83333,-51.23333,H,STM,BR,,27.0,,,,0,,330,America/Sao_Paulo,2012-01-19,Ribeirao Mandaguari,Ribeirao Mandaguary,Ribeirão Mandaguari,Ribeirão Mandaguary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40058,3458047,Córrego Mandaguari,Corrego Mandaguari,-21.81667,-51.68333,H,STM,BR,,27.0,,,,0,,354,America/Sao_Paulo,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40059,3458048,Córrego Mandaguari,Corrego Mandaguari,-16.76667,-49.76667,H,STM,BR,,29.0,,,,0,,580,America/Sao_Paulo,2013-02-09,Corrego Mandaguari,Córrego Mandaguari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40060,3458049,Mandaguari,Mandaguari,-23.5475,-51.67083,P,PPL,BR,,18.0,4114203.0,,,38238,,768,America/Sao_Paulo,2012-08-03,Lovat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40061,3458050,Mandaguari,Mandaguari,-21.51667,-45.71667,P,PPL,BR,,15.0,3147204.0,,,0,,811,America/Sao_Paulo,2013-03-05,Mandaguari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40062,3458051,Mandaguaçu,Mandaguacu,-23.34722,-52.09528,P,PPL,BR,,18.0,4114104.0,,,14866,,580,America/Sao_Paulo,2012-08-03,Vila Guaira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40063,3458052,Cordeiros,Cordeiros,-15.03861,-41.93472,P,PPL,BR,,5.0,2909000.0,,,0,,719,America/Bahia,2012-08-03,Candeal,Candeial,Cordeiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40064,3458053,Mandacaru,Mandacaru,-13.13333,-40.86667,P,PPL,BR,,5.0,2915007.0,,,0,,365,America/Bahia,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40065,3458054,Mandacaru,Mandacaru,-12.68333,-44.45,P,PPL,BR,,5.0,2902500.0,,,0,,754,America/Bahia,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40066,3458055,Mandacaru,Mandacaru,-12.55,-39.68333,P,PPL,BR,,5.0,2925956.0,,,0,,202,America/Bahia,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40067,3458056,Vereda do Mandacari,Vereda do Mandacari,-11.03333,-44.83333,H,STMI,BR,,5.0,,,,0,,461,America/Araguaina,2012-01-19,Vereda do Mandacari,Vereda do Mandacaru,Vereda do Mandacarú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40068,3458057,Serra Mandaçaia,Serra Mandacaia,-19.71667,-48.81667,T,MTS,BR,,15.0,,,,0,,713,America/Sao_Paulo,2013-02-09,Serra Mandacaia,Serra Mandaçaia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40069,3458058,Ribeirão Mandaçaia,Ribeirao Mandacaia,-17.7,-41.63333,H,STM,BR,,15.0,,,,0,,541,America/Bahia,2012-12-05,Ribeirao Mandacaia,Ribeirão Mandaçaia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40070,3458059,Córrego Mandaçaia,Corrego Mandacaia,-19.83333,-48.76667,H,STM,BR,,15.0,,,,0,,531,America/Sao_Paulo,2013-02-09,Corrego Mandacaia,Córrego Mandaçaia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40071,3458060,Córrego Mandaçaia,Corrego Mandacaia,-19.73333,-45.51667,H,STM,BR,,15.0,,,,0,,623,America/Sao_Paulo,2012-01-19,Corrego Mandacaia,Corrego Mandasaia,Córrego Mandasaia,Córrego Mandaçaia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40072,3458061,Mandaçaia,Mandacaia,-24.33333,-50.66667,P,PPL,BR,,18.0,4127106.0,,,0,,742,America/Sao_Paulo,2012-08-03,Mandacaia,Mandacaio,Mandaçaia,Mandaçaio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40073,3458062,Rio Mampituba,Rio Mampituba,-29.31667,-49.71667,H,STM,BR,,0.0,,,,0,,0,America/Sao_Paulo,2021-07-22,Mampituba River,Rio Mampituba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40074,3458063,Mamparra,Mamparra,-24.25,-47.91667,P,PPL,BR,,27.0,3551801.0,,,0,,44,America/Sao_Paulo,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40075,3458064,Ribeirão do Mamote,Ribeirao do Mamote,-21.05,-46.65,H,STM,BR,,15.0,,,,0,,949,America/Sao_Paulo,2013-03-05,Ribeirao do Mamote,Ribeirão do Mamote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40076,3458065,Mamoneiro,Mamoneiro,-14.8,-44.48333,P,PPL,BR,,15.0,3142254.0,,,0,,699,America/Sao_Paulo,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40077,3458066,Córrego da Mamoneira,Corrego da Mamoneira,-19.0,-45.41667,H,STM,BR,,15.0,,,,0,,613,America/Sao_Paulo,2013-02-09,Corrego da Mamoneira,Córrego da Mamoneira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40078,3458067,Córrego Mamoneira,Corrego Mamoneira,-17.25,-40.86667,H,STM,BR,,15.0,,,,0,,323,America/Bahia,2012-01-19,Corrego Mamoneira,Corrego das Mamoneiras,Córrego Mamoneira,Córrego das Mamoneiras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40079,3458068,Córrego Mamonas,Corrego Mamonas,-16.13333,-43.53333,H,STM,BR,,15.0,,,,0,,538,America/Bahia,2012-12-05,Corrego Mamonas,Córrego Mamonas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40080,3458069,Mamonas,Mamonas,-15.05028,-42.94944,P,PPL,BR,,15.0,3139250.0,,,0,,640,America/Sao_Paulo,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40081,3458070,Mamonas,Mamonas,-12.76667,-42.73333,P,PPL,BR,,5.0,2904100.0,,,0,,573,America/Bahia,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40082,3458071,Córrego Mamona,Corrego Mamona,-13.85,-46.81667,H,STM,BR,,29.0,,,,0,,428,America/Araguaina,2020-03-09,Corrego Mamona,Córrego Mamona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40083,3458072,Mamona,Mamona,-15.51667,-41.78333,P,PPL,BR,,15.0,3162708.0,,,0,,779,America/Sao_Paulo,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40084,3458073,Córrego Mamoeiro,Corrego Mamoeiro,-15.53333,-41.15,H,STM,BR,,5.0,,,,0,,598,America/Bahia,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40085,3458074,Córrego Mamoeiro,Corrego Mamoeiro,-14.71667,-56.73333,H,STM,BR,,14.0,,,,0,,206,America/Cuiaba,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
