,geonameid,name,asciiname,latitude,longitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date,othername0,othername1,othername2,othername3,othername4,othername5,othername6,othername7,othername8,othername9,othername10,othername11,othername12,othername13,othername14,othername15,othername16,othername17,othername18,othername19,othername20,othername21,othername22,othername23,othername24,othername25,othername26,othername27,othername28,othername29,othername30,othername31,othername32,othername33,othername34,othername35,othername36,othername37,othername38,othername39,othername40,othername41,othername42,othername43,othername44,othername45,othername46,othername47,othername48,othername49,othername50,othername51,othername52,othername53,othername54,othername55,othername56,othername57,othername58,othername59,othername60,othername61,othername62,othername63,othername64,othername65,othername66
100010,7776297,Sítio Ademar Stivan,Sitio Ademar Stivan,-23.5463,-49.9501,P,PPL,BR,,18.0,4120705.0,,,0,,580,America/Sao_Paulo,2012-08-03,Sitio Ademar Stivan,Sítio Ademar Stivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100011,7776298,Fazenda Varsóvia,Fazenda Varsovia,-23.5434,-49.9511,S,FRM,BR,,18.0,4120705.0,,,0,,566,America/Sao_Paulo,2012-08-03,Fazenda Varsovia,Fazenda Varsóvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100012,7776299,Sítio Valdinei A. Martins,Sitio Valdinei A. Martins,-23.5449,-49.9783,P,PPL,BR,,18.0,4120705.0,,,0,,534,America/Sao_Paulo,2012-08-03,Sitio Valdinei A. Martins,Sítio Valdinei A. Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100013,7776300,Escola Jabuticabal,Escola Jabuticabal,-23.5461,-49.9649,S,SCH,BR,,18.0,4120705.0,,,0,,553,America/Sao_Paulo,2012-08-03,Escola Jabuticabal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100014,7776301,Sítio David Marcinovisk,Sitio David Marcinovisk,-23.5474,-49.9645,P,PPL,BR,,18.0,4120705.0,,,0,,561,America/Sao_Paulo,2012-08-03,Sitio David Marcinovisk,Sítio David Marcinovisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100015,7776302,Sítio Sebastião Totene,Sitio Sebastiao Totene,-23.5596,-49.969,P,PPL,BR,,18.0,4120705.0,,,0,,541,America/Sao_Paulo,2012-08-03,Sitio Sebastiao Totene,Sítio Sebastião Totene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100016,7776303,Escola Moquém,Escola Moquem,-23.5592,-49.9705,S,SCH,BR,,18.0,4120705.0,,,0,,555,America/Sao_Paulo,2012-08-03,Escola Moquem,Escola Moquém,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100017,7776304,Sítio São Luís,Sitio Sao Luis,-23.5541,-49.9694,P,PPL,BR,,18.0,4120705.0,,,0,,529,America/Sao_Paulo,2012-08-03,Sitio Sao Luis,Sítio São Luís,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100018,7776305,Sítio Stivan e Irmãos,Sitio Stivan e Irmaos,-23.554,-49.9854,P,PPL,BR,,18.0,4120705.0,,,0,,505,America/Sao_Paulo,2012-08-03,Sitio Stivan e Irmaos,Sítio Stivan e Irmãos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100019,7776306,Sítio São Francisco,Sitio Sao Francisco,-23.5497,-49.9859,P,PPL,BR,,18.0,4120705.0,,,0,,518,America/Sao_Paulo,2012-08-03,Sitio Sao Francisco,Sítio São Francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100020,7776307,Escola Bela Vista,Escola Bela Vista,-23.5488,-49.9918,S,SCH,BR,,18.0,4120705.0,,,0,,516,America/Sao_Paulo,2012-08-03,Escola Bela Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100021,7776308,Capela de Nossa Senhora Aparecida,Capela de Nossa Senhora Aparecida,-23.5495,-49.9915,S,CH,BR,,18.0,4120705.0,,,0,,516,America/Sao_Paulo,2012-08-03,Capela de Nossa Senhora Aparecida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100022,7776309,Granja Watanabe,Granja Watanabe,-23.5578,-49.9884,S,FRM,BR,,18.0,4120705.0,,,0,,516,America/Sao_Paulo,2012-08-03,Granja Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100023,7776310,Sítio Ângelo Stivan,Sitio Angelo Stivan,-23.5619,-49.9819,P,PPL,BR,,18.0,4120705.0,,,0,,510,America/Sao_Paulo,2012-08-03,Sitio Angelo Stivan,Sítio Ângelo Stivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100024,7776311,Sítio Sebastião J. Maciel,Sitio Sebastiao J. Maciel,-23.574,-49.9973,P,PPL,BR,,18.0,4120705.0,,,0,,480,America/Sao_Paulo,2012-08-03,Sitio Sebastiao J. Maciel,Sítio Sebastião J. Maciel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100025,7776312,Água da Peroba,Agua da Peroba,-23.57517,-49.99037,P,PPLL,BR,,18.0,4120705.0,,,0,,477,America/Sao_Paulo,2012-08-03,Agua da Peroba,Água da Peroba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100026,7776313,Sítio Amadeu Bonotto,Sitio Amadeu Bonotto,-23.5689,-49.9709,P,PPL,BR,,18.0,4120705.0,,,0,,507,America/Sao_Paulo,2012-08-03,Sitio Amadeu Bonotto,Sítio Amadeu Bonotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100027,7776314,Sítio Ribeiro Carreteiro,Sitio Ribeiro Carreteiro,-23.5606,-49.9662,P,PPL,BR,,18.0,4120705.0,,,0,,544,America/Sao_Paulo,2012-08-03,Sitio Ribeiro Carreteiro,Sítio Ribeiro Carreteiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100028,7776315,Sítio Santo Antônio,Sitio Santo Antonio,-23.5619,-49.9544,P,PPL,BR,,18.0,4120705.0,,,0,,527,America/Sao_Paulo,2012-08-03,Sitio Santo Antonio,Sítio Santo Antônio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100029,7776316,Sítio Nelson H. Ferreira,Sitio Nelson H. Ferreira,-23.5751,-49.9494,P,PPL,BR,,18.0,4120705.0,,,0,,515,America/Sao_Paulo,2012-08-03,Sitio Nelson H. Ferreira,Sítio Nelson H. Ferreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100030,7776317,Sítio das Lajes,Sitio das Lajes,-23.5783,-49.9545,P,PPL,BR,,18.0,4120705.0,,,0,,509,America/Sao_Paulo,2012-08-03,Sitio das Lajes,Sítio das Lajes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100031,7776318,Bonotto,Bonotto,-23.5766,-49.9358,P,PPLL,BR,,18.0,4120705.0,,,0,,560,America/Sao_Paulo,2012-08-03,Bonotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100032,7776319,Fazenda Grotão,Fazenda Grotao,-23.5735,-49.9381,S,FRM,BR,,18.0,4120705.0,,,0,,528,America/Sao_Paulo,2012-08-03,Fazenda Grotao,Fazenda Grotão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100033,7776320,Sítio Benedito Fraga,Sitio Benedito Fraga,-23.5608,-49.9318,P,PPL,BR,,18.0,4120705.0,,,0,,677,America/Sao_Paulo,2012-08-03,Sitio Benedito Fraga,Sítio Benedito Fraga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100034,7776321,Sítio Bela Vista,Sitio Bela Vista,-23.5605,-49.9302,P,PPL,BR,,18.0,4120705.0,,,0,,652,America/Sao_Paulo,2012-08-03,Sitio Bela Vista,Sítio Bela Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100035,7776322,Escola José M. Silveira,Escola Jose M. Silveira,-23.5687,-49.9161,S,SCH,BR,,18.0,4120705.0,,,0,,675,America/Sao_Paulo,2012-08-03,Escola Jose M. Silveira,Escola José M. Silveira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100036,7776323,Chácara São Luís,Chacara Sao Luis,-23.5715,-49.9264,S,FRM,BR,,18.0,4120705.0,,,0,,637,America/Sao_Paulo,2012-08-03,Chacara Sao Luis,Chácara São Luís,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100037,7776324,Chácara Paulo J. Lourenzi,Chacara Paulo J. Lourenzi,-23.572,-49.9234,S,FRM,BR,,18.0,4120705.0,,,0,,657,America/Sao_Paulo,2012-08-03,Chacara Paulo J. Lourenzi,Chácara Paulo J. Lourenzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100038,7776325,Chácara João B. Tomaz,Chacara Joao B. Tomaz,-23.5788,-49.9245,S,FRM,BR,,18.0,4120705.0,,,0,,654,America/Sao_Paulo,2012-08-03,Chacara Joao B. Tomaz,Chácara João B. Tomaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100039,7776326,Sítio Paineiras,Sitio Paineiras,-23.5812,-49.9285,P,PPL,BR,,18.0,4120705.0,,,0,,650,America/Sao_Paulo,2012-08-03,Sitio Paineiras,Sítio Paineiras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100040,7776327,Sítio Figueira Grande,Sitio Figueira Grande,-23.5793,-49.934,P,PPL,BR,,18.0,4120705.0,,,0,,627,America/Sao_Paulo,2012-08-03,Sitio Figueira Grande,Sítio Figueira Grande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100041,7776328,Fazenda São João,Fazenda Sao Joao,-23.5813,-49.9393,S,FRM,BR,,18.0,4120705.0,,,0,,633,America/Sao_Paulo,2012-08-03,Fazenda Sao Joao,Fazenda São João,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042,7776329,Ribeirão do Pinheirinho,Ribeirao do Pinheirinho,-23.59268,-49.95468,H,STM,BR,,18.0,,,,0,,496,America/Sao_Paulo,2012-01-21,Ribeirao do Pinheirinho,Ribeirão do Pinheirinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100043,7776330,Sítio Ismael L. Camargo e Irmãos,Sitio Ismael L. Camargo e Irmaos,-23.5962,-49.9304,P,PPL,BR,,18.0,4120705.0,,,0,,540,America/Sao_Paulo,2012-08-03,Sitio Ismael L. Camargo e Irmaos,Sítio Ismael L. Camargo e Irmãos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100044,7776331,Sítio Arlindo Valle,Sitio Arlindo Valle,-23.5954,-49.9494,P,PPL,BR,,18.0,4120705.0,,,0,,532,America/Sao_Paulo,2012-08-03,Sitio Arlindo Valle,Sítio Arlindo Valle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100045,7776332,Escola Água da Peroba,Escola Agua da Peroba,-23.5846,-49.9553,S,SCH,BR,,18.0,4120705.0,,,0,,534,America/Sao_Paulo,2012-08-03,Escola Agua da Peroba,Escola Água da Peroba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100046,7776333,Ribeirão Quatiguá,Ribeirao Quatigua,-23.58683,-49.9712,H,STM,BR,,18.0,,,,0,,487,America/Sao_Paulo,2012-01-21,Ribeirao Quatigua,Ribeirão Quatiguá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100047,7776334,Sítio João G. Correa,Sitio Joao G. Correa,-23.5834,-49.966,P,PPL,BR,,18.0,4120705.0,,,0,,491,America/Sao_Paulo,2012-08-03,Sitio Joao G. Correa,Sítio João G. Correa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100048,7776335,Sítio São Paulo,Sitio Sao Paulo,-23.5888,-49.9728,P,PPL,BR,,18.0,4127809.0,,,0,,508,America/Sao_Paulo,2012-08-03,Sitio Sao Paulo,Sítio São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100049,7776336,Sítio José M. Fernandes,Sitio Jose M. Fernandes,-23.5907,-49.9773,P,PPL,BR,,18.0,4127809.0,,,0,,504,America/Sao_Paulo,2012-08-03,Sitio Jose M. Fernandes,Sítio José M. Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100050,7776337,Sítio Irmãos Andrade,Sitio Irmaos Andrade,-23.5939,-49.9671,P,PPL,BR,,18.0,4127809.0,,,0,,502,America/Sao_Paulo,2012-08-03,Sitio Irmaos Andrade,Sítio Irmãos Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100051,7776338,Sítio São João,Sitio Sao Joao,-23.5903,-49.9836,P,PPL,BR,,18.0,4127809.0,,,0,,486,America/Sao_Paulo,2012-08-03,Sitio Sao Joao,Sítio São João,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100052,7776339,Fazenda Água da Peroba,Fazenda Agua da Peroba,-23.586,-49.9833,S,FRM,BR,,18.0,4120705.0,,,0,,499,America/Sao_Paulo,2012-08-03,Fazenda Agua da Peroba,Fazenda Água da Peroba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100053,7776340,Sítio Soberanqui,Sitio Soberanqui,-23.5824,-49.9946,P,PPL,BR,,18.0,4127809.0,,,0,,484,America/Sao_Paulo,2012-08-03,Sitio Soberanqui,Sítio Soberanqui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100054,7776341,Sítio Nossa Senhora de Fátima,Sitio Nossa Senhora de Fatima,-23.5861,-49.9907,P,PPL,BR,,18.0,4127809.0,,,0,,487,America/Sao_Paulo,2012-08-03,Sitio Nossa Senhora de Fatima,Sítio Nossa Senhora de Fátima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100055,7776342,Sítio Santo Antônio,Sitio Santo Antonio,-23.5912,-49.9865,P,PPL,BR,,18.0,4127809.0,,,0,,502,America/Sao_Paulo,2012-08-03,Sitio Santo Antonio,Sítio Santo Antônio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100056,7776343,Sítio Antônio Quinzinho,Sitio Antonio Quinzinho,-23.601,-49.9955,P,PPL,BR,,18.0,4127809.0,,,0,,523,America/Sao_Paulo,2012-08-03,Sitio Antonio Quinzinho,Sítio Antônio Quinzinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100057,7776344,Sítio Rubens Teixeira,Sitio Rubens Teixeira,-23.6038,-49.9836,P,PPL,BR,,18.0,4127809.0,,,0,,551,America/Sao_Paulo,2012-08-03,Sitio Rubens Teixeira,Sítio Rubens Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100058,7776345,Sítio Vicente Arlindo,Sitio Vicente Arlindo,-23.6128,-49.9873,P,PPL,BR,,18.0,4127809.0,,,0,,542,America/Sao_Paulo,2012-08-03,Sitio Vicente Arlindo,Sítio Vicente Arlindo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059,7776346,Sítio Nelson Garcia,Sitio Nelson Garcia,-23.6148,-49.9957,P,PPL,BR,,18.0,4127809.0,,,0,,511,America/Sao_Paulo,2012-08-03,Sitio Nelson Garcia,Sítio Nelson Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100060,7776347,Sítio Madalena Tobias,Sitio Madalena Tobias,-23.6132,-49.982,P,PPL,BR,,18.0,4127809.0,,,0,,545,America/Sao_Paulo,2012-08-03,Sitio Madalena Tobias,Sítio Madalena Tobias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100061,7776348,Capela de São Pedro,Capela de Sao Pedro,-23.6143,-49.9684,S,CH,BR,,18.0,4127809.0,,,0,,530,America/Sao_Paulo,2012-08-03,Capela de Sao Pedro,Capela de São Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100062,7776349,Sítio Jorge Gonçalves,Sitio Jorge Goncalves,-23.6114,-49.9724,P,PPL,BR,,18.0,4127809.0,,,0,,526,America/Sao_Paulo,2012-08-03,Sitio Jorge Goncalves,Sítio Jorge Gonçalves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100063,7776350,Sítio Oralndo F. Pirito,Sitio Oralndo F. Pirito,-23.6107,-49.9677,P,PPL,BR,,18.0,4127809.0,,,0,,520,America/Sao_Paulo,2012-08-03,Sitio Oralndo F. Pirito,Sítio Oralndo F. Pirito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100064,7776351,Sítio Antônio Cezário,Sitio Antonio Cezario,-23.607,-49.9784,P,PPL,BR,,18.0,4127809.0,,,0,,516,America/Sao_Paulo,2012-08-03,Sitio Antonio Cezario,Sítio Antônio Cezário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100065,7776352,Sítio São Jorge,Sitio Sao Jorge,-23.6026,-49.9734,P,PPL,BR,,18.0,4127809.0,,,0,,554,America/Sao_Paulo,2012-08-03,Sitio Sao Jorge,Sítio São Jorge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100066,7776353,Água da Peroba,Agua da Peroba,-23.5993,-49.9759,L,LCTY,BR,,18.0,,,,0,,539,America/Sao_Paulo,2012-01-21,Agua da Peroba,Água da Peroba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100067,7776354,Sítio Nilson A. e Irmão,Sitio Nilson A. e Irmao,-23.5974,-49.9652,P,PPL,BR,,18.0,4127809.0,,,0,,509,America/Sao_Paulo,2012-08-03,Sitio Nilson A. e Irmao,Sítio Nilson A. e Irmão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100068,7776355,Sítio José R. Filho,Sitio Jose R. Filho,-23.6032,-49.9623,P,PPL,BR,,18.0,4127809.0,,,0,,513,America/Sao_Paulo,2012-08-03,Sitio Jose R. Filho,Sítio José R. Filho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100069,7776356,Sítio Oswaldo de Matos,Sitio Oswaldo de Matos,-23.6051,-49.9492,P,PPL,BR,,18.0,4127809.0,,,0,,509,America/Sao_Paulo,2012-08-03,Sitio Oswaldo de Matos,Sítio Oswaldo de Matos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100070,7776357,Sítio São Sebastião,Sitio Sao Sebastiao,-23.6092,-49.9636,P,PPL,BR,,18.0,4127809.0,,,0,,552,America/Sao_Paulo,2012-08-03,Sitio Sao Sebastiao,Sítio São Sebastião,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100071,7776358,Sítio Nelson Miguel,Sitio Nelson Miguel,-23.6097,-49.9496,P,PPL,BR,,18.0,4127809.0,,,0,,556,America/Sao_Paulo,2012-08-03,Sitio Nelson Miguel,Sítio Nelson Miguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100072,7776359,Sítio São João,Sitio Sao Joao,-23.6093,-49.9419,P,PPL,BR,,18.0,4127809.0,,,0,,564,America/Sao_Paulo,2012-08-03,Sitio Sao Joao,Sítio São João,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100073,7776360,Sítio Lázaro A. de Oliveira,Sitio Lazaro A. de Oliveira,-23.599,-49.9438,P,PPL,BR,,18.0,4127809.0,,,0,,509,America/Sao_Paulo,2012-08-03,Sitio Lazaro A. de Oliveira,Sítio Lázaro A. de Oliveira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
