60000,3478346,Sítio Rosária Cardoso,Sitio Rosaria Cardoso,-26.17686,-49.56177,P,PPL,BR,,18.0,4122305.0,,,0,,832,America/Sao_Paulo,2012-08-03,Sitio Rosaria Cardoso,Sítio Rosária Cardoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60001,3478347,Sítio Maria Botrova,Sitio Maria Botrova,-26.17821,-49.56305,P,PPL,BR,,18.0,4122305.0,,,0,,828,America/Sao_Paulo,2012-08-03,Sitio Maria Botrova,Sítio Maria Botrova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60002,3478348,Sítio Darcy Votroba,Sitio Darcy Votroba,-26.15467,-49.53185,P,PPL,BR,,18.0,4122305.0,,,0,,852,America/Sao_Paulo,2012-08-03,Sitio Darcy Votroba,Sítio Darcy Votroba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60003,3478349,Sítio Maria R. Portela,Sitio Maria R. Portela,-26.16821,-49.55485,P,PPL,BR,,18.0,4122305.0,,,0,,845,America/Sao_Paulo,2012-08-03,Sitio Maria R. Portela,Sítio Maria R. Portela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60004,3478350,Sítio Ênio Rezler,Sitio Enio Rezler,-26.17457,-49.55711,P,PPL,BR,,18.0,4122305.0,,,0,,838,America/Sao_Paulo,2012-08-03,Sitio Enio Rezler,Sítio Ênio Rezler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60005,3478351,Sítio Laudívio Schroeder,Sitio Laudivio Schroeder,-26.17795,-49.55773,P,PPL,BR,,18.0,4122305.0,,,0,,848,America/Sao_Paulo,2012-08-03,Sitio Laudivio Schroeder,Sítio Laudívio Schroeder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60006,3478352,Sítio Paulo Richter,Sitio Paulo Richter,-26.15524,-49.5228,P,PPL,BR,,18.0,4122305.0,,,0,,817,America/Sao_Paulo,2012-08-03,Sitio Paulo Richter,Sítio Paulo Richter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60007,3478353,Sítio Geraldo Gruber,Sitio Geraldo Gruber,-26.17633,-49.52315,P,PPL,BR,,18.0,4122305.0,,,0,,842,America/Sao_Paulo,2012-08-03,Sitio Geraldo Gruber,Sítio Geraldo Gruber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60008,3478354,Sítio Pedro Guazinsk,Sitio Pedro Guazinsk,-26.17722,-49.5447,P,PPL,BR,,18.0,4122305.0,,,0,,879,America/Sao_Paulo,2012-08-03,Sitio Pedro Guazinsk,Sítio Pedro Guazinsk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60009,3478355,Sítio Evanildo Deretti,Sitio Evanildo Deretti,-26.15799,-49.53243,P,PPL,BR,,18.0,4122305.0,,,0,,855,America/Sao_Paulo,2012-08-03,Sitio Evanildo Deretti,Sítio Evanildo Deretti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60010,3478356,Sítio Germano Streit,Sitio Germano Streit,-26.16373,-49.52009,P,PPL,BR,,18.0,4122305.0,,,0,,840,America/Sao_Paulo,2012-08-03,Sitio Germano Streit,Sítio Germano Streit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60011,3478357,Sítio Izaude Rezler,Sitio Izaude Rezler,-26.16007,-49.53848,P,PPL,BR,,18.0,4122305.0,,,0,,898,America/Sao_Paulo,2012-08-03,Sitio Izaude Rezler,Sítio Izaude Rezler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60012,3478358,Sítio Leopoldo Botrova,Sitio Leopoldo Botrova,-26.16354,-49.53355,P,PPL,BR,,18.0,4122305.0,,,0,,844,America/Sao_Paulo,2012-08-03,Sitio Leopoldo Botrova,Sítio Leopoldo Botrova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60013,3478359,Sítio Victor L. E. John,Sitio Victor L. E. John,-26.16403,-49.52689,P,PPL,BR,,18.0,4122305.0,,,0,,853,America/Sao_Paulo,2012-08-03,Sitio Victor L. E. John,Sítio Victor L. E. John,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60014,3478360,Sítio Dilvo Trentini,Sitio Dilvo Trentini,-26.1694,-49.54439,P,PPL,BR,,18.0,4122305.0,,,0,,853,America/Sao_Paulo,2012-08-03,Sitio Dilvo Trentini,Sítio Dilvo Trentini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60015,3478361,Sítio José Botrova,Sitio Jose Botrova,-26.17416,-49.5478,P,PPL,BR,,18.0,4122305.0,,,0,,853,America/Sao_Paulo,2012-08-03,Sitio Jose Botrova,Sítio José Botrova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60016,3478362,Sítio Afonso Gruber,Sitio Afonso Gruber,-26.17603,-49.52497,P,PPL,BR,,18.0,4122305.0,,,0,,838,America/Sao_Paulo,2012-08-03,Sitio Afonso Gruber,Sítio Afonso Gruber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
