,geonameid,name,asciiname,latitude,longitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date,othername0,othername1,othername2,othername3,othername4,othername5,othername6,othername7,othername8,othername9,othername10,othername11,othername12,othername13,othername14,othername15,othername16,othername17,othername18,othername19,othername20,othername21,othername22,othername23,othername24,othername25,othername26,othername27,othername28,othername29,othername30,othername31,othername32,othername33,othername34,othername35,othername36,othername37,othername38,othername39,othername40,othername41,othername42,othername43,othername44,othername45,othername46,othername47,othername48,othername49,othername50,othername51,othername52,othername53,othername54,othername55,othername56,othername57,othername58,othername59,othername60,othername61,othername62,othername63,othername64,othername65,othername66
50015,3468020,Camapuã,Camapua,-19.53139,-54.04389,P,PPL,BR,,11.0,5002605.0,,,11118,,410,America/Campo_Grande,2012-08-03,Camapoa,Camapoan,Camapoã,Camapuan,Camaquam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50016,3468021,Rio Camanducaia Mirim,Rio Camanducaia Mirim,-22.67224,-46.97531,H,STM,BR,,27.0,,,,0,,572,America/Sao_Paulo,2021-08-08,Camanducaia Mirim River,Corrego Camandocaia-Mirim,Córrego Camandocaia-Mirim,Rio Camandocaia Mirim,Rio Camanducaia Mirim,Rio Camanducaia-Mirim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50017,3468022,Rio Camanducaia,Rio Camanducaia,-22.68567,-47.03733,H,STM,BR,,0.0,,,,0,,550,America/Sao_Paulo,2021-07-10,Camanducaia River,Rio Camandocaia,Rio Camanducaia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50018,3468023,Camanducaia,Camanducaia,-22.75528,-46.14472,P,PPL,BR,,15.0,3110509.0,,,17822,,1012,America/Sao_Paulo,2012-08-03,Jaguary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50019,3468024,Baía de Camamu,Baia de Camamu,-13.93333,-39.03333,H,BAY,BR,,5.0,,,,0,,-9999,America/Bahia,2012-01-19,Baia de Camamu,Baía de Camamu,Enseada de Camamu,Enseada de Camamú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50020,3468025,Camamu,Camamu,-13.94472,-39.10389,P,PPL,BR,,5.0,2905800.0,,,13924,,37,America/Bahia,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50021,3468026,Camacho,Camacho,-28.61667,-48.86667,P,PPL,BR,,26.0,4208807.0,,,0,,1,America/Sao_Paulo,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50022,3468027,Camacho,Camacho,-22.33333,-47.21667,P,PPL,BR,,27.0,3503307.0,,,0,,662,America/Sao_Paulo,2013-03-05,Camacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50023,3468028,Camacho,Camacho,-20.62528,-45.15667,P,PPL,BR,,15.0,3110400.0,,,0,,943,America/Sao_Paulo,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50024,3468029,Rio Camaçari,Rio Camacari,-12.21667,-37.88333,H,STM,BR,,5.0,,,,0,,28,America/Bahia,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50025,3468030,Riacho Camaçari,Riacho Camacari,-12.6,-38.21667,H,STM,BR,,5.0,,,,0,,78,America/Bahia,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50026,3468031,Camaçari,Camacari,-12.6975,-38.32417,P,PPL,BR,,5.0,2905701.0,,,188758,,29,America/Bahia,2015-05-23,Camacari,Camacary,Camassari,Camassary,Camaçari,Kamasari,QCC,ka ma sa li,kamakari,kamasari,Камасари,কামাকারি,კამასარი,カマサリ,卡馬薩里,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50027,3468032,Camaçari,Camacari,-12.6,-38.2,P,PPL,BR,,5.0,2910057.0,,,0,,41,America/Bahia,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50028,3468033,Camaçari,Camacari,-12.48333,-38.21667,P,PPL,BR,,5.0,2905701.0,,,0,,86,America/Bahia,2020-06-11,Camacari,Camassari,Camaçari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50029,3468034,Camaçari,Camacari,-12.2,-37.91667,P,PPL,BR,,5.0,2910602.0,,,0,,51,America/Bahia,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50030,3468035,Camaçari,Camacari,-12.01667,-38.6,P,PPL,BR,,5.0,2902203.0,,,0,,268,America/Bahia,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50031,3468036,Camaçari,Camacari,-10.12083,-36.26694,P,PPL,BR,,2.0,2702306.0,,,0,,7,America/Maceio,2013-01-11,Camacari,Camaçari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50032,3468037,Camaçari,Camacari,-10.1,-42.55,P,PPL,BR,,5.0,2924405.0,,,0,,399,America/Bahia,2020-06-11,Camacagi,Camacari,Camassari,Camaçagi,Camaçari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50033,3468038,Camacan,Camacan,-15.41917,-39.49583,P,PPL,BR,,5.0,2905602.0,,,0,,168,America/Bahia,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50034,3468039,Serra da Cama,Serra da Cama,-16.5,-42.16667,T,HLL,BR,,15.0,3119500.0,,,0,,776,America/Bahia,2012-12-05,Serra da Cama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50035,3468040,Córrego do Calvo,Corrego do Calvo,-16.9,-48.6,H,STM,BR,,29.0,,,,0,,884,America/Sao_Paulo,2013-02-09,Corrego do Calvo,Córrego do Calvo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50036,3468041,Calumbi,Calumbi,-16.38333,-43.73333,S,RSTP,BR,,15.0,3112703.0,,,0,,553,America/Bahia,2012-08-03,Calumbi,Suacu,Suassu,Suaçu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50037,3468042,Calumbi,Calumbi,-10.05,-39.15,P,PPL,BR,,5.0,2906824.0,,,0,,455,America/Bahia,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50038,3468043,Rio Calembá,Rio Calemba,-22.99451,-43.45466,H,STM,BR,,21.0,,,,0,,4,America/Sao_Paulo,2012-01-19,Corrego Calumba,Córrego Calumba,Rio Calemba,Rio Calembá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50039,3468044,Rio do Calor,Rio do Calor,-12.83333,-58.7,H,STM,BR,,14.0,,,,0,,395,America/Cuiaba,2012-01-19,Rio Uatiauina,Rio Uatiauiná,Rio do Calor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50040,3468045,Caloji,Caloji,-20.93333,-45.06667,P,PPL,BR,,15.0,3159902.0,,,0,,882,America/Sao_Paulo,2013-03-05,Caloji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50041,3468046,Rio Calogi,Rio Calogi,-20.03333,-40.33333,H,STM,BR,,8.0,,,,0,,9,America/Sao_Paulo,2012-12-05,Rio Calogi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50042,3468047,Calogi,Calogi,-20.06778,-40.42222,P,PPLL,BR,,8.0,3205002.0,,,0,,63,America/Sao_Paulo,2012-08-03,Caloji,Itapocu,Itapucu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50043,3468048,Calógeras,Calogeras,-23.99167,-49.83306,P,PPLL,BR,,18.0,4101606.0,,,0,,791,America/Sao_Paulo,2012-08-03,Sao Jose,São José,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50044,3468049,Calmon,Calmon,-26.59972,-51.09722,P,PPL,BR,,26.0,4203154.0,,,0,,1192,America/Sao_Paulo,2012-08-03,Calmom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50045,3468050,Rio Calmo,Rio Calmo,-24.46667,-48.45,H,STM,BR,,27.0,,,,0,,199,America/Sao_Paulo,2012-01-19,Rio Calma,Rio Calmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50046,3468051,Calixto,Calixto,-19.25333,-41.15194,P,PPLL,BR,,15.0,3154309.0,,,0,,173,America/Sao_Paulo,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50047,3468052,Calixto,Calixto,-13.58333,-38.96667,P,PPL,BR,,5.0,2905404.0,,,0,,4,America/Bahia,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50048,3468053,Calisto,Calisto,-11.46667,-46.75,P,PPL,BR,,31.0,1718659.0,,,0,,595,America/Araguaina,2012-08-03,Calisto,Calixto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50049,3468054,Rio Calindó,Rio Calindo,-14.43333,-43.85,H,STM,BR,,15.0,,,,0,,439,America/Bahia,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50050,3468055,Serra de Califórnia,Serra de California,-22.38333,-41.88333,T,HLL,BR,,21.0,3302403.0,,,0,,26,America/Sao_Paulo,2012-12-05,Serra de California,Serra de Califórnia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50051,3468056,Califórnia,California,-22.4,-41.95,S,RSTP,BR,,21.0,3304524.0,,,0,,32,America/Sao_Paulo,2012-12-05,California,Califórnia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50052,3468057,Califórnia,California,-23.65,-51.355,P,PPL,BR,,18.0,4103503.0,,,0,,776,America/Sao_Paulo,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50053,3468058,Califórnia,California,-21.65,-47.48333,P,PPL,BR,,27.0,3547502.0,,,0,,732,America/Sao_Paulo,2012-08-03,California,Califórnia,Fazenda California,Fazenda Califórnia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50054,3468059,Califórnia,California,-20.21667,-40.6,P,PPL,BR,,8.0,3204500.0,,,0,,646,America/Sao_Paulo,2012-12-05,California,Califórnia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50055,3468060,Califórnia,California,-18.1,-39.8,P,PPL,BR,,5.0,2922003.0,,,0,,25,America/Bahia,2012-12-05,California,Califórnia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50056,3468061,Califórnia,California,-13.88333,-39.61667,P,PPL,BR,,5.0,2912905.0,,,0,,204,America/Bahia,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50057,3468062,Calheiros,Calheiros,-21.01631,-41.72039,P,PPLL,BR,,21.0,3300605.0,,,0,,383,America/Sao_Paulo,2018-07-24,Santo Antonio de Itabapoana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50058,3468063,Ribeirão Calhauzinho,Ribeirao Calhauzinho,-16.88333,-42.06667,H,STM,BR,,15.0,,,,0,,341,America/Bahia,2012-12-05,Ribeirao Calhauzinho,Ribeirão Calhauzinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50059,3468064,Calembar,Calembar,-12.66245,-38.84817,P,PPL,BR,,5.0,2904902.0,,,0,,22,America/Bahia,2015-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50060,3468065,Pedra do Calembá,Pedra do Calemba,-22.98742,-43.44844,T,MT,BR,,21.0,3304557.0,,,0,321.0,241,America/Sao_Paulo,2012-08-03,Pedra do Calemba,Pedra do Calembá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50061,3468066,Córrego Caldeirões,Corrego Caldeiroes,-16.63333,-53.43333,H,STM,BR,,14.0,,,,0,,523,America/Cuiaba,2013-02-09,Corrego Caldeiroes,Córrego Caldeirões,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50062,3468067,Caldeiras,Caldeiras,-13.635,-42.57056,P,PPLL,BR,,5.0,2905206.0,,,0,,891,America/Bahia,2012-08-03,Canabrava dos Caldeiras,Cannabrava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50063,3468068,Caldeirãozinho,Caldeiraozinho,-13.53333,-40.21667,P,PPL,BR,,5.0,2918704.0,,,0,,626,America/Bahia,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50064,3468069,Caldeirãozinho,Caldeiraozinho,-12.4,-40.83333,P,PPL,BR,,5.0,2919009.0,,,0,,549,America/Bahia,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50065,3468070,Caldeirão Verde,Caldeirao Verde,-13.81667,-40.08333,P,PPL,BR,,5.0,2918001.0,,,0,,289,America/Bahia,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50066,3468071,Caldeirão Grande,Caldeirao Grande,-12.9,-40.01667,P,PPL,BR,,5.0,2911907.0,,,0,,565,America/Bahia,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50067,3468072,Caldeirão Grande,Caldeirao Grande,-11.02,-40.30278,P,PPL,BR,,5.0,2905503.0,,,0,,466,America/Bahia,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50068,3468073,Caldeirão do Onça,Caldeirao do Onca,-12.46667,-40.53333,P,PPL,BR,,5.0,2914703.0,,,0,,454,America/Bahia,2012-08-03,Caldeirao da Onca,Caldeirao do Onca,Caldeirão da Onça,Caldeirão do Onça,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50069,3468074,Caldeirão do Mato,Caldeirao do Mato,-12.01667,-39.11667,P,PPL,BR,,5.0,2931103.0,,,0,,218,America/Bahia,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50070,3468075,Caldeirão do Bento,Caldeirao do Bento,-12.63333,-40.26667,P,PPL,BR,,5.0,2914703.0,,,0,,286,America/Bahia,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50071,3468076,Caldeirão das Queimadas,Caldeirao das Queimadas,-13.6,-40.23333,P,PPL,BR,,5.0,2918704.0,,,0,,697,America/Bahia,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50072,3468077,Rio do Caldeirão,Rio do Caldeirao,-12.45,-39.5,H,STMI,BR,,5.0,,,,0,,200,America/Bahia,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50073,3468078,Rio do Caldeirão,Rio do Caldeirao,-13.86667,-40.46667,H,STM,BR,,5.0,,,,0,,258,America/Bahia,2012-01-19,Ribeirao Santa Rita,Ribeirão Santa Rita,Rio do Caldeirao,Rio do Caldeirão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50074,3468079,Rio Caldeirão,Rio Caldeirao,-11.05,-47.16667,H,STM,BR,,31.0,,,,0,,395,America/Araguaina,1994-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50075,3468080,Riacho do Caldeirão,Riacho do Caldeirao,-10.86667,-40.18333,H,STMI,BR,,5.0,,,,0,,373,America/Bahia,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50076,3468081,Riacho Caldeirão,Riacho Caldeirao,-12.48333,-39.51667,H,STMI,BR,,5.0,,,,0,,184,America/Bahia,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50077,3468082,Córrego Caldeirão,Corrego Caldeirao,-16.51667,-53.21667,H,STM,BR,,14.0,,,,0,,675,America/Cuiaba,2013-02-09,Corrego Caldeirao,Córrego Caldeirão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50078,3468083,Córrego Caldeirão,Corrego Caldeirao,-16.1,-40.78333,H,STM,BR,,15.0,,,,0,,283,America/Bahia,2012-12-05,Corrego Caldeirao,Córrego Caldeirão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50079,3468084,Córrego Caldeirão,Corrego Caldeirao,-16.08333,-52.68333,H,STM,BR,,14.0,,,,0,,369,America/Cuiaba,2013-02-09,Corrego Caldeirao,Córrego Caldeirão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50080,3468085,Córrego Caldeirão,Corrego Caldeirao,-16.06667,-40.2,H,STM,BR,,15.0,,,,0,,178,America/Bahia,2012-12-05,Corrego Caldeirao,Córrego Caldeirão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50081,3468086,Arroio Caldeirão,Arroio Caldeirao,-30.58333,-53.36667,H,STM,BR,,23.0,,,,0,,175,America/Sao_Paulo,1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50082,3468087,Caldeirão,Caldeirao,-16.16667,-39.8,P,PPL,BR,,5.0,2915304.0,,,0,,261,America/Bahia,2012-12-05,Caldeirao,Caldeirão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50083,3468088,Caldeirão,Caldeirao,-14.46667,-41.05,P,PPL,BR,,5.0,2901205.0,,,0,,521,America/Bahia,2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
