,geonameid,name,asciiname,latitude,longitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date,othername0,othername1,othername2,othername3,othername4,othername5,othername6,othername7,othername8,othername9,othername10,othername11,othername12,othername13,othername14,othername15,othername16,othername17,othername18,othername19,othername20,othername21,othername22,othername23,othername24,othername25,othername26,othername27,othername28,othername29,othername30,othername31,othername32,othername33,othername34,othername35,othername36,othername37,othername38,othername39,othername40,othername41,othername42,othername43,othername44,othername45,othername46,othername47,othername48,othername49,othername50,othername51,othername52
5507,3745204,Igarapé da Serra,Igarape da Serra,0.95889,-6.234.861,H,STM,BR,,25,,,,0,,76,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5508,3745205,Igarapé Arapixi,Igarape Arapixi,0.93222,-6.208.333,H,STM,BR,,25,,,,0,,60,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5509,3745206,Igarapé Branquinho,Igarape Branquinho,0.39917,-6.226.861,H,STM,BR,,25,,,,0,,36,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5510,3745207,Igarapé Repartimento,Igarape Repartimento,0.68778,-6.229.972,H,STM,BR,,25,,,,0,,63,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5511,3745208,Igarapé Cabeçuda,Igarape Cabecuda,0.43444,-6.226.111,H,STM,BR,,25,,,,0,,39,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5512,3745209,Igarapé Teté,Igarape Tete,0.28444,-6.224.639,H,STM,BR,,25,,,,0,,45,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5513,3745210,Igarapé Água-branca,Igarape Agua-branca,0.01278,-6.233.333,H,STM,BR,,25,,,,0,,39,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5514,3745211,Igarapé Pretinho,Igarape Pretinho,0.60889,-6.227.972,H,STM,BR,,25,,,,0,,58,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5515,3745212,Igarapé Xidauá,Igarape Xidaua,0.47722,-6.224.583,H,STM,BR,,25,,,,0,,40,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5516,3745213,Igarapé Detefon,Igarape Detefon,0.40333,-6.226.611,H,STM,BR,,25,,,,0,,47,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5517,3745214,Igarapé Piaba,Igarape Piaba,0.32306,-6.225.028,H,STM,BR,,25,,,,0,,37,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5518,3745215,Igarapé Guariba,Igarape Guariba,0.2825,-62.245,H,STM,BR,,25,,,,0,,38,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5519,3745216,Igarapé Tabuleiro,Igarape Tabuleiro,0.23639,-6.220.194,H,STM,BR,,25,,,,0,,34,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5520,3745217,Igarapé Jarazal,Igarape Jarazal,0.07222,-6.208.806,H,STM,BR,,25,,,,0,,33,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5521,3745218,Rio Camoji,Rio Camoji,0.71972,-6.199.333,H,STM,BR,,25,,,,0,,55,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5522,3745219,Rio Novo,Rio Novo,0.13056,-6.205.833,H,STM,BR,,25,,,,0,,30,America/Boa_Vista,28/08/2021,Novo River,Rio Novo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5523,3745220,Igarapé Santa Fé,Igarape Santa Fe,0.39194,-6.206.056,H,STM,BR,,25,,,,0,,42,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5524,3745221,Igarapé Campinho,Igarape Campinho,0.45472,-621.075,H,STM,BR,,25,,,,0,,55,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5525,3745222,Igarapé Pretinho,Igarape Pretinho,0.21444,-62.045,H,STM,BR,,25,,,,0,,39,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5526,3745223,Igarapé Serrinha,Igarape Serrinha,0.17417,-6.213.139,H,STM,BR,,25,,,,0,,32,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5527,3745224,Igarapé Molongó,Igarape Molongo,0.16806,-6.216.194,H,STM,BR,,25,,,,0,,34,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5528,3745225,Igarapé Jarazal,Igarape Jarazal,0.17583,-6.214.222,H,STM,BR,,25,,,,0,,33,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5529,3745226,Igarapé do Café,Igarape do Cafe,0.1425,-6.207.778,H,STM,BR,,25,,,,0,,32,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5530,3745227,Igarapé Leôncio Velho,Igarape Leoncio Velho,0.85056,-6.202.667,H,STM,BR,,25,,,,0,,58,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5531,3745228,Igarapé Matauatuba,Igarape Matauatuba,0.82306,-6.200.444,H,STM,BR,,25,,,,0,,62,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5532,3745229,Igarapé Bela Vista,Igarape Bela Vista,0.69583,-61.975,H,STM,BR,,25,,,,0,,55,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5533,3745230,Igarapé Terra Seca,Igarape Terra Seca,0.19778,-62.04,H,STM,BR,,25,,,,0,,48,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5534,3745231,Igarapé da Caixa,Igarape da Caixa,0.86556,-6.201.417,H,STM,BR,,25,,,,0,,57,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5535,3745232,Igarapé do Campo,Igarape do Campo,0.80917,-6.166.028,H,STM,BR,,25,,,,0,,47,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5536,3745233,Igarapé do Defunto,Igarape do Defunto,0.78944,-6.195.944,H,STM,BR,,25,,,,0,,61,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5537,3745234,Lago Camoji,Lago Camoji,0.72556,-6.197.111,H,LK,BR,,25,,,,0,,64,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5538,3745235,Baunilha,Baunilha,0.67361,-6.195.722,L,AREA,BR,,25,,,,0,,63,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5539,3745236,Sítio Baunilha,Sitio Baunilha,0.66194,-6.194.333,S,FRM,BR,,25,1400209.0,,,0,,48,America/Boa_Vista,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5540,3745237,Igarapé Ingarana,Igarape Ingarana,0.59778,-6.189.389,H,STM,BR,,25,,,,0,,53,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5541,3745238,Lago Tumuatá,Lago Tumuata,0.6075,-6.189.889,H,LK,BR,,25,,,,0,,49,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5542,3745239,Igarapé Esquisito,Igarape Esquisito,0.23139,-61.965,H,STM,BR,,25,,,,0,,37,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5543,3745240,Riozinho,Riozinho,0.17694,-6.202.389,H,STM,BR,,25,,,,0,,34,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5544,3745241,Igarapé Maracaú,Igarape Maracau,0.65917,-6.192.028,H,STM,BR,,25,,,,0,,52,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5545,3745242,Paraná Três Irmãs,Parana Tres Irmas,0.62,-6.190.111,H,STMA,BR,,25,,,,0,,52,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5546,3745243,Igarapé Uixi,Igarape Uixi,0.58917,-6.186.833,H,STM,BR,,25,,,,0,,49,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5547,3745244,Lago do Jundiá,Lago do Jundia,0.56056,-6.183.528,H,LK,BR,,25,,,,0,,54,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5548,3745245,Lago do Ubim,Lago do Ubim,0.555,-6.185.667,H,LK,BR,,25,,,,0,,51,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5549,3745246,Fortaleza,Fortaleza,0.545,-6.183.361,L,AREA,BR,,25,,,,0,,51,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5550,3745247,Igarapé do Ubim,Igarape do Ubim,0.55056,-6.185.333,H,STM,BR,,25,,,,0,,49,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5551,3745248,Igarapé do Barbado,Igarape do Barbado,0.95083,-6.171.528,H,STM,BR,,25,,,,0,,47,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5552,3745249,Igarapé do Botelho,Igarape do Botelho,0.66111,-6.167.694,H,STM,BR,,25,,,,0,,42,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5553,3745250,Igarapé Corredor,Igarape Corredor,0.50722,-6.176.556,H,STM,BR,,25,,,,0,,47,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5554,3745251,Lago Ressaca da Galinha,Lago Ressaca da Galinha,0.55,-6.182.694,H,LK,BR,,25,,,,0,,52,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5555,3745252,Igarapé Virgilio,Igarape Virgilio,0.50417,-61.75,H,STM,BR,,25,,,,0,,51,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5556,3745253,Ilha do Fernando,Ilha do Fernando,0.515,-6.177.194,T,ISL,BR,,25,,,,0,,42,America/Boa_Vista,05/12/2018,Ilha do Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5557,3745254,Lago do Corredor,Lago do Corredor,0.52167,-6.176.167,H,LK,BR,,25,,,,0,,42,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5558,3745255,Primeiro Sacado Lake,Primeiro Sacado Lake,0.48583,-6.175.056,H,LK,BR,,25,1400209.0,,,0,,45,America/Boa_Vista,21/11/2014,Lago Primeiro Sacado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5559,3745256,Tabuleiro Guariúba,Tabuleiro Guariuba,0.38361,-6.173.111,L,AREA,BR,,25,,,,0,,48,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5560,3745257,Lago Muaú,Lago Muau,0.33028,-6.175.722,H,LK,BR,,25,,,,0,,31,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5561,3745258,Igarapé Carimaú,Igarape Carimau,0.03556,-6.179.361,H,STM,BR,,25,,,,0,,41,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5562,3745259,Paraná do Matamatá,Parana do Matamata,0.06861,-6.176.167,H,STMA,BR,,25,,,,0,,30,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5563,3745260,Praia do Tabuleiro,Praia do Tabuleiro,0.08361,-6.176.889,T,BCH,BR,,25,1400472.0,,,0,,30,America/Boa_Vista,05/12/2018,Praia do Tabuleiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5564,3745261,Canela da Avó,Canela da Avo,0.98111,-6.170.583,L,AREA,BR,,25,,,,0,,44,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5565,3745262,Serrinha,Serrinha,0.97667,-6.173.361,P,PPL,BR,,25,1400209.0,,,0,,48,America/Boa_Vista,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5566,3745263,Lago Canela da Avó,Lago Canela da Avo,0.96528,-6.170.306,H,LK,BR,,25,,,,0,,47,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5567,3745264,Barbado,Barbado,0.94389,-6.170.639,P,PPL,BR,,25,1400209.0,,,0,,44,America/Boa_Vista,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5568,3745265,Lago do Peixe-boi,Lago do Peixe-boi,0.93722,-6.167.694,H,LK,BR,,25,,,,0,,43,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5569,3745266,Lago do Camaleão,Lago do Camaleao,0.92389,-6.168.944,H,LK,BR,,25,,,,0,,48,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5570,3745267,Camaleão,Camaleao,0.92306,-6.168.583,P,PPL,BR,,25,1400209.0,,,0,,43,America/Boa_Vista,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5571,3745268,Parente,Parente,0.91167,-6.167.167,P,PPL,BR,,25,1400209.0,,,0,,43,America/Boa_Vista,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5572,3745269,Lago da Castanha,Lago da Castanha,0.8875,-6.165.806,H,LK,BR,,25,,,,0,,44,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5573,3745270,Castanha,Castanha,0.88111,-6.165.833,P,PPL,BR,,25,1400209.0,,,0,,47,America/Boa_Vista,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5574,3745271,Cumandá,Cumanda,0.83667,-6.166.167,P,PPL,BR,,25,1400209.0,,,0,,44,America/Boa_Vista,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5575,3745272,Campo,Campo,0.80306,-6.166.083,P,PPL,BR,,25,1400209.0,,,0,,36,America/Boa_Vista,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5576,3745273,Igarapé Cobra,Igarape Cobra,0.74028,-6.167.389,H,STM,BR,,25,,,,0,,48,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5577,3745274,Lago Curralinho,Lago Curralinho,0.75,-6.165.694,H,LK,BR,,25,,,,0,,47,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5578,3745275,Cobra,Cobra,0.74167,-6.167.694,P,PPL,BR,,25,1400209.0,,,0,,42,America/Boa_Vista,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5579,3745276,Zedeque,Zedeque,0.72056,-6.167.083,P,PPL,BR,,25,1400209.0,,,0,,33,America/Boa_Vista,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5580,3745277,Bacará,Bacara,0.71083,-6.164.861,P,PPL,BR,,25,1400209.0,,,0,,33,America/Boa_Vista,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5581,3745278,Lago do Mendonça,Lago do Mendonca,0.69556,-6.165.444,H,LK,BR,,25,,,,0,,47,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5582,3745279,Mendonça,Mendonca,0.66194,-6.167.278,P,PPL,BR,,25,1400209.0,,,0,,39,America/Boa_Vista,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5583,3745280,Botelho,Botelho,0.64889,-6.167.583,P,PPL,BR,,25,1400209.0,,,0,,49,America/Boa_Vista,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5584,3745281,Lago Tapajós,Lago Tapajos,0.62889,-6.167.917,H,LK,BR,,25,,,,0,,40,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5585,3745282,Lago Biritu,Lago Biritu,0.60583,-6.167.167,H,LK,BR,,25,,,,0,,41,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5586,3745283,Igarapé Bodó,Igarape Bodo,0.54722,-6.168.333,H,STM,BR,,25,,,,0,,37,America/Boa_Vista,08/09/2021,Bodo River,Bodó River,Igarape Bodo,Igarapé Bodó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5587,3745284,Paraná Camurim,Parana Camurim,0.5225,-6.168.556,H,STMA,BR,,25,,,,0,,41,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5588,3745285,Lago da Prainha,Lago da Prainha,0.50333,-6.169.806,H,LK,BR,,25,,,,0,,32,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5589,3745286,Ilha do Veado,Ilha do Veado,0.49944,-617.025,T,ISL,BR,,25,,,,0,,39,America/Boa_Vista,05/12/2018,Ilha do Veado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5590,3745287,Macaria Lake,Macaria Lake,0.47623,-6.172.329,H,LK,BR,,25,1400209.0,,,0,,44,America/Boa_Vista,21/11/2014,Lago Macaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5591,3745288,Ilha da Onça,Ilha da Onca,0.49528,-6.167.028,T,ISL,BR,,25,,,,0,,44,America/Boa_Vista,05/12/2018,Ilha da Onca,Ilha da Onça,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5592,3745289,Ilha das Pedras,Ilha das Pedras,0.46528,-616.975,T,ISL,BR,,25,,,,0,,46,America/Boa_Vista,05/12/2018,Ilha das Pedras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5593,3745290,Paraná do Catrimani,Parana do Catrimani,0.4025,-6.172.472,H,STMA,BR,,25,,,,0,,32,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5594,3745291,Paraná Jacaretinga,Parana Jacaretinga,0.30861,-61.745,H,STMA,BR,,25,,,,0,,31,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5595,3745292,Igarapé do Lago Grande,Igarape do Lago Grande,0.15,-6.173.083,H,STM,BR,,25,,,,0,,30,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5596,3745293,Igarapé do Matamatá,Igarape do Matamata,0.1175,-6.174.222,H,STM,BR,,25,,,,0,,30,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5597,3745294,Lago Grande,Lago Grande,0.14833,-6.173.222,H,LK,BR,,25,,,,0,,30,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5598,3745295,Igarapé Itauaú,Igarape Itauau,0.87611,-6.164.556,H,STM,BR,,25,,,,0,,47,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5599,3745296,Lago da Cigana,Lago da Cigana,0.89167,-6.164.667,H,LK,BR,,25,,,,0,,46,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5600,3745297,Lago do Sapo,Lago do Sapo,0.86694,-6.164.278,H,LK,BR,,25,,,,0,,41,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5601,3745298,Lago Cumandá,Lago Cumanda,0.83583,-6.165.472,H,LK,BR,,25,,,,0,,44,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5602,3745299,Igarapé Aniquiá,Igarape Aniquia,0.7825,-6.163.333,H,STM,BR,,25,,,,0,,36,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5603,3745300,Aniquiá,Aniquia,0.78361,-6.162.806,L,AREA,BR,,25,,,,0,,38,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5604,3745301,Sorvinha,Sorvinha,0.73944,-616.525,L,AREA,BR,,25,,,,0,,49,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5605,3745302,Igarapé Bacará,Igarape Bacara,0.70556,-6.163.889,H,STM,BR,,25,,,,0,,51,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5606,3745303,Igarapé do Mendonça,Igarape do Mendonca,0.68889,-6.164.611,H,STM,BR,,25,,,,0,,33,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5607,3745304,Ilha do Muçum,Ilha do Mucum,0.68583,-6.156.194,T,ISL,BR,,25,,,,0,,50,America/Boa_Vista,05/12/2018,Ilha do Mucum,Ilha do Muçum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5608,3745305,Paraná do Muçum,Parana do Mucum,0.64222,-6.159.361,H,STMA,BR,,25,,,,0,,48,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5609,3745306,Ilha da Zama,Ilha da Zama,0.63139,-6.159.889,T,ISL,BR,,25,,,,0,,33,America/Boa_Vista,05/12/2018,Ilha da Zama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5610,3745307,Lago Caapiranga,Lago Caapiranga,0.62722,-6.157.861,H,LK,BR,,25,,,,0,,48,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5611,3745308,Lago Boiaçu,Lago Boiacu,0.61056,-61.655,H,LK,BR,,25,,,,0,,42,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5612,3745309,Lago Sumaúma,Lago Sumauma,0.60083,-6.165.389,H,LK,BR,,25,,,,0,,39,America/Boa_Vista,12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
