,geonameid,name,asciiname,latitude,longitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date,othername0,othername1,othername2,othername3,othername4,othername5,othername6,othername7,othername8,othername9,othername10,othername11,othername12,othername13,othername14,othername15,othername16,othername17,othername18,othername19,othername20,othername21,othername22,othername23,othername24,othername25,othername26,othername27,othername28,othername29,othername30,othername31,othername32,othername33,othername34,othername35,othername36,othername37,othername38,othername39,othername40,othername41,othername42,othername43,othername44,othername45,othername46,othername47,othername48,othername49,othername50,othername51,othername52
0,3479539,Capela de Nossa Senhora da Conceição,Capela de Nossa Senhora da Conceicao,-2.547.917,-4.848.778,S,CH,BR,,18,4118204.0,,,0,,10,America/Sao_Paulo,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3479540,Sítio Luiz A. Dantas,Sitio Luiz A. Dantas,-2.578.944,-4.970.556,P,PPL,BR,,18,4113205.0,,,0,,875,America/Sao_Paulo,03/08/2012,Sitio Luiz A. Dantas,Sítio Luiz A. Dantas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3479541,Sítio Francisco Lipski,Sitio Francisco Lipski,-2.577.889,-4.973.528,P,PPL,BR,,18,4113205.0,,,0,,939,America/Sao_Paulo,03/08/2012,Sitio Francisco Lipski,Sítio Francisco Lipski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3479542,Sítio Adalberto Gluck,Sitio Adalberto Gluck,-2.575.972,-4.973.917,P,PPL,BR,,18,4113205.0,,,0,,939,America/Sao_Paulo,03/08/2012,Sitio Adalberto Gluck,Sítio Adalberto Gluck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3479543,Sítio Floriano Hoffmann,Sitio Floriano Hoffmann,-2.575.889,-4.969.583,P,PPL,BR,,18,4113205.0,,,0,,922,America/Sao_Paulo,03/08/2012,Sitio Floriano Hoffmann,Sítio Floriano Hoffmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3479544,Escola Pedro F. Cavalin,Escola Pedro F. Cavalin,-25.755,-4.971.278,S,SCH,BR,,18,4113205.0,,,0,,901,America/Sao_Paulo,03/08/2012,Escola Pedro F. Cavalin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3479545,Sítio João Souza,Sitio Joao Souza,-2.578.472,-4.972.278,P,PPL,BR,,18,4113205.0,,,0,,884,America/Sao_Paulo,03/08/2012,Sitio Joao Souza,Sítio João Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3479546,Chácara Concórdia,Chacara Concordia,-2.575.389,-4.973.833,S,FRM,BR,,18,4113205.0,,,0,,931,America/Sao_Paulo,03/08/2012,Chacara Concordia,Chácara Concórdia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3479547,Capela de Nossa Senhora Aparecida,Capela de Nossa Senhora Aparecida,-2.575.444,-497.125,S,CH,BR,,18,4113205.0,,,0,,908,America/Sao_Paulo,03/08/2012,Capela de Nossa Senhora Aparecida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,3479548,Sítio Genoveva Mazur,Sitio Genoveva Mazur,-2.578.639,-4.972.361,P,PPL,BR,,18,4113205.0,,,0,,868,America/Sao_Paulo,03/08/2012,Sitio Genoveva Mazur,Sítio Genoveva Mazur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,3479549,Sítio Sebastião,Sitio Sebastiao,-25.795,-4.970.167,P,PPL,BR,,18,4113205.0,,,0,,886,America/Sao_Paulo,03/08/2012,Sitio Sebastiao,Sítio Sebastião,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,3479550,Sítio Calixto Gause,Sitio Calixto Gause,-2.577.222,-4.968.833,P,PPL,BR,,18,4113205.0,,,0,,908,America/Sao_Paulo,03/08/2012,Sitio Calixto Gause,Sítio Calixto Gause,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,3479551,Sítio Eric Genochio,Sitio Eric Genochio,-2.575.167,-49.685,P,PPL,BR,,18,4113205.0,,,0,,888,America/Sao_Paulo,03/08/2012,Sitio Eric Genochio,Sítio Eric Genochio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,3479552,Sítio Antônio Jorge,Sitio Antonio Jorge,-2.576.056,-4.967.778,P,PPL,BR,,18,4113205.0,,,0,,886,America/Sao_Paulo,03/08/2012,Sitio Antonio Jorge,Sítio Antônio Jorge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,3479553,Sítio João Lodatta,Sitio Joao Lodatta,-2.579.528,-4.971.417,P,PPL,BR,,18,4113205.0,,,0,,839,America/Sao_Paulo,03/08/2012,Sitio Joao Lodatta,Sítio João Lodatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,3479554,Sítio Teodoro Lipski,Sitio Teodoro Lipski,-25.795,-4.974.444,P,PPL,BR,,18,4113205.0,,,0,,906,America/Sao_Paulo,03/08/2012,Sitio Teodoro Lipski,Sítio Teodoro Lipski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,3479555,Capela de Nossa Senhora das Graças,Capela de Nossa Senhora das Gracas,-2.579.306,-4.974.861,S,CH,BR,,18,4113205.0,,,0,,937,America/Sao_Paulo,03/08/2012,Capela de Nossa Senhora das Gracas,Capela de Nossa Senhora das Graças,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,3479556,Sítio Boa Vista,Sitio Boa Vista,-2.578.833,-4.974.167,P,PPL,BR,,18,4113205.0,,,0,,901,America/Sao_Paulo,03/08/2012,Sitio Boa Vista,Sítio Boa Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,3479557,Chácara Pedro Dudeki,Chacara Pedro Dudeki,-257.725,-4.974.083,S,FRM,BR,,18,4113205.0,,,0,,928,America/Sao_Paulo,03/08/2012,Chacara Pedro Dudeki,Chácara Pedro Dudeki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,3479558,Sítio Pedro de J. Cardoso,Sitio Pedro de J. Cardoso,-2.578.556,-4.974.583,P,PPL,BR,,18,4113205.0,,,0,,908,America/Sao_Paulo,03/08/2012,Sitio Pedro de J. Cardoso,Sítio Pedro de J. Cardoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,3479559,Chácara Alceu Kranschmidt,Chacara Alceu Kranschmidt,-2.577.694,-4.974.194,S,FRM,BR,,18,4113205.0,,,0,,918,America/Sao_Paulo,03/08/2012,Chacara Alceu Kranschmidt,Chácara Alceu Kranschmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,3479560,Sítio Alcir Kleinschmidt,Sitio Alcir Kleinschmidt,-2.578.139,-4.973.972,P,PPL,BR,,18,4113205.0,,,0,,911,America/Sao_Paulo,03/08/2012,Sitio Alcir Kleinschmidt,Sítio Alcir Kleinschmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,3479561,Sítio José Correa,Sitio Jose Correa,-25.785,-4.972.167,P,PPL,BR,,18,4113205.0,,,0,,886,America/Sao_Paulo,03/08/2012,Sitio Jose Correa,Sítio José Correa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,3479562,Sítio Osni Caroni,Sitio Osni Caroni,-2.576.472,-4.969.417,P,PPL,BR,,18,4113205.0,,,0,,1004,America/Sao_Paulo,03/08/2012,Sitio Osni Caroni,Sítio Osni Caroni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,3479563,Sítio João Marques,Sitio Joao Marques,-2.576.472,-4.969.167,P,PPL,BR,,18,4113205.0,,,0,,994,America/Sao_Paulo,03/08/2012,Sitio Joao Marques,Sítio João Marques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,3479564,Sítio Luísa M. dos Santos,Sitio Luisa M. dos Santos,-2.579.889,-4.971.083,P,PPL,BR,,18,4113205.0,,,0,,830,America/Sao_Paulo,03/08/2012,Sitio Luisa M. dos Santos,Sítio Luísa M. dos Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,3479565,Sítio Antônio Bassani,Sitio Antonio Bassani,-2.576.194,-4.969.639,P,PPL,BR,,18,4113205.0,,,0,,976,America/Sao_Paulo,03/08/2012,Sitio Antonio Bassani,Sítio Antônio Bassani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,3479566,Sítio Benedito H. Gonçalves,Sitio Benedito H. Goncalves,-2.578.972,-4.974.833,P,PPL,BR,,18,4113205.0,,,0,,932,America/Sao_Paulo,03/08/2012,Sitio Benedito H. Goncalves,Sítio Benedito H. Gonçalves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,3479567,Chácara Natálio Albeti,Chacara Natalio Albeti,-2.576.778,-4.974.444,S,FRM,BR,,18,4113205.0,,,0,,919,America/Sao_Paulo,03/08/2012,Chacara Natalio Albeti,Chácara Natálio Albeti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,3479568,Granja Benedito R. Ganzer,Granja Benedito R. Ganzer,-2.579.667,-4.971.333,S,FRM,BR,,18,4113205.0,,,0,,839,America/Sao_Paulo,03/08/2012,Granja Benedito R. Ganzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,3479569,Capela do Menino Jesus,Capela do Menino Jesus,-2.576.167,-4.970.917,S,CH,BR,,18,4113205.0,,,0,,908,America/Sao_Paulo,03/08/2012,Capela do Menino Jesus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,3479570,Escola Lauro M. Montenegro,Escola Lauro M. Montenegro,-2.576.917,-4.970.667,S,SCH,BR,,18,4113205.0,,,0,,928,America/Sao_Paulo,03/08/2012,Escola Lauro M. Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,3479571,Sítio Ohrains Petrus,Sitio Ohrains Petrus,-2.578.861,-4.972.278,P,PPL,BR,,18,4113205.0,,,0,,852,America/Sao_Paulo,03/08/2012,Sitio Ohrains Petrus,Sítio Ohrains Petrus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,3479572,Sítio Pavoseki,Sitio Pavoseki,-2.577.694,-496.775,P,PPL,BR,,18,4113205.0,,,0,,871,America/Sao_Paulo,03/08/2012,Sitio Pavoseki,Sítio Pavoseki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,3479573,Sítio João M. Pinto,Sitio Joao M. Pinto,-2.576.222,-4.969.444,P,PPL,BR,,18,4113205.0,,,0,,992,America/Sao_Paulo,03/08/2012,Sitio Joao M. Pinto,Sítio João M. Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,3479574,Igreja de Nossa Senhora de Fátima,Igreja de Nossa Senhora de Fatima,-2.576.583,-4.973.889,S,CH,BR,,18,4113205.0,,,0,,927,America/Sao_Paulo,03/08/2012,Igreja de Nossa Senhora de Fatima,Igreja de Nossa Senhora de Fátima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,3479575,Capela de Nossa Senhora dos Milages,Capela de Nossa Senhora dos Milages,-2.576.389,-4.971.333,S,CH,BR,,18,4113205.0,,,0,,899,America/Sao_Paulo,03/08/2012,Capela de Nossa Senhora dos Milages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,3479576,Chácara Afonso Cais,Chacara Afonso Cais,-2.576.528,-4.973.778,S,FRM,BR,,18,4113205.0,,,0,,919,America/Sao_Paulo,03/08/2012,Chacara Afonso Cais,Chácara Afonso Cais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,3479577,Sítio Aloísio Marins,Sitio Aloisio Marins,-2.578.306,-4.971.667,P,PPL,BR,,18,4113205.0,,,0,,881,America/Sao_Paulo,03/08/2012,Sitio Aloisio Marins,Sítio Aloísio Marins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,3479578,Sítio Bernardo Afonso,Sitio Bernardo Afonso,-2.577.167,-4.967.389,P,PPL,BR,,18,4113205.0,,,0,,918,America/Sao_Paulo,03/08/2012,Sitio Bernardo Afonso,Sítio Bernardo Afonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,3479579,Sítio Antônio Lourenço,Sitio Antonio Lourenco,-2.578.028,-4.962.778,P,PPL,BR,,18,4113205.0,,,0,,825,America/Sao_Paulo,03/08/2012,Sitio Antonio Lourenco,Sítio Antônio Lourenço,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,3479580,Sítio Miguel Sitleka,Sitio Miguel Sitleka,-2.575.833,-4.963.556,P,PPL,BR,,18,4113205.0,,,0,,836,America/Sao_Paulo,03/08/2012,Sitio Miguel Sitleka,Sítio Miguel Sitleka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,3479581,Sítio Lourival Ornig,Sitio Lourival Ornig,-2.576.111,-4.965.111,P,PPL,BR,,18,4113205.0,,,0,,925,America/Sao_Paulo,03/08/2012,Sitio Lourival Ornig,Sítio Lourival Ornig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,3479582,Sítio João Siqueira,Sitio Joao Siqueira,-2.579.528,-4.963.056,P,PPL,BR,,18,4113205.0,,,0,,816,America/Sao_Paulo,03/08/2012,Sitio Joao Siqueira,Sítio João Siqueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,3479583,Sítio Nereu Dranka,Sitio Nereu Dranka,-2.578.083,-4.963.417,P,PPL,BR,,18,4113205.0,,,0,,817,America/Sao_Paulo,03/08/2012,Sitio Nereu Dranka,Sítio Nereu Dranka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,3479584,Sítio Miguel Batista,Sitio Miguel Batista,-2.579.472,-4.963.833,P,PPL,BR,,18,4113205.0,,,0,,825,America/Sao_Paulo,03/08/2012,Sitio Miguel Batista,Sítio Miguel Batista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,3479585,Sítio José Bill,Sitio Jose Bill,-25.805,-4.965.222,P,PPL,BR,,18,4113205.0,,,0,,912,America/Sao_Paulo,03/08/2012,Sitio Jose Bill,Sítio José Bill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,3479586,Sítio João Vlublesk,Sitio Joao Vlublesk,-2.575.472,-4.962.056,P,PPL,BR,,18,4113205.0,,,0,,892,America/Sao_Paulo,03/08/2012,Sitio Joao Vlublesk,Sítio João Vlublesk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,3479587,Sítio Vicente Figura,Sitio Vicente Figura,-2.576.389,-4.962.639,P,PPL,BR,,18,4113205.0,,,0,,848,America/Sao_Paulo,03/08/2012,Sitio Vicente Figura,Sítio Vicente Figura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,3479588,Sítio Verônica Bill,Sitio Veronica Bill,-2.580.917,-4.965.083,P,PPL,BR,,18,4113205.0,,,0,,909,America/Sao_Paulo,03/08/2012,Sitio Veronica Bill,Sítio Verônica Bill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,3479589,Sítio Márcia S. Bevka,Sitio Marcia S. Bevka,-2.577.611,-4.966.361,P,PPL,BR,,18,4113205.0,,,0,,910,America/Sao_Paulo,03/08/2012,Sitio Marcia S. Bevka,Sítio Márcia S. Bevka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,3479590,Sítio Tadeu Kurka,Sitio Tadeu Kurka,-25.76,-4.963.833,P,PPL,BR,,18,4113205.0,,,0,,848,America/Sao_Paulo,03/08/2012,Sitio Tadeu Kurka,Sítio Tadeu Kurka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,3479591,Córrego do Lajeado,Corrego do Lajeado,-2.569.413,-5.068.635,H,STM,BR,,18,,,,0,,776,America/Sao_Paulo,20/01/2012,Corrego do Laeado,Corrego do Lajeado,Córrego do Laeado,Córrego do Lajeado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,3479592,Rio Palmeirinha,Rio Palmeirinha,-2.574.602,-5.074.031,H,STM,BR,,18,,,,0,,830,America/Sao_Paulo,20/01/2012,Rio Palmeirinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,3479593,Faxinal de São Pedro,Faxinal de Sao Pedro,-2.571.074,-5.072.734,P,PPL,BR,,18,4122008.0,,,0,,870,America/Sao_Paulo,03/08/2012,Faxinal de Sao Pedro,Faxinal de São Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,3479594,Faxinal dos Paula,Faxinal dos Paula,-2.569.275,-5.073.781,P,PPL,BR,,18,4122008.0,,,0,,893,America/Sao_Paulo,03/08/2012,Faxinal dos Paula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,3479595,Paredão,Paredao,-2.567.789,-5.069.182,P,PPLL,BR,,18,4121505.0,,,0,,797,America/Sao_Paulo,11/06/2020,Paredao,Paredão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,3479596,Rio das Pedras,Rio das Pedras,-2.566.025,-5.071.096,H,STM,BR,,18,,,,0,,776,America/Sao_Paulo,20/01/2012,Rio das Pedras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,3479597,Butiazal,Butiazal,-2.566.152,-5.073.706,L,LCTY,BR,,18,,,,0,,888,America/Sao_Paulo,20/01/2012,Butiazal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,3479598,Colônia Cachoeira,Colonia Cachoeira,-2.566.193,-5.072.369,P,PPL,BR,,18,4121505.0,,,0,,779,America/Sao_Paulo,03/08/2012,Colonia Cachoeira,Colônia Cachoeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,3479599,Barreiros,Barreiros,-2.571.305,-5.065.509,L,LCTY,BR,,18,,,,0,,811,America/Sao_Paulo,20/01/2012,Barreiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,3479600,Sítio Ana Margarida,Sitio Ana Margarida,-2.579.861,-4.965.444,P,PPL,BR,,18,4113205.0,,,0,,916,America/Sao_Paulo,03/08/2012,Sitio Ana Margarida,Sítio Ana Margarida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,3479601,Arroio Barreira,Arroio Barreira,-2.568.136,-5.065.792,H,STMI,BR,,18,,,,0,,773,America/Sao_Paulo,20/01/2012,Arroio Barreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,3479602,Rio da Barra,Rio da Barra,-2.569.007,-5.066.424,H,STM,BR,,18,,,,0,,774,America/Sao_Paulo,20/01/2012,Rio da Barra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,3479603,Arroio Barreirinho,Arroio Barreirinho,-2.573.382,-5.066.886,H,STM,BR,,18,,,,0,,773,America/Sao_Paulo,20/01/2012,Arroio Barreirinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,3479604,Barreirinho dos Beltrão,Barreirinho dos Beltrao,-2.573.017,-5.065.294,P,PPL,BR,,18,4121505.0,,,0,,786,America/Sao_Paulo,03/08/2012,Barreirinho dos Beltrao,Barreirinho dos Beltrão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,3479605,Coxos,Coxos,-2.573.562,-5.063.475,P,PPL,BR,,18,4121505.0,,,0,,785,America/Sao_Paulo,03/08/2012,Coxos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,3479606,Rio Bonito,Rio Bonito,-2.574.093,-5.060.007,P,PPLL,BR,,18,4121505.0,,,0,,789,America/Sao_Paulo,03/08/2012,Rio Bonito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,3479607,Pântano Préto,Pantano Preto,-2.573.747,-5.055.338,P,PPL,BR,,18,4121505.0,,,0,,791,America/Sao_Paulo,03/08/2012,Pantano Preto,Pântano Préto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,3479608,Pântano,Pantano,-2.573.722,-5.058.361,P,PPL,BR,,18,4121505.0,,,0,,781,America/Sao_Paulo,03/08/2012,Pantano,Pântano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,3479609,Rio do Pântano,Rio do Pantano,-2.573.831,-5.061.197,H,STM,BR,,18,,,,0,,773,America/Sao_Paulo,20/01/2012,Rio do Pantano,Rio do Pântano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,3479610,Saldanha,Saldanha,-2.573.487,-505.134,P,PPL,BR,,18,4125605.0,,,0,,811,America/Sao_Paulo,03/08/2012,Saldanha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,3479611,Palmeiral,Palmeiral,-2.571.176,-5.051.705,L,LCTY,BR,,18,,,,0,,892,America/Sao_Paulo,20/01/2012,Palmeiral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,3479612,Marmeleiro dos Beltrão,Marmeleiro dos Beltrao,-2.570.692,-5.056.476,L,LCTY,BR,,18,,,,0,,814,America/Sao_Paulo,20/01/2012,Marmeleiro dos Beltrao,Marmeleiro dos Beltrão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3479613,Marmeleiro de Baixo,Marmeleiro de Baixo,-256.787,-5.055.585,P,PPL,BR,,18,4121505.0,,,0,,868,America/Sao_Paulo,03/08/2012,Marmeleiro de Baixo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3479614,Marmeleiro dos Rosas,Marmeleiro dos Rosas,-2.566.561,-5.053.565,P,PPLL,BR,,18,4121505.0,,,0,,893,America/Sao_Paulo,03/08/2012,Marmeleiro dos Rosas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3479615,Rio Marmeleiro,Rio Marmeleiro,-2.565.956,-5.060.537,H,STM,BR,,18,,,,0,,781,America/Sao_Paulo,20/01/2012,Rio Marmeleiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3479616,Barra dos Andrades,Barra dos Andrades,-2.566.329,-5.060.674,P,PPL,BR,,18,4121505.0,,,0,,780,America/Sao_Paulo,03/08/2012,Barra dos Andrades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3479617,Rio do Salto,Rio do Salto,-2.566.828,-5.064.955,H,STM,BR,,18,,,,0,,772,America/Sao_Paulo,20/01/2012,Rio do Salto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3479618,Rio Poço Bonito,Rio Poco Bonito,-2.565.684,-5.063.226,H,STM,BR,,18,,,,0,,780,America/Sao_Paulo,16/08/2021,Poco Bonito River,Poço Bonito River,Rio Poco Bonito,Rio Poço Bonito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3479619,Bugio,Bugio,-2.566.783,-5.067.296,P,PPL,BR,,18,4121505.0,,,0,,783,America/Sao_Paulo,03/08/2012,Bugio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,3479620,Serra dos Franco,Serra dos Franco,-2.564.353,-5.074.442,T,MTS,BR,,18,,,,0,894.0,900,America/Sao_Paulo,20/01/2012,Serra dos Franco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,3479621,Sunira,Sunira,-2.564.079,-5.069.785,P,PPLL,BR,,18,4121505.0,,,0,,784,America/Sao_Paulo,03/08/2012,Sunira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,3479622,Potinga,Potinga,-2.561.861,-5.073.222,L,LCTY,BR,,18,,,,0,,779,America/Sao_Paulo,20/01/2012,Potinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,3479623,Marmeleiro dos Ingleses,Marmeleiro dos Ingleses,-2.564.631,-5.057.495,P,PPL,BR,,18,4121505.0,,,0,,828,America/Sao_Paulo,03/08/2012,Marmeleiro dos Ingleses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,3479624,Marmeleiro de Cima,Marmeleiro de Cima,-2.564.743,-5.053.377,P,PPL,BR,,18,4121505.0,,,0,,870,America/Sao_Paulo,03/08/2012,Marmeleiro de Cima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,3479625,Arroio dos Cristianos,Arroio dos Cristianos,-2.566.391,-505.943,H,STM,BR,,18,,,,0,,782,America/Sao_Paulo,20/01/2012,Arroio dos Cristianos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
