geonameid,name,asciiname,alternatenames,latitude,longitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date,othername0,othername1,othername2,othername3,othername4,othername5,othername6,othername7,othername8,othername9,othername10,othername11,othername120,othername130,othername14,othername15,othername16,othername17,othername18,othername19,othername20,othername21,othername22,othername23,othername24,othername25,othername26,othername27,othername28,othername29,othername30,othername31,othername32,othername33,othername34,othername35,othername36,othername37,othername38,othername39,othername40,othername41,othername42,othername43,othername44,othername45,othername46,othername47,othername48,othername49,othername50,othername51,othername52,othername53,othername54,othername55
3388144,São Roberto,Sao Roberto,,-0.87,-4.749.778,P,PPLL,BR,,16,1504307.0,,,0,,27,America/Belem,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388145,São Raimundo Nonato,Sao Raimundo Nonato,Raimundo Nonato$Sao Raymundo Nonato,-901.528,-4.269.944,P,PPL,BR,,20,2210607.0,,,19569,,354,America/Fortaleza,03/08/2012,Raimundo Nonato,Sao Raymundo Nonato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388146,São Raimundo de Codó,Sao Raimundo de Codo,,-43.725,-4.350.194,P,PPLL,BR,,13,2103307.0,,,0,,99,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388147,São Raimundo das Mangabeiras,Sao Raimundo das Mangabeiras,Sao Raymundo do Rio Neves$São Raymundo do Rio Neves,-702.194,-4.548.111,P,PPL,BR,,13,2111607.0,,,10216,,241,America/Fortaleza,03/08/2012,Sao Raymundo do Rio Neves,São Raymundo do Rio Neves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388148,Riacho São Raimundo,Riacho Sao Raimundo,,-523.333,-37.25,H,STMI,BR,,22,,,,0,,21,America/Fortaleza,16/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388149,Ponta de São Raimundo,Ponta de Sao Raimundo,Ponta Raymundo$Ponta de Sao Raimundo$Ponta de São Raimundo$Ponta do Raimundo,-2.4,-4.436.667,T,PT,BR,BR,13,,,,0,,-9999,America/Belem,11/06/2020,Ponta Raymundo,Ponta de Sao Raimundo,Ponta de São Raimundo,Ponta do Raimundo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388150,São Raimundo,Sao Raimundo,,-963.333,-3.616.667,P,PPL,BR,,2,2701001.0,,,0,,173,America/Maceio,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388151,São Raimundo,Sao Raimundo,Raimundo$Sao Raimundo$São Raimundo,-7.9,-58.05,P,PPL,BR,BR,14,5100805.0,,,0,,167,America/Cuiaba,11/06/2020,Raimundo,Sao Raimundo,São Raimundo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388152,São Raimundo,Sao Raimundo,,-741.667,-5.848.333,P,PPL,BR,,4,1300144.0,,,0,,178,America/Manaus,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388153,São Raimundo,Sao Raimundo,,-641.667,-4.811.667,P,PPL,BR,,31,1701002.0,,,0,,162,America/Araguaina,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388154,São Raimundo,Sao Raimundo,,-581.667,-4.141.667,P,PPL,BR,,20,2210409.0,,,0,,343,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388155,São Raimundo,Sao Raimundo,,-546.667,-43.3,P,PPL,BR,,13,2106607.0,,,0,,170,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388156,São Raimundo,Sao Raimundo,,-534.528,-3.644.611,P,PPL,BR,,22,2407203.0,,,0,,61,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388157,São Raimundo,Sao Raimundo,,-511.667,-4.278.333,P,PPL,BR,,20,2211001.0,,,0,,87,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388158,São Raimundo,Sao Raimundo,,-5.1,-4.311.667,P,PPL,BR,,13,2103000.0,,,0,,179,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388159,São Raimundo,Sao Raimundo,,-473.333,-4.406.667,P,PPL,BR,,13,2103307.0,,,0,,100,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388160,São Raimundo,Sao Raimundo,,-473.333,-4.283.333,P,PPL,BR,,20,2211100.0,,,0,,132,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388161,São Raimundo,Sao Raimundo,,-468.333,-4.463.333,P,PPL,BR,,13,2101939.0,,,0,,61,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388162,São Raimundo,Sao Raimundo,,-403.861,-4.470.185,P,PPL,BR,,13,2101202.0,,,0,,15,America/Fortaleza,11/01/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388163,São Raimundo,Sao Raimundo,,-386.667,-4.246.667,P,PPL,BR,,20,2209971.0,,,0,,120,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388164,São Raimundo,Sao Raimundo,,-131.667,-50.3,P,PPL,BR,,16,1501808.0,,,0,,24,America/Belem,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388165,São Raimundo,Sao Raimundo,,-5.9,-42.75,L,AREA,BR,,20,,,,0,,326,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388166,Cachoeira São Rafael,Cachoeira Sao Rafael,,-851.667,-5.836.667,H,FLLS,BR,,0,,,,0,,184,America/Porto_Velho,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388167,São Rafael,Sao Rafael,Sao Raphael$São Raphael,-579.944,-3.692.056,P,PPL,BR,BR,22,2412807.0,,,0,,50,America/Fortaleza,03/08/2012,Sao Raphael,São Raphael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388168,São Pedro (2),Sao Pedro (2),,-598.333,-3.798.333,P,PPL,BR,,22,2410207.0,,,0,,577,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388169,São Pedro (1),Sao Pedro (1),,-531.667,-3.763.333,P,PPL,BR,,22,2404309.0,,,0,,80,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388170,Açude São Pedro Timbauba,Acude Sao Pedro Timbauba,,-358.333,-3.996.667,H,RSV,BR,,6,,,,0,,71,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388171,Penedos de São Pedro e São Paulo,Penedos de Sao Pedro e Sao Paulo,Archipielago de San Pedro y San Pablo$Archipiélago de San Pedro y San Pablo$Arcipelago di San Pietro e San Paolo$Penedo de Sao Pedro$Penedo de Sao Pedro e Sao Paulo$Penedo de São Pedro$Penedos de Sao Pedro e Sao Paulo$Penedos de São Pedro e São Paulo$Peñedo de São Pedro e São Paulo$Rochedas Sao Paulo$Rochedas São Paulo$Rochedos Sao Paulo$Rochedos Sao Pedro e Sao Paulo$Rochedos São Paulo$Rochedos São Pedro e São Paulo$Rochers de Saint-Pierre et Saint-Paul$Saint Paul$Saint Paul Rocks$Saint Paul's Rocks$Saint Paul’s Rocks$Saint Peter and Paul Rocks$Saint Peter and Saint Paul Rocks$San-Pedru-i-San-Paulu$Sankt-Peter-und-Sankt-Pauls-Felsen$St. Paul Rocks$St. Peter and Paul Rocks$???-?????-?-???-?????$????????????????,0.91704,-2.934.557,T,RKS,BR,BR,30,,,,0,,-9999,,20/02/2021,Archipielago de San Pedro y San Pablo,Archipiélago de San Pedro y San Pablo,Arcipelago di San Pietro e San Paolo,Penedo de Sao Pedro,Penedo de Sao Pedro e Sao Paulo,Penedo de São Pedro,Penedos de Sao Pedro e Sao Paulo,Penedos de São Pedro e São Paulo,Peñedo de São Pedro e São Paulo,Rochedas Sao Paulo,Rochedas São Paulo,Rochedos Sao Paulo,Rochedos Sao Pedro e Sao Paulo,Rochedos São Paulo,Rochedos São Pedro e São Paulo,Rochers de Saint-Pierre et Saint-Paul,Saint Paul,Saint Paul Rocks,Saint Paul's Rocks,Saint Paul’s Rocks,Saint Peter and Paul Rocks,Saint Peter and Saint Paul Rocks,San-Pedru-i-San-Paulu,Sankt-Peter-und-Sankt-Pauls-Felsen,St. Paul Rocks,St. Peter and Paul Rocks,???-?????-?-???-?????,????????????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388172,Açude São Pedro do Timbaúba,Acude Sao Pedro do Timbauba,,-363.333,-3.998.333,H,RSV,BR,,6,,,,0,,100,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388173,São Pedro do Piauí,Sao Pedro do Piaui,Sao Pedro$São Pedro,-592.944,-4.271.861,P,PPL,BR,,20,2210508.0,,,7408,,263,America/Fortaleza,03/08/2012,Sao Pedro,São Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388174,São Pedro de Viseu,Sao Pedro de Viseu,Sao Pedro do Viseu$Sao Pedro do Vizeu$São Pedro do Viseu$São Pedro do Vizeu$Vizeu,-251.667,-4.954.667,P,PPLL,BR,BR,16,1504604.0,,,0,,17,America/Belem,03/08/2012,Sao Pedro do Viseu,Sao Pedro do Vizeu,São Pedro do Viseu,São Pedro do Vizeu,Vizeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388175,São Pedro Cachoeira,Sao Pedro Cachoeira,,-514.444,-3.745.278,P,PPL,BR,,22,2408003.0,,,0,,78,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388176,Serra do São Pedro,Serra do Sao Pedro,,-536.667,-4.233.333,T,HLL,BR,,20,2200301.0,,,0,,144,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388177,Serra de São Pedro,Serra de Sao Pedro,,-538.333,-4.241.667,T,UPLD,BR,,20,,,,0,,139,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388178,Serra de São Pedro,Serra de Sao Pedro,,-723.333,-38.25,T,HLL,BR,,17,2507002.0,,,0,,530,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388179,Serra São Pedro,Serra Sao Pedro,Serra Sao Pedro$Serra São Pedro,-7.15,-38.25,T,MT,BR,,17,2500205.0,,,0,,515,America/Recife,05/12/2018,Serra Sao Pedro,Serra São Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388180,Serra São Pedro,Serra Sao Pedro,,-7.05,-3.933.333,T,HLL,BR,,6,2303204.0,,,0,,586,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388181,Rio de São Pedro,Rio de Sao Pedro,Riacho Sao Pedro$Riacho São Pedro$Rio de Sao Pedro$Rio de São Pedro$Sao Pedro River$São Pedro River,-830.536,-3.983.541,H,STMI,BR,,30,,,,0,,362,America/Recife,29/08/2021,Riacho Sao Pedro,Riacho São Pedro,Rio de Sao Pedro,Rio de São Pedro,Sao Pedro River,São Pedro River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388182,Riacho de São Pedro,Riacho de Sao Pedro,,-866.667,-3.863.333,H,STMI,BR,,30,,,,0,,317,America/Maceio,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388183,Riacho São Pedro,Riacho Sao Pedro,,-753.333,-3.726.667,H,STMI,BR,,30,,,,0,,581,America/Recife,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388184,Riacho São Pedro,Riacho Sao Pedro,,-748.333,-37.15,H,STMI,BR,,30,,,,0,,591,America/Recife,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388185,Riacho São Pedro,Riacho Sao Pedro,Riacho Sao Pedro$Riacho São Pedro$Rio Sao Pedro$Rio São Pedro,-733.333,-3.603.333,H,STMI,BR,BR,17,,,,0,,427,America/Recife,19/01/2012,Riacho Sao Pedro,Riacho São Pedro,Rio Sao Pedro,Rio São Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388186,Riacho São Pedro,Riacho Sao Pedro,,-561.667,-43.1,H,STMI,BR,,13,,,,0,,78,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388187,Riacho São Pedro,Riacho Sao Pedro,,-3.45,-38.95,H,STMI,BR,,6,,,,0,,11,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388188,Riacho São Pedro,Riacho Sao Pedro,,-7.4,-4.471.667,H,STM,BR,,20,,,,0,,188,America/Araguaina,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388189,Lagoa São Pedro,Lagoa Sao Pedro,,-3.45,-38.95,H,LK,BR,,6,,,,0,,11,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388190,Igarapé São Pedro,Igarape Sao Pedro,,-533.333,-53.8,H,STM,BR,,16,,,,0,,212,America/Manaus,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388191,Igarapé São Pedro,Igarape Sao Pedro,,-4.1,-5.571.667,H,STM,BR,,16,,,,0,,4,America/Manaus,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388192,Igarapé São Pedro,Igarape Sao Pedro,,-166.667,-4.686.667,H,STM,BR,,16,,,,0,,66,America/Belem,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388193,Córrego São Pedro,Corrego Sao Pedro,,-783.333,-48.9,H,STM,BR,,31,,,,0,,184,America/Araguaina,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388194,Cachoeira São Pedro,Cachoeira Sao Pedro,,0.65,-5.226.667,H,FLLS,BR,,3,,,,0,,174,America/Belem,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388195,Açude São Pedro,Acude Sao Pedro,,-421.667,-38.45,H,RSV,BR,,6,,,,0,,57,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388196,São Pedro,Sao Pedro,,-556.667,-3.606.667,S,RSTP,BR,,22,2409605.0,,,0,,171,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388197,São Pedro,Sao Pedro,,-9.15,-39.6,P,PPL,BR,,5,2909901.0,,,0,,423,America/Bahia,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388198,São Pedro,Sao Pedro,,-913.333,-3.616.667,P,PPL,BR,,2,2708105.0,,,0,,207,America/Maceio,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388199,São Pedro,Sao Pedro,,-858.333,-38.65,P,PPL,BR,,30,2603926.0,,,0,,335,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388200,São Pedro,Sao Pedro,,-7.85,-45.95,P,PPL,BR,,13,2101400.0,,,0,,309,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388201,São Pedro,Sao Pedro,,-7.85,-38.35,P,PPL,BR,,30,2613909.0,,,0,,531,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388202,São Pedro,Sao Pedro,Brejao$Brejão$Sao Pedro$São Pedro,-783.333,-4.656.667,P,PPL,BR,BR,13,2109502.0,,,0,,315,America/Fortaleza,03/08/2012,Brejao,Brejão,Sao Pedro,São Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388203,São Pedro,Sao Pedro,,-686.667,-37.9,P,PPL,BR,,17,2512101.0,,,0,,223,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388204,São Pedro,Sao Pedro,,-673.333,-38.8,P,PPL,BR,,6,2305704.0,,,0,,270,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388205,São Pedro,Sao Pedro,,-658.333,-3.811.667,P,PPL,BR,,17,2513208.0,,,0,,295,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388206,São Pedro,Sao Pedro,,-6.4,-3.778.333,P,PPL,BR,,17,2504306.0,,,0,,273,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388207,São Pedro,Sao Pedro,,-6.15,-3.843.333,P,PPL,BR,,22,2403202.0,,,0,,684,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388208,São Pedro,Sao Pedro,,-593.611,-367.225,P,PPL,BR,,22,2411403.0,,,0,,104,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388209,São Pedro,Sao Pedro,,-591.667,-4.073.333,P,PPL,BR,,6,2311264.0,,,0,,426,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388210,São Pedro,Sao Pedro,,-589.806,-3.563.444,P,PPL,BR,,22,2412708.0,,,0,,63,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388211,São Pedro,Sao Pedro,,-561.667,-3.606.667,P,PPL,BR,,22,2409605.0,,,0,,166,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388212,São Pedro,Sao Pedro,,-5.6,-4.316.667,P,PPL,BR,,13,2106607.0,,,0,,131,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388213,São Pedro,Sao Pedro,,-556.667,-4.088.333,P,PPL,BR,,6,2309409.0,,,0,,433,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388214,São Pedro,Sao Pedro,,-556.417,-3.607.028,P,PPL,BR,,22,2409605.0,,,0,,172,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388215,São Pedro,Sao Pedro,,-5.5,-3.538.333,P,PPL,BR,,22,2402600.0,,,0,,46,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388216,São Pedro,Sao Pedro,,-5.45,-35.75,P,PPL,BR,,22,2410405.0,,,0,,128,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388217,São Pedro,Sao Pedro,,-541.056,-3.698.944,P,PPL,BR,,22,2400208.0,,,0,,71,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388218,São Pedro,Sao Pedro,,-5.35,-42.35,P,PPL,BR,,20,2200301.0,,,0,,135,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388219,São Pedro,Sao Pedro,,-531.667,-40.9,P,PPL,BR,,6,2304103.0,,,0,,704,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388220,São Pedro,Sao Pedro,,-5.3,-49.1,P,PPL,BR,,16,1504208.0,,,0,,83,America/Belem,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388221,São Pedro,Sao Pedro,,-526.667,-4.086.667,P,PPL,BR,,6,2304103.0,,,0,,361,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388222,São Pedro,Sao Pedro,,-518.333,-3.976.667,P,PPL,BR,,6,2302404.0,,,0,,288,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388223,São Pedro,Sao Pedro,,-515.583,-3.628.528,P,PPL,BR,,22,2404101.0,,,0,,5,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388224,São Pedro,Sao Pedro,,-506.667,-43.3,P,PPL,BR,,13,2103000.0,,,0,,119,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388225,São Pedro,Sao Pedro,,-481.667,-38.2,P,PPL,BR,,6,2311801.0,,,0,,37,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388227,São Pedro,Sao Pedro,Sao Pedro$São Pedro,-462.563,-5.990.731,P,PPL,BR,,4,1300805.0,,,0,,30,America/Manaus,04/04/2013,Sao Pedro,São Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388228,São Pedro,Sao Pedro,,-4.15,-4.336.667,P,PPL,BR,,13,2103208.0,,,0,,87,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388229,São Pedro,Sao Pedro,,-366.667,-38.8,P,PPL,BR,,6,2303709.0,,,0,,14,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388230,São Pedro,Sao Pedro,Bebedouro de Sao Pedro$Bebedouro de São Pedro$Bebedouuro de Sao Pedro$Bebedouuro de São Pedro$Sao Pedro$São Pedro,-3.25,-4.211.667,P,PPL,BR,BR,13,2106300.0,,,0,,32,America/Fortaleza,03/08/2012,Bebedouro de Sao Pedro,Bebedouro de São Pedro,Bebedouuro de Sao Pedro,Bebedouuro de São Pedro,Sao Pedro,São Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388231,São Pedro,Sao Pedro,,-162.888,-4.961.576,P,PPL,BR,,16,1508357.0,,,0,,11,America/Belem,04/04/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388232,São Pedro,Sao Pedro,Sao Pedro$Sao Pedro de Viseu$São Pedro$São Pedro de Viseu,-236.667,-5.103.333,P,PPL,BR,BR,16,1505809.0,,,0,,40,America/Belem,03/08/2012,Sao Pedro,Sao Pedro de Viseu,São Pedro,São Pedro de Viseu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388233,São Pedro,Sao Pedro,,-188.385,-4.642.433,P,PPL,BR,,16,1501956.0,,,0,,30,America/Belem,04/04/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388234,São Pedro,Sao Pedro,,-168.392,-4.972.332,P,PPL,BR,,16,1502905.0,,,0,,6,America/Belem,04/04/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388235,São Pedro,Sao Pedro,,-0.79338,-4.926.931,P,PPL,BR,,16,1505700.0,,,0,,9,America/Belem,04/04/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388236,São Pedro,Sao Pedro,,-6.45,-4.128.333,L,AREA,BR,,20,,,,0,,383,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
