geonameid,name,asciiname,alternatenames,latitude,longitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date
7693537,Arroio Passo do Amâncio,Arroio Passo do Amancio,Arroio Passo do Amancio$Arroio Passo do Amâncio,-2.584.934,-492.156,H,STM,BR,,18,,,,0,,888,America/Sao_Paulo,21/01/2012
7693538,Cerâmica Palermo,Ceramica Palermo,Ceramica Palermo$Cerâmica Palermo,-258.567,-492.164,S,MFG,BR,,18,4114302,,,0,,899,America/Sao_Paulo,03/08/2012
7693539,Palmeira,Palmeira,Palmeira,-258.619,-4.921.899,L,LCTY,BR,,18,,,,0,,908,America/Sao_Paulo,21/01/2012
7693540,Tapera,Tapera,Tapera,-2.587.373,-4.923.028,L,LCTY,BR,,18,,,,0,,939,America/Sao_Paulo,21/01/2012
7693724,Mato-Dentro,Mato-Dentro,Mato-Dentro,-257.503,-4.948.184,L,LCTY,BR,,18,,,,0,,884,America/Sao_Paulo,21/01/2012
7693725,Sítio Albino Taioka,Sitio Albino Taioka,Sitio Albino Taioka$Sítio Albino Taioka,-257.591,-494.953,P,PPL,BR,,18,4106209,,,0,,885,America/Sao_Paulo,03/08/2012
7693726,Sítio Jorge Strugal,Sitio Jorge Strugal,Sitio Jorge Strugal$Sítio Jorge Strugal,-257.566,-49.485,P,PPL,BR,,18,4106209,,,0,,876,America/Sao_Paulo,03/08/2012
7693727,Sítio José Casanosch,Sitio Jose Casanosch,Sitio Jose Casanosch$Sítio José Casanosch,-2.575.942,-4.948.549,P,PPL,BR,,18,4106209,,,0,,883,America/Sao_Paulo,03/08/2012
7693728,Arroio Passo da Varginha,Arroio Passo da Varginha,Arroio Passo da Varginha,-258.831,-4.923.991,H,STM,BR,,18,,,,0,,888,America/Sao_Paulo,21/01/2012
7693729,Aracatuba,Aracatuba,Aracatuba,-2.589.161,-4.924.503,L,LCTY,BR,,18,,,,0,,890,America/Sao_Paulo,21/01/2012
7693730,Birituba,Birituba,Birituba,-258.886,-492.288,L,LCTY,BR,,18,,,,0,,929,America/Sao_Paulo,21/01/2012
7693731,Saltinho,Saltinho,Saltinho,-2.590.899,-4.924.891,L,LCTY,BR,,18,,,,0,,896,America/Sao_Paulo,21/01/2012
7693732,Lagoa Grande,Lagoa Grande,Lagoa Grande,-2.591.177,-4.923.103,L,LCTY,BR,,18,,,,0,,923,America/Sao_Paulo,21/01/2012
7693733,Gama,Gama,Gama,-2.592.825,-4.922.505,L,LCTY,BR,,18,,,,0,,917,America/Sao_Paulo,21/01/2012
7693734,Campinas,Campinas,Campinas,-2.592.864,-4.924.648,L,LCTY,BR,,18,,,,0,,889,America/Sao_Paulo,21/01/2012
7693735,Lagoa,Lagoa,Lagoa,-2.594.578,-4.922.828,P,PPLL,BR,,18,4127601,,,0,,921,America/Sao_Paulo,03/08/2012
7693736,Instituição Erdelvyi,Instituicao Erdelvyi,Instituicao Erdelvyi$Instituição Erdelvyi,-259.544,-492.262,S,BLDG,BR,,18,4127601,,,0,,915,America/Sao_Paulo,03/08/2012
7693737,São João,Sao Joao,Sao Joao$São João,-2.598.712,-4.924.202,L,LCTY,BR,,18,,,,0,,902,America/Sao_Paulo,21/01/2012
7693738,Cangoera,Cangoera,Cangoera,-2.599.729,-4.915.827,L,LCTY,BR,,18,,,,0,,856,America/Sao_Paulo,21/01/2012
7693739,Escola Tiradentes,Escola Tiradentes,Escola Tiradentes,-259.998,-491.583,S,SCH,BR,,18,4127601,,,0,,842,America/Sao_Paulo,03/08/2012
7693740,Barreiro,Barreiro,Barreiro,-2.598.416,-4.915.896,L,LCTY,BR,,18,,,,0,,882,America/Sao_Paulo,21/01/2012
7693741,Ribeirão Barreiro,Ribeirao Barreiro,Ribeirao Barreiro$Ribeirão Barreiro,-2.598.194,-4.917.803,H,STM,BR,,18,,,,0,,827,America/Sao_Paulo,21/01/2012
7693742,Salto da Boa Vista,Salto da Boa Vista,Salto da Boa Vista,-2.597.603,-4.918.153,L,LCTY,BR,,18,,,,0,,848,America/Sao_Paulo,21/01/2012
7693743,Campestre,Campestre,Campestre,-2.598.168,-4.918.987,L,LCTY,BR,,18,,,,0,,831,America/Sao_Paulo,21/01/2012
7693744,Arroio Passo do Júlio,Arroio Passo do Julio,Arroio Passo do Julio$Arroio Passo do Júlio,-2.598.954,-4.919.449,H,STM,BR,,18,,,,0,,820,America/Sao_Paulo,21/01/2012
7693745,Arroio da Onça,Arroio da Onca,Arroio da Onca$Arroio da Onça,-2.596.277,-4.915.875,H,STM,BR,,18,,,,0,,866,America/Sao_Paulo,21/01/2012
7693746,Onça,Onca,Onca$Onça,-2.594.918,-4.913.345,L,LCTY,BR,,18,,,,0,,931,America/Sao_Paulo,21/01/2012
7693747,Arroio Passo do Largo,Arroio Passo do Largo,Arroio Passo do Largo,-2.589.406,-4.914.793,H,STM,BR,,18,,,,0,,916,America/Sao_Paulo,21/01/2012
7693748,Arroio das Doenças,Arroio das Doencas,Arroio das Doencas$Arroio das Doenças,-2.596.111,-4.915.892,H,STM,BR,,18,,,,0,,861,America/Sao_Paulo,21/01/2012
7693749,Ribeirão do Meio,Ribeirao do Meio,Ribeirao do Meio$Ribeirão do Meio,-259.468,-4.915.022,L,LCTY,BR,,18,,,,0,,930,America/Sao_Paulo,21/01/2012
7693750,Mata-Burro,Mata-Burro,Mata-Burro,-259.388,-491.783,L,LCTY,BR,,18,,,,0,,880,America/Sao_Paulo,21/01/2012
7693751,Rio da Palha,Rio da Palha,Rio da Palha,-2.586.966,-4.920.855,H,STM,BR,,18,,,,0,,890,America/Sao_Paulo,21/01/2012
7693752,Ginásio de Esportes Boca Júnior,Ginasio de Esportes Boca Junior,Ginasio de Esportes Boca Junior$Ginásio de Esportes Boca Júnior,-259.211,-491.834,S,SCH,BR,,18,4127601,,,0,,906,America/Sao_Paulo,03/08/2012
7693753,Colégio Professor Francisco M. de L. Camargo,Colegio Professor Francisco M. de L. Camargo,Colegio Professor Francisco M. de L. Camargo$Colégio Professor Francisco M. de L. Camargo,-259.262,-491.783,S,SCH,BR,,18,4127601,,,0,,914,America/Sao_Paulo,03/08/2012
7693754,Indústria Sassafrás,Industria Sassafras,Industria Sassafras$Indústria Sassafrás,-2.592.466,-4.917.256,L,INDS,BR,,18,,,,0,,912,America/Sao_Paulo,21/01/2012
7693755,Arroio da Campina,Arroio da Campina,Arroio da Campina,-2.591.585,-4.914.753,H,STM,BR,,18,,,,0,,913,America/Sao_Paulo,21/01/2012
7693756,Escola Presidente Kennedy,Escola Presidente Kennedy,Escola Presidente Kennedy,-259.302,-491.485,S,SCH,BR,,18,4127601,,,0,,917,America/Sao_Paulo,03/08/2012
7693757,Córrego do Tamandua,Corrego do Tamandua,Corrego do Tamandua$Córrego do Tamandua,-2.593.164,-491.221,H,STM,BR,,18,,,,0,,918,America/Sao_Paulo,21/01/2012
7693758,Ambrósios,Ambrosios,Ambrosios$Ambrósios,-2.592.965,-4.913.828,L,LCTY,BR,,18,,,,0,,946,America/Sao_Paulo,21/01/2012
7693759,Haras Santa Rita da Serra,Haras Santa Rita da Serra,Haras Santa Rita da Serra,-259.057,-491.269,S,FRM,BR,,18,4127601,,,0,,924,America/Sao_Paulo,03/08/2012
7693760,Rio Colono,Rio Colono,Rio Colono,-2.584.324,-4.920.665,H,STM,BR,,18,,,,0,,889,America/Sao_Paulo,21/01/2012
7693761,Xaxim,Xaxim,Xaxim,-2.591.259,-4.915.814,L,LCTY,BR,,18,,,,0,,929,America/Sao_Paulo,21/01/2012
7693762,Escola Presidente Médici,Escola Presidente Medici,Escola Presidente Medici$Escola Presidente Médici,-259.079,-491.588,S,SCH,BR,,18,4127601,,,0,,920,America/Sao_Paulo,03/08/2012
7693763,Arroio Passo do Xaxim,Arroio Passo do Xaxim,Arroio Passo do Xaxim,-2.588.842,-4.915.597,H,STM,BR,,18,,,,0,,908,America/Sao_Paulo,21/01/2012
7693764,Campo das Flores,Campo das Flores,Campo das Flores,-2.590.365,-4.917.332,L,LCTY,BR,,18,,,,0,,937,America/Sao_Paulo,21/01/2012
7693765,Haras Ponte Nova,Haras Ponte Nova,Haras Ponte Nova,-258.943,-49.132,S,FRM,BR,,18,4127601,,,0,,924,America/Sao_Paulo,03/08/2012
7693766,Haras Pemale do Sul,Haras Pemale do Sul,Haras Pemale do Sul,-258.906,-491.305,S,FRM,BR,,18,4127601,,,0,,921,America/Sao_Paulo,03/08/2012
7693767,Colono,Colono,Colono,-2.588.637,-491.503,L,LCTY,BR,,18,,,,0,,931,America/Sao_Paulo,21/01/2012
7693768,Haras Caratuva,Haras Caratuva,Haras Caratuva,-258.858,-491.685,S,FRM,BR,,18,4127601,,,0,,909,America/Sao_Paulo,03/08/2012
7693769,Contenda dos Amâncios,Contenda dos Amancios,Contenda dos Amancios$Contenda dos Amâncios,-2.588.119,-4.918.894,L,LCTY,BR,,18,,,,0,,920,America/Sao_Paulo,21/01/2012
7693770,Contenda,Contenda,Contenda,-258.686,-491.931,L,LCTY,BR,,18,,,,0,,918,America/Sao_Paulo,21/01/2012
7693771,Rio Taboado,Rio Taboado,Rio Taboado,-2.580.903,-4.916.381,H,STM,BR,,18,,,,0,,897,America/Sao_Paulo,21/01/2012
7693772,Haras Tijucas do Sul,Haras Tijucas do Sul,Haras Tijucas do Sul,-258.741,-49.127,S,FRM,BR,,18,4127601,,,0,,929,America/Sao_Paulo,03/08/2012
7693773,Haras Santa Rita,Haras Santa Rita,Haras Santa Rita,-258.783,-491.395,S,FRM,BR,,18,4127601,,,0,,914,America/Sao_Paulo,03/08/2012
7693774,Haras Anderson,Haras Anderson,Haras Anderson,-258.583,-491.415,S,FRM,BR,,18,4127601,,,0,,916,America/Sao_Paulo,03/08/2012
7693775,Mineração Tabatinga,Mineracao Tabatinga,Mineracao Tabatinga$Mineração Tabatinga,-2.585.232,-4.915.837,S,MN,BR,,18,4127601,,,0,,912,America/Sao_Paulo,03/08/2012
7693776,Haras Truc,Haras Truc,Haras Truc,-258.571,-4.916.193,S,FRM,BR,,18,4127601,,,0,,923,America/Sao_Paulo,03/08/2012
7693777,Capela de Sant’Ana,Capela de Sant'Ana,Capela de Sant'Ana$Capela de Sant’Ana,-258.509,-491.753,S,CH,BR,,18,4127601,,,0,,921,America/Sao_Paulo,03/08/2012
7693778,Sanga Antinha,Sanga Antinha,Sanga Antinha,-2.581.446,-49.167,H,STM,BR,,18,,,,0,,896,America/Sao_Paulo,21/01/2012
7693779,Rio Campina,Rio Campina,Rio Campina,-2.583.066,-4.913.984,H,STM,BR,,18,,,,0,,895,America/Sao_Paulo,21/01/2012
7693780,Reservatório de Água Companhia de Saneamento do Paraná,Reservatorio de Agua Companhia de Saneamento do Parana,Reservatorio de Agua Companhia de Saneamento do Parana$Reservatório de Água Companhia de Saneamento do Paraná,-2.582.721,-4.912.557,H,RSVT,BR,,18,,,,0,,905,America/Sao_Paulo,21/01/2012
7693781,Eremitério Santa Clara,Eremiterio Santa Clara,Eremiterio Santa Clara$Eremitério Santa Clara,-25.819,-49.144,P,PPL,BR,,18,4127601,,,0,,920,America/Sao_Paulo,03/08/2012
7693782,Ameixa,Ameixa,Ameixa,-257.971,-4.920.242,L,LCTY,BR,,18,,,,0,,918,America/Sao_Paulo,21/01/2012
7693783,Rio Abaixo,Rio Abaixo,Rio Abaixo,-2.581.017,-4.915.582,L,LCTY,BR,,18,,,,0,,910,America/Sao_Paulo,21/01/2012
7693784,Morro Vermelho,Morro Vermelho,Morro Vermelho,-2.577.777,-4.914.561,L,LCTY,BR,,18,,,,0,,941,America/Sao_Paulo,21/01/2012
7693785,Arroio Agreste,Arroio Agreste,Arroio Agreste$Arroio Aracaeiro$Arroio Araçaeiro,-2.580.707,-4.918.126,H,STM,BR,,18,,,,0,,897,America/Sao_Paulo,21/01/2012
7693786,Arroio Passo dos Pires,Arroio Passo dos Pires,Arroio Passo dos Pires,-2.580.413,-4.919.349,H,STM,BR,,18,,,,0,,896,America/Sao_Paulo,21/01/2012
7693787,Campestre da Faxina,Campestre da Faxina,Campestre da Faxina,-2.576.087,-491.928,L,LCTY,BR,,18,,,,0,,956,America/Sao_Paulo,21/01/2012
7693788,Escola Professor Devahe C. Urich,Escola Professor Devahe C. Urich,Escola Professor Devahe C. Urich,-257.595,-49.185,S,SCH,BR,,18,4125506,,,0,,928,America/Sao_Paulo,03/08/2012
7693789,Arroio da Campina,Arroio da Campina,Arroio da Campina,-2.578.232,-4.914.037,H,STM,BR,,18,,,,0,,911,America/Sao_Paulo,21/01/2012
7693790,Associação Villa Pinto,Associacao Villa Pinto,Associacao Villa Pinto$Associação Villa Pinto,-257.551,-491.379,S,BLDG,BR,,18,4127601,,,0,,941,America/Sao_Paulo,03/08/2012
7693791,Osso da Anta,Osso da Anta,Osso da Anta,-2.575.771,-4.906.248,L,LCTY,BR,,18,,,,0,,996,America/Sao_Paulo,21/01/2012
7693792,Rio Osso da Anta,Rio Osso da Anta,Rio Osso da Anta,-2.579.593,-4.905.168,H,STM,BR,,18,,,,0,,821,America/Sao_Paulo,21/01/2012
7693793,Rio Capivari,Rio Capivari,Rio Capivari,-2.578.944,-4.903.584,H,STM,BR,,18,,,,0,,815,America/Sao_Paulo,21/01/2012
7693794,Chácara Quilômetro Trinta e Nove,Chacara Quilometro Trinta e Nove,Chacara Quilometro Trinta e Nove$Chácara Quilômetro Trinta e Nove,-257.767,-491.164,S,FRM,BR,,18,4127601,,,0,,978,America/Sao_Paulo,03/08/2012
7693795,Rio Voçoroca,Rio Vocoroca,Rio Vocoroca$Rio Voçoroca,-2.580.872,-490.969,H,STM,BR,,18,,,,0,,871,America/Sao_Paulo,21/01/2012
7693796,Rio Abaixo,Rio Abaixo,Rio Abaixo,-2.581.462,-4.915.249,H,STM,BR,,18,,,,0,,897,America/Sao_Paulo,21/01/2012
7693797,Ribeirão Rincão Alegre,Ribeirao Rincao Alegre,Ribeirao Rincao Alegre$Ribeirão Rincão Alegre,-2.579.399,-4.914.759,H,STM,BR,,18,,,,0,,899,America/Sao_Paulo,21/01/2012
7693798,Haras Mossoró,Haras Mossoro,Haras Mossoro$Haras Mossoró,-258.219,-491.204,S,FRM,BR,,18,4127601,,,0,,931,America/Sao_Paulo,03/08/2012
7693799,Barrio Voçoroca,Barrio Vocoroca,Barrio Vocoroca$Barrio Voçoroca,-258.202,-490.623,P,PPL,BR,,18,4127601,,,0,,817,America/Sao_Paulo,03/08/2012
7693800,Rio Matulão,Rio Matulao,Rio Matulao$Rio Matulão,-2.581.094,-4.903.945,H,STM,BR,,18,,,,0,,814,America/Sao_Paulo,21/01/2012
7693801,Campo Alto,Campo Alto,Campo Alto,-2.583.995,-4.909.611,L,LCTY,BR,,18,,,,0,,899,America/Sao_Paulo,21/01/2012
7693802,Madeireira Landau,Madeireira Landau,Madeireira Landau,-2.582.965,-4.911.843,L,INDS,BR,,18,,,,0,,914,America/Sao_Paulo,21/01/2012
7693803,Serraria Mult-Pinus,Serraria Mult-Pinus,Serraria Mult-Pinus,-2.584.567,-4.910.365,S,MLSW,BR,,18,4127601,,,0,,914,America/Sao_Paulo,03/08/2012
7693804,Rio São Joãozinho,Rio Sao Joaozinho,Rio Sao Joaozinho$Rio São Joãozinho,-2.585.945,-490.489,H,STM,BR,,18,,,,0,,848,America/Sao_Paulo,21/01/2012
7693805,Campo Alto,Campo Alto,Campo Alto,-2.587.801,-490.954,L,LCTY,BR,,18,,,,0,,902,America/Sao_Paulo,21/01/2012
7693806,Sítio Henrique Valoski,Sitio Henrique Valoski,Sitio Henrique Valoski$Sítio Henrique Valoski,-258.935,-491.211,P,PPL,BR,,18,4127601,,,0,,923,America/Sao_Paulo,03/08/2012
7693807,Sítio Maria das Dores dos Santos,Sitio Maria das Dores dos Santos,Sitio Maria das Dores dos Santos$Sítio Maria das Dores dos Santos,-258.931,-491.047,P,PPL,BR,,18,4127601,,,0,,934,America/Sao_Paulo,03/08/2012
7693808,Ribeirão do Mel,Ribeirao do Mel,Ribeirao do Mel$Ribeirão do Mel,-2.589.335,-490.968,L,LCTY,BR,,18,,,,0,,903,America/Sao_Paulo,21/01/2012
7693809,Ribeirão do Mel,Ribeirao do Mel,Ribeirao do Mel$Ribeirão do Mel,-2.588.288,-4.907.912,H,STM,BR,,18,,,,0,,891,America/Sao_Paulo,21/01/2012
7693810,Sítio Antônio Horto,Sitio Antonio Horto,Sitio Antonio Horto$Sítio Antônio Horto,-258.934,-490.795,P,PPL,BR,,18,4127601,,,0,,899,America/Sao_Paulo,03/08/2012
7693811,Sítio Pedro do Rosário,Sitio Pedro do Rosario,Sitio Pedro do Rosario$Sítio Pedro do Rosário,-258.942,-490.829,P,PPL,BR,,18,4127601,,,0,,918,America/Sao_Paulo,03/08/2012
7693812,Córrego das Pedras,Corrego das Pedras,Corrego das Pedras$Córrego das Pedras,-2.588.728,-4.906.717,L,LCTY,BR,,18,,,,0,,922,America/Sao_Paulo,21/01/2012
7693813,Pinhal dos Borges,Pinhal dos Borges,Pinhal dos Borges,-2.588.635,-4.905.402,L,LCTY,BR,,18,,,,0,,911,America/Sao_Paulo,21/01/2012
7693814,Sítio Bonanza,Sitio Bonanza,Sitio Bonanza$Sítio Bonanza,-258.927,-49.052,P,PPL,BR,,18,4127601,,,0,,891,America/Sao_Paulo,03/08/2012
7693815,Chácara Três Córregos,Chacara Tres Corregos,Chacara Tres Corregos$Chácara Três Córregos,-258.941,-490.541,S,FRM,BR,,18,4127601,,,0,,904,America/Sao_Paulo,03/08/2012
7693816,Chácara Antônio V. Gabardo,Chacara Antonio V. Gabardo,Chacara Antonio V. Gabardo$Chácara Antônio V. Gabardo,-25.897,-490.441,S,FRM,BR,,18,4127601,,,0,,895,America/Sao_Paulo,03/08/2012
7693817,Chácara Rosimalta Draguetta,Chacara Rosimalta Draguetta,Chacara Rosimalta Draguetta$Chácara Rosimalta Draguetta,-258.948,-49.063,S,FRM,BR,,18,4127601,,,0,,935,America/Sao_Paulo,03/08/2012
7693818,Sítio Antônio C. dos Santos,Sitio Antonio C. dos Santos,Sitio Antonio C. dos Santos$Sítio Antônio C. dos Santos,-258.957,-490.745,P,PPL,BR,,18,4127601,,,0,,906,America/Sao_Paulo,03/08/2012
7693819,Sítio Pedro Banak,Sitio Pedro Banak,Sitio Pedro Banak$Sítio Pedro Banak,-258.959,-490.881,P,PPL,BR,,18,4127601,,,0,,934,America/Sao_Paulo,03/08/2012
7693820,Sítio Otávio Rosário,Sitio Otavio Rosario,Sitio Otavio Rosario$Sítio Otávio Rosário,-258.988,-490.857,P,PPL,BR,,18,4127601,,,0,,901,America/Sao_Paulo,03/08/2012
7693821,Sítio Antônio A. de Lima,Sitio Antonio A. de Lima,Sitio Antonio A. de Lima$Sítio Antônio A. de Lima,-258.975,-491.118,P,PPL,BR,,18,4127601,,,0,,937,America/Sao_Paulo,03/08/2012
7693822,Sítio Orávia da Cruz,Sitio Oravia da Cruz,Sitio Oravia da Cruz$Sítio Orávia da Cruz,-259.005,-491.193,P,PPL,BR,,18,4127601,,,0,,939,America/Sao_Paulo,03/08/2012
7693823,Sítio Flávio da Cruz,Sitio Flavio da Cruz,Sitio Flavio da Cruz$Sítio Flávio da Cruz,-259.031,-491.205,P,PPL,BR,,18,4127601,,,0,,939,America/Sao_Paulo,03/08/2012
7693824,Granja Antônio C. da Cruz,Granja Antonio C. da Cruz,Granja Antonio C. da Cruz$Granja Antônio C. da Cruz,-259.069,-491.092,S,FRM,BR,,18,4127601,,,0,,936,America/Sao_Paulo,03/08/2012
7693825,Escola Tomé de Souza,Escola Tome de Souza,Escola Tome de Souza$Escola Tomé de Souza,-259.084,-49.107,S,SCH,BR,,18,4127601,,,0,,950,America/Sao_Paulo,03/08/2012
7693826,Campo Comprido,Campo Comprido,Campo Comprido,-2.591.626,-4.911.291,L,LCTY,BR,,18,,,,0,,941,America/Sao_Paulo,21/01/2012
7693827,Sítio Dokival C. da Costa,Sitio Dokival C. da Costa,Sitio Dokival C. da Costa$Sítio Dokival C. da Costa,-25.907,-491.069,P,PPL,BR,,18,4127601,,,0,,945,America/Sao_Paulo,03/08/2012
7693828,Sítio Eduardo Belgamann,Sitio Eduardo Belgamann,Sitio Eduardo Belgamann$Sítio Eduardo Belgamann,-259.042,-49.101,P,PPL,BR,,18,4127601,,,0,,916,America/Sao_Paulo,03/08/2012
7693829,Sítio Firmino Cardoso,Sitio Firmino Cardoso,Sitio Firmino Cardoso$Sítio Firmino Cardoso,-2.590.074,-4.909.439,P,PPL,BR,,18,4127601,,,0,,929,America/Sao_Paulo,03/08/2012
7693830,Sítio Alcindo do Rosário,Sitio Alcindo do Rosario,Sitio Alcindo do Rosario$Sítio Alcindo do Rosário,-259.017,-490.916,P,PPL,BR,,18,4127601,,,0,,929,America/Sao_Paulo,03/08/2012
7693831,Sítio Jorge do R. Cruz,Sitio Jorge do R. Cruz,Sitio Jorge do R. Cruz$Sítio Jorge do R. Cruz,-2.590.663,-4.909.052,P,PPL,BR,,18,4127601,,,0,,931,America/Sao_Paulo,03/08/2012
7693832,Sítio José F. dos Reis,Sitio Jose F. dos Reis,Sitio Jose F. dos Reis$Sítio José F. dos Reis,-259.073,-490.998,P,PPL,BR,,18,4127601,,,0,,921,America/Sao_Paulo,03/08/2012
7693833,Fagundes,Fagundes,Fagundes,-2.591.148,-4.910.155,L,LCTY,BR,,18,,,,0,,934,America/Sao_Paulo,21/01/2012
7693834,Sítio Antônio Fagundes,Sitio Antonio Fagundes,Sitio Antonio Fagundes$Sítio Antônio Fagundes,-259.116,-490.973,P,PPL,BR,,18,4127601,,,0,,920,America/Sao_Paulo,03/08/2012
7693835,Sítio Romalino Martins,Sitio Romalino Martins,Sitio Romalino Martins$Sítio Romalino Martins,-259.158,-490.982,P,PPL,BR,,18,4127601,,,0,,931,America/Sao_Paulo,03/08/2012
7693836,Sítio São João,Sitio Sao Joao,Sitio Sao Joao$Sítio São João,-259.089,-490.701,P,PPL,BR,,18,4127601,,,0,,890,America/Sao_Paulo,03/08/2012
7693837,Sítio Pedro Suzek,Sitio Pedro Suzek,Sitio Pedro Suzek$Sítio Pedro Suzek,-259.044,-490.701,P,PPL,BR,,18,4127601,,,0,,898,America/Sao_Paulo,03/08/2012
7693838,Escola Pedro Álvares Cabral,Escola Pedro Alvares Cabral,Escola Pedro Alvares Cabral$Escola Pedro Álvares Cabral,-258.997,-490.817,S,SCH,BR,,18,4127601,,,0,,910,America/Sao_Paulo,03/08/2012
7693839,Sítio Davi Rosário,Sitio Davi Rosario,Sitio Davi Rosario$Sítio Davi Rosário,-259.062,-490.553,P,PPL,BR,,18,4127601,,,0,,936,America/Sao_Paulo,03/08/2012
7693840,Sítio Elói de P. Ferreira,Sitio Eloi de P. Ferreira,Sitio Eloi de P. Ferreira$Sítio Elói de P. Ferreira,-25.902,-490.473,P,PPL,BR,,18,4127601,,,0,,913,America/Sao_Paulo,03/08/2012
7693841,Capela de São Miguel,Capela de Sao Miguel,Capela de Sao Miguel$Capela de São Miguel,-25.91,-490.482,S,CH,BR,,18,4127601,,,0,,956,America/Sao_Paulo,03/08/2012
7693842,Sítio Antônio A. da Silva,Sitio Antonio A. da Silva,Sitio Antonio A. da Silva$Sítio Antônio A. da Silva,-259.148,-490.508,P,PPL,BR,,18,4127601,,,0,,910,America/Sao_Paulo,03/08/2012
7693843,Rio Pinhal,Rio Pinhal,Rio Pinhal,-2.590.687,-4.906.956,H,STM,BR,,18,,,,0,,908,America/Sao_Paulo,21/01/2012
7693844,Sítio Raul A. Borges,Sitio Raul A. Borges,Sitio Raul A. Borges$Sítio Raul A. Borges,-259.204,-490.484,P,PPL,BR,,18,4127601,,,0,,918,America/Sao_Paulo,03/08/2012
7693845,Escola Castelo Branco,Escola Castelo Branco,Escola Castelo Branco,-259.227,-490.537,S,SCH,BR,,18,4127601,,,0,,907,America/Sao_Paulo,03/08/2012
7693846,Sítio Sebastião Leme,Sitio Sebastiao Leme,Sitio Sebastiao Leme$Sítio Sebastião Leme,-259.238,-49.05,P,PPL,BR,,18,4127601,,,0,,937,America/Sao_Paulo,03/08/2012
7693847,Sítio Atílio Silva,Sitio Atilio Silva,Sitio Atilio Silva$Sítio Atílio Silva,-259.268,-490.494,P,PPL,BR,,18,4127601,,,0,,931,America/Sao_Paulo,03/08/2012
7693848,Sítio Antônio J. de Lima,Sitio Antonio J. de Lima,Sitio Antonio J. de Lima$Sítio Antônio J. de Lima,-259.279,-490.478,P,PPL,BR,,18,4127601,,,0,,940,America/Sao_Paulo,03/08/2012
7693849,Sítio Nelson W. da Silva,Sitio Nelson W. da Silva,Sitio Nelson W. da Silva$Sítio Nelson W. da Silva,-259.321,-490.482,P,PPL,BR,,18,4127601,,,0,,938,America/Sao_Paulo,03/08/2012
7693850,Pinhal dos Borges,Pinhal dos Borges,Pinhal dos Borges,-259.353,-4.904.738,L,LCTY,BR,,18,,,,0,,976,America/Sao_Paulo,21/01/2012
7693851,Sítio Antônio de Oliveira,Sitio Antonio de Oliveira,Sitio Antonio de Oliveira$Sítio Antônio de Oliveira,-25.927,-490.539,P,PPL,BR,,18,4127601,,,0,,914,America/Sao_Paulo,03/08/2012
7693852,Sítio João J. da Rocha,Sitio Joao J. da Rocha,Sitio Joao J. da Rocha$Sítio João J. da Rocha,-259.226,-490.547,P,PPL,BR,,18,4127601,,,0,,903,America/Sao_Paulo,03/08/2012
7693853,Sítio Forquilha,Sitio Forquilha,Sitio Forquilha$Sítio Forquilha,-259.266,-490.601,P,PPL,BR,,18,4127601,,,0,,943,America/Sao_Paulo,03/08/2012
7693854,Arroio Passo do Lava-Pé,Arroio Passo do Lava-Pe,Arroio Passo do Lava-Pe$Arroio Passo do Lava-Pé,-2.592.174,-4.911.181,H,STM,BR,,18,,,,0,,931,America/Sao_Paulo,21/01/2012
7693855,Escola Mem de Sá,Escola Mem de Sa,Escola Mem de Sa$Escola Mem de Sá,-25.925,-491.194,S,SCH,BR,,18,4127601,,,0,,922,America/Sao_Paulo,03/08/2012
7693856,Rio do Mirim,Rio do Mirim,Rio do Mirim,-2.591.823,-4.912.183,H,STM,BR,,18,,,,0,,920,America/Sao_Paulo,21/01/2012
7693857,Córrego Caivinha,Corrego Caivinha,Corrego Caivinha$Córrego Caivinha,-2.596.713,-4.910.286,H,STM,BR,,18,,,,0,,859,America/Sao_Paulo,21/01/2012
7693858,Arroio Ingá,Arroio Inga,Arroio Inga$Arroio Ingá$Inga River$Ingá River,-2.592.527,-490.717,H,STM,BR,,18,,,,0,,901,America/Sao_Paulo,06/09/2021
7693859,Ingá,Inga,Inga$Ingá,-2.594.892,-4.907.684,L,LCTY,BR,,18,,,,0,,957,America/Sao_Paulo,21/01/2012
7693860,Ribeirão Taquaroca,Ribeirao Taquaroca,Ribeirao Taquaroca$Ribeirão Taquaroca,-2.599.668,-4.912.164,H,STM,BR,,18,,,,0,,827,America/Sao_Paulo,21/01/2012
7693861,Córrego Salto do Ingá,Corrego Salto do Inga,Corrego Salto do Inga$Córrego Salto do Ingá,-259.709,-4.910.925,H,STM,BR,,18,,,,0,,850,America/Sao_Paulo,21/01/2012
7693862,Escola Santa Teresinha,Escola Santa Teresinha,Escola Santa Teresinha,-2.598.029,-4.904.558,S,SCH,BR,,18,4127601,,,0,,839,America/Sao_Paulo,03/08/2012
7693863,Sítio Dorvalino P. de Lima,Sitio Dorvalino P. de Lima,Sitio Dorvalino P. de Lima$Sítio Dorvalino P. de Lima,-25.984,-490.566,P,PPL,BR,,18,4127601,,,0,,855,America/Sao_Paulo,03/08/2012
7693864,Taquaroca,Taquaroca,Taquaroca,-2.599.825,-4.910.607,L,LCTY,BR,,18,,,,0,,848,America/Sao_Paulo,21/01/2012
