geonameid,name,asciiname,alternatenames,latitude,longitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date
12133771,Fazenda Cachoeira do Carmo,Fazenda Cachoeira do Carmo,Fazenda Cachoeira do Carmo,-1.987.402,-4.325.771,S,FRM,BR,,15,,,,0,,815,America/Sao_Paulo,11/03/2020
12133772,Serra Dois Irmãos,Serra Dois Irmaos,Serra Dois Irmaos$Serra Dois Irmãos,-1.988.837,-4.345.814,T,RDGE,BR,,15,,,,0,,942,America/Sao_Paulo,11/03/2020
12133773,Serra do Tamanduá,Serra do Tamandua,Serra do Tamandua$Serra do Tamanduá,-1.987.607,-4.341.491,T,RDGE,BR,,15,,,,0,,888,America/Sao_Paulo,11/03/2020
12133774,Serra do Machado,Serra do Machado,Serra do Machado,-1.986.001,-4.337.032,T,RDGE,BR,,15,,,,0,,989,America/Sao_Paulo,11/03/2020
12133775,Serra Alto do Salão,Serra Alto do Salao,Serra Alto do Salao$Serra Alto do Salão,-1.986.018,-4.331.837,T,RDGE,BR,,15,,,,0,,1002,America/Sao_Paulo,11/03/2020
12133776,Serra da Barraca,Serra da Barraca,Serra da Barraca,-1.984.206,-4.321.226,T,RDGE,BR,,15,,,,0,,958,America/Sao_Paulo,11/03/2020
12133777,Represa de Peti,Represa de Peti,Represa de Peti,-1.991.349,-4.338.211,H,RSV,BR,,15,,,,0,,752,America/Sao_Paulo,11/03/2020
12133778,São Bernardo,Sao Bernardo,Sao Bernardo$São Bernardo,-1.996.595,-4.339.253,P,PPL,BR,,15,,,,0,,804,America/Sao_Paulo,11/03/2020
12133779,Engenheiro Costa Lacerda,Engenheiro Costa Lacerda,Engenheiro Costa Lacerda,-1.998.833,-4.335.921,P,PPL,BR,,15,,,,0,,753,America/Sao_Paulo,11/03/2020
12133780,Fazenda Caruru,Fazenda Caruru,Fazenda Caruru,-1.991.024,-4.327.394,S,FRM,BR,,15,,,,0,,846,America/Sao_Paulo,11/03/2020
12133781,Fazenda Tanque,Fazenda Tanque,Fazenda Tanque,-1.997.466,-4.318.834,S,FRM,BR,,15,,,,0,,720,America/Sao_Paulo,11/03/2020
12133782,Gaspar,Gaspar,Gaspar,-1.997.842,-4.328.419,L,LCTY,BR,,15,,,,0,,769,America/Sao_Paulo,11/03/2020
12133783,Três Vendas,Tres Vendas,Tres Vendas$Três Vendas,-1.995.416,-4.326.301,L,LCTY,BR,,15,,,,0,,677,America/Sao_Paulo,11/03/2020
12133784,Fazenda José Guimarães,Fazenda Jose Guimaraes,Fazenda Jose Guimaraes$Fazenda José Guimarães,-1.999.534,-4.338.262,S,FRM,BR,,15,,,,0,,737,America/Sao_Paulo,11/03/2020
12133785,Coruja,Coruja,Coruja,-1.991.229,-4.333.306,S,TRIG,BR,,15,,,,0,,825,America/Sao_Paulo,11/03/2020
12133786,Pinta Bem,Pinta Bem,Pinta Bem,-1.997.415,-4.346.771,S,TRIG,BR,,15,,,,0,,773,America/Sao_Paulo,11/03/2020
12133787,Garcia,Garcia,Garcia,-1.992.237,-434.754,L,LCTY,BR,,15,,,,0,,822,America/Sao_Paulo,11/03/2020
12133788,Rio Maquiné,Rio Maquine,Rio Maquine$Rio Maquiné,-1.997.318,-4.321.223,H,STM,BR,,15,,,,0,,629,America/Sao_Paulo,11/03/2020
12133789,Córrego Cururu,Corrego Cururu,Corrego Cururu$Córrego Cururu,-1.996.868,-4.324.524,H,STM,BR,,15,,,,0,,667,America/Sao_Paulo,11/03/2020
12133790,Córrego do Engenho,Corrego do Engenho,Corrego do Engenho$Córrego do Engenho,-1.993.075,-4.325.088,H,STM,BR,,15,,,,0,,725,America/Sao_Paulo,11/03/2020
12133791,Córrego Dois Irmãos,Corrego Dois Irmaos,Corrego Dois Irmaos$Córrego Dois Irmãos,-1.991.725,-4.342.858,H,STM,BR,,15,,,,0,,715,America/Sao_Paulo,11/03/2020
12133793,Colônia Agrícola Indígena Guarani,Colonia Agricola Indigena Guarani,Colonia Agricola Indigena Guarani$Colônia Agrícola Indígena Guarani,-1.903.538,-4.311.903,P,PPLF,BR,,15,,,,0,,794,America/Sao_Paulo,11/03/2020
12133794,Fazenda Calíbio,Fazenda Calibio,Fazenda Calibio$Fazenda Calíbio,-1.907.445,-4.303.343,S,FRM,BR,,15,,,,0,,740,America/Sao_Paulo,11/03/2020
12133795,Fazenda Taquaral,Fazenda Taquaral,Fazenda Taquaral,-190.661,-4.298.654,S,FRM,BR,,15,,,,0,,696,America/Sao_Paulo,11/03/2020
12133796,Fazenda Cachoeira,Fazenda Cachoeira,Fazenda Cachoeira,-1.903.111,-4.293.611,S,FRM,BR,,15,,,,0,,678,America/Sao_Paulo,11/03/2020
12133797,Santa Teresinha,Santa Teresinha,Santa Teresinha,-1.901.158,-4.306.486,L,LCTY,BR,,15,,,,0,,828,America/Sao_Paulo,11/03/2020
12133798,São José,Sao Jose,Sao Jose$São José,-1.912.506,-4.292.101,P,PPL,BR,,15,,,,0,,796,America/Sao_Paulo,11/03/2020
12133799,Lambari,Lambari,Lambari,-1.914.247,-4.317.195,L,LCTY,BR,,15,,,,0,,700,America/Sao_Paulo,11/03/2020
12133800,Fazenda do Rodrigues,Fazenda do Rodrigues,Fazenda do Rodrigues,-1.908.617,-4.307.427,S,FRM,BR,,15,,,,0,,712,America/Sao_Paulo,11/03/2020
12133801,Fazenda Boa Vista,Fazenda Boa Vista,Fazenda Boa Vista,-1.914.833,-4.303.946,S,FRM,BR,,15,,,,0,,616,America/Sao_Paulo,11/03/2020
12133802,Fazenda Itimirim,Fazenda Itimirim,Fazenda Itimirim,-1.908.244,-4.294.055,S,FRM,BR,,15,,,,0,,704,America/Sao_Paulo,11/03/2020
12133803,Bom Retiro,Bom Retiro,Bom Retiro,-1.901.371,-4.290.787,L,LCTY,BR,,15,,,,0,,748,America/Sao_Paulo,11/03/2020
12133804,Fazenda Barra do Liberato,Fazenda Barra do Liberato,Fazenda Barra do Liberato,-191.105,-4.316.733,S,FRM,BR,,15,,,,0,,644,America/Sao_Paulo,11/03/2020
12133805,Ribeirão Jacu,Ribeirao Jacu,Ribeirao Jacu$Ribeirão Jacu,-1.904.639,-430.027,H,STM,BR,,15,,,,0,,691,America/Sao_Paulo,11/03/2020
12133806,Ribeirão da Guarda,Ribeirao da Guarda,Ribeirao da Guarda$Ribeirão da Guarda,-1.905.154,-429.306,H,STM,BR,,15,,,,0,,496,America/Sao_Paulo,11/03/2020
12133807,Cachoeira de São José,Cachoeira de Sao Jose,Cachoeira de Sao Jose$Cachoeira de São José,-1.913.021,-4.290.503,H,FLLS,BR,,15,,,,0,,772,America/Sao_Paulo,11/03/2020
12133808,Cachoeira Taquaral,Cachoeira Taquaral,Cachoeira Taquaral,-1.904.887,-4.297.109,H,FLLS,BR,,15,,,,0,,680,America/Sao_Paulo,11/03/2020
12133809,Córrego Calíbio,Corrego Calibio,Corrego Calibio$Córrego Calíbio,-1.905.367,-4.297.589,H,STM,BR,,15,,,,0,,670,America/Sao_Paulo,11/03/2020
12133810,Córrego do Cedro,Corrego do Cedro,Corrego do Cedro$Córrego do Cedro,-1.905.372,-4.296.268,H,STM,BR,,15,,,,0,,603,America/Sao_Paulo,11/03/2020
12133811,Córrego dos Chaves,Corrego dos Chaves,Corrego dos Chaves$Córrego dos Chaves,-1.913.305,-428.997,H,STM,BR,,15,,,,0,,560,America/Sao_Paulo,11/03/2020
12133812,Córrego União,Corrego Uniao,Corrego Uniao$Córrego União,-1.913.341,-4.306.823,H,STM,BR,,15,,,,0,,552,America/Sao_Paulo,11/03/2020
12133813,Ribeirão Labari,Ribeirao Labari,Ribeirao Labari$Ribeirão Labari,-1.914.282,-4.315.223,H,STM,BR,,15,,,,0,,495,America/Sao_Paulo,11/03/2020
12133814,Rio do Peixe,Rio do Peixe,Rio do Peixe,-1.923.375,-4.311.192,H,STM,BR,,15,,,,0,,438,America/Sao_Paulo,11/03/2020
12133815,Córrego Mato Dentro,Corrego Mato Dentro,Corrego Mato Dentro$Córrego Mato Dentro,-1.917.869,-4.306.699,H,STM,BR,,15,,,,0,,465,America/Sao_Paulo,11/03/2020
12133816,Córrego Vermelho,Corrego Vermelho,Corrego Vermelho$Córrego Vermelho,-1.920.018,-4.305.651,H,STM,BR,,15,,,,0,,447,America/Sao_Paulo,11/03/2020
12133817,Córrego Grande,Corrego Grande,Corrego Grande$Córrego Grande,-1.922.895,-4.297.216,H,STM,BR,,15,,,,0,,422,America/Sao_Paulo,11/03/2020
12133818,Córrego da Montanha,Corrego da Montanha,Corrego da Montanha$Córrego da Montanha,-1.923.872,-4.293.433,H,STM,BR,,15,,,,0,,461,America/Sao_Paulo,11/03/2020
12133819,Córrego Cardoso,Corrego Cardoso,Corrego Cardoso$Córrego Cardoso,-1.923.801,-42.929,H,STM,BR,,15,,,,0,,483,America/Sao_Paulo,11/03/2020
12133820,Rio do Tanque,Rio do Tanque,Rio do Tanque,-1.925.293,-4.295.014,H,STM,BR,,15,,,,0,,499,America/Sao_Paulo,11/03/2020
12133821,Córrego do Feijão,Corrego do Feijao,Corrego do Feijao$Córrego do Feijão,-1.923.659,-4.307.605,H,STM,BR,,15,,,,0,,441,America/Sao_Paulo,11/03/2020
12133822,Córrego Cachoeira,Corrego Cachoeira,Corrego Cachoeira$Córrego Cachoeira,-1.925.381,-4.310.109,H,STM,BR,,15,,,,0,,441,America/Sao_Paulo,11/03/2020
12133823,Rio Preto do Itambé,Rio Preto do Itambe,Rio Preto do Itambe$Rio Preto do Itambé,-1.925.239,-4.315.845,H,STM,BR,,15,,,,0,,458,America/Sao_Paulo,11/03/2020
12133824,Córrego Sapé,Corrego Sape,Corrego Sape$Córrego Sapé,-1.928.933,-4.298.246,H,STM,BR,,15,,,,0,,462,America/Sao_Paulo,11/03/2020
12133825,Cachoeira do Sapé,Cachoeira do Sape,Cachoeira do Sape$Cachoeira do Sapé,-1.929.377,-4.298.192,H,FLLS,BR,,15,,,,0,,648,America/Sao_Paulo,11/03/2020
12133826,Sapé,Sape,Sape$Sapé,-1.928.596,-4.293.593,L,LCTY,BR,,15,,,,0,,870,America/Sao_Paulo,11/03/2020
12133827,Sapucaia,Sapucaia,Sapucaia,-1.924.032,-4.314.602,L,LCTY,BR,,15,,,,0,,640,America/Sao_Paulo,11/03/2020
12133828,Alegre,Alegre,Alegre,-191.755,-4.296.576,L,LCTY,BR,,15,,,,0,,905,America/Sao_Paulo,11/03/2020
12133829,Mato Dentro,Mato Dentro,Mato Dentro,-1.918.722,-4.309.452,L,LCTY,BR,,15,,,,0,,628,America/Sao_Paulo,11/03/2020
12133830,Córrego Mesquita,Corrego Mesquita,Corrego Mesquita$Córrego Mesquita,-1.921.031,-4.289.082,H,STM,BR,,15,,,,0,,436,America/Sao_Paulo,11/03/2020
12133831,Fazenda da Mata,Fazenda da Mata,Fazenda da Mata,-1.916.342,-4.293.024,S,FRM,BR,,15,,,,0,,565,America/Sao_Paulo,11/03/2020
12133832,Fazenda Estiva,Fazenda Estiva,Fazenda Estiva,-1.918.331,-4.314.939,S,FRM,BR,,15,,,,0,,559,America/Sao_Paulo,11/03/2020
12133833,Gomes,Gomes,Gomes,-1.917.496,-4.303.449,P,PPL,BR,,15,,,,0,,507,America/Sao_Paulo,11/03/2020
12133834,Fazenda Bonfim,Fazenda Bonfim,Fazenda Bonfim,-1.921.119,-4.308.599,S,FRM,BR,,15,,,,0,,513,America/Sao_Paulo,11/03/2020
12133835,Fazenda Brasília,Fazenda Brasilia,Fazenda Brasilia$Fazenda Brasília,-1.921.101,-4.297.198,S,FRM,BR,,15,,,,0,,523,America/Sao_Paulo,11/03/2020
12133836,Fazenda Mombaça,Fazenda Mombaca,Fazenda Mombaca$Fazenda Mombaça,-1.924.991,-4.302.295,S,FRM,BR,,15,,,,0,,517,America/Sao_Paulo,11/03/2020
12133837,Fazenda Cachoeira,Fazenda Cachoeira,Fazenda Cachoeira,-192.682,-4.309.612,S,FRM,BR,,15,,,,0,,472,America/Sao_Paulo,11/03/2020
12133838,Grupiara,Grupiara,Grupiara,-1.922.007,-4.309.239,L,LCTY,BR,,15,,,,0,,704,America/Sao_Paulo,11/03/2020
12133839,Fazenda do Salto,Fazenda do Salto,Fazenda do Salto,-1.929.448,-4.303.414,S,FRM,BR,,15,,,,0,,538,America/Sao_Paulo,11/03/2020
12133840,Córrego do Catoni,Corrego do Catoni,Corrego do Catoni$Córrego do Catoni,-192.991,-4.312.684,H,STM,BR,,15,,,,0,,590,America/Sao_Paulo,11/03/2020
12133841,Córrego das Flechas,Corrego das Flechas,Corrego das Flechas$Córrego das Flechas,-1.927.157,-430.931,H,STM,BR,,15,,,,0,,458,America/Sao_Paulo,11/03/2020
12133842,Córrego Damasceno,Corrego Damasceno,Corrego Damasceno$Córrego Damasceno,-1.928.045,-4.309.061,H,STM,BR,,15,,,,0,,486,America/Sao_Paulo,11/03/2020
12133843,Córrego Garcia,Corrego Garcia,Corrego Garcia$Córrego Garcia,-1.933.054,-4.306.877,H,STM,BR,,15,,,,0,,467,America/Sao_Paulo,11/03/2020
12133844,Córrego das Flores,Corrego das Flores,Corrego das Flores$Córrego das Flores,-1.936.232,-4.307.285,H,STM,BR,,15,,,,0,,534,America/Sao_Paulo,11/03/2020
12133845,Córrego dos Posses,Corrego dos Posses,Corrego dos Posses$Córrego dos Posses,-1.928.827,-4.317.532,H,STM,BR,,15,,,,0,,535,America/Sao_Paulo,11/03/2020
12133846,Ribeirão do Tatu,Ribeirao do Tatu,Ribeirao do Tatu$Ribeirão do Tatu,-1.938.346,-4.300.625,H,STM,BR,,15,,,,0,,563,America/Sao_Paulo,11/03/2020
12133847,Córrego do Peão,Corrego do Peao,Corrego do Peao$Córrego do Peão,-1.930.864,-4.295.304,H,STM,BR,,15,,,,0,,691,America/Sao_Paulo,11/03/2020
12133848,Córrego Taquaruçu,Corrego Taquarucu,Corrego Taquarucu$Córrego Taquaruçu,-1.933.853,-4.298.925,H,STM,BR,,15,,,,0,,605,America/Sao_Paulo,11/03/2020
12133849,Ribeirão Itauninha,Ribeirao Itauninha,Ribeirao Itauninha$Ribeirão Itauninha,-1.933.991,-4.299.472,H,STM,BR,,15,,,,0,,502,America/Sao_Paulo,11/03/2020
12133850,Córrego Santana,Corrego Santana,Corrego Santana$Córrego Santana,-1.933.178,-4.299.258,H,STM,BR,,15,,,,0,,556,America/Sao_Paulo,11/03/2020
12133851,Fazenda Providência,Fazenda Providencia,Fazenda Providencia$Fazenda Providência,-1.931.597,-4.300.554,S,FRM,BR,,15,,,,0,,578,America/Sao_Paulo,11/03/2020
12133852,Fazenda do Peão,Fazenda do Peao,Fazenda do Peao$Fazenda do Peão,-1.931.437,-4.295.014,S,FRM,BR,,15,,,,0,,654,America/Sao_Paulo,11/03/2020
12133853,Fazenda Taquaruçu,Fazenda Taquarucu,Fazenda Taquarucu$Fazenda Taquaruçu,-1.939.962,-4.295.387,S,FRM,BR,,15,,,,0,,885,America/Sao_Paulo,11/03/2020
12133854,Fazenda Barra Danta,Fazenda Barra Danta,Fazenda Barra Danta,-1.935.877,-4.307.161,S,FRM,BR,,15,,,,0,,599,America/Sao_Paulo,11/03/2020
12133855,Serra do Catuni,Serra do Catuni,Serra do Catuni,-1.934.066,-4.302.632,T,RDGE,BR,,15,,,,0,,848,America/Sao_Paulo,11/03/2020
12133856,Serra do Morro Escuro,Serra do Morro Escuro,Serra do Morro Escuro,-1.939.908,-4.312.222,T,RDGE,BR,,15,,,,0,,1021,America/Sao_Paulo,11/03/2020
12133857,Coité,Coite,Coite$Coité,-1.941.915,-4.293.877,L,LCTY,BR,,15,,,,0,,954,America/Sao_Paulo,11/03/2020
12133858,Córrego da Ferrugem,Corrego da Ferrugem,Corrego da Ferrugem$Córrego da Ferrugem,-1.939.791,-4.301.358,H,STM,BR,,15,,,,0,,707,America/Sao_Paulo,11/03/2020
12133859,Córrego Andaiá,Corrego Andaia,Corrego Andaia$Córrego Andaiá,-1.945.824,-4.303.625,H,STM,BR,,15,,,,0,,786,America/Sao_Paulo,11/03/2020
12133860,Córrego das Perobas,Corrego das Perobas,Corrego das Perobas$Córrego das Perobas,-1.947.527,-4.302.637,H,STM,BR,,15,,,,0,,813,America/Sao_Paulo,11/03/2020
12133861,Ribeirão Hematita,Ribeirao Hematita,Ribeirao Hematita$Ribeirão Hematita,-1.947.696,-430.188,H,STM,BR,,15,,,,0,,835,America/Sao_Paulo,11/03/2020
12133862,Córrego Limeira,Corrego Limeira,Corrego Limeira$Córrego Limeira,-1.944.579,-4.297.091,H,STM,BR,,15,,,,0,,686,America/Sao_Paulo,11/03/2020
12133863,Córrego São Francisco,Corrego Sao Francisco,Corrego Sao Francisco$Córrego São Francisco,-1.946.538,-4.295.358,H,STM,BR,,15,,,,0,,803,America/Sao_Paulo,11/03/2020
12133864,Córrego Taquari,Corrego Taquari,Corrego Taquari$Córrego Taquari,-1.945.201,-4.292.225,H,STM,BR,,15,,,,0,,823,America/Sao_Paulo,11/03/2020
12133865,Córrego Fundão,Corrego Fundao,Corrego Fundao$Córrego Fundão,-1.945.972,-4.294.723,H,STM,BR,,15,,,,0,,752,America/Sao_Paulo,11/03/2020
12133866,Córrego Leonardo Teixeira,Corrego Leonardo Teixeira,Corrego Leonardo Teixeira$Córrego Leonardo Teixeira,-1.938.861,-4.290.254,H,STM,BR,,15,,,,0,,884,America/Sao_Paulo,11/03/2020
12133868,Córrego Coité,Corrego Coite,Corrego Coite$Córrego Coité,-1.936.623,-4.295.617,H,STM,BR,,15,,,,0,,785,America/Sao_Paulo,11/03/2020
12133870,Córrego do Pião,Corrego do Piao,Corrego do Piao$Córrego do Pião,-1.941.854,-4.309.206,H,STM,BR,,15,,,,0,,555,America/Sao_Paulo,11/03/2020
12133871,Córrego das Costas,Corrego das Costas,Corrego das Costas$Córrego das Costas,-19.445,-4.311.869,H,STM,BR,,15,,,,0,,568,America/Sao_Paulo,11/03/2020
12133872,Córrego Grande,Corrego Grande,Corrego Grande$Córrego Grande,-1.944.237,-4.312.202,H,STM,BR,,15,,,,0,,541,America/Sao_Paulo,11/03/2020
12133873,Córrego Gororó,Corrego Gororo,Corrego Gororo$Córrego Gororó,-1.942.923,-4.314.042,H,STM,BR,,15,,,,0,,536,America/Sao_Paulo,11/03/2020
12133874,Pedra Branca,Pedra Branca,Pedra Branca,-1.936.228,-42.89,L,LCTY,BR,,15,,,,0,,834,America/Sao_Paulo,11/03/2020
12133875,Fazenda Serrinha,Fazenda Serrinha,Fazenda Serrinha,-1.946.024,-43.125,S,FRM,BR,,15,,,,0,,605,America/Sao_Paulo,11/03/2020
12133876,Fazenda Queirós,Fazenda Queiros,Fazenda Queiros$Fazenda Queirós,-1.943.045,-4.304.772,S,FRM,BR,,15,,,,0,,748,America/Sao_Paulo,11/03/2020
12133877,Fazenda da Barra,Fazenda da Barra,Fazenda da Barra,-1.943.431,-4.297.167,S,FRM,BR,,15,,,,0,,743,America/Sao_Paulo,11/03/2020
12133878,Fazenda Limeira,Fazenda Limeira,Fazenda Limeira,-1.949.459,-4.296.886,S,FRM,BR,,15,,,,0,,807,America/Sao_Paulo,11/03/2020
12133879,Fazenda Oriente,Fazenda Oriente,Fazenda Oriente,-1.947.672,-4.308.925,S,FRM,BR,,15,,,,0,,708,America/Sao_Paulo,11/03/2020
12133880,Fazenda Rochedo,Fazenda Rochedo,Fazenda Rochedo,-1.950.213,-4.308.119,S,FRM,BR,,15,,,,0,,838,America/Sao_Paulo,11/03/2020
12133881,Fazenda do Cordeiro,Fazenda do Cordeiro,Fazenda do Cordeiro,-1.950.896,-4.313.341,S,FRM,BR,,15,,,,0,,660,America/Sao_Paulo,11/03/2020
12133883,Fazenda da Estiva,Fazenda da Estiva,Fazenda da Estiva,-1.955.295,-4.312.903,S,FRM,BR,,15,,,,0,,728,America/Sao_Paulo,11/03/2020
12133884,Liberdade,Liberdade,Liberdade,-195.526,-4.302.792,P,PPLL,BR,,15,,,,0,,887,America/Sao_Paulo,11/03/2020
12133885,Santo Antônio da Boa Esperança,Santo Antonio da Boa Esperanca,Santo Antonio da Boa Esperanca$Santo Antônio da Boa Esperança,-1.961.007,-4.297.394,P,PPLL,BR,,15,,,,0,,779,America/Sao_Paulo,11/03/2020
12133886,Córrego Moreira,Corrego Moreira,Corrego Moreira$Córrego Moreira,-1.950.178,-4.291.559,P,PPLL,BR,,15,,,,0,,983,America/Sao_Paulo,11/03/2020
12133887,Fazenda da Grama,Fazenda da Grama,Fazenda da Grama,-1.953.945,-4.300.163,S,FRM,BR,,15,,,,0,,863,America/Sao_Paulo,11/03/2020
12133888,Fazenda da Cachoeira,Fazenda da Cachoeira,Fazenda da Cachoeira,-1.959.798,-430.896,S,FRM,BR,,15,,,,0,,836,America/Sao_Paulo,11/03/2020
12133889,Pedreira,Pedreira,Pedreira,-1.960.464,-4.316.601,L,LCTY,BR,,15,,,,0,,797,America/Sao_Paulo,11/03/2020
12133890,Congo,Congo,Congo,-1.953.192,-4.296.168,L,LCTY,BR,,15,,,,0,,926,America/Sao_Paulo,11/03/2020
12133891,Fazenda Santo Antônio,Fazenda Santo Antonio,Fazenda Santo Antonio$Fazenda Santo Antônio,-1.963.215,-4.290.665,S,FRM,BR,,15,,,,0,,655,America/Sao_Paulo,11/03/2020
12133892,Córrego São Pedro,Corrego Sao Pedro,Corrego Sao Pedro$Córrego São Pedro,-1.947.076,-4.310.187,H,STM,BR,,15,,,,0,,571,America/Sao_Paulo,11/03/2020
12133893,Córrego da Serra,Corrego da Serra,Corrego da Serra$Córrego da Serra,-1.956.504,-4.317.232,H,STM,BR,,15,,,,0,,748,America/Sao_Paulo,11/03/2020
12133894,Córrego Pontes,Corrego Pontes,Corrego Pontes$Córrego Pontes,-1.952.491,-431.434,H,STM,BR,,15,,,,0,,648,America/Sao_Paulo,11/03/2020
12133895,Córrego Santo Antônio,Corrego Santo Antonio,Corrego Santo Antonio$Córrego Santo Antônio,-1.953.384,-4.314.498,H,STM,BR,,15,,,,0,,676,America/Sao_Paulo,11/03/2020
12133896,Ribeirão Jirau,Ribeirao Jirau,Ribeirao Jirau$Ribeirão Jirau,-1.949.652,-4.313.078,H,STM,BR,,15,,,,0,,624,America/Sao_Paulo,11/03/2020
12133897,Córrego Santana,Corrego Santana,Corrego Santana$Córrego Santana,-1.957.222,-431.795,H,STM,BR,,15,,,,0,,715,America/Sao_Paulo,11/03/2020
