geonameid,name,asciiname,alternatenames,latitude,longitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date,othername0,othername1,othername2,othername3,othername4,othername5,othername6,othername7,othername8,othername9,othername10,othername11,othername12,othername13,othername14,othername15,othername16,othername17,othername18,othername19,othername20,othername21,othername22,othername23,othername24,othername25,othername26,othername27,othername28,othername29,othername30,othername31,othername32,othername33,othername34,othername35,othername36,othername37,othername38,othername39,othername40,othername41,othername42,othername43,othername44,othername45,othername46,othername47,othername48,othername49,othername50,othername51,othername52,othername53,othername54,othername55,othername56,othername57,othername58,othername59,othername60,othername61,othername62,othername63,othername64,othername65,othername66,othername67,othername68,othername69,othername70,othername71,othername72,othername73,othername74,othername75,othername76,othername77,othername78,othername79,othername80,othername81,othername82,othername83,othername84,othername85,othername86,othername87,othername88,othername89,othername90,othername91,othername92,othername93,othername94,othername95,othername96,othername97,othername98
3453432,Piúva,Piuva,,-1.348.333,-56.1,P,PPL,BR,,14,5106224.0,,,0,,432,America/Cuiaba,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453433,Rio das Piúras,Rio das Piuras,Rio das Piuras$Rio das Piurras$Rio das Piúras,-27.7,-4.991.667,H,STM,BR,BR,26,,,,0,,846,America/Sao_Paulo,11/06/2020,Rio das Piuras,Rio das Piurras,Rio das Piúras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453434,Piunzinho,Piunzinho,,-1.038.722,-4.920.028,P,PPL,BR,,31,1717503.0,,,0,,279,America/Araguaina,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453435,Piúma,Piuma,,-2.083.778,-4.072.194,P,PPL,BR,,8,3204203.0,,,17634,,2,America/Sao_Paulo,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453436,Rio Pium,Rio Pium,Furo Grande$Pium River$Rio Pinhum$Rio Pium,-1.037.884,-4.982.646,H,STM,BR,,31,,,,0,,180,America/Araguaina,27/08/2021,Furo Grande,Pium River,Rio Pinhum,Rio Pium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453437,Pium,Pium,,-104.425,-4.918.222,P,PPL,BR,,31,1717503.0,,,0,,275,America/Araguaina,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453438,Rio Piuí,Rio Piui,Rio Piui$Rio Piuí,-20.7,-4.608.333,H,STM,BR,,15,,,,0,,844,America/Sao_Paulo,05/03/2013,Rio Piui,Rio Piuí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453439,Piuí,Piui,Piumhy,-2.046.528,-4.595.806,P,PPL,BR,,15,3151503.0,,,27327,,791,America/Sao_Paulo,03/08/2012,Piumhy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453440,Riacho das Pitubas,Riacho das Pitubas,,-1.365.018,-4.357.135,H,STMI,BR,,5,,,,0,,432,America/Bahia,11/01/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453441,Riacho Pituba,Riacho Pituba,,-1.171.667,-4.268.333,H,STMI,BR,,5,,,,0,,723,America/Bahia,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453442,Ponta da Pituba,Ponta da Pituba,Ponta da Pituba,-10.1,-3.616.667,T,PT,BR,,2,2702306.0,,,0,,55,America/Maceio,05/12/2018,Ponta da Pituba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453443,Pituba,Pituba,,-1.300.142,-3.845.614,P,PPLX,BR,,5,2927408.0,,,0,,24,America/Bahia,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453444,Pituba,Pituba,Fazenda Pituba$Pituba,-2.196.667,-4.683.333,P,PPL,BR,BR,27,3549102.0,,,0,,807,America/Sao_Paulo,03/08/2012,Fazenda Pituba,Pituba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453445,Represa de Pituaçu,Represa de Pituacu,Represa de Pituacu$Represa de Pituaçu$Represa do Pituacu$Represa do Pituaçu,-1.295.997,-3.841.763,H,RSV,BR,,5,,,,0,,18,America/Bahia,04/12/2019,Represa de Pituacu,Represa de Pituaçu,Represa do Pituacu,Represa do Pituaçu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453446,Córrego Pitu Açu,Corrego Pitu Acu,Corrego Pitu Acu$Córrego Pitu Açu,-1.786.667,-3.938.333,H,STM,BR,,5,,,,0,,5,America/Bahia,05/12/2012,Corrego Pitu Acu,Córrego Pitu Açu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453447,Ilha Pituã,Ilha Pitua,Ilha Pitua$Ilha Pituã,-20.35,-4.028.333,T,ISL,BR,,8,,,,0,,-9999,America/Sao_Paulo,05/12/2012,Ilha Pitua,Ilha Pituã,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453448,Pitombeira,Pitombeira,,-1.348.333,-41.6,P,PPL,BR,,5,2918605.0,,,0,,509,America/Bahia,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453449,Pito Aceso,Pito Aceso,,-2.208.333,-5.041.667,P,PPL,BR,,27,3542008.0,,,0,,422,America/Sao_Paulo,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453450,Córrego do Pito,Corrego do Pito,Corrego do Pito$Córrego do Pito,-1.963.333,-4.968.333,H,STM,BR,,15,,,,0,,466,America/Sao_Paulo,09/02/2013,Corrego do Pito,Córrego do Pito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453451,Córrego do Pitinga,Corrego do Pitinga,Corrego do Pitinga$Córrego do Pitinga,-16.55,-3.908.333,H,STM,BR,,5,,,,0,,-9999,America/Bahia,05/12/2012,Corrego do Pitinga,Córrego do Pitinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453452,Pitinga,Pitinga,Pitanga$Pitinga,-1.266.667,-38.55,P,PPL,BR,BR,5,2906501.0,,,0,,31,America/Bahia,03/08/2012,Pitanga,Pitinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453453,Recifes de Pitiaçu,Recifes de Pitiacu,Recifes Pitiassu$Recifes Pitiassú$Recifes de Pitiacu$Recifes de Pitiaçu,-1.676.667,-39.1,H,RF,BR,BR,5,,,,0,,-9999,America/Bahia,19/01/2012,Recifes Pitiassu,Recifes Pitiassú,Recifes de Pitiacu,Recifes de Pitiaçu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453454,Serra da Pitarana,Serra da Pitarana,,-1.436.667,-44.5,T,RDGE,BR,,15,,,,0,,587,America/Bahia,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453455,Rio Pitangui,Rio Pitangui,,-2.501.667,-4.998.333,H,STM,BR,,18,,,,0,,966,America/Sao_Paulo,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453456,Rio Pitangui,Rio Pitangui,Pitangui River$Rio Pitangui$Rio Pitanguy,-24.85,-50.3,H,STM,BR,BR,18,,,,0,,776,America/Sao_Paulo,14/07/2021,Pitangui River,Rio Pitangui,Rio Pitanguy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453457,Pitangui,Pitangui,Pitanguy,-1.968.278,-4.489.028,P,PPL,BR,,15,3151404.0,,,18858,,704,America/Sao_Paulo,03/08/2012,Pitanguy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453458,Serra das Pitangueiras,Serra das Pitangueiras,Serra Pitangueira$Serra das Pitangueiras,-22.8,-46.35,T,RDGE,BR,BR,0,,,,0,,1216,America/Sao_Paulo,19/01/2012,Serra Pitangueira,Serra das Pitangueiras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453459,Ribeirão das Pitangueiras,Ribeirao das Pitangueiras,,-2.318.333,-5.151.667,H,STM,BR,,18,,,,0,,482,America/Sao_Paulo,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453460,Ribeirão das Pitangueiras,Ribeirao das Pitangueiras,Ribeirao das Pitangueiras$Ribeirão das Pitangueiras,-21.45,-44.45,H,STM,BR,,15,,,,0,,911,America/Sao_Paulo,05/03/2013,Ribeirao das Pitangueiras,Ribeirão das Pitangueiras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453461,Ribeirão Pitangueiras,Ribeirao Pitangueiras,Ribeirao Coroados$Ribeirao Pitangueiras$Ribeirão Coroados$Ribeirão Pitangueiras,-2.206.667,-50.6,H,STM,BR,BR,27,,,,0,,345,America/Sao_Paulo,19/01/2012,Ribeirao Coroados,Ribeirao Pitangueiras,Ribeirão Coroados,Ribeirão Pitangueiras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453462,Praia Pitangueiras,Praia Pitangueiras,Praia Pitangueiras,-24,-4.626.667,T,BCH,BR,,27,3518701.0,,,0,,18,America/Sao_Paulo,22/06/2016,Praia Pitangueiras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453463,Praia das Pitangueiras,Praia das Pitangueiras,Praia Pitangueiras$Praia das Pitangueiras,-2.281.568,-4.317.691,T,BCH,BR,,21,3304557.0,,,0,,6,America/Sao_Paulo,22/06/2016,Praia Pitangueiras,Praia das Pitangueiras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453464,Pitangueiras,Pitangueiras,,-2.983.333,-5.051.667,P,PPL,BR,,23,4317608.0,,,0,,40,America/Sao_Paulo,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453465,Pitangueiras,Pitangueiras,Santo Antonio$Santo Antônio,-2.323.056,-5.158.556,P,PPL,BR,BR,18,4119657.0,,,0,,655,America/Sao_Paulo,03/08/2012,Santo Antonio,Santo Antônio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453466,Pitangueiras,Pitangueiras,,-2.206.667,-50.55,P,PPL,BR,,27,3555000.0,,,0,,424,America/Sao_Paulo,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453467,Pitangueiras,Pitangueiras,,-2.100.944,-4.822.167,P,PPL,BR,,27,3539509.0,,,28540,,509,America/Sao_Paulo,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453468,Ribeirão Pitangueira,Ribeirao Pitangueira,Ribeirao Pitangueira$Ribeirao Pitangueiras$Ribeirão Pitangueira$Ribeirão Pitangueiras,-2.051.667,-4.843.333,H,STM,BR,BR,27,,,,0,,504,America/Sao_Paulo,19/01/2012,Ribeirao Pitangueira,Ribeirao Pitangueiras,Ribeirão Pitangueira,Ribeirão Pitangueiras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453469,Córrego Pitangueira,Corrego Pitangueira,,-2.083.333,-5.646.667,H,STM,BR,,11,,,,0,,273,America/Campo_Grande,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453470,Pitangueira,Pitangueira,Pitangueira,-2.128.333,-4.541.667,P,PPL,BR,,15,3158300.0,,,0,,850,America/Sao_Paulo,05/03/2013,Pitangueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453471,Pitangueira,Pitangueira,Pitangueira$Pitangueiras,-2.088.333,-56.7,P,PPL,BR,BR,11,5002159.0,,,0,,656,America/Campo_Grande,03/08/2012,Pitangueira,Pitangueiras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453472,Serra da Pitanga,Serra da Pitanga,,-2.486.667,-51.8,T,HLLS,BR,,18,,,,0,,1085,America/Sao_Paulo,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453473,Rio Pitanga,Rio Pitanga,Pitanga River$Rio Pitanga,-2.473.333,-5.153.333,H,STM,BR,,18,,,,0,,579,America/Sao_Paulo,16/08/2021,Pitanga River,Rio Pitanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453474,Rio Pitanga,Rio Pitanga,Rio Pitanga,-2.021.667,-4.036.667,H,STM,BR,,8,,,,0,,0,America/Sao_Paulo,05/12/2012,Rio Pitanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453475,Rio Pitanga,Rio Pitanga,,-12.4,-3.858.333,H,STM,BR,,5,,,,0,,100,America/Bahia,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453476,Pitanga,Pitanga,,-1.248.333,-38.3,S,RSTN,BR,,5,2921005.0,,,0,,47,America/Bahia,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453477,Pitanga,Pitanga,,-2.753.111,-5.435.833,P,PPLL,BR,,23,4306734.0,,,0,,263,America/Sao_Paulo,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453478,Pitanga,Pitanga,Pitanga$pi tan jia$pitanga$???????$????????$???,-2.475.722,-5.176.139,P,PPL,BR,,18,4119608.0,,,18652,,889,America/Sao_Paulo,03/08/2012,Pitanga,pi tan jia,pitanga,???????,????????,???,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453479,Pitanga,Pitanga,Ludovico$Pitanga$Pitangas,-2.211.667,-4.131.667,P,PPL,BR,BR,21,3304151.0,,,0,,0,America/Sao_Paulo,03/08/2012,Ludovico,Pitanga,Pitangas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453480,Pitanga,Pitanga,Pitanga,-2.016.667,-4.028.333,P,PPL,BR,,8,3205002.0,,,0,,93,America/Sao_Paulo,05/12/2012,Pitanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453481,Pitanga,Pitanga,,-1.516.667,-4.436.667,P,PPL,BR,,15,3135209.0,,,0,,757,America/Sao_Paulo,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453482,Córrego da Pistola,Corrego da Pistola,Corrego da Pistola$Córrego da Pistola,-1.801.667,-40.95,H,STM,BR,,0,,,,0,,286,America/Bahia,05/12/2012,Corrego da Pistola,Córrego da Pistola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453483,Córrego do Piso,Corrego do Piso,Corrego do Piso$Córrego do Piso,-1.956.667,-49.25,H,STM,BR,,15,,,,0,,519,America/Sao_Paulo,09/02/2013,Corrego do Piso,Córrego do Piso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453484,Piscamba,Piscamba,Pirracao,-2.043.222,-4.271.806,P,PPLL,BR,BR,15,3135506.0,,,0,,486,America/Sao_Paulo,03/08/2012,Pirracao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453485,Serra da Pirraça,Serra da Pirraca,Serra da Pirraca$Serra da Pirraça,-2.013.333,-4.141.667,T,HLLS,BR,,15,,,,0,,797,America/Sao_Paulo,05/12/2012,Serra da Pirraca,Serra da Pirraça,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453486,Lagoa da Pirraça,Lagoa da Pirraca,Lagoa da Pirraca$Lagoa da Pirraça,-2.003.333,-4.258.333,H,LK,BR,,15,,,,0,,284,America/Sao_Paulo,05/12/2012,Lagoa da Pirraca,Lagoa da Pirraça,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453487,Pirizeiro,Pirizeiro,Periseiro$Pirizeiro,-1.618.333,-5.823.333,P,PPL,BR,BR,14,5102504.0,,,0,,176,America/Cuiaba,03/08/2012,Periseiro,Pirizeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453488,Vazante Pirizal,Vazante Pirizal,Vazante Pirizal,-1.963.333,-5.591.667,H,STM,BR,,11,,,,0,,112,America/Campo_Grande,09/02/2013,Vazante Pirizal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453489,Lagoa Pirizal,Lagoa Pirizal,Lago Pirisal$Lagoa Pirizal,-1.603.333,-5.778.333,H,LK,BR,BR,14,,,,0,,135,America/Cuiaba,19/01/2012,Lago Pirisal,Lagoa Pirizal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453490,Pirizal,Pirizal,Pirizal,-16.85,-55.9,P,PPL,BR,,14,5101605.0,,,0,,140,America/Cuiaba,09/02/2013,Pirizal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453491,Pirizal,Pirizal,,-1.623.861,-5.638.083,P,PPLL,BR,,14,5106109.0,,,0,,128,America/Cuiaba,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453492,Rio Pirituba,Rio Pirituba,Ribeirao Pirituba$Ribeirao Pixituba$Ribeirão Pirituba$Ribeirão Pixituba$Rio Pirituba,-23.85,-4.903.333,H,STM,BR,BR,27,,,,0,,654,America/Sao_Paulo,19/01/2012,Ribeirao Pirituba,Ribeirao Pixituba,Ribeirão Pirituba,Ribeirão Pixituba,Rio Pirituba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453493,Piratuba,Piratuba,Piratuba$Pirituba,-2.365.274,-4.733.353,P,PPLL,BR,,27,3519709.0,,,0,,861,America/Sao_Paulo,03/08/2012,Piratuba,Pirituba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453494,Piritiba,Piritiba,Cinco Vargens,-1.173.028,-4.055.528,P,PPL,BR,,5,2924801.0,,,16230,,542,America/Bahia,03/08/2012,Cinco Vargens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453495,Ribeirão Periquito,Ribeirao Periquito,Corrego Periquitos$Córrego Periquitos$Ribeirao Periquito$Ribeirao Piriquito$Ribeirão Periquito$Ribeirão Piriquito,-2.051.646,-5.192.387,H,STM,BR,,11,,,,0,,278,America/Campo_Grande,05/10/2018,Corrego Periquitos,Córrego Periquitos,Ribeirao Periquito,Ribeirao Piriquito,Ribeirão Periquito,Ribeirão Piriquito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453496,Rio Piripucu,Rio Piripucu,Corrego Pirapucu$Córrego Pirapucu$Piripucu River$Ribeirao Pirapucu$Ribeirão Pirapucu$Rio Piripucu,-2.216.667,-5.673.333,H,STM,BR,BR,11,,,,0,,204,America/Campo_Grande,07/09/2021,Corrego Pirapucu,Córrego Pirapucu,Piripucu River,Ribeirao Pirapucu,Ribeirão Pirapucu,Rio Piripucu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453497,Piriperi,Piriperi,Periperi$Piriperi,-1.248.333,-3.833.333,P,PPL,BR,BR,5,2921005.0,,,0,,49,America/Bahia,03/08/2012,Periperi,Piriperi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453498,Piripá,Piripa,Peripa$Peripá,-14.94,-41.72,P,PPL,BR,BR,5,2924702.0,,,0,,638,America/Bahia,03/08/2012,Peripa,Peripá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
