geonameid,name,asciiname,alternatenames,latitude,longitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date,othername0,othername1,othername2,othername3,othername4,othername5,othername6,othername7,othername8,othername9,othername10,othername11,othername12,othername13,othername14,othername15,othername16,othername17,othername18,othername19,othername20,othername21,othername22,othername23,othername24,othername25,othername26,othername27,othername28,othername29,othername30,othername31,othername32,othername33,othername34,othername35,othername36,othername37,othername38,othername39,othername40,othername41,othername42,othername43,othername44,othername45,othername46,othername47,othername48,othername49,othername50,othername51,othername52,othername53,othername54,othername55,othername56,othername57,othername58,othername59,othername60,othername61,othername62,othername63,othername64,othername65,othername66,othername67,othername68,othername69,othername70,othername71,othername72,othername73,othername74,othername75,othername76,othername77,othername78,othername79,othername80,othername81,othername82,othername83,othername84,othername85,othername86,othername87,othername88,othername89,othername90,othername91,othername92,othername93,othername94,othername95,othername96,othername97,othername98
3448614,Arroio São Lourenço,Arroio Sao Lourenco,,-28.9,-53.55,H,STM,BR,,23,,,,0,,342,America/Sao_Paulo,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448615,São Lourenço,Sao Lourenco,,-2.473.333,-4.983.333,P,PPL,BR,,18,4104907.0,,,0,,987,America/Sao_Paulo,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448616,São Lourenço,Sao Lourenco,SSO$San-Lorensu$Sao Lourenco$São Lourenço$???-???????,-2.211.639,-4.505.444,P,PPL,BR,,15,3163706.0,,,41143,,884,America/Sao_Paulo,22/10/2013,SSO,San-Lorensu,Sao Lourenco,São Lourenço,???-???????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448617,São Lourenço,Sao Lourenco,Sao Lourenco$São Lourenço,-2.071.667,-41.55,P,PPL,BR,,8,3200201.0,,,0,,547,America/Sao_Paulo,05/12/2012,Sao Lourenco,São Lourenço,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448618,São Lourenço,Sao Lourenco,Sao Lourenco$São Lourenço,-2.031.667,-45.7,P,PPL,BR,,15,3146503.0,,,0,,769,America/Sao_Paulo,05/03/2013,Sao Lourenco,São Lourenço,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448619,São Lourenço,Sao Lourenco,Sao Lourenco$São Lourenço,-1.653.333,-5.503.333,P,PPL,BR,,14,5107800.0,,,0,,204,America/Cuiaba,09/02/2013,Sao Lourenco,São Lourenço,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448620,São Lourenço,Sao Lourenco,,-13.25,-4.426.667,P,PPL,BR,,5,2928109.0,,,0,,650,America/Bahia,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448621,São Lourenço,Sao Lourenco,,-1.258.333,-3.868.333,P,PPL,BR,,5,2929206.0,,,0,,23,America/Bahia,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448622,São Leopoldo,Sao Leopoldo,San-Leopoldu$Sao Leopoldo$São Leopoldo$sa'o le'opolado$sangle-opoldu$sheng li ao bo er du$???-????????$??? ????????$??? ????????$????????$??????$?????,-2.976.028,-5.114.722,P,PPL,BR,,23,4318705.0,,,209229,,10,America/Sao_Paulo,03/08/2012,San-Leopoldu,Sao Leopoldo,São Leopoldo,sa'o le'opolado,sangle-opoldu,sheng li ao bo er du,???-????????,??? ????????,??? ????????,????????,??????,?????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448623,São Leocádia,Sao Leocadia,,-2.606.667,-5.058.333,P,PPL,BR,,18,4125605.0,,,0,,757,America/Sao_Paulo,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448624,Rio São Lamberto,Rio Sao Lamberto,Rio Sao Lamberto$Rio São Lamberto,-17.25,-4.436.667,H,STM,BR,,15,,,,0,,685,America/Sao_Paulo,09/02/2013,Rio Sao Lamberto,Rio São Lamberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448625,Córrego São Lamberto,Corrego Sao Lamberto,Corrego Sao Lamberto$Córrego São Lamberto$Ribeirao Sao Lamberto$Ribeirão São Lamberto,-1.693.333,-44.15,H,STM,BR,BR,15,,,,0,,854,America/Bahia,19/01/2012,Corrego Sao Lamberto,Córrego São Lamberto,Ribeirao Sao Lamberto,Ribeirão São Lamberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448626,Córrego São Julião,Corrego Sao Juliao,Corrego Sao Juliao$Córrego São Julião,-1.758.333,-41.05,H,STM,BR,,15,,,,0,,287,America/Bahia,05/12/2012,Corrego Sao Juliao,Córrego São Julião,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448627,São José Taquaruçu,Sao Jose Taquarucu,Sao Jose Taquarucu$São José Taquaruçu$Taquarucu$Taquaruçu,-2.071.667,-5.651.667,P,PPL,BR,BR,11,5002209.0,,,0,,184,America/Campo_Grande,03/08/2012,Sao Jose Taquarucu,São José Taquaruçu,Taquarucu,Taquaruçu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448628,Ribeirão São José Grande,Ribeirao Sao Jose Grande,Ribeirao Sao Jose Grande$Ribeirão São José Grande$Rio Sao Jose$Rio São José,-11.85,-4.863.333,H,STM,BR,BR,31,,,,0,,232,America/Araguaina,19/01/2012,Ribeirao Sao Jose Grande,Ribeirão São José Grande,Rio Sao Jose,Rio São José,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448629,São José do Turvo,Sao Jose do Turvo,Turvo,-2.236.306,-4.401.417,P,PPLL,BR,BR,21,3300308.0,,,0,,493,America/Sao_Paulo,03/08/2012,Turvo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448630,São José do Triunfo,Sao Jose do Triunfo,,-2.074.806,-4.282.528,P,PPLL,BR,,15,3171303.0,,,0,,671,America/Sao_Paulo,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448631,São José dos Salgados,Sao Jose dos Salgados,,-2.008.778,-4.478.194,P,PPLL,BR,,15,3114204.0,,,0,,771,America/Sao_Paulo,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448632,São José dos Pinhais,Sao Jose dos Pinhais,San-Zhoze-dus-Pin'jajs$Sao Jose dos Pinhaes$Sao Jose dos Pinhais$Sao Zhose dos Pinajs$São José dos Pinhaes$São José dos Pinhais$sa'o jose dosa pinaha'isa$saw khwzh dws pynhays$sheng ruo ze du si pi ni ai si$???-????-???-???????$???-????-???-???????$??? ???? ??? ??????$??? ???? ??? ???????$??? ???? ??? ???????$??? ???? ??? ???????$?????????,-255.302,-4.920.836,P,PPL,BR,,18,4125506.0,,,124224,,882,America/Sao_Paulo,17/08/2014,San-Zhoze-dus-Pin'jajs,Sao Jose dos Pinhaes,Sao Jose dos Pinhais,Sao Zhose dos Pinajs,São José dos Pinhaes,São José dos Pinhais,sa'o jose dosa pinaha'isa,saw khwzh dws pynhays,sheng ruo ze du si pi ni ai si,???-????-???-???????,???-????-???-???????,??? ???? ??? ??????,??? ???? ??? ???????,??? ???? ??? ???????,??? ???? ??? ???????,?????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448633,Ribeirão São José dos Oratórios,Ribeirao Sao Jose dos Oratorios,Ribeirao Sao Jose dos Oratorios$Ribeirão São José dos Oratórios$Rio Sao Jose do Oratorio$Rio São José do Oratório,-20.35,-4.288.333,H,STM,BR,BR,15,,,,0,,426,America/Sao_Paulo,19/01/2012,Ribeirao Sao Jose dos Oratorios,Ribeirão São José dos Oratórios,Rio Sao Jose do Oratorio,Rio São José do Oratório,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448634,São José dos Lopes,Sao Jose dos Lopes,,-2.179.167,-4.388.806,P,PPLL,BR,,15,3138609.0,,,0,,782,America/Sao_Paulo,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448635,Rio São José dos Dourados,Rio Sao Jose dos Dourados,Rio Sao Jose dos Dourados$Rio São José dos Dourados$Sao Jose dos Dourados River$São José dos Dourados River,-2.036.667,-51.35,H,STM,BR,,27,,,,0,,323,America/Campo_Grande,09/08/2021,Rio Sao Jose dos Dourados,Rio São José dos Dourados,Sao Jose dos Dourados River,São José dos Dourados River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448636,São José dos Campos,Sao Jose dos Campos,SJC$SJCampos$SJK$San Zoze dos Kamposas$San Žoz? dos Kamposas$San-Zhoze-dus-Kampus$Sao Jose dos Campos$Sao Zhose dos Kampos$Sao Zhoze dos Kampos$Sao jose dos Campos$São José dos Campos$São josé dos Campos$Vale Paraiba$Vale do Paraiba$Vale do Paraíba$sa'o jose dosa kamposa$sangjojeduseukampuseu$sayw khwzh dws kamps$sheng ruo ze duo si kan bo si$???-????-???-??????$??? ???? ??? ??????$??? ???? ??? ??????$???? ???? ??? ?????$??? ???? ??? ???????$??????????????$????????$????????,-2.317.944,-4.588.694,P,PPLA2,BR,,27,3549904.0,,,613764,600.0,596,America/Sao_Paulo,19/01/2017,SJC,SJCampos,SJK,San Zoze dos Kamposas,San Žoz? dos Kamposas,San-Zhoze-dus-Kampus,Sao Jose dos Campos,Sao Zhose dos Kampos,Sao Zhoze dos Kampos,Sao jose dos Campos,São José dos Campos,São josé dos Campos,Vale Paraiba,Vale do Paraiba,Vale do Paraíba,sa'o jose dosa kamposa,sangjojeduseukampuseu,sayw khwzh dws kamps,sheng ruo ze duo si kan bo si,???-????-???-??????,??? ???? ??? ??????,??? ???? ??? ??????,???? ???? ??? ?????,??? ???? ??? ???????,??????????????,????????,????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448637,São José dos Campos,Sao Jose dos Campos,SJ Campos$SJC$Sao Jose dos Campos$São José dos Campos,-2.216.667,-45.1,P,PPL,BR,,15,3114105.0,,,0,,949,America/Sao_Paulo,03/08/2012,SJ Campos,SJC,Sao Jose dos Campos,São José dos Campos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448638,São José do Rio Preto,Sao Jose do Rio Preto,Paranauna$Paranaúna$Sao Jose$Sao Jose do Rio Preto$São José$São José do Rio Preto$São José do Rio Prêto,-2.215.136,-4.292.324,P,PPL,BR,,21,3305158.0,,,0,,582,America/Sao_Paulo,20/09/2021,Paranauna,Paranaúna,Sao Jose,Sao Jose do Rio Preto,São José,São José do Rio Preto,São José do Rio Prêto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448639,São José do Rio Preto,Sao Jose do Rio Preto,Rio Preto$SJP$San Zoze do Rio Pretas$San Žoz? do Rio Pretas$San-Zhoze-du-Riu-Pretu$Sao Jose do Rio Preto$Sao Zhoze do Rio Preto$pu lei tu he pan sheng ruo ze$sa'o jose do ri'o preto$???-????-??-???-?????$???-????-??-???-?????$??? ???? ?? ??? ?????$??? ???? ?? ??? ??????$????????????????$????????,-2.081.972,-4.937.944,P,PPLA2,BR,,27,3549805.0,,,374699,,505,America/Sao_Paulo,13/09/2021,Rio Preto,SJP,San Zoze do Rio Pretas,San Žoz? do Rio Pretas,San-Zhoze-du-Riu-Pretu,Sao Jose do Rio Preto,Sao Zhoze do Rio Preto,pu lei tu he pan sheng ruo ze,sa'o jose do ri'o preto,???-????-??-???-?????,???-????-??-???-?????,??? ???? ?? ??? ?????,??? ???? ?? ??? ??????,????????????????,????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448640,São José do Rio Pardo,Sao Jose do Rio Pardo,,-2.159.556,-4.688.861,P,PPL,BR,,27,3549706.0,,,46989,,718,America/Sao_Paulo,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448641,São José do Rio Negrinho,Sao Jose do Rio Negrinho,Fazenda Sao Jose do Rio Negrinho$Fazenda São José do Rio Negrinho$Sao Jose do Rio Negrinho$São José do Rio Negrinho,-19.1,-5.491.667,P,PPL,BR,BR,11,5007406.0,,,0,,407,America/Campo_Grande,03/08/2012,Fazenda Sao Jose do Rio Negrinho,Fazenda São José do Rio Negrinho,Sao Jose do Rio Negrinho,São José do Rio Negrinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448642,São José do Rio dos Veados,Sao Jose do Rio dos Veados,Sao Jose do Rio dos Veados$São José do Rio dos Veados,-20.6,-4.068.333,P,PPL,BR,,8,3200409.0,,,0,,311,America/Sao_Paulo,05/12/2012,Sao Jose do Rio dos Veados,São José do Rio dos Veados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448643,São José do Ribeirão,Sao Jose do Ribeirao,Paraim$Ribeirao$Ribeirão,-22.205,-4.239.806,P,PPLL,BR,BR,21,3300506.0,,,0,,580,America/Sao_Paulo,03/08/2012,Paraim,Ribeirao,Ribeirão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448644,São José do Queimado,Sao Jose do Queimado,Sao Jose do Queimado$São José do Queimado,-20.15,-4.038.333,P,PPL,BR,,8,3205002.0,,,0,,9,America/Sao_Paulo,05/12/2012,Sao Jose do Queimado,São José do Queimado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448645,São José do Prata,Sao Jose do Prata,Sao Joao da Prata$Sao Jose do Prata$São José do Prata$São João da Prata,-1.623.333,-4.093.333,P,PPL,BR,BR,15,3101706.0,,,0,,615,America/Sao_Paulo,03/08/2012,Sao Joao da Prata,Sao Jose do Prata,São José do Prata,São João da Prata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448646,São José do Prado,Sao Jose do Prado,Sao Jose do Prado$São José do Prado,-1.718.955,-3.998.218,P,PPL,BR,,5,2933257.0,,,0,,106,America/Bahia,05/12/2012,Sao Jose do Prado,São José do Prado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448647,São José do Piquiri,Sao Jose do Piquiri,,-17.3,-5.646.667,P,PPL,BR,,14,5101605.0,,,0,,122,America/Cuiaba,23/07/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448648,São José do Peruípe,Sao Jose do Peruipe,Sao Jose do Peruipe$São José do Peruípe,-1.781.667,-39.5,P,PPL,BR,,5,2906907.0,,,0,,26,America/Bahia,05/12/2012,Sao Jose do Peruipe,São José do Peruípe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448649,São José do Peixe,Sao Jose do Peixe,Sao Jose do Peixe$São José do Peixe,-1.953.333,-4.181.667,P,PPL,BR,,15,3130903.0,,,0,,766,America/Sao_Paulo,05/12/2012,Sao Jose do Peixe,São José do Peixe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448650,São José do Paraopeba,Sao Jose do Paraopeba,,-2.025.944,-4.411.944,P,PPLL,BR,,15,3109006.0,,,0,,807,America/Sao_Paulo,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448651,São José do Ouro,Sao Jose do Ouro,Vazulmiro Dutra,-2.776.944,-5.159.444,P,PPL,BR,BR,23,4318606.0,,,0,,771,America/Sao_Paulo,03/08/2012,Vazulmiro Dutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448652,São José do Norte,Sao Jose do Norte,,-3.201.472,-5.204.167,P,PPL,BR,,23,4318507.0,,,0,,7,America/Sao_Paulo,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448653,São José do Mantimento,Sao Jose do Mantimento,,-2.000.528,-4.174.472,P,PPL,BR,,15,3163607.0,,,0,,354,America/Sao_Paulo,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448654,São José do Limoeiro,Sao Jose do Limoeiro,Limoeiro$Sao Jose do Limoeiro$São José do Limoeiro,-1.958.333,-4.136.667,P,PPL,BR,BR,15,3101102.0,,,0,,190,America/Sao_Paulo,11/06/2020,Limoeiro,Sao Jose do Limoeiro,São José do Limoeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448655,São José do Lajeadão,Sao Jose do Lajeadao,Sao Jose do Lajeadao$São José do Lajeadão,-1.621.667,-4.028.333,P,PPL,BR,,15,3134707.0,,,0,,178,America/Sao_Paulo,05/12/2012,Sao Jose do Lajeadao,São José do Lajeadão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448656,São José do Jacuri,Sao Jose do Jacuri,Sao Jose do Jacury$São José do Jacury,-1.827.528,-4.267.028,P,PPL,BR,BR,15,3163508.0,,,0,,547,America/Sao_Paulo,03/08/2012,Sao Jose do Jacury,São José do Jacury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448657,São José do Jacuípe,Sao Jose do Jacuipe,,-1.150.389,-4.002.222,P,PPL,BR,,5,2929370.0,,,0,,366,America/Bahia,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448658,São José do Jaçém,Sao Jose do Jacem,Sao Jose do Jacem$Sao Jose do Jassen$São José do Jassén$São José do Jaçém,-18.85,-4.336.667,P,PPL,BR,BR,15,3102407.0,,,0,,617,America/Sao_Paulo,03/08/2012,Sao Jose do Jacem,Sao Jose do Jassen,São José do Jassén,São José do Jaçém,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448659,São José do Inhacorá,Sao Jose do Inhacora,Sao Jose$São José,-2.772.472,-5.412.917,P,PPL,BR,BR,23,4318499.0,,,0,,220,America/Sao_Paulo,03/08/2012,Sao Jose,São José,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448660,São José do Hortêncio,Sao Jose do Hortencio,Sao Jose$São José,-2.953.056,-5.124.806,P,PPL,BR,BR,23,4318481.0,,,0,,100,America/Sao_Paulo,03/08/2012,Sao Jose,São José,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448661,Rio São José do Guapiara,Rio Sao Jose do Guapiara,Rio Sao Jose do Guapiara$Rio São José do Guapiara$Sao Jose do Guapiara River$São José do Guapiara River,-2.398.333,-4.858.333,H,STM,BR,,27,,,,0,,624,America/Sao_Paulo,09/08/2021,Rio Sao Jose do Guapiara,Rio São José do Guapiara,Sao Jose do Guapiara River,São José do Guapiara River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448662,São José do Goiabal,Sao Jose do Goiabal,Goiabal,-1.992.861,-42.705,P,PPL,BR,BR,15,3163409.0,,,0,,293,America/Sao_Paulo,03/08/2012,Goiabal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448663,São José do Herval,Sao Jose do Herval,,-2.904.417,-5.229.528,P,PPL,BR,,23,4318465.0,,,0,,681,America/Sao_Paulo,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448664,São José do Divino,Sao Jose do Divino,,-1.847.861,-4.138.944,P,PPL,BR,,15,3163300.0,,,0,,323,America/Sao_Paulo,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448665,São José do Cerrito,Sao Jose do Cerrito,Caru$Cerrito$Sao Jose do Serrito$São José do Serrito,-2.766.306,-50.58,P,PPL,BR,BR,26,4216800.0,,,0,,872,America/Sao_Paulo,03/08/2012,Caru,Cerrito,Sao Jose do Serrito,São José do Serrito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448666,São José do Centro,Sao Jose do Centro,,-28.465,-5.273.778,P,PPLL,BR,,23,4312658.0,,,0,,510,America/Sao_Paulo,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448667,São José do Cedro,Sao Jose do Cedro,,-26.455,-5.349.417,P,PPL,BR,,26,4216701.0,,,0,,708,America/Sao_Paulo,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448668,São José do Capim,Sao Jose do Capim,,-2.361.667,-51.2,P,PPL,BR,,18,4113700.0,,,0,,548,America/Sao_Paulo,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448669,São José do Calçado,Sao Jose do Calcado,,-2.102.528,-4.165.444,P,PPL,BR,,8,3204807.0,,,7442,,327,America/Sao_Paulo,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448670,São José do Buriti,Sao Jose do Buriti,Buriti Compredo,-1.871.111,-4.515.556,P,PPLL,BR,BR,15,3125705.0,,,0,,584,America/Sao_Paulo,03/08/2012,Buriti Compredo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
