,geonameid,name,asciiname,latitude,longitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date,othername0,othername1,othername2,othername3,othername4,othername5,othername6,othername7,othername8,othername9,othername10,othername11,othername12,othername13,othername14,othername15,othername16,othername17,othername18,othername19,othername20,othername21,othername22,othername23,othername24,othername25,othername26,othername27
110,7693830,Sítio Alcindo do Rosário,Sitio Alcindo do Rosario,-259.017,-490.916,P,PPL,BR,,18.0,4127601.0,,,0,,929,America/Sao_Paulo,03/08/2012,Sitio Alcindo do Rosario,Sítio Alcindo do Rosário,,,,,,,,,,,,,,,,,,,,,,,,,,
111,7693831,Sítio Jorge do R. Cruz,Sitio Jorge do R. Cruz,-2.590.663,-4.909.052,P,PPL,BR,,18.0,4127601.0,,,0,,931,America/Sao_Paulo,03/08/2012,Sitio Jorge do R. Cruz,Sítio Jorge do R. Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,
112,7693832,Sítio José F. dos Reis,Sitio Jose F. dos Reis,-259.073,-490.998,P,PPL,BR,,18.0,4127601.0,,,0,,921,America/Sao_Paulo,03/08/2012,Sitio Jose F. dos Reis,Sítio José F. dos Reis,,,,,,,,,,,,,,,,,,,,,,,,,,
113,7693833,Fagundes,Fagundes,-2.591.148,-4.910.155,L,LCTY,BR,,18.0,,,,0,,934,America/Sao_Paulo,21/01/2012,Fagundes,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,7693834,Sítio Antônio Fagundes,Sitio Antonio Fagundes,-259.116,-490.973,P,PPL,BR,,18.0,4127601.0,,,0,,920,America/Sao_Paulo,03/08/2012,Sitio Antonio Fagundes,Sítio Antônio Fagundes,,,,,,,,,,,,,,,,,,,,,,,,,,
115,7693835,Sítio Romalino Martins,Sitio Romalino Martins,-259.158,-490.982,P,PPL,BR,,18.0,4127601.0,,,0,,931,America/Sao_Paulo,03/08/2012,Sitio Romalino Martins,Sítio Romalino Martins,,,,,,,,,,,,,,,,,,,,,,,,,,
116,7693836,Sítio São João,Sitio Sao Joao,-259.089,-490.701,P,PPL,BR,,18.0,4127601.0,,,0,,890,America/Sao_Paulo,03/08/2012,Sitio Sao Joao,Sítio São João,,,,,,,,,,,,,,,,,,,,,,,,,,
117,7693837,Sítio Pedro Suzek,Sitio Pedro Suzek,-259.044,-490.701,P,PPL,BR,,18.0,4127601.0,,,0,,898,America/Sao_Paulo,03/08/2012,Sitio Pedro Suzek,Sítio Pedro Suzek,,,,,,,,,,,,,,,,,,,,,,,,,,
118,7693838,Escola Pedro Álvares Cabral,Escola Pedro Alvares Cabral,-258.997,-490.817,S,SCH,BR,,18.0,4127601.0,,,0,,910,America/Sao_Paulo,03/08/2012,Escola Pedro Alvares Cabral,Escola Pedro Álvares Cabral,,,,,,,,,,,,,,,,,,,,,,,,,,
119,7693839,Sítio Davi Rosário,Sitio Davi Rosario,-259.062,-490.553,P,PPL,BR,,18.0,4127601.0,,,0,,936,America/Sao_Paulo,03/08/2012,Sitio Davi Rosario,Sítio Davi Rosário,,,,,,,,,,,,,,,,,,,,,,,,,,
120,7693840,Sítio Elói de P. Ferreira,Sitio Eloi de P. Ferreira,-25.902,-490.473,P,PPL,BR,,18.0,4127601.0,,,0,,913,America/Sao_Paulo,03/08/2012,Sitio Eloi de P. Ferreira,Sítio Elói de P. Ferreira,,,,,,,,,,,,,,,,,,,,,,,,,,
121,7693841,Capela de São Miguel,Capela de Sao Miguel,-25.91,-490.482,S,CH,BR,,18.0,4127601.0,,,0,,956,America/Sao_Paulo,03/08/2012,Capela de Sao Miguel,Capela de São Miguel,,,,,,,,,,,,,,,,,,,,,,,,,,
122,7693842,Sítio Antônio A. da Silva,Sitio Antonio A. da Silva,-259.148,-490.508,P,PPL,BR,,18.0,4127601.0,,,0,,910,America/Sao_Paulo,03/08/2012,Sitio Antonio A. da Silva,Sítio Antônio A. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
123,7693843,Rio Pinhal,Rio Pinhal,-2.590.687,-4.906.956,H,STM,BR,,18.0,,,,0,,908,America/Sao_Paulo,21/01/2012,Rio Pinhal,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,7693844,Sítio Raul A. Borges,Sitio Raul A. Borges,-259.204,-490.484,P,PPL,BR,,18.0,4127601.0,,,0,,918,America/Sao_Paulo,03/08/2012,Sitio Raul A. Borges,Sítio Raul A. Borges,,,,,,,,,,,,,,,,,,,,,,,,,,
125,7693845,Escola Castelo Branco,Escola Castelo Branco,-259.227,-490.537,S,SCH,BR,,18.0,4127601.0,,,0,,907,America/Sao_Paulo,03/08/2012,Escola Castelo Branco,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,7693846,Sítio Sebastião Leme,Sitio Sebastiao Leme,-259.238,-49.05,P,PPL,BR,,18.0,4127601.0,,,0,,937,America/Sao_Paulo,03/08/2012,Sitio Sebastiao Leme,Sítio Sebastião Leme,,,,,,,,,,,,,,,,,,,,,,,,,,
127,7693847,Sítio Atílio Silva,Sitio Atilio Silva,-259.268,-490.494,P,PPL,BR,,18.0,4127601.0,,,0,,931,America/Sao_Paulo,03/08/2012,Sitio Atilio Silva,Sítio Atílio Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
128,7693848,Sítio Antônio J. de Lima,Sitio Antonio J. de Lima,-259.279,-490.478,P,PPL,BR,,18.0,4127601.0,,,0,,940,America/Sao_Paulo,03/08/2012,Sitio Antonio J. de Lima,Sítio Antônio J. de Lima,,,,,,,,,,,,,,,,,,,,,,,,,,
129,7693849,Sítio Nelson W. da Silva,Sitio Nelson W. da Silva,-259.321,-490.482,P,PPL,BR,,18.0,4127601.0,,,0,,938,America/Sao_Paulo,03/08/2012,Sitio Nelson W. da Silva,Sítio Nelson W. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
130,7693850,Pinhal dos Borges,Pinhal dos Borges,-259.353,-4.904.738,L,LCTY,BR,,18.0,,,,0,,976,America/Sao_Paulo,21/01/2012,Pinhal dos Borges,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,7693851,Sítio Antônio de Oliveira,Sitio Antonio de Oliveira,-25.927,-490.539,P,PPL,BR,,18.0,4127601.0,,,0,,914,America/Sao_Paulo,03/08/2012,Sitio Antonio de Oliveira,Sítio Antônio de Oliveira,,,,,,,,,,,,,,,,,,,,,,,,,,
132,7693852,Sítio João J. da Rocha,Sitio Joao J. da Rocha,-259.226,-490.547,P,PPL,BR,,18.0,4127601.0,,,0,,903,America/Sao_Paulo,03/08/2012,Sitio Joao J. da Rocha,Sítio João J. da Rocha,,,,,,,,,,,,,,,,,,,,,,,,,,
133,7693853,Sítio Forquilha,Sitio Forquilha,-259.266,-490.601,P,PPL,BR,,18.0,4127601.0,,,0,,943,America/Sao_Paulo,03/08/2012,Sitio Forquilha,Sítio Forquilha,,,,,,,,,,,,,,,,,,,,,,,,,,
134,7693854,Arroio Passo do Lava-Pé,Arroio Passo do Lava-Pe,-2.592.174,-4.911.181,H,STM,BR,,18.0,,,,0,,931,America/Sao_Paulo,21/01/2012,Arroio Passo do Lava-Pe,Arroio Passo do Lava-Pé,,,,,,,,,,,,,,,,,,,,,,,,,,
135,7693855,Escola Mem de Sá,Escola Mem de Sa,-25.925,-491.194,S,SCH,BR,,18.0,4127601.0,,,0,,922,America/Sao_Paulo,03/08/2012,Escola Mem de Sa,Escola Mem de Sá,,,,,,,,,,,,,,,,,,,,,,,,,,
136,7693856,Rio do Mirim,Rio do Mirim,-2.591.823,-4.912.183,H,STM,BR,,18.0,,,,0,,920,America/Sao_Paulo,21/01/2012,Rio do Mirim,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,7693857,Córrego Caivinha,Corrego Caivinha,-2.596.713,-4.910.286,H,STM,BR,,18.0,,,,0,,859,America/Sao_Paulo,21/01/2012,Corrego Caivinha,Córrego Caivinha,,,,,,,,,,,,,,,,,,,,,,,,,,
138,7693858,Arroio Ingá,Arroio Inga,-2.592.527,-490.717,H,STM,BR,,18.0,,,,0,,901,America/Sao_Paulo,06/09/2021,Arroio Inga,Arroio Ingá,Inga River,Ingá River,,,,,,,,,,,,,,,,,,,,,,,,
139,7693859,Ingá,Inga,-2.594.892,-4.907.684,L,LCTY,BR,,18.0,,,,0,,957,America/Sao_Paulo,21/01/2012,Inga,Ingá,,,,,,,,,,,,,,,,,,,,,,,,,,
140,7693860,Ribeirão Taquaroca,Ribeirao Taquaroca,-2.599.668,-4.912.164,H,STM,BR,,18.0,,,,0,,827,America/Sao_Paulo,21/01/2012,Ribeirao Taquaroca,Ribeirão Taquaroca,,,,,,,,,,,,,,,,,,,,,,,,,,
141,7693861,Córrego Salto do Ingá,Corrego Salto do Inga,-259.709,-4.910.925,H,STM,BR,,18.0,,,,0,,850,America/Sao_Paulo,21/01/2012,Corrego Salto do Inga,Córrego Salto do Ingá,,,,,,,,,,,,,,,,,,,,,,,,,,
142,7693862,Escola Santa Teresinha,Escola Santa Teresinha,-2.598.029,-4.904.558,S,SCH,BR,,18.0,4127601.0,,,0,,839,America/Sao_Paulo,03/08/2012,Escola Santa Teresinha,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,7693863,Sítio Dorvalino P. de Lima,Sitio Dorvalino P. de Lima,-25.984,-490.566,P,PPL,BR,,18.0,4127601.0,,,0,,855,America/Sao_Paulo,03/08/2012,Sitio Dorvalino P. de Lima,Sítio Dorvalino P. de Lima,,,,,,,,,,,,,,,,,,,,,,,,,,
144,7693864,Taquaroca,Taquaroca,-2.599.825,-4.910.607,L,LCTY,BR,,18.0,,,,0,,848,America/Sao_Paulo,21/01/2012,Taquaroca,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,7693865,Rio Piraizinho,Rio Piraizinho,-2.597.315,-4.904.982,H,STM,BR,,18.0,,,,0,,852,America/Sao_Paulo,21/01/2012,Rio Piraizinho,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,7693866,Abarracamento,Abarracamento,-2.593.829,-4.901.403,L,LCTY,BR,,18.0,,,,0,,1104,America/Sao_Paulo,21/01/2012,Abarracamento,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,7693867,Morro Cerrinho,Morro Cerrinho,-259.262,-490.227,T,MTS,BR,,18.0,,,,0,1271.0,1261,America/Sao_Paulo,21/01/2012,Morro Cerrinho,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,7693868,Sítio Francisco B. Lemos,Sitio Francisco B. Lemos,-2.591.432,-4.903.468,P,PPL,BR,,18.0,4127601.0,,,0,,915,America/Sao_Paulo,03/08/2012,Sitio Francisco B. Lemos,Sítio Francisco B. Lemos,,,,,,,,,,,,,,,,,,,,,,,,,,
149,7693869,Sítio João Soezzeki,Sitio Joao Soezzeki,-259.029,-49.032,P,PPL,BR,,18.0,4127601.0,,,0,,935,America/Sao_Paulo,03/08/2012,Sitio Joao Soezzeki,Sítio João Soezzeki,,,,,,,,,,,,,,,,,,,,,,,,,,
150,7693870,Sítio José P. Soezzeki,Sitio Jose P. Soezzeki,-2.590.149,-4.902.967,P,PPL,BR,,18.0,4127601.0,,,0,,924,America/Sao_Paulo,03/08/2012,Sitio Jose P. Soezzeki,Sítio José P. Soezzeki,,,,,,,,,,,,,,,,,,,,,,,,,,
151,7693871,Serra da Papanduva,Serra da Papanduva,-2.591.078,-4.901.574,T,MTS,BR,,18.0,,,,0,1412.0,1410,America/Sao_Paulo,21/01/2012,Serra da Papanduva,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,7693872,Rio do Fojo,Rio do Fojo,-2.586.644,-4.904.242,H,STM,BR,,18.0,,,,0,,843,America/Sao_Paulo,21/01/2012,Rio do Fojo,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,7693873,Sítio José Pedro Borges,Sitio Jose Pedro Borges,-2.589.742,-490.202,P,PPL,BR,,18.0,4127601.0,,,0,,905,America/Sao_Paulo,03/08/2012,Sitio Jose Pedro Borges,Sítio José Pedro Borges,,,,,,,,,,,,,,,,,,,,,,,,,,
154,7693874,Rio do Fojo,Rio do Fojo,-2.589.584,-4.903.917,L,LCTY,BR,,18.0,,,,0,,915,America/Sao_Paulo,21/01/2012,Rio do Fojo,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,7693875,Sítio Sebastiana do R. Luz,Sitio Sebastiana do R. Luz,-258.918,-490.351,P,PPL,BR,,18.0,4127601.0,,,0,,884,America/Sao_Paulo,03/08/2012,Sitio Sebastiana do R. Luz,Sítio Sebastiana do R. Luz,,,,,,,,,,,,,,,,,,,,,,,,,,
156,7693876,Sítio Amadeu F. de Paula,Sitio Amadeu F. de Paula,-258.956,-490.199,P,PPL,BR,,18.0,4127601.0,,,0,,901,America/Sao_Paulo,03/08/2012,Sitio Amadeu F. de Paula,Sítio Amadeu F. de Paula,,,,,,,,,,,,,,,,,,,,,,,,,,
157,7693877,Matulão,Matulao,-2.584.893,-4.900.966,L,LCTY,BR,,18.0,,,,0,,871,America/Sao_Paulo,21/01/2012,Matulao,Matulão,,,,,,,,,,,,,,,,,,,,,,,,,,
158,7693878,Matulão Velho,Matulao Velho,-2.583.517,-4.903.315,L,LCTY,BR,,18.0,,,,0,,840,America/Sao_Paulo,21/01/2012,Matulao Velho,Matulão Velho,,,,,,,,,,,,,,,,,,,,,,,,,,
159,7693879,Ribeirão Vermelho,Ribeirao Vermelho,-2.579.788,-4.903.217,H,STM,BR,,18.0,,,,0,,796,America/Sao_Paulo,21/01/2012,Ribeirao Vermelho,Ribeirão Vermelho,,,,,,,,,,,,,,,,,,,,,,,,,,
160,7693880,Colônia Santos Andrade,Colonia Santos Andrade,-2.578.333,-4.900.592,L,LCTY,BR,,18.0,,,,0,,771,America/Sao_Paulo,21/01/2012,Colonia Santos Andrade,Colônia Santos Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,
161,7693881,Ribeirão Rancho Grande,Ribeirao Rancho Grande,-2.578.852,-4.901.416,H,STM,BR,,18.0,,,,0,,785,America/Sao_Paulo,21/01/2012,Ribeirao Rancho Grande,Ribeirão Rancho Grande,,,,,,,,,,,,,,,,,,,,,,,,,,
162,7693882,Cerâmica Ribeirão Vermelho,Ceramica Ribeirao Vermelho,-257.631,-490.466,S,MFG,BR,,18.0,4125506.0,,,0,,916,America/Sao_Paulo,03/08/2012,Ceramica Ribeirao Vermelho,Cerâmica Ribeirão Vermelho,,,,,,,,,,,,,,,,,,,,,,,,,,
163,7693883,Rio Cunhai,Rio Cunhai,-2.578.636,-4.900.402,H,STM,BR,,18.0,,,,0,,774,America/Sao_Paulo,21/01/2012,Rio Cunhai,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,7693884,Pavãozinho,Pavaozinho,-2.599.656,-4.924.306,L,LCTY,BR,,18.0,,,,0,,906,America/Sao_Paulo,21/01/2012,Pavaozinho,Pavãozinho,,,,,,,,,,,,,,,,,,,,,,,,,,
165,7693885,Torre Batistella Reflorestadora,Torre Batistella Reflorestadora,-2.598.646,-4.913.627,S,TOWR,BR,,18.0,4127601.0,,,0,,936,America/Sao_Paulo,03/08/2012,Torre Batistella Reflorestadora,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,7693886,Serraria Lagoinha,Serraria Lagoinha,-259.398,-492.133,S,MLSW,BR,,18.0,4127601.0,,,0,,906,America/Sao_Paulo,03/08/2012,Serraria Lagoinha,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,7693887,Arroio da Demanda,Arroio da Demanda,-2.592.732,-4.921.773,H,STM,BR,,18.0,,,,0,,900,America/Sao_Paulo,21/01/2012,Arroio da Demanda,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,7693888,Subestação Companhia Paranaense do Energia,Subestacao Companhia Paranaense do Energia,-259.233,-4.917.937,S,PS,BR,,18.0,4127601.0,,,0,,909,America/Sao_Paulo,03/08/2012,Subestacao Companhia Paranaense do Energia,Subestação Companhia Paranaense do Energia,,,,,,,,,,,,,,,,,,,,,,,,,,
169,7693889,Caixa de Água Companhia de Saneamento do Paraná,Caixa de Agua Companhia de Saneamento do Parana,-2.591.949,-4.917.342,H,RSVT,BR,,18.0,,,,0,,943,America/Sao_Paulo,21/01/2012,Caixa de Agua Companhia de Saneamento do Parana,Caixa de Água Companhia de Saneamento do Paraná,,,,,,,,,,,,,,,,,,,,,,,,,,
170,7693890,Galpões,Galpoes,-2.593.077,-4.914.501,S,FRM,BR,,18.0,4127601.0,,,0,,915,America/Sao_Paulo,03/08/2012,Galpoes,Galpões,,,,,,,,,,,,,,,,,,,,,,,,,,
171,7693891,Estação de Tratamento de Água Companhia de Saneamento do Paraná,Estacao de Tratamento de Agua Companhia de Saneamento do Parana,-2.586.734,-4.913.709,S,WTRW,BR,,18.0,4127601.0,,,0,,904,America/Sao_Paulo,03/08/2012,Estacao de Tratamento de Agua Companhia de Saneamento do Parana,Estação de Tratamento de Água Companhia de Saneamento do Paraná,,,,,,,,,,,,,,,,,,,,,,,,,,
172,7693892,Caixa de Água Companhia de Saneamento do Paraná,Caixa de Agua Companhia de Saneamento do Parana,-2.586.494,-4.914.451,H,RSVT,BR,,18.0,,,,0,,926,America/Sao_Paulo,21/01/2012,Caixa de Agua Companhia de Saneamento do Parana,Caixa de Água Companhia de Saneamento do Paraná,,,,,,,,,,,,,,,,,,,,,,,,,,
173,7693893,Mineração Tabatinga,Mineracao Tabatinga,-2.586.669,-4.918.647,S,MN,BR,,18.0,4127601.0,,,0,,907,America/Sao_Paulo,03/08/2012,Mineracao Tabatinga,Mineração Tabatinga,,,,,,,,,,,,,,,,,,,,,,,,,,
174,7693894,Cerâmica Tabatinga,Ceramica Tabatinga,-2.586.043,-491.616,S,MFG,BR,,18.0,4127601.0,,,0,,924,America/Sao_Paulo,03/08/2012,Ceramica Tabatinga,Cerâmica Tabatinga,,,,,,,,,,,,,,,,,,,,,,,,,,
175,7693895,Galpões,Galpoes,-2.577.927,-4.921.853,S,FRM,BR,,18.0,4125506.0,,,0,,941,America/Sao_Paulo,03/08/2012,Galpoes,Galpões,,,,,,,,,,,,,,,,,,,,,,,,,,
176,7693896,Torre Telecomunicações do Paraná,Torre Telecomunicacoes do Parana,-2.584.372,-490.661,S,COMC,BR,,18.0,4127601.0,,,0,,891,America/Sao_Paulo,03/08/2012,Torre Telecomunicacoes do Parana,Torre Telecomunicações do Paraná,,,,,,,,,,,,,,,,,,,,,,,,,,
177,7693897,Galpões,Galpoes,-2.587.976,-4.909.863,S,FRM,BR,,18.0,4127601.0,,,0,,909,America/Sao_Paulo,03/08/2012,Galpoes,Galpões,,,,,,,,,,,,,,,,,,,,,,,,,,
178,7693898,Mineração Tabatinga,Mineracao Tabatinga,-2.587.014,-4.911.821,S,MN,BR,,18.0,4127601.0,,,0,,914,America/Sao_Paulo,03/08/2012,Mineracao Tabatinga,Mineração Tabatinga,,,,,,,,,,,,,,,,,,,,,,,,,,
179,7693899,Mineração Tabatinga,Mineracao Tabatinga,-2.587.001,-4.911.051,S,MN,BR,,18.0,4127601.0,,,0,,909,America/Sao_Paulo,03/08/2012,Mineracao Tabatinga,Mineração Tabatinga,,,,,,,,,,,,,,,,,,,,,,,,,,
180,7693900,Sítio Monjolo,Sitio Monjolo,-259.032,-490.807,P,PPL,BR,,18.0,4127601.0,,,0,,880,America/Sao_Paulo,03/08/2012,Sitio Monjolo,Sítio Monjolo,,,,,,,,,,,,,,,,,,,,,,,,,,
181,7693901,Sítio José A. P. de Lima,Sitio Jose A. P. de Lima,-2.590.803,-4.909.926,P,PPL,BR,,18.0,4127601.0,,,0,,916,America/Sao_Paulo,03/08/2012,Sitio Jose A. P. de Lima,Sítio José A. P. de Lima,,,,,,,,,,,,,,,,,,,,,,,,,,
182,7693902,Antena Telecomunicações do Paraná,Antena Telecomunicacoes do Parana,-2.599.133,-4.906.093,S,COMC,BR,,18.0,4127601.0,,,0,,879,America/Sao_Paulo,03/08/2012,Antena Telecomunicacoes do Parana,Antena Telecomunicações do Paraná,,,,,,,,,,,,,,,,,,,,,,,,,,
183,7693903,Posto Telefônico Telecomunicações do Paraná,Posto Telefonico Telecomunicacoes do Parana,-2.599.295,-4.905.852,S,COMC,BR,,18.0,4127601.0,,,0,,857,America/Sao_Paulo,03/08/2012,Posto Telefonico Telecomunicacoes do Parana,Posto Telefônico Telecomunicações do Paraná,,,,,,,,,,,,,,,,,,,,,,,,,,
184,7693904,Sítio Adão Marzur,Sitio Adao Marzur,-2.575.742,-4.948.341,P,PPL,BR,,18.0,4106209.0,,,0,,877,America/Sao_Paulo,03/08/2012,Sitio Adao Marzur,Sítio Adão Marzur,,,,,,,,,,,,,,,,,,,,,,,,,,
185,7693905,Sítio Antônio Alves,Sitio Antonio Alves,-2.575.478,-4.948.305,P,PPL,BR,,18.0,4106209.0,,,0,,881,America/Sao_Paulo,03/08/2012,Sitio Antonio Alves,Sítio Antônio Alves,,,,,,,,,,,,,,,,,,,,,,,,,,
186,7693906,Escola Sagrada Família,Escola Sagrada Familia,-257.506,-494.811,S,SCH,BR,,18.0,4106209.0,,,0,,892,America/Sao_Paulo,03/08/2012,Escola Sagrada Familia,Escola Sagrada Família,,,,,,,,,,,,,,,,,,,,,,,,,,
187,7693907,Escola Sagrado Coração de Jesus,Escola Sagrado Coracao de Jesus,-257.558,-494.549,S,SCH,BR,,18.0,4106209.0,,,0,,853,America/Sao_Paulo,03/08/2012,Escola Sagrado Coracao de Jesus,Escola Sagrado Coração de Jesus,,,,,,,,,,,,,,,,,,,,,,,,,,
188,7693908,Escola Sagrado Coração de Jesus,Escola Sagrado Coracao de Jesus,-257.512,-494.582,S,SCH,BR,,18.0,4106209.0,,,0,,858,America/Sao_Paulo,03/08/2012,Escola Sagrado Coracao de Jesus,Escola Sagrado Coração de Jesus,,,,,,,,,,,,,,,,,,,,,,,,,,
189,7693909,Sítio Bejamim F. Ribeiro,Sitio Bejamim F. Ribeiro,-257.519,-494.565,P,PPL,BR,,18.0,4106209.0,,,0,,856,America/Sao_Paulo,03/08/2012,Sitio Bejamim F. Ribeiro,Sítio Bejamim F. Ribeiro,,,,,,,,,,,,,,,,,,,,,,,,,,
190,7693910,Sítio Vitor Rampava,Sitio Vitor Rampava,-257.593,-494.556,P,PPL,BR,,18.0,4106209.0,,,0,,849,America/Sao_Paulo,03/08/2012,Sitio Vitor Rampava,Sítio Vitor Rampava,,,,,,,,,,,,,,,,,,,,,,,,,,
191,7693911,Poço Grande,Poco Grande,-2.575.969,-4.944.449,L,LCTY,BR,,18.0,,,,0,,892,America/Sao_Paulo,21/01/2012,Poco Grande,Poço Grande,,,,,,,,,,,,,,,,,,,,,,,,,,
192,7693912,Sítio Miguel Penca,Sitio Miguel Penca,-2.575.285,-4.943.247,P,PPL,BR,,18.0,4106209.0,,,0,,899,America/Sao_Paulo,03/08/2012,Sitio Miguel Penca,Sítio Miguel Penca,,,,,,,,,,,,,,,,,,,,,,,,,,
193,7693913,Rio Gonçalves,Rio Goncalves,-2.579.246,-4.949.065,H,STM,BR,,18.0,,,,0,,819,America/Sao_Paulo,21/01/2012,Rio Goncalves,Rio Gonçalves,,,,,,,,,,,,,,,,,,,,,,,,,,
194,7693914,Pocinho,Pocinho,-2.575.187,-4.942.177,L,LCTY,BR,,18.0,,,,0,,927,America/Sao_Paulo,21/01/2012,Pocinho,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,7693915,Sítio Francisco Knaut,Sitio Francisco Knaut,-2.575.105,-4.941.521,P,PPL,BR,,18.0,4106209.0,,,0,,932,America/Sao_Paulo,03/08/2012,Sitio Francisco Knaut,Sítio Francisco Knaut,,,,,,,,,,,,,,,,,,,,,,,,,,
196,7693916,Sítio Isidoro Krzyzanowski,Sitio Isidoro Krzyzanowski,-2.575.885,-494.167,P,PPL,BR,,18.0,4106209.0,,,0,,909,America/Sao_Paulo,03/08/2012,Sitio Isidoro Krzyzanowski,Sítio Isidoro Krzyzanowski,,,,,,,,,,,,,,,,,,,,,,,,,,
197,7693917,Sítio Francisco Lenartoviski,Sitio Francisco Lenartoviski,-257.636,-4.942.489,P,PPL,BR,,18.0,4106209.0,,,0,,896,America/Sao_Paulo,03/08/2012,Sitio Francisco Lenartoviski,Sítio Francisco Lenartoviski,,,,,,,,,,,,,,,,,,,,,,,,,,
198,7693918,Escola Santo Antônio,Escola Santo Antonio,-257.648,-494.282,S,SCH,BR,,18.0,4106209.0,,,0,,909,America/Sao_Paulo,03/08/2012,Escola Santo Antonio,Escola Santo Antônio,,,,,,,,,,,,,,,,,,,,,,,,,,
199,7693919,Pocinho,Pocinho,-2.576.682,-4.941.411,L,LCTY,BR,,18.0,,,,0,,916,America/Sao_Paulo,21/01/2012,Pocinho,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,7693920,Sítio Ivanilda Centenarovski,Sitio Ivanilda Centenarovski,-2.576.982,-4.940.535,P,PPL,BR,,18.0,4106209.0,,,0,,914,America/Sao_Paulo,03/08/2012,Sitio Ivanilda Centenarovski,Sítio Ivanilda Centenarovski,,,,,,,,,,,,,,,,,,,,,,,,,,
201,7693921,Sítio Francisco Boheneki,Sitio Francisco Boheneki,-257.701,-494.135,P,PPL,BR,,18.0,4106209.0,,,0,,899,America/Sao_Paulo,03/08/2012,Sitio Francisco Boheneki,Sítio Francisco Boheneki,,,,,,,,,,,,,,,,,,,,,,,,,,
202,7693922,Sítio André,Sitio Andre,-2.577.279,-4.941.308,P,PPL,BR,,18.0,4106209.0,,,0,,892,America/Sao_Paulo,03/08/2012,Sitio Andre,Sítio André,,,,,,,,,,,,,,,,,,,,,,,,,,
203,7693923,Sítio Francisco Centenarovski,Sitio Francisco Centenarovski,-2.577.061,-4.942.344,P,PPL,BR,,18.0,4106209.0,,,0,,906,America/Sao_Paulo,03/08/2012,Sitio Francisco Centenarovski,Sítio Francisco Centenarovski,,,,,,,,,,,,,,,,,,,,,,,,,,
204,7693924,Sítio Silvestre Kuduavski,Sitio Silvestre Kuduavski,-257.767,-4.943.228,P,PPL,BR,,18.0,4106209.0,,,0,,906,America/Sao_Paulo,03/08/2012,Sitio Silvestre Kuduavski,Sítio Silvestre Kuduavski,,,,,,,,,,,,,,,,,,,,,,,,,,
205,7693925,Sítio Aleixo Dranka,Sitio Aleixo Dranka,-2.577.351,-4.942.831,P,PPL,BR,,18.0,4106209.0,,,0,,921,America/Sao_Paulo,03/08/2012,Sitio Aleixo Dranka,Sítio Aleixo Dranka,,,,,,,,,,,,,,,,,,,,,,,,,,
206,7693926,Sítio José Dranka,Sitio Jose Dranka,-257.682,-494.375,P,PPL,BR,,18.0,4106209.0,,,0,,889,America/Sao_Paulo,03/08/2012,Sitio Jose Dranka,Sítio José Dranka,,,,,,,,,,,,,,,,,,,,,,,,,,
207,7693927,Sítio Bolles Kuduaveick,Sitio Bolles Kuduaveick,-257.607,-494.392,P,PPL,BR,,18.0,4106209.0,,,0,,891,America/Sao_Paulo,03/08/2012,Sitio Bolles Kuduaveick,Sítio Bolles Kuduaveick,,,,,,,,,,,,,,,,,,,,,,,,,,
208,7693928,Sítio Miguel Krischeviscz,Sitio Miguel Krischeviscz,-257.685,-494.441,P,PPL,BR,,18.0,4106209.0,,,0,,867,America/Sao_Paulo,03/08/2012,Sitio Miguel Krischeviscz,Sítio Miguel Krischeviscz,,,,,,,,,,,,,,,,,,,,,,,,,,
209,7693929,Sítio Eloriano Dranka,Sitio Eloriano Dranka,-25.771,-494.397,P,PPL,BR,,18.0,4106209.0,,,0,,870,America/Sao_Paulo,03/08/2012,Sitio Eloriano Dranka,Sítio Eloriano Dranka,,,,,,,,,,,,,,,,,,,,,,,,,,
