,geonameid,name,asciiname,latitude,longitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date,othername0,othername1,othername2,othername3,othername4,othername5,othername6,othername7,othername8,othername9,othername10,othername11,othername12,othername13,othername14,othername15,othername16,othername17,othername18,othername19,othername20,othername21,othername22,othername23,othername24,othername25,othername26,othername27,othername28,othername29,othername30
0,8603740,Vila Ecológica,Vila Ecologica,-2.001.208,-4.401.928,P,PPLX,BR,,15.0,3106200.0,,,0,,981,America/Sao_Paulo,22/06/2016,Vila Ecologica,Vila Ecológica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8603741,Vila Formosa,Vila Formosa,-1.999.976,-4.403.105,P,PPLX,BR,,15.0,3106200.0,,,0,,1000,America/Sao_Paulo,22/06/2016,Vila Formosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8603742,Vila Independência I,Vila Independencia I,-2.001.695,-4.402.639,P,PPLX,BR,,15.0,3106200.0,,,0,,1008,America/Sao_Paulo,22/06/2016,Vila Independencia I,Vila Independência I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8603743,Vila Mangueiras,Vila Mangueiras,-2.001.567,-4.403.796,P,PPLX,BR,,15.0,3106200.0,,,0,,1025,America/Sao_Paulo,22/06/2016,Vila Mangueiras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8603744,São João,Sao Joao,-1.999.629,-4.397.278,P,PPLX,BR,,15.0,3106200.0,,,0,,1139,America/Sao_Paulo,22/06/2016,Sao Joao,São João,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8603745,Vila Piratininga,Vila Piratininga,-1.998.813,-440.511,P,PPLX,BR,,15.0,3106200.0,,,0,,948,America/Sao_Paulo,22/06/2016,Vila Piratininga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,8603746,Vila Átila de Paiva,Vila Atila de Paiva,-1.997.922,-4.403.148,P,PPLX,BR,,15.0,3106200.0,,,0,,932,America/Sao_Paulo,22/06/2016,Vila Atila de Paiva,Vila Átila de Paiva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8603747,Vila Nova dos Milionários,Vila Nova dos Milionarios,-1.998.227,-4.400.053,P,PPLX,BR,,15.0,3106200.0,,,0,,1000,America/Sao_Paulo,22/06/2016,Vila Nova dos Milionarios,Vila Nova dos Milionários,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8603748,Vila Cemig,Vila Cemig,-1.999.528,-4.399.253,P,PPLX,BR,,15.0,3106200.0,,,0,,1037,America/Sao_Paulo,22/06/2016,Vila Cemig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,8603749,Alto das Antenas,Alto das Antenas,-1.999.683,-4.398.868,P,PPLX,BR,,15.0,3106200.0,,,0,,1022,America/Sao_Paulo,22/06/2016,Alto das Antenas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,8603750,Bernadete,Bernadete,-1.998.512,-4.398.387,P,PPLX,BR,,15.0,3106200.0,,,0,,975,America/Sao_Paulo,22/06/2016,Bernadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,8603751,Vila Pinho,Vila Pinho,-2.000.086,-4.402.381,P,PPLX,BR,,15.0,3106200.0,,,0,,957,America/Sao_Paulo,22/06/2016,Vila Pinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,8603752,Vila Copasa,Vila Copasa,-1.998.136,-4.400.628,P,PPLX,BR,,15.0,3106200.0,,,0,,971,America/Sao_Paulo,22/06/2016,Vila Copasa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,8603753,Vila Batik,Vila Batik,-2.000.055,-440.415,P,PPLX,BR,,15.0,3106200.0,,,0,,993,America/Sao_Paulo,22/06/2016,Vila Batik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,8603754,Marieta II,Marieta II,-1.999.134,-440.373,P,PPLX,BR,,15.0,3106200.0,,,0,,970,America/Sao_Paulo,22/06/2016,Marieta II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,8603755,Marieta I,Marieta I,-1.999.178,-4.403.445,P,PPLX,BR,,15.0,3106200.0,,,0,,941,America/Sao_Paulo,22/06/2016,Marieta I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,8603756,Vila Independência II,Vila Independencia II,-2.001.697,-4.402.098,P,PPLX,BR,,15.0,3106200.0,,,0,,1025,America/Sao_Paulo,22/06/2016,Vila Independencia II,Vila Independência II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,8603757,Vila Pilar,Vila Pilar,-19.998,-439.641,P,PPLX,BR,,15.0,3106200.0,,,0,,1144,America/Sao_Paulo,22/06/2016,Vila Pilar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,8603758,Vitoria da Conquista,Vitoria da Conquista,-2.001.458,-4.402.366,P,PPLX,BR,,15.0,3106200.0,,,0,,1017,America/Sao_Paulo,22/06/2016,Vitoria da Conquista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,8603759,Vila Primeiro de Maio,Vila Primeiro de Maio,-1.986.116,-4.393.189,P,PPLX,BR,,15.0,3106200.0,,,0,,789,America/Sao_Paulo,14/08/2020,Primeiro de Maio,Vila Primeiro de Maio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,8603760,São Tomáz,Sao Tomaz,-198.456,-439.527,P,PPLX,BR,,15.0,3106200.0,,,0,,788,America/Sao_Paulo,22/06/2016,Sao Tomaz,São Tomáz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,8603761,Vila Nova,Vila Nova,-1.980.266,-4.394.655,P,PPLX,BR,,15.0,3106200.0,,,0,,796,America/Sao_Paulo,22/06/2016,Vila Nova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,8603762,Biquinhas,Biquinhas,-1.984.308,-4.394.365,P,PPLX,BR,,15.0,3106200.0,,,0,,790,America/Sao_Paulo,22/06/2016,Biquinhas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,8603763,Boa União II,Boa Uniao II,-1.985.925,-4.392.543,P,PPLX,BR,,15.0,3106200.0,,,0,,803,America/Sao_Paulo,22/06/2016,Boa Uniao II,Boa União II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,8603764,Zilah Spósito,Zilah Sposito,-1.980.131,-4.392.465,P,PPLX,BR,,15.0,3106200.0,,,0,,780,America/Sao_Paulo,22/06/2016,Zilah Sposito,Zilah Spósito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,8603765,Novo Lajedo,Novo Lajedo,-1.983.049,-4.390.724,P,PPLX,BR,,15.0,3106200.0,,,0,,745,America/Sao_Paulo,22/06/2016,Novo Lajedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,8603766,Unidas,Unidas,-1.983.764,-4.398.111,P,PPLX,BR,,15.0,3106200.0,,,0,,786,America/Sao_Paulo,22/06/2016,Unidas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,8603767,Universo,Universo,-1.983.316,-4.397.998,P,PPLX,BR,,15.0,3106200.0,,,0,,776,America/Sao_Paulo,22/06/2016,Universo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,8603768,Apolônia,Apolonia,-1.982.731,-4.399.065,P,PPLX,BR,,15.0,3106200.0,,,0,,819,America/Sao_Paulo,22/06/2016,Apolonia,Apolônia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,8603769,Vila Santa Mônica,Vila Santa Monica,-1.981.896,-4.399.259,P,PPLX,BR,,15.0,3106200.0,,,0,,828,America/Sao_Paulo,22/06/2016,Vila Santa Monica,Vila Santa Mônica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,8603770,Conjunto Minascaixa,Conjunto Minascaixa,-1.980.299,-4.396.066,P,PPLX,BR,,15.0,3106200.0,,,0,,846,America/Sao_Paulo,22/06/2016,Conjunto Minascaixa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,8603771,Vila São João Batista,Vila Sao Joao Batista,-1.982.253,-439.628,P,PPLX,BR,,15.0,3106200.0,,,0,,764,America/Sao_Paulo,22/06/2016,Vila Sao Joao Batista,Vila São João Batista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,8603772,Nossa Senhora Aparecida,Nossa Senhora Aparecida,-1.982.391,-4.396.788,P,PPLX,BR,,15.0,3106200.0,,,0,,780,America/Sao_Paulo,22/06/2016,Nossa Senhora Aparecida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,8603773,Vila dos Anjos,Vila dos Anjos,-1.982.049,-4.399.497,P,PPLX,BR,,15.0,3106200.0,,,0,,850,America/Sao_Paulo,22/06/2016,Vila dos Anjos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,8603774,Vila Copacabana,Vila Copacabana,-1.983.821,-4.398.561,P,PPLX,BR,,15.0,3106200.0,,,0,,802,America/Sao_Paulo,22/06/2016,Vila Copacabana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,8603775,Vila Sesc,Vila Sesc,-1.980.242,-439.754,P,PPLX,BR,,15.0,3106200.0,,,0,,769,America/Sao_Paulo,22/06/2016,Vila Sesc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,8603776,Vila Canto do Sabiá,Vila Canto do Sabia,-1.982.461,-4.395.759,P,PPLX,BR,,15.0,3106200.0,,,0,,763,America/Sao_Paulo,22/06/2016,Vila Canto do Sabia,Vila Canto do Sabiá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,8603777,Vila Mantiqueira,Vila Mantiqueira,-1.978.838,-4.397.915,P,PPLX,BR,,15.0,3106200.0,,,0,,793,America/Sao_Paulo,22/06/2016,Vila Mantiqueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,8603778,Vila Jardim Leblon,Vila Jardim Leblon,-198.221,-4.399.052,P,PPLX,BR,,15.0,3106200.0,,,0,,813,America/Sao_Paulo,14/08/2020,Jardim Leblon,Vila Jardim Leblon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,8603779,Flamengo,Flamengo,-198.052,-4.399.066,P,PPLX,BR,,15.0,3106200.0,,,0,,786,America/Sao_Paulo,22/06/2016,Flamengo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,8603780,Vila Piratininga Venda Nova,Vila Piratininga Venda Nova,-1.981.065,-4.399.343,P,PPLX,BR,,15.0,3106200.0,,,0,,801,America/Sao_Paulo,22/06/2016,Vila Piratininga Venda Nova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,8603781,Vila Morro Alto,Vila Morro Alto,-1.977.773,-4.395.034,P,PPLX,BR,,15.0,3106200.0,,,0,,839,America/Sao_Paulo,22/06/2016,Vila Morro Alto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,8603782,Nova Esperança,Nova Esperanca,-193.084,-4.237.651,P,PPLX,BR,,15.0,3106309.0,,,0,,269,America/Sao_Paulo,22/06/2016,Nova Esperanca,Nova Esperança,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,8603783,Vila Olhos D’Água,Vila Olhos D'Agua,-1.997.362,-4.418.514,P,PPLX,BR,,15.0,3106705.0,,,0,,855,America/Sao_Paulo,22/06/2016,Vila Olhos D'Agua,Vila Olhos D’Água,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,8603784,Vila Jardim Petrópolis,Vila Jardim Petropolis,-1.997.298,-441.802,P,PPLX,BR,,15.0,3106705.0,,,0,,857,America/Sao_Paulo,22/06/2016,Vila Jardim Petropolis,Vila Jardim Petrópolis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,8603785,Salomé,Salome,-1.995.946,-4.420.924,P,PPLX,BR,,15.0,3106705.0,,,0,,818,America/Sao_Paulo,22/06/2016,Salome,Salomé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,8603786,Vila Granja São João,Vila Granja Sao Joao,-1.997.198,-4.416.653,P,PPLX,BR,,15.0,3106705.0,,,0,,808,America/Sao_Paulo,22/06/2016,Vila Granja Sao Joao,Vila Granja São João,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,8603787,Vila Jardim Brasília,Vila Jardim Brasilia,-1.995.474,-4.418.573,P,PPLX,BR,,15.0,3106705.0,,,0,,840,America/Sao_Paulo,22/06/2016,Vila Jardim Brasilia,Vila Jardim Brasília,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,8603788,Vila Jardim Santa Cruz,Vila Jardim Santa Cruz,-1.995.331,-4.414.538,P,PPLX,BR,,15.0,3106705.0,,,0,,842,America/Sao_Paulo,22/06/2016,Vila Jardim Santa Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,8603789,Campos Elísios,Campos Elisios,-1.997.674,-4.414.509,P,PPLX,BR,,15.0,3106705.0,,,0,,829,America/Sao_Paulo,22/06/2016,Campos Elisios,Campos Elísios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,8603790,Presidente Kennedy,Presidente Kennedy,-199.709,-4.414.266,P,PPLX,BR,,15.0,3106705.0,,,0,,865,America/Sao_Paulo,22/06/2016,Presidente Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,8603791,Mocambeira,Mocambeira,-1.996.964,-4.414.044,P,PPLX,BR,,15.0,3106705.0,,,0,,864,America/Sao_Paulo,22/06/2016,Mocambeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,8603792,Vila Cemig,Vila Cemig,-1.996.376,-4.413.671,P,PPLX,BR,,15.0,3106705.0,,,0,,875,America/Sao_Paulo,22/06/2016,Vila Cemig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,8603793,São Luiz,Sao Luiz,-1.993.334,-4.413.012,P,PPLX,BR,,15.0,3106705.0,,,0,,861,America/Sao_Paulo,22/06/2016,Sao Luiz,São Luiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,8603794,Piratininga,Piratininga,-1.994.125,-4.413.709,P,PPLX,BR,,15.0,3106705.0,,,0,,845,America/Sao_Paulo,22/06/2016,Piratininga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,8603795,Vila Andorinha,Vila Andorinha,-199.295,-4.413.114,P,PPLX,BR,,15.0,3106705.0,,,0,,864,America/Sao_Paulo,22/06/2016,Vila Andorinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,8603796,Vila São Caetano,Vila Sao Caetano,-1.993.812,-4.411.527,P,PPLX,BR,,15.0,3106705.0,,,0,,888,America/Sao_Paulo,22/06/2016,Vila Sao Caetano,Vila São Caetano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,8603797,Vila Montese/Vila Imbiruçu,Vila Montese/Vila Imbirucu,-1.994.194,-441.102,P,PPLX,BR,,15.0,3106705.0,,,0,,896,America/Sao_Paulo,22/06/2016,Vila Montese/Vila Imbirucu,Vila Montese/Vila Imbiruçu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,8603798,Vila Nova Montese,Vila Nova Montese,-1.994.027,-4.411.319,P,PPLX,BR,,15.0,3106705.0,,,0,,886,America/Sao_Paulo,22/06/2016,Vila Nova Montese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,8603799,Savassinha,Savassinha,-19.94,-4.412.154,P,PPLX,BR,,15.0,3106705.0,,,0,,865,America/Sao_Paulo,22/06/2016,Savassinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,8603800,Capelinha,Capelinha,-1.994.209,-4.410.804,P,PPLX,BR,,15.0,3106705.0,,,0,,872,America/Sao_Paulo,22/06/2016,Capelinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,8603801,Santo Antônio/Jardim Terezópolis,Santo Antonio/Jardim Terezopolis,-19.952,-4.411.526,P,PPLX,BR,,15.0,3106705.0,,,0,,894,America/Sao_Paulo,22/06/2016,Santo Antonio/Jardim Terezopolis,Santo Antônio/Jardim Terezópolis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,8603802,Vila Nova,Vila Nova,-2.002.993,-4.422.973,P,PPLX,BR,,15.0,3106705.0,,,0,,756,America/Sao_Paulo,22/06/2016,Vila Nova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,8603803,Alto Cruzeiro,Alto Cruzeiro,-1.991.673,-4.428.434,P,PPLX,BR,,15.0,3106705.0,,,0,,815,America/Sao_Paulo,22/06/2016,Alto Cruzeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,8603804,Bairro Raul Soares,Bairro Raul Soares,-1.982.426,-423.199,P,PPLX,BR,,15.0,3107802.0,,,0,,529,America/Sao_Paulo,22/06/2016,Bairro Raul Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,8603805,Areião,Areiao,-1.958.166,-4.246.781,P,PPLX,BR,,15.0,3107802.0,,,0,,248,America/Sao_Paulo,22/06/2016,Areiao,Areião,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,8603806,Pedreira,Pedreira,-2.091.238,-4.526.875,P,PPLX,BR,,15.0,3111200.0,,,0,,865,America/Sao_Paulo,22/06/2016,Pedreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,8603807,Nossa Senhora Aparecida,Nossa Senhora Aparecida,-1.980.001,-4.214.908,P,PPLX,BR,,15.0,3113404.0,,,0,,623,America/Sao_Paulo,22/06/2016,Nossa Senhora Aparecida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,8603808,Santo Antônio,Santo Antonio,-1.979.164,-421.553,P,PPLX,BR,,15.0,3113404.0,,,0,,673,America/Sao_Paulo,22/06/2016,Santo Antonio,Santo Antônio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,8603809,Vila Santa Luzia - Final Rua da Cadeia,Vila Santa Luzia - Final Rua da Cadeia,-197.869,-4.215.728,P,PPLX,BR,,15.0,3113404.0,,,0,,651,America/Sao_Paulo,22/06/2016,Vila Santa Luzia - Final Rua da Cadeia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,8603810,Morro Cemitério - Antena - Santa Cruz,Morro Cemiterio - Antena - Santa Cruz,-1.978.624,-4.215.166,P,PPLX,BR,,15.0,3113404.0,,,0,,725,America/Sao_Paulo,22/06/2016,Morro Cemiterio - Antena - Santa Cruz,Morro Cemitério - Antena - Santa Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,8603811,Anápolis - Doutor Eduardo,Anapolis - Doutor Eduardo,-197.797,-421.465,P,PPLX,BR,,15.0,3113404.0,,,0,,704,America/Sao_Paulo,22/06/2016,Anapolis - Doutor Eduardo,Anápolis - Doutor Eduardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,8603812,Loteamento Sebastião Cirilo Veloso,Loteamento Sebastiao Cirilo Veloso,-1.978.495,-4.213.119,P,PPLX,BR,,15.0,3113404.0,,,0,,629,America/Sao_Paulo,22/06/2016,Loteamento Sebastiao Cirilo Veloso,Loteamento Sebastião Cirilo Veloso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,8603813,Santa Zita,Santa Zita,-1.978.709,-421.322,P,PPLX,BR,,15.0,3113404.0,,,0,,637,America/Sao_Paulo,22/06/2016,Santa Zita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,8603814,Vila Boa Vista,Vila Boa Vista,-199.239,-4.405.822,P,PPLX,BR,,15.0,3118601.0,,,0,,919,America/Sao_Paulo,22/06/2016,Troca Tapa,Vila Boa Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,8603815,Vila Beatriz,Vila Beatriz,-199.251,-4.406.232,P,PPLX,BR,,15.0,3118601.0,,,0,,914,America/Sao_Paulo,22/06/2016,Vila Beatriz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,8603816,Jardim Marrocos,Jardim Marrocos,-1.992.393,-4.406.385,P,PPLX,BR,,15.0,3118601.0,,,0,,915,America/Sao_Paulo,22/06/2016,Jardim Marrocos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,8603817,Vila Epa,Vila Epa,-1.991.897,-4.406.131,P,PPLX,BR,,15.0,3118601.0,,,0,,909,America/Sao_Paulo,22/06/2016,Perobas,Peróbas,Vila Epa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,8603818,Parque São João,Parque Sao Joao,-1.991.943,-4.405.712,P,PPLX,BR,,15.0,3118601.0,,,0,,881,America/Sao_Paulo,22/06/2016,Parque Sao Joao,Parque São João,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,8603819,Cachorro Sentado,Cachorro Sentado,-19.924,-4.405.415,P,PPLX,BR,,15.0,3118601.0,,,0,,929,America/Sao_Paulo,22/06/2016,Cachorro Sentado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,8603820,Buraco da Coruja,Buraco da Coruja,-1.992.196,-4.405.391,P,PPLX,BR,,15.0,3118601.0,,,0,,899,America/Sao_Paulo,22/06/2016,Buraco da Coruja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,8603821,Morro dos Cabritos,Morro dos Cabritos,-1.991.278,-4.403.286,P,PPLX,BR,,15.0,3118601.0,,,0,,902,America/Sao_Paulo,22/06/2016,Morro dos Cabritos,Vila da Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,8603822,Vila Cheripita,Vila Cheripita,-1.991.087,-4.402.789,P,PPLX,BR,,15.0,3118601.0,,,0,,897,America/Sao_Paulo,22/06/2016,Vila Cheripita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,8603823,Colorado,Colorado,-1.990.514,-4.403.334,P,PPLX,BR,,15.0,3118601.0,,,0,,851,America/Sao_Paulo,22/06/2016,Avenida Dois,Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,8603824,Do Laguna,Do Laguna,-1.990.252,-4.403.432,P,PPLX,BR,,15.0,3118601.0,,,0,,852,America/Sao_Paulo,22/06/2016,Do Laguna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,8603825,Vila Pérola,Vila Perola,-1.988.749,-4.402.222,P,PPLX,BR,,15.0,3118601.0,,,0,,830,America/Sao_Paulo,22/06/2016,Vila Perola,Vila Pérola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,8603826,Novo Boa Vista,Novo Boa Vista,-1.988.041,-4.404.984,P,PPLX,BR,,15.0,3118601.0,,,0,,844,America/Sao_Paulo,22/06/2016,Novo Boa Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,8603827,Vila Francisco Mariano,Vila Francisco Mariano,-1.985.652,-4.402.138,P,PPLX,BR,,15.0,3118601.0,,,0,,831,America/Sao_Paulo,22/06/2016,Vila Francisco Mariano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,8603828,Vila São Mateus,Vila Sao Mateus,-1.986.199,-4.402.913,P,PPLX,BR,,15.0,3118601.0,,,0,,854,America/Sao_Paulo,22/06/2016,Vila Sao Mateus,Vila São Mateus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,8603829,Vila Estrela-D’Alva,Vila Estrela-D'Alva,-1.986.566,-4.402.284,P,PPLX,BR,,15.0,3118601.0,,,0,,885,America/Sao_Paulo,22/06/2016,Vila Estrela-D'Alva,Vila Estrela-D’Alva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,8603830,Jardim Alvorada,Jardim Alvorada,-19.834,-4.404.299,P,PPLX,BR,,15.0,3118601.0,,,0,,883,America/Sao_Paulo,22/06/2016,Jardim Alvorada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,8603831,Vila Riachinho,Vila Riachinho,-1.992.214,-4.407.214,P,PPLX,BR,,15.0,3118601.0,,,0,,922,America/Sao_Paulo,22/06/2016,Vila Riachinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,8603832,Vila Barroquinha,Vila Barroquinha,-1.989.246,-4.409.236,P,PPLX,BR,,15.0,3118601.0,,,0,,875,America/Sao_Paulo,22/06/2016,Vila Barroquinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,8603833,Vila Bela Vista,Vila Bela Vista,-1.993.004,-4.407.314,P,PPLX,BR,,15.0,3118601.0,,,0,,943,America/Sao_Paulo,22/06/2016,Vila Bela Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,8603834,Vila Morro Vermelho,Vila Morro Vermelho,-1.993.194,-441.197,P,PPLX,BR,,15.0,3118601.0,,,0,,878,America/Sao_Paulo,22/06/2016,Vila Morro Vermelho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,8603835,Vila Soledad,Vila Soledad,-1.982.677,-4.415.174,P,PPLX,BR,,15.0,3118601.0,,,0,,900,America/Sao_Paulo,22/06/2016,Rato Molhado,Vila Soledad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,8603836,Vila Bastilha,Vila Bastilha,-1.983.041,-4.415.282,P,PPLX,BR,,15.0,3118601.0,,,0,,909,America/Sao_Paulo,22/06/2016,Vila Bastilha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,8603837,Vila Renascer,Vila Renascer,-1.983.192,-4.415.403,P,PPLX,BR,,15.0,3118601.0,,,0,,913,America/Sao_Paulo,22/06/2016,Vila Renascer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,8603838,Vila Formosa,Vila Formosa,-1.982.485,-4.414.844,P,PPLX,BR,,15.0,3118601.0,,,0,,909,America/Sao_Paulo,22/06/2016,Vila Formosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,8603839,Nova Contagem,Nova Contagem,-1.982.509,-4.414.563,P,PPLX,BR,,15.0,3118601.0,,,0,,913,America/Sao_Paulo,22/06/2016,Nova Contagem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,8603840,Vila Estaleiro,Vila Estaleiro,-1.982.378,-4.414.097,P,PPLX,BR,,15.0,3118601.0,,,0,,920,America/Sao_Paulo,22/06/2016,Vila Estaleiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,8603841,Nova Esperança,Nova Esperanca,-1.981.847,-4.414.377,P,PPLX,BR,,15.0,3118601.0,,,0,,940,America/Sao_Paulo,22/06/2016,Nova Esperanca,Nova Esperança,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,8603842,Ypê Amarelo,Ype Amarelo,-1.981.465,-4.414.506,P,PPLX,BR,,15.0,3118601.0,,,0,,913,America/Sao_Paulo,22/06/2016,Ype Amarelo,Ypê Amarelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,8603843,Vila Aparecida,Vila Aparecida,-1.996.047,-4.402.759,P,PPLX,BR,,15.0,3118601.0,,,0,,956,America/Sao_Paulo,22/06/2016,Vila Aparecida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,8603844,Vila Barraginha,Vila Barraginha,-1.995.771,-4.402.102,P,PPLX,BR,,15.0,3118601.0,,,0,,919,America/Sao_Paulo,22/06/2016,Vila Barraginha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,8603845,Frigodiniz,Frigodiniz,-1.995.136,-4.402.259,P,PPLX,BR,,15.0,3118601.0,,,0,,905,America/Sao_Paulo,22/06/2016,Frigodiniz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,8603846,Vaquinha,Vaquinha,-1.995.345,-440.274,P,PPLX,BR,,15.0,3118601.0,,,0,,936,America/Sao_Paulo,22/06/2016,Vaquinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
