,geonameid,name,asciiname,latitude,longitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date,othername0,othername1,othername2,othername3,othername4,othername5,othername6,othername7,othername8,othername9,othername10,othername11,othername12,othername13,othername14,othername15,othername16,othername17,othername18,othername19,othername20,othername21,othername22,othername23,othername24,othername25,othername26,othername27,othername28,othername29,othername30
8987,12115959,Córrego Palmital,Corrego Palmital,-1.544.034,-4.786.034,H,STM,BR,,29.0,,,,0,,710,America/Sao_Paulo,11/01/2020,Corrego Palmital,Córrego Palmital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8988,12115960,Córrego Canastra,Corrego Canastra,-1.535.317,-4.786.069,H,STM,BR,,29.0,,,,0,,878,America/Sao_Paulo,11/01/2020,Corrego Canastra,Córrego Canastra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8989,12115961,Córrego Salobro,Corrego Salobro,-1.534.403,-4.786.772,H,STM,BR,,29.0,,,,0,,739,America/Sao_Paulo,11/01/2020,Corrego Salobro,Córrego Salobro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8990,12115962,Córrego Pianco,Corrego Pianco,-1.546.107,-4.786.122,H,STM,BR,,29.0,,,,0,,849,America/Sao_Paulo,11/01/2020,Corrego Pianco,Córrego Pianco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8991,12115963,Córrego Ingazeiro,Corrego Ingazeiro,-1.541.732,-4.773.592,H,STM,BR,,29.0,,,,0,,926,America/Sao_Paulo,11/01/2020,Corrego Ingazeiro,Córrego Ingazeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8992,12115964,Rio da Palma,Rio da Palma,-1.536.477,-4.791.869,H,STM,BR,,29.0,,,,0,,726,America/Sao_Paulo,11/01/2020,Rio da Palma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8993,12115965,Fazenda Retiro,Fazenda Retiro,-1.530.911,-4.777.853,S,FRM,BR,,29.0,,,,0,,992,America/Sao_Paulo,11/01/2020,Fazenda Retiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8994,12115966,Fazenda Macaúba,Fazenda Macauba,-1.528.747,-4.774.467,S,FRM,BR,,29.0,,,,0,,886,America/Sao_Paulo,11/01/2020,Fazenda Macauba,Fazenda Macaúba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8995,12115967,Fazenda Campo Alegre,Fazenda Campo Alegre,-1.529.148,-4.768.617,S,FRM,BR,,29.0,,,,0,,917,America/Sao_Paulo,11/01/2020,Fazenda Campo Alegre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8996,12115968,Fazenda Salobro,Fazenda Salobro,-1.532.153,-4.770.661,S,FRM,BR,,29.0,,,,0,,955,America/Sao_Paulo,11/01/2020,Fazenda Salobro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8997,12115969,Fazenda Lambari,Fazenda Lambari,-1.539.004,-4.766.934,S,FRM,BR,,29.0,,,,0,,1096,America/Sao_Paulo,11/01/2020,Fazenda Lambari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8998,12115970,Fazenda Lambari,Fazenda Lambari,-1.542.029,-4.763.448,S,FRM,BR,,29.0,,,,0,,986,America/Sao_Paulo,11/01/2020,Fazenda Lambari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8999,12115971,Fazenda Ponteiras,Fazenda Ponteiras,-1.533.014,-4.765.432,S,FRM,BR,,29.0,,,,0,,943,America/Sao_Paulo,11/01/2020,Fazenda Ponteiras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9000,12115972,Vereda Grande,Vereda Grande,-1.533.515,-476.467,H,STM,BR,,29.0,,,,0,,958,America/Sao_Paulo,11/01/2020,Vereda Grande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9001,12115973,Fazenda Monzagué,Fazenda Monzague,-154.872,-4.771.863,S,FRM,BR,,29.0,,,,0,,824,America/Sao_Paulo,11/01/2020,Fazenda Monzague,Fazenda Monzagué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9002,12115974,Córrego Biboca,Corrego Biboca,-1.546.937,-4.772.003,H,STM,BR,,29.0,,,,0,,985,America/Sao_Paulo,11/01/2020,Corrego Biboca,Córrego Biboca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9003,12115975,Fazenda Cocal,Fazenda Cocal,-1.525.135,-4.772.558,S,FRM,BR,,29.0,,,,0,,838,America/Sao_Paulo,11/01/2020,Fazenda Cocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9004,12116028,Fazenda Alegre,Fazenda Alegre,-1.526.538,-4.769.128,S,FRM,BR,,29.0,,,,0,,858,America/Sao_Paulo,11/01/2020,Fazenda Alegre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9005,12116029,Fazenda Pontezinha,Fazenda Pontezinha,-1.526.089,-4.764.899,S,FRM,BR,,29.0,,,,0,,928,America/Sao_Paulo,11/01/2020,Fazenda Pontezinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9006,12116030,Fazenda Buritizinho,Fazenda Buritizinho,-1.526.109,-4.758.468,S,FRM,BR,,29.0,,,,0,,1206,America/Sao_Paulo,11/01/2020,Fazenda Buritizinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9007,12116031,Serra Indaiá,Serra Indaia,-1.531.936,-4.759.871,T,RDGE,BR,,29.0,,,,0,,1094,America/Sao_Paulo,11/01/2020,Serra Indaia,Serra Indaiá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9008,12116032,Córrego Fundo,Corrego Fundo,-1.526.557,-4.778.521,H,STM,BR,,29.0,,,,0,,842,America/Sao_Paulo,11/01/2020,Corrego Fundo,Córrego Fundo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9009,12116033,Córrego Porteiras,Corrego Porteiras,-1.531.156,-4.766.594,H,STM,BR,,29.0,,,,0,,936,America/Sao_Paulo,11/01/2020,Corrego Porteiras,Córrego Porteiras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9010,12116034,Córrego Buritizinho,Corrego Buritizinho,-1.525.797,-4.763.028,H,STM,BR,,29.0,,,,0,,960,America/Sao_Paulo,11/01/2020,Corrego Buritizinho,Córrego Buritizinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9011,12116035,Córrego Lapinha,Corrego Lapinha,-1.524.355,-4.763.106,H,STM,BR,,29.0,,,,0,,974,America/Sao_Paulo,11/01/2020,Corrego Lapinha,Córrego Lapinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9012,12116036,Córrego Covas,Corrego Covas,-1.525.641,-4.763.067,H,STM,BR,,29.0,,,,0,,949,America/Sao_Paulo,11/01/2020,Corrego Covas,Córrego Covas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9013,12116037,Córrego Pontezinha,Corrego Pontezinha,-1.528.311,-4.768.134,H,STM,BR,,29.0,,,,0,,889,America/Sao_Paulo,11/01/2020,Corrego Pontezinha,Córrego Pontezinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9014,12116038,Grota Vermelha,Grota Vermelha,-1.525.563,-4.769.557,H,STM,BR,,29.0,,,,0,,850,America/Sao_Paulo,11/01/2020,Grota Vermelha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9015,12116039,Córrego Indaiá,Corrego Indaia,-153.102,-4.761.255,H,STM,BR,,29.0,,,,0,,1045,America/Sao_Paulo,11/01/2020,Corrego Indaia,Córrego Indaiá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9016,12116040,Fazenda Posto Buriti,Fazenda Posto Buriti,-1.524.628,-4.745.645,S,FRM,BR,,29.0,,,,0,,602,America/Sao_Paulo,11/01/2020,Fazenda Posto Buriti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9017,12116061,Fazenda Retiro,Fazenda Retiro,-1.525.895,-4.738.902,S,FRM,BR,,29.0,,,,0,,590,America/Sao_Paulo,11/01/2020,Fazenda Retiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9018,12116062,Fazenda Salobro,Fazenda Salobro,-1.522.289,-4.735.628,S,FRM,BR,,29.0,,,,0,,579,America/Sao_Paulo,11/01/2020,Fazenda Salobro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9019,12116063,Fazenda Palmeira,Fazenda Palmeira,-1.521.393,-4.725.767,S,FRM,BR,,29.0,,,,0,,629,America/Sao_Paulo,11/01/2020,Fazenda Palmeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9020,12116064,Fazenda Pitombeira,Fazenda Pitombeira,-1.528.974,-4.722.552,S,FRM,BR,,29.0,,,,0,,639,America/Sao_Paulo,11/01/2020,Fazenda Pitombeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9021,12116065,Serra Geral,Serra Geral,-1.524.862,-4.720.681,T,RDGE,BR,,29.0,,,,0,,1107,America/Sao_Paulo,11/01/2020,Serra Geral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9022,12116066,Roncador,Roncador,-152.835,-4.734.966,L,LCTY,BR,,29.0,,,,0,,597,America/Sao_Paulo,11/01/2020,Roncador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9023,12116067,Córrego Inhama,Corrego Inhama,-1.524.452,-4.735.628,H,STM,BR,,29.0,,,,0,,565,America/Sao_Paulo,11/01/2020,Corrego Inhama,Córrego Inhama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9024,12116068,Córrego Palmeira,Corrego Palmeira,-152.646,-4.732.062,H,STM,BR,,29.0,,,,0,,578,America/Sao_Paulo,11/01/2020,Corrego Palmeira,Córrego Palmeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9025,12116069,Córrego Grotão,Corrego Grotao,-1.528.019,-4.728.106,H,STM,BR,,29.0,,,,0,,587,America/Sao_Paulo,11/01/2020,Corrego Grotao,Córrego Grotão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9026,12116070,Córrego Sebo,Corrego Sebo,-1.526.479,-4.729.587,H,STM,BR,,29.0,,,,0,,581,America/Sao_Paulo,11/01/2020,Corrego Sebo,Córrego Sebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9027,12116071,Córrego Taboca,Corrego Taboca,-1.528.233,-4.740.364,H,STM,BR,,29.0,,,,0,,576,America/Sao_Paulo,11/01/2020,Corrego Taboca,Córrego Taboca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9028,12116072,Córrego Fundo,Corrego Fundo,-1.519.503,-4.740.247,H,STM,BR,,29.0,,,,0,,566,America/Sao_Paulo,11/01/2020,Corrego Fundo,Córrego Fundo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9029,12116073,Lagoa do Cocal,Lagoa do Cocal,-1.521.529,-4.742.878,H,LK,BR,,29.0,,,,0,,585,America/Sao_Paulo,11/01/2020,Lagoa do Cocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9030,12116074,Serra do Corcunda,Serra do Corcunda,-1.526.051,-4.715.342,T,RDGE,BR,,29.0,,,,0,,1069,America/Sao_Paulo,11/01/2020,Serra do Corcunda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9031,12116075,Serra do Gado Bravo,Serra do Gado Bravo,-1.523.225,-4.710.976,T,RDGE,BR,,29.0,,,,0,,823,America/Sao_Paulo,11/01/2020,Serra do Gado Bravo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9032,12116076,Boa Esperança,Boa Esperanca,-1.530.767,-4.711.717,L,LCTY,BR,,29.0,,,,0,,788,America/Sao_Paulo,11/01/2020,Boa Esperanca,Boa Esperança,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9033,12116077,Fazenda Onório,Fazenda Onorio,-1.518.606,-4.716.628,S,FRM,BR,,29.0,,,,0,,535,America/Sao_Paulo,11/01/2020,Fazenda Onorio,Fazenda Onório,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9034,12116078,Fazenda Bocaina,Fazenda Bocaina,-1.519.327,-4.702.577,S,FRM,BR,,29.0,,,,0,,561,America/Sao_Paulo,11/01/2020,Fazenda Bocaina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9035,12116079,Serra da Boa Vista,Serra da Boa Vista,-152.455,-4.704.623,T,RDGE,BR,,29.0,,,,0,,1096,America/Sao_Paulo,11/01/2020,Serra da Boa Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9036,12116080,Córrego Descoberto,Corrego Descoberto,-1.527.629,-4.707.157,H,STM,BR,,29.0,,,,0,,528,America/Sao_Paulo,11/01/2020,Corrego Descoberto,Córrego Descoberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9037,12116081,Fazenda Ponte,Fazenda Ponte,-1.531.702,-4.695.932,S,FRM,BR,,29.0,,,,0,,843,America/Sao_Paulo,11/01/2020,Fazenda Ponte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9038,12116082,Fazenda Mato Seco,Fazenda Mato Seco,-153.176,-4.692.073,S,FRM,BR,,29.0,,,,0,,884,America/Sao_Paulo,11/01/2020,Fazenda Mato Seco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9039,12116083,Fazenda Ponta da Serra,Fazenda Ponta da Serra,-1.535.833,-4.694.061,S,FRM,BR,,29.0,,,,0,,856,America/Sao_Paulo,11/01/2020,Fazenda Ponta da Serra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9040,12116084,Vereda Cana-brava,Vereda Cana-brava,-1.526.401,-4.699.498,H,STM,BR,,29.0,,,,0,,575,America/Sao_Paulo,11/01/2020,Vereda Cana-brava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9041,12116085,Fazenda Santo Antõnio Xavier,Fazenda Santo Antonio Xavier,-1.529.013,-4.687.279,S,FRM,BR,,29.0,,,,0,,1019,America/Sao_Paulo,11/01/2020,Fazenda Santo Antonio Xavier,Fazenda Santo Antõnio Xavier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9042,12116086,Córrego Pedras,Corrego Pedras,-1.524.823,-4.699.829,H,STM,BR,,29.0,,,,0,,562,America/Sao_Paulo,11/01/2020,Corrego Pedras,Córrego Pedras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9043,12116087,Córrego Simão,Corrego Simao,-1.530.845,-4.693.398,H,STM,BR,,29.0,,,,0,,855,America/Sao_Paulo,11/01/2020,Corrego Simao,Córrego Simão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9044,12116088,Córrego Lajes,Corrego Lajes,-1.530.864,-4.693.262,H,STM,BR,,29.0,,,,0,,861,America/Sao_Paulo,11/01/2020,Corrego Lajes,Córrego Lajes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9045,12116089,Fazenda Laranjeiras,Fazenda Laranjeiras,-1.539.322,-4.690.241,S,FRM,BR,,29.0,,,,0,,978,America/Sao_Paulo,11/01/2020,Fazenda Laranjeiras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9046,12116090,Laranjeiras,Laranjeiras,-1.538.406,-468.841,L,LCTY,BR,,29.0,,,,0,,996,America/Sao_Paulo,11/01/2020,Laranjeiras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9047,12116091,Fazenda Paraim,Fazenda Paraim,-1.543.628,-469.716,S,FRM,BR,,29.0,,,,0,,818,America/Sao_Paulo,11/01/2020,Fazenda Paraim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9048,12116092,Paraim,Paraim,-1.541.738,-4.697.647,L,LCTY,BR,,29.0,,,,0,,838,America/Sao_Paulo,11/01/2020,Paraim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9049,12116093,Fazenda Palmeiras,Fazenda Palmeiras,-1.545.207,-4.704.214,S,FRM,BR,,29.0,,,,0,,824,America/Sao_Paulo,11/01/2020,Fazenda Palmeiras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9050,12116094,Fazenda do Barro,Fazenda do Barro,-1.544.272,-471.388,S,FRM,BR,,29.0,,,,0,,825,America/Sao_Paulo,11/01/2020,Fazenda do Barro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9051,12116095,Fazenda Capetinga,Fazenda Capetinga,-1.537.061,-4.708.599,S,FRM,BR,,29.0,,,,0,,784,America/Sao_Paulo,11/01/2020,Fazenda Capetinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9052,12116138,Rio Jaboticaba,Rio Jaboticaba,-1.538.367,-470.552,H,STM,BR,,29.0,,,,0,,617,America/Sao_Paulo,11/01/2020,Rio Jaboticaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9053,12116139,Córrego Capetinga,Corrego Capetinga,-1.538.406,-4.709.028,H,STM,BR,,29.0,,,,0,,799,America/Sao_Paulo,11/01/2020,Corrego Capetinga,Córrego Capetinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9054,12116140,Córrego Santa Fé,Corrego Santa Fe,-153.712,-4.705.949,H,STM,BR,,29.0,,,,0,,583,America/Sao_Paulo,11/01/2020,Corrego Santa Fe,Córrego Santa Fé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9055,12116141,Serra da Capetinga,Serra da Capetinga,-1.540.004,-4.707.702,T,RDGE,BR,,29.0,,,,0,,819,America/Sao_Paulo,11/01/2020,Serra da Capetinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9056,12116142,Bisnau,Bisnau,-1.535.288,-4.707.215,L,LCTY,BR,,29.0,,,,0,,656,America/Sao_Paulo,11/01/2020,Bisnau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9057,12116143,Morro do Bisnau,Morro do Bisnau,-1.532.228,-4.709.866,T,MT,BR,,29.0,,,,0,,875,America/Sao_Paulo,11/01/2020,Morro do Bisnau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9058,12116144,Córrego Bisnau,Corrego Bisnau,-153.026,-4.708.151,H,STM,BR,,29.0,,,,0,,529,America/Sao_Paulo,11/01/2020,Corrego Bisnau,Córrego Bisnau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9059,12116647,Fazenda Nenzico,Fazenda Nenzico,-1.548.447,-4.720.265,S,FRM,BR,,29.0,,,,0,,806,America/Sao_Paulo,11/01/2020,Fazenda Nenzico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9060,12116680,Fazenda Cantinho,Fazenda Cantinho,-154.757,-4.729.767,S,FRM,BR,,29.0,,,,0,,699,America/Sao_Paulo,11/01/2020,Fazenda Cantinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9061,12116780,Fazenda Mussum,Fazenda Mussum,-1.547.466,-4.736.679,S,FRM,BR,,29.0,,,,0,,762,America/Sao_Paulo,11/01/2020,Fazenda Mussum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9062,12116826,Fazenda Furado,Fazenda Furado,-1.540.073,-4.727.804,S,FRM,BR,,29.0,,,,0,,659,America/Sao_Paulo,11/01/2020,Fazenda Furado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9063,12116859,Fazenda Salobrão,Fazenda Salobrao,-1.535.291,-4.724.066,S,FRM,BR,,29.0,,,,0,,613,America/Sao_Paulo,11/01/2020,Fazenda Salobrao,Fazenda Salobrão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9064,12116860,Fazenda Maltizavia,Fazenda Maltizavia,-1.534.748,-4.728.743,S,FRM,BR,,29.0,,,,0,,613,America/Sao_Paulo,11/01/2020,Fazenda Maltizavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9065,12116861,Fazenda Santo Estevão,Fazenda Santo Estevao,-1.538.423,-4.737.577,S,FRM,BR,,29.0,,,,0,,642,America/Sao_Paulo,11/01/2020,Fazenda Santo Estevao,Fazenda Santo Estevão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9066,12116862,Muzungo,Muzungo,-1.549.909,-4.735.698,L,LCTY,BR,,29.0,,,,0,,843,America/Sao_Paulo,11/01/2020,Muzungo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9067,12116863,Jenipapo,Jenipapo,-1.545.774,-4.738.412,L,LCTY,BR,,29.0,,,,0,,921,America/Sao_Paulo,11/01/2020,Jenipapo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9068,12116864,São José,Sao Jose,-1.546.923,-4.720.244,L,LCTY,BR,,29.0,,,,0,,833,America/Sao_Paulo,11/01/2020,Sao Jose,São José,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9069,12116865,Salobrão,Salobrao,-1.539.593,-472.488,L,LCTY,BR,,29.0,,,,0,,800,America/Sao_Paulo,11/01/2020,Salobrao,Salobrão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9070,12116866,Morro Água Branca,Morro Agua Branca,-1.543.477,-4.718.657,T,MT,BR,,29.0,,,,0,,1028,America/Sao_Paulo,11/01/2020,Morro Agua Branca,Morro Água Branca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9071,12116867,Serrinha da Pedra Preta,Serrinha da Pedra Preta,-1.544.396,-4.731.771,T,RDGE,BR,,29.0,,,,0,,727,America/Sao_Paulo,11/01/2020,Serrinha da Pedra Preta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9072,12116868,Vale do Paranã,Vale do Parana,-1.538.611,-4.733.568,L,LCTY,BR,,29.0,,,,0,,652,America/Sao_Paulo,11/01/2020,Vale do Parana,Vale do Paranã,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9073,12116869,Córrego Limoeiro,Corrego Limoeiro,-1.543.289,-4.714.752,H,STM,BR,,29.0,,,,0,,831,America/Sao_Paulo,11/01/2020,Corrego Limoeiro,Córrego Limoeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9074,12116870,Córrego Salobrão,Corrego Salobrao,-1.535.604,-4.723.418,H,STM,BR,,29.0,,,,0,,618,America/Sao_Paulo,11/01/2020,Corrego Salobrao,Córrego Salobrão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9075,12116871,Morro da Pedreira,Morro da Pedreira,-1.547.403,-4.731.061,T,MT,BR,,29.0,,,,0,,801,America/Sao_Paulo,11/01/2020,Morro da Pedreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9076,12116872,Córrego Banderinha,Corrego Banderinha,-1.542.997,-4.736.825,H,STM,BR,,29.0,,,,0,,653,America/Sao_Paulo,11/01/2020,Corrego Banderinha,Córrego Banderinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9077,12116873,Córrego Capimpuba,Corrego Capimpuba,-1.542.934,-4.737.013,H,STM,BR,,29.0,,,,0,,648,America/Sao_Paulo,11/01/2020,Corrego Capimpuba,Córrego Capimpuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9078,12116874,Córrego Jenipapo,Corrego Jenipapo,-1.544.751,-4.735.468,H,STM,BR,,29.0,,,,0,,683,America/Sao_Paulo,11/01/2020,Corrego Jenipapo,Córrego Jenipapo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9079,12116875,Córrego Conceição,Corrego Conceicao,-1.533.975,-4.737.723,H,STM,BR,,29.0,,,,0,,595,America/Sao_Paulo,11/01/2020,Corrego Conceicao,Córrego Conceição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9080,12116876,Fazenda Paina,Fazenda Paina,-1.546.046,-4.758.586,S,FRM,BR,,29.0,,,,0,,1062,America/Sao_Paulo,11/01/2020,Fazenda Paina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9081,12116877,Fazenda Barroso,Fazenda Barroso,-1.536.794,-4.756.811,S,FRM,BR,,29.0,,,,0,,1037,America/Sao_Paulo,11/01/2020,Fazenda Barroso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9082,12116878,Pedra Apertada,Pedra Apertada,-1.544.626,-4.747.225,L,LCTY,BR,,29.0,,,,0,,1172,America/Sao_Paulo,11/01/2020,Pedra Apertada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9083,12116879,Serra do Capimpuba,Serra do Capimpuba,-1.541.786,-4.742.464,L,LCTY,BR,,29.0,,,,0,,1161,America/Sao_Paulo,11/01/2020,Serra do Capimpuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9084,12116880,Rio Maranhão,Rio Maranhao,-154.331,-4.754.848,H,STM,BR,,29.0,,,,0,,1027,America/Sao_Paulo,11/01/2020,Rio Maranhao,Rio Maranhão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9085,12116881,Córrego Baú,Corrego Bau,-1.539.008,-4.747.685,H,STM,BR,,29.0,,,,0,,1065,America/Sao_Paulo,11/01/2020,Corrego Bau,Córrego Baú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9086,12116882,Serra Geral,Serra Geral,-1.533.098,-4.747.371,T,RDGE,BR,,29.0,,,,0,,1233,America/Sao_Paulo,11/01/2020,Serra Geral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9087,12116883,Fazenda Itiquira,Fazenda Itiquira,-1.532.409,-4.742.527,S,FRM,BR,,29.0,,,,0,,615,America/Sao_Paulo,11/01/2020,Fazenda Itiquira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9088,12116885,Morro da Taboca,Morro da Taboca,-1.531.198,-4.745.555,T,MT,BR,,29.0,,,,0,,686,America/Sao_Paulo,11/01/2020,Morro da Taboca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9089,12116886,Bonsucesso,Bonsucesso,-1.551.351,-4.754.062,L,LCTY,BR,,7.0,,,,0,,1133,America/Sao_Paulo,11/01/2020,Bonsucesso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9090,12116887,Bandeirinha,Bandeirinha,-155.065,-473.931,L,LCTY,BR,,29.0,,,,0,,1005,America/Sao_Paulo,11/01/2020,Bandeirinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9091,12116888,São Pedro,Sao Pedro,-1.553.454,-4.725.328,L,LCTY,BR,,29.0,,,,0,,931,America/Sao_Paulo,11/01/2020,Sao Pedro,São Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9092,12116926,Fazenda Três Corações,Fazenda Tres Coracoes,-1.504.603,-5.095.935,S,FRM,BR,,29.0,,,,0,,262,America/Sao_Paulo,11/01/2020,Fazenda Tres Coracoes,Fazenda Três Corações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9093,12116964,Fazenda do Lago do Campo,Fazenda do Lago do Campo,-1.501.918,-5.080.967,S,FRM,BR,,29.0,,,,0,,262,America/Sao_Paulo,11/01/2020,Fazenda do Lago do Campo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9094,12116965,Fazenda Santa Cruz,Fazenda Santa Cruz,-1.508.535,-5.093.332,S,FRM,BR,,29.0,,,,0,,266,America/Sao_Paulo,11/01/2020,Fazenda Santa Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9095,12116966,Fazenda do Lago da Estiva,Fazenda do Lago da Estiva,-1.508.426,-5.075.192,S,FRM,BR,,29.0,,,,0,,266,America/Sao_Paulo,11/01/2020,Fazenda do Lago da Estiva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9096,12116967,Fazenda da Mata Azul,Fazenda da Mata Azul,-1.513.253,-5.092.817,S,FRM,BR,,29.0,,,,0,,285,America/Sao_Paulo,11/01/2020,Fazenda da Mata Azul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
