geonameid,name,asciiname,alternatenames,latitude,longitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date,othername0,othername1,othername2,othername3,othername4,othername5,othername6,othername7,othername8,othername9,othername10,othername11,othername120,othername130,othername14,othername15,othername16,othername17,othername18,othername19,othername20,othername21,othername22,othername23,othername24,othername25,othername26,othername27,othername28,othername29,othername30,othername31,othername32,othername33,othername34,othername35,othername36,othername37,othername38,othername39,othername40,othername41,othername42,othername43,othername44,othername45,othername46,othername47,othername48,othername49,othername50,othername51,othername52,othername53,othername54,othername55,othername56,othername57,othername58,othername59,othername60,othername61,othername62,othername63,othername64,othername65,othername66,othername67,othername68,othername69,othername71,othername72,othername73,othername74,othername75,othername76,othername77,othername78,othername79,othername80
3446890,Tapera do Pedroso,Tapera do Pedroso,Tapera da Pedroso$Tapera do Pedroao$Tapera do Pedroso$Tapera do Pedrozo,-1.728.333,-55.35,P,PPL,BR,BR,14,5107800.0,,,0,,142,America/Cuiaba,23/07/2018,Tapera da Pedroso,Tapera do Pedroao,Tapera do Pedroso,Tapera do Pedrozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446891,Tapera do Matias,Tapera do Matias,Tapera do Mathias$Tapera do Matias,-1.458.333,-5.838.333,P,PPL,BR,BR,14,5107958.0,,,0,,630,America/Cuiaba,03/08/2012,Tapera do Mathias,Tapera do Matias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446892,Tapera de Parecis,Tapera de Parecis,,-1.423.333,-5.676.667,P,PPL,BR,,14,5106000.0,,,0,,405,America/Cuiaba,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446893,Serra da Tapera,Serra da Tapera,Serra da Tapera,-1.608.333,-4.288.333,T,HLLS,BR,,15,,,,0,,830,America/Bahia,05/12/2012,Serra da Tapera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446894,Rio Tapera,Rio Tapera,,-28.1,-49.85,H,STM,BR,,26,,,,0,,1109,America/Sao_Paulo,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446895,Ribeirão da Tapera,Ribeirao da Tapera,,-2.038.333,-5.261.667,H,STM,BR,,11,,,,0,,405,America/Campo_Grande,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446896,Ribeirão Tapera,Ribeirao Tapera,Ribeirao Lajeado$Ribeirao Tapera$Ribeirão Lajeado$Ribeirão Tapera,-1.668.333,-50.85,H,STM,BR,BR,29,,,,0,,586,America/Sao_Paulo,19/01/2012,Ribeirao Lajeado,Ribeirao Tapera,Ribeirão Lajeado,Ribeirão Tapera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446897,Ponta da Tapera,Ponta da Tapera,Ponta da Tapera,-2.709.315,-4.860.313,T,PT,BR,,26,4208302.0,,,0,,33,America/Sao_Paulo,05/10/2018,Ponta da Tapera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446898,Lagoa da Tapera,Lagoa da Tapera,,-3.048.333,-5.038.333,H,LK,BR,,23,,,,0,,4,America/Sao_Paulo,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446899,Lagoa Tapera,Lagoa Tapera,Lagoa Tapera,-20.45,-40.35,H,LGN,BR,,8,,,,0,,27,America/Sao_Paulo,05/12/2012,Lagoa Tapera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446900,Córrego da Tapera,Corrego da Tapera,,-1.458.333,-57.65,H,STM,BR,,14,,,,0,,278,America/Cuiaba,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446901,Córrego Tapera,Corrego Tapera,,-2.131.667,-55.3,H,STM,BR,,11,,,,0,,420,America/Campo_Grande,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446902,Córrego Tapera,Corrego Tapera,Corrego Tapera$Córrego Tapera,-1.926.667,-5.028.333,H,STM,BR,,15,,,,0,,440,America/Sao_Paulo,09/02/2013,Corrego Tapera,Córrego Tapera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446903,Córrego Tapera,Corrego Tapera,Corrego Tapera$Córrego Tapera,-1.686.667,-5.068.333,H,STM,BR,,29,,,,0,,606,America/Sao_Paulo,09/02/2013,Corrego Tapera,Córrego Tapera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446904,Tapera,Tapera,Onhapora$Onhaporã,-2.862.611,-52.87,P,PPL,BR,BR,23,4321006.0,,,0,,415,America/Sao_Paulo,03/08/2012,Onhapora,Onhaporã,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446905,Tapera,Tapera,,-2.813.333,-5.118.333,P,PPL,BR,,23,4307401.0,,,0,,882,America/Sao_Paulo,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446906,Tapera,Tapera,,-22.2,-5.703.333,P,PPL,BR,,11,5002100.0,,,0,,140,America/Campo_Grande,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446907,Tapera,Tapera,Tapera,-2.178.333,-4.138.333,P,PPL,BR,,21,3301009.0,,,0,,10,America/Sao_Paulo,05/12/2012,Tapera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446908,Tapera,Tapera,Tapera,-21.75,-4.181.667,P,PPL,BR,,21,3304805.0,,,0,,436,America/Sao_Paulo,05/12/2012,Tapera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446909,Tapera,Tapera,Tapera,-2.033.333,-41.1,P,PPL,BR,,8,3205069.0,,,0,,953,America/Sao_Paulo,05/12/2012,Tapera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446910,Tapera,Tapera,Tapera,-17.75,-39.3,P,PPL,BR,,5,2906907.0,,,0,,8,America/Bahia,05/12/2012,Tapera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446911,Tapera,Tapera,,-14.7,-4.378.333,P,PPL,BR,,15,3140852.0,,,0,,453,America/Bahia,23/07/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446912,Tapera,Tapera,,-1.436.667,-4.263.333,P,PPL,BR,,5,2924504.0,,,0,,804,America/Bahia,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446913,Tapera,Tapera,,-13.4,-4.348.333,P,PPL,BR,,5,2930154.0,,,0,,431,America/Bahia,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446914,Tapera,Tapera,,-1.301.667,-3.881.667,P,PPL,BR,,5,2917805.0,,,0,,8,America/Bahia,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446915,Tapera,Tapera,,-12.5,-3.921.667,P,PPL,BR,,5,2928802.0,,,0,,118,America/Bahia,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446916,Tapera,Tapera,,-1.248.333,-44,P,PPL,BR,,5,2904407.0,,,0,,652,America/Bahia,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446917,Tapera,Tapera,,-1.238.333,-43.2,P,PPL,BR,,5,2923704.0,,,0,,435,America/Bahia,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446918,Tapera,Tapera,,-12.35,-3.923.333,P,PPL,BR,,5,2901700.0,,,0,,192,America/Bahia,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446919,Tapera,Tapera,Tapera$Tapeta,-1.233.333,-38.95,P,PPL,BR,,5,2929305.0,,,0,,226,America/Bahia,11/01/2013,Tapera,Tapeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446920,Tapera,Tapera,,-10.15,-36.8,P,PPL,BR,,2,2707503.0,,,0,,24,America/Maceio,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446921,Rio Tapejara,Rio Tapejara,,-2.801.667,-5.211.667,H,STM,BR,,23,,,,0,,610,America/Sao_Paulo,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446922,Tapejara,Tapejara,Teixeira,-2.806.806,-5.201.389,P,PPL,BR,,23,4320909.0,,,14064,,666,America/Sao_Paulo,03/08/2012,Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446923,Tapejara,Tapejara,,-2.373.306,-5.287.333,P,PPL,BR,,18,4126801.0,,,10726,,518,America/Sao_Paulo,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446924,Tapecu,Tapecu,Tapecu,-2.008.333,-40.4,P,PPL,BR,,8,3205002.0,,,0,,76,America/Sao_Paulo,05/12/2012,Tapecu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446925,Tape,Tape,,-1.313.333,-4.181.667,P,PPL,BR,,5,2924306.0,,,0,,1417,America/Bahia,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446926,Taparuba,Taparuba,,-1.975.861,-4.161.556,P,PPL,BR,,15,3168051.0,,,0,,211,America/Sao_Paulo,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446927,Córrego Tapa-olho,Corrego Tapa-olho,Corrego Tapa-olho$Córrego Tapa-olho,-1.375.059,-4.710.623,H,STM,BR,,29,,,,0,,559,America/Sao_Paulo,09/03/2020,Corrego Tapa-olho,Córrego Tapa-olho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446928,Terezinha de Goiás,Terezinha de Goias,Tapa-Olho$Tapa-Ôlho$Terezinha de Goias$Terezinha de Goiás,-1.377.846,-472.641,P,PPL,BR,,29,5221080.0,,,0,,751,America/Sao_Paulo,09/03/2020,Tapa-Olho,Tapa-Ôlho,Terezinha de Goias,Terezinha de Goiás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446929,Córrego Tapajão,Corrego Tapajao,Corrego Tapajao$Córrego Tapajão,-1.923.333,-49.15,H,STM,BR,,15,,,,0,,579,America/Sao_Paulo,09/02/2013,Corrego Tapajao,Córrego Tapajão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446930,Ribeirão Tapaiúna,Ribeirao Tapaiuna,Ribeirao Tapaiuna$Ribeirão Tapaiuna$Ribeirão Tapaiúna$Ribeirão Tapaíuna$Rio Tapaiuna$Rio Tapaiúna,-1.068.601,-5.592.533,H,STM,BR,,14,,,,0,,245,America/Cuiaba,05/06/2013,Ribeirao Tapaiuna,Ribeirão Tapaiuna,Ribeirão Tapaiúna,Ribeirão Tapaíuna,Rio Tapaiuna,Rio Tapaiúna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446931,Tapagem,Tapagem,,-1.396.667,-4.116.667,P,PPL,BR,,5,2931004.0,,,0,,396,America/Bahia,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446932,Tapa,Tapa,,-1.631.667,-56.7,P,PPL,BR,,14,5106505.0,,,0,,152,America/Cuiaba,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446933,Serra do Tanquinho,Serra do Tanquinho,,-12.2,-40.15,T,SPUR,BR,,5,,,,0,,291,America/Bahia,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446934,Tanquinho,Tanquinho,Tanquinho,-2.279.057,-470.164,P,PPLL,BR,,27,3509502.0,,,0,,652,America/Sao_Paulo,06/11/2018,Tanquinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446935,Tanquinho,Tanquinho,Tanquinho,-2.257.018,-4.760.829,P,PPL,BR,,27,3538709.0,,,0,,607,America/Sao_Paulo,06/11/2018,Tanquinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446936,Tanquinho,Tanquinho,,-1.323.333,-41.55,P,PPL,BR,,5,2921906.0,,,0,,1165,America/Bahia,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446937,Tanquinho,Tanquinho,,-12.7,-3.971.667,P,PPL,BR,,5,2916856.0,,,0,,240,America/Bahia,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446938,Tanquinho,Tanquinho,Tanquinho$Tanquiuho,-1.256.667,-42.25,P,PPL,BR,BR,5,2913002.0,,,0,,947,America/Bahia,03/08/2012,Tanquinho,Tanquiuho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446939,Tanquinho,Tanquinho,,-1.248.614,-4.130.001,P,PPL,BR,,5,2919306.0,,,0,,480,America/Bahia,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446940,Tanquinho,Tanquinho,,-12.5,-4.126.667,P,PPL,BR,,5,2919306.0,,,0,,464,America/Bahia,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446941,Tanquinho,Tanquinho,,-1.246.667,-4.126.667,P,PPL,BR,,5,2919306.0,,,0,,518,America/Bahia,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446942,Tanquinho,Tanquinho,,-1.238.333,-39.3,P,PPL,BR,,5,2913804.0,,,0,,211,America/Bahia,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446943,Tanquinho,Tanquinho,,-1.197.861,-3.910.389,P,PPL,BR,,5,2931103.0,,,0,,252,America/Bahia,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446944,Tanquinho,Tanquinho,,-11.4,-4.188.333,P,PPL,BR,,5,2919157.0,,,0,,738,America/Bahia,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446945,Tanquinho,Tanquinho,,-1.078.333,-3.953.333,P,PPL,BR,,5,2922656.0,,,0,,342,America/Bahia,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446946,Tanque Novo,Tanque Novo,,-1.626.667,-56.75,P,PPL,BR,,14,5106505.0,,,0,,176,America/Cuiaba,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446947,Tanque Novo,Tanque Novo,,-1.354.639,-4.249.139,P,PPL,BR,,5,2931053.0,,,0,,816,America/Bahia,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446948,Tanque Novo,Tanque Novo,,-1.111.667,-3.783.333,P,PPL,BR,,28,2807402.0,,,0,,222,America/Maceio,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446949,Tanque Novo,Tanque Novo,,-10.8,-44.1,P,PPL,BR,,5,2920452.0,,,0,,476,America/Bahia,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446950,Tanque Grande,Tanque Grande,,-1.611.667,-5.653.333,P,PPL,BR,,14,5106505.0,,,0,,135,America/Cuiaba,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446951,Tanque Grande,Tanque Grande,,-13.55,-3.996.667,P,PPL,BR,,5,2917607.0,,,0,,713,America/Bahia,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446952,Tanque Fundo,Tanque Fundo,,-1.593.333,-5.623.333,P,PPL,BR,,14,5106109.0,,,0,,174,America/Cuiaba,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446953,Tanque do Lajedo,Tanque do Lajedo,,-1.331.667,-4.011.667,P,PPL,BR,,5,2924900.0,,,0,,606,America/Bahia,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446954,Tanque do Barreiro,Tanque do Barreiro,,-12.75,-3.893.333,P,PPL,BR,,5,2920601.0,,,0,,73,America/Bahia,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446955,Tanque de Senzala,Tanque de Senzala,,-1.238.333,-3.881.667,P,PPL,BR,,5,2928604.0,,,0,,217,America/Bahia,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446956,Tanque de Pedras,Tanque de Pedras,,-1.261.667,-3.931.667,P,PPL,BR,,5,2907301.0,,,0,,165,America/Bahia,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446957,Rio Tanque da Cancela,Rio Tanque da Cancela,Riacho Tanque da Cancela$Rio Tanque da Cancela,-1.301.667,-40.4,H,STM,BR,BR,5,,,,0,,341,America/Bahia,19/01/2012,Riacho Tanque da Cancela,Rio Tanque da Cancela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446958,Tanque Bravo,Tanque Bravo,,-1.393.333,-4.176.667,P,PPL,BR,,5,2910107.0,,,0,,444,America/Bahia,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446959,Lagoa do Tanque,Lagoa do Tanque,,-1.041.667,-40.4,H,LK,BR,,5,,,,0,,826,America/Bahia,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446960,Tanque,Tanque,Tanque,-23.05,-4.656.667,S,RSTN,BR,,27,3504107.0,,,0,,810,America/Sao_Paulo,05/03/2013,Tanque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446961,Tanque,Tanque,Tanque,-21.25,-45.85,P,PPL,BR,,15,3111606.0,,,0,,815,America/Sao_Paulo,05/03/2013,Tanque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446962,Tanque,Tanque,Tanque,-20.5,-4.048.333,P,PPL,BR,,8,3205101.0,,,0,,255,America/Sao_Paulo,05/12/2012,Tanque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446963,Tanque,Tanque,Tanque$Tanques,-1.808.333,-4.561.667,P,PPL,BR,BR,15,3161700.0,,,0,,818,America/Sao_Paulo,03/08/2012,Tanque,Tanques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446964,Tanque,Tanque,Tanque,-16.05,-46.5,P,PPL,BR,,15,3170404.0,,,0,,914,America/Sao_Paulo,09/02/2013,Tanque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446965,Tanque,Tanque,,-15.95,-56.55,P,PPL,BR,,14,5106505.0,,,0,,160,America/Cuiaba,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446966,Tanque,Tanque,,-14.5,-4.106.667,P,PPL,BR,,5,2901205.0,,,0,,424,America/Bahia,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446967,Tanque,Tanque,,-1.301.667,-49.1,P,PPL,BR,,29,5218003.0,,,0,,294,America/Sao_Paulo,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446968,Tanque,Tanque,,-1.243.333,-38.4,P,PPL,BR,,5,2929503.0,,,0,,79,America/Bahia,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446969,Tanque,Tanque,,-1.023.333,-4.171.667,P,PPL,BR,,5,2930204.0,,,0,,426,America/Bahia,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446970,Tanigua,Tanigua,Estacao Tanigua$Estação Tanigua$Tanigua$Taniguá$Tingua$Tinguá,-2.425.218,-4.692.204,S,RSTNQ,BR,,27,3537602.0,,,0,,5,America/Sao_Paulo,16/12/2021,Estacao Tanigua,Estação Tanigua,Tanigua,Taniguá,Tingua,Tinguá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446971,Tanhaçu,Tanhacu,Lacos$Laços$Sao Sebastiao$São Sebastião,-1.402.139,-4.124.806,P,PPL,BR,,5,2931004.0,,,6620,,433,America/Bahia,03/08/2012,Lacos,Laços,Sao Sebastiao,São Sebastião,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
