,geonameid,name,asciiname,latitude,longitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date,othername0,othername1,othername2,othername3,othername4,othername5,othername6,othername7,othername8,othername9,othername10,othername11,othername12,othername13,othername14,othername15,othername16,othername17,othername18,othername19,othername20,othername21,othername22,othername23,othername24,othername25,othername26,othername27,othername28,othername29,othername30,othername31,othername32,othername33,othername34,othername35,othername36,othername37,othername38,othername39,othername40,othername41,othername42,othername43,othername44,othername45,othername46,othername47,othername48,othername49,othername50,othername51,othername52,othername53,othername54,othername55,othername56,othername57,othername58,othername59,othername60,othername61,othername62,othername63,othername64,othername65,othername66,othername67,othername68,othername69,othername70,othername71,othername72,othername73
5734,7555793,Granja Lichin,Granja Lichin,-233.334,-460.474,S,FRM,BR,,27,3524402.0,,,0,,635,America/Sao_Paulo,03/08/2012,Granja Lichin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5735,7555794,Granja Lichin,Granja Lichin,-233.314,-460.417,S,FRM,BR,,27,3524402.0,,,0,,605,America/Sao_Paulo,03/08/2012,Granja Lichin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5736,7555795,Stio Rosa Maria Santana,Stio Rosa Maria Santana,-233.321,-46.035,P,PPL,BR,,27,3524402.0,,,0,,610,America/Sao_Paulo,03/08/2012,Stio Rosa Maria Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5737,7555796,Stio Dacio Piazza,Stio Dacio Piazza,-233.365,-460.288,P,PPL,BR,,27,3524402.0,,,0,,594,America/Sao_Paulo,03/08/2012,Stio Dacio Piazza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5738,7555797,Stio Agenor,Stio Agenor,-233.413,-460.273,P,PPL,BR,,27,3524402.0,,,0,,597,America/Sao_Paulo,03/08/2012,Stio Agenor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5739,7555798,Stio Antnio Luis Siqueira,Stio Antnio Luis Siqueira,-233.299,-460.153,P,PPL,BR,,27,3524402.0,,,0,,639,America/Sao_Paulo,03/08/2012,Stio Antnio Luis Siqueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5740,7555799,Fazenda Ivone,Fazenda Ivone,-233.319,-460.039,S,FRM,BR,,27,3524402.0,,,0,,607,America/Sao_Paulo,03/08/2012,Fazenda Ivone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5741,7555800,Escola da Fazenda Ivone,Escola da Fazenda Ivone,-233.339,-460.015,S,SCH,BR,,27,3524402.0,,,0,,592,America/Sao_Paulo,03/08/2012,Escola da Fazenda Ivone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5742,7555801,Fazenda Nadir Ruston,Fazenda Nadir Ruston,-233.382,-46.007,S,FRM,BR,,27,3524402.0,,,0,,588,America/Sao_Paulo,03/08/2012,Fazenda Nadir Ruston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5743,7555802,Fazenda Santa Laura,Fazenda Santa Laura,-233.585,-460.019,S,FRM,BR,,27,3524402.0,,,0,,575,America/Sao_Paulo,03/08/2012,Fazenda Santa Laura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5744,7555803,Stio Pacincia,Stio Pacincia,-233.546,-460.096,P,PPL,BR,,27,3524402.0,,,0,,578,America/Sao_Paulo,03/08/2012,Stio Pacincia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5745,7555804,Stio Piratininga,Stio Piratininga,-233.561,-460.111,P,PPL,BR,,27,3524402.0,,,0,,583,America/Sao_Paulo,03/08/2012,Stio Piratininga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5746,7555805,Fazenda Retiro Alegre,Fazenda Retiro Alegre,-233.532,-460.134,S,FRM,BR,,27,3524402.0,,,0,,582,America/Sao_Paulo,03/08/2012,Fazenda Retiro Alegre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5747,7555806,Stio Edmundo Sousa,Stio Edmundo Sousa,-23.35,-460.229,P,PPL,BR,,27,3524402.0,,,0,,599,America/Sao_Paulo,03/08/2012,Stio Edmundo Sousa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5748,7555807,Stio Orlando dos Santos,Stio Orlando dos Santos,-233.462,-460.253,P,PPL,BR,,27,3524402.0,,,0,,593,America/Sao_Paulo,03/08/2012,Stio Orlando dos Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5749,7555808,Stio Avelino Motta,Stio Avelino Motta,-233.533,-460.232,P,PPL,BR,,27,3524402.0,,,0,,580,America/Sao_Paulo,03/08/2012,Stio Avelino Motta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5750,7555809,Stio Marclio Navarro,Stio Marclio Navarro,-233.587,-460.242,P,PPL,BR,,27,3524402.0,,,0,,620,America/Sao_Paulo,03/08/2012,Stio Marclio Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5751,7555810,Capela de So Benedito e So Silvestre,Capela de So Benedito e So Silvestre,-233.626,-460.231,S,CH,BR,,27,3524402.0,,,0,,577,America/Sao_Paulo,03/08/2012,Capela de So Benedito e So Silvestre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5752,7555811,Stio Josefa M. Conceio,Stio Josefa M. Conceio,-233.586,-460.415,P,PPL,BR,,27,3524402.0,,,0,,634,America/Sao_Paulo,03/08/2012,Stio Josefa M. Conceio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5753,7555812,Stio So Sebastio,Stio So Sebastio,-233.504,-46.045,P,PPL,BR,,27,3524402.0,,,0,,634,America/Sao_Paulo,03/08/2012,Stio So Sebastio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5754,7555813,Capela de So Sebastio,Capela de So Sebastio,-233.494,-460.446,S,CH,BR,,27,3524402.0,,,0,,635,America/Sao_Paulo,03/08/2012,Capela de So Sebastio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5755,7555814,Escola So Sebastio,Escola So Sebastio,-233.491,-460.445,S,SCH,BR,,27,3524402.0,,,0,,651,America/Sao_Paulo,03/08/2012,Escola So Sebastio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5756,7555815,Stio Oliveira,Stio Oliveira,-233.461,-460.457,P,PPL,BR,,27,3524402.0,,,0,,643,America/Sao_Paulo,03/08/2012,Stio Oliveira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5757,7555816,Stio Amrico Correa,Stio Amrico Correa,-233.459,-460.567,P,PPL,BR,,27,3524402.0,,,0,,610,America/Sao_Paulo,03/08/2012,Stio Amrico Correa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5758,7555817,Fazenda Vov Vandico,Fazenda Vov Vandico,-233.501,-460.526,S,FRM,BR,,27,3524402.0,,,0,,609,America/Sao_Paulo,03/08/2012,Fazenda Vov Vandico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5759,7555818,Stio do valter,Stio do valter,-233.578,-460.435,P,PPL,BR,,27,3524402.0,,,0,,606,America/Sao_Paulo,03/08/2012,Stio do valter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5760,7555819,Granja Santo Antnio,Granja Santo Antnio,-233.623,-460.486,S,FRM,BR,,27,3524402.0,,,0,,624,America/Sao_Paulo,03/08/2012,Granja Santo Antnio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5761,7555820,Granja Yoshio Hatanaka,Granja Yoshio Hatanaka,-233.513,-460.571,S,FRM,BR,,27,3524402.0,,,0,,614,America/Sao_Paulo,03/08/2012,Granja Yoshio Hatanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5762,7555821,Granja Sakai,Granja Sakai,-233.487,-460.609,S,FRM,BR,,27,3524402.0,,,0,,634,America/Sao_Paulo,03/08/2012,Granja Sakai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5763,7555822,Fazenda So Judas Tadeu,Fazenda So Judas Tadeu,-233.445,-460.614,S,FRM,BR,,27,3524402.0,,,0,,597,America/Sao_Paulo,03/08/2012,Fazenda So Judas Tadeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5764,7555823,Igreja Assemblia de Deus,Igreja Assemblia de Deus,-233.468,-460.742,S,CH,BR,,27,3518305.0,,,0,,617,America/Sao_Paulo,03/08/2012,Igreja Assemblia de Deus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5765,7555824,Granja Guarabi,Granja Guarabi,-2.334.884,-460.674,S,FRM,BR,,27,3524402.0,,,0,,597,America/Sao_Paulo,03/08/2012,Granja Guarabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5766,7555825,Stio Antnio Monteiro,Stio Antnio Monteiro,-233.521,-460.677,P,PPL,BR,,27,3518305.0,,,0,,591,America/Sao_Paulo,03/08/2012,Stio Antnio Monteiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5767,7555826,Escola Keisabaro Honda,Escola Keisabaro Honda,-233.558,-46.069,S,SCH,BR,,27,3518305.0,,,0,,605,America/Sao_Paulo,03/08/2012,Escola Keisabaro Honda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5768,7555827,Fazenda Goiabal,Fazenda Goiabal,-2.336.089,-4.605.877,S,FRM,BR,,27,3518305.0,,,0,,585,America/Sao_Paulo,03/08/2012,Fazenda Goiabal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5769,7555828,Cerejeiras,Cerejeiras,-233.647,-46.06,P,PPLL,BR,,27,3518305.0,,,0,,637,America/Sao_Paulo,03/08/2012,Cerejeiras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5770,7555829,Stio Rumo Certo,Stio Rumo Certo,-233.716,-460.657,P,PPL,BR,,27,3518305.0,,,0,,605,America/Sao_Paulo,03/08/2012,Stio Rumo Certo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5771,7555830,Stio Palmeiras,Stio Palmeiras,-233.716,-460.556,P,PPL,BR,,27,3518305.0,,,0,,594,America/Sao_Paulo,03/08/2012,Stio Palmeiras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5772,7555831,Stio Santa Isabel,Stio Santa Isabel,-233.739,-460.592,P,PPL,BR,,27,3518305.0,,,0,,597,America/Sao_Paulo,03/08/2012,Stio Santa Isabel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5773,7555832,Fazenda Bracats,Fazenda Bracats,-233.769,-460.763,S,FRM,BR,,27,3518305.0,,,0,,597,America/Sao_Paulo,03/08/2012,Fazenda Bracats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5774,7555833,Stio das Ilhas,Stio das Ilhas,-233.765,-460.646,P,PPL,BR,,27,3518305.0,,,0,,586,America/Sao_Paulo,03/08/2012,Stio das Ilhas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5775,7555834,Fazenda Santa Teresa,Fazenda Santa Teresa,-23.373,-46.047,S,FRM,BR,,27,3524402.0,,,0,,580,America/Sao_Paulo,03/08/2012,Fazenda Santa Teresa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5776,7555835,Fazenda Fernanda Almeida,Fazenda Fernanda Almeida,-233.708,-460.369,S,FRM,BR,,27,3524402.0,,,0,,600,America/Sao_Paulo,03/08/2012,Fazenda Fernanda Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5777,7555836,Stio So Benedito,Stio So Benedito,-233.699,-460.495,P,PPL,BR,,27,3524402.0,,,0,,588,America/Sao_Paulo,03/08/2012,Stio So Benedito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5778,7555837,Stio Joaquim Nunes,Stio Joaquim Nunes,-233.667,-460.385,P,PPL,BR,,27,3524402.0,,,0,,614,America/Sao_Paulo,03/08/2012,Stio Joaquim Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5779,7555838,Capela de Santo Antnio,Capela de Santo Antnio,-233.664,-46.049,S,CH,BR,,27,3524402.0,,,0,,597,America/Sao_Paulo,03/08/2012,Capela de Santo Antnio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5780,7555839,Stio Ana Maria Conceio,Stio Ana Maria Conceio,-233.633,-460.405,P,PPL,BR,,27,3524402.0,,,0,,604,America/Sao_Paulo,03/08/2012,Stio Ana Maria Conceio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5781,7555840,Stio Santo Antnio,Stio Santo Antnio,-23.364,-460.377,P,PPL,BR,,27,3524402.0,,,0,,655,America/Sao_Paulo,03/08/2012,Stio Santo Antnio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5782,7555841,Fazenda Hotel,Fazenda Hotel,-2.336.589,-4.602.997,S,HTL,BR,,27,3524402.0,,,0,,636,America/Sao_Paulo,03/08/2012,Fazenda Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5783,7555842,Stio Santa Teresa,Stio Santa Teresa,-233.725,-460.333,P,PPL,BR,,27,3524402.0,,,0,,596,America/Sao_Paulo,03/08/2012,Stio Santa Teresa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5784,7555843,Escola Professor Antnio Juraci Siqueira,Escola Professor Antnio Juraci Siqueira,-233.709,-460.223,S,SCH,BR,,27,3524402.0,,,0,,582,America/Sao_Paulo,03/08/2012,Escola Professor Antnio Juraci Siqueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5785,7555844,So Silvestre do Jacare,So Silvestre do Jacare,-233.644,-460.172,P,PPL,BR,,27,3524402.0,,,0,,576,America/Sao_Paulo,03/08/2012,So Silvestre do Jacare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5786,7555845,Itapema,Itapema,-233.642,-460.106,P,PPL,BR,,27,3524402.0,,,0,,631,America/Sao_Paulo,03/08/2012,Itapema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5787,7555846,Stio Pedro Morais,Stio Pedro Morais,-233.665,-460.091,P,PPL,BR,,27,3524402.0,,,0,,640,America/Sao_Paulo,03/08/2012,Stio Pedro Morais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5788,7555847,Fazenda Vagalume,Fazenda Vagalume,-233.729,-460.101,S,FRM,BR,,27,3524402.0,,,0,,638,America/Sao_Paulo,03/08/2012,Fazenda Vagalume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5789,7555848,Morro das Piluleiras,Morro das Piluleiras,-233.867,-460.104,T,HLL,BR,,27,3518305.0,,,0,715.0,687,America/Sao_Paulo,03/08/2012,Morro das Piluleiras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5790,7555849,Stio Jardim do Edem,Stio Jardim do Edem,-233.921,-460.032,P,PPL,BR,,27,3518305.0,,,0,,606,America/Sao_Paulo,03/08/2012,Stio Jardim do Edem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5791,7555850,Morro de Itapema,Morro de Itapema,-233.898,-460.302,T,HLL,BR,,27,3524402.0,,,0,716.0,700,America/Sao_Paulo,03/08/2012,Morro de Itapema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5792,7555851,Granja Bela,Granja Bela,-233.974,-460.346,S,FRM,BR,,27,3518305.0,,,0,,645,America/Sao_Paulo,03/08/2012,Granja Bela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5793,7555852,Fazenda Santo Antnio,Fazenda Santo Antnio,-233.959,-460.413,S,FRM,BR,,27,3518305.0,,,0,,620,America/Sao_Paulo,03/08/2012,Fazenda Santo Antnio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5794,7555853,Stio Botuquara,Stio Botuquara,-233.952,-460.474,P,PPL,BR,,27,3518305.0,,,0,,595,America/Sao_Paulo,03/08/2012,Stio Botuquara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5795,7555854,Stio Groto,Stio Groto,-233.912,-460.419,P,PPL,BR,,27,3518305.0,,,0,,607,America/Sao_Paulo,03/08/2012,Stio Groto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5796,7555855,Stio So Pedro,Stio So Pedro,-233.896,-460.483,P,PPL,BR,,27,3518305.0,,,0,,621,America/Sao_Paulo,03/08/2012,Stio So Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5797,7555856,Stio Santo Antnio,Stio Santo Antnio,-233.872,-460.512,P,PPL,BR,,27,3518305.0,,,0,,623,America/Sao_Paulo,03/08/2012,Stio Santo Antnio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5798,7555857,Stio Brejo Seco,Stio Brejo Seco,-233.973,-460.485,P,PPL,BR,,27,3518305.0,,,0,,575,America/Sao_Paulo,03/08/2012,Stio Brejo Seco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5799,7555858,Ribeiro Itapeti,Ribeiro Itapeti,-233.883,-460.549,H,STM,BR,,27,,,,0,,580,America/Sao_Paulo,08/08/2021,Itapeti River,Ribeiro Itapeti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5800,7555859,Stio Tapera,Stio Tapera,-233.954,-460.748,P,PPL,BR,,27,3518305.0,,,0,,621,America/Sao_Paulo,03/08/2012,Stio Tapera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5801,7555860,Stio do Barreiro,Stio do Barreiro,-233.883,-460.599,P,PPL,BR,,27,3518305.0,,,0,,590,America/Sao_Paulo,03/08/2012,Stio do Barreiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5802,7555861,Recanto So Jos,Recanto So Jos,-233.859,-46.061,P,PPL,BR,,27,3518305.0,,,0,,597,America/Sao_Paulo,03/08/2012,Recanto So Jos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5803,7555862,Bairro Fregueisa da Escada,Bairro Fregueisa da Escada,-233.844,-460.581,P,PPL,BR,,27,3518305.0,,,0,,591,America/Sao_Paulo,03/08/2012,Bairro Fregueisa da Escada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5804,7555863,Igreja de So Benedito,Igreja de So Benedito,-2.338.208,-4.605.793,S,CH,BR,,27,3518305.0,,,0,,579,America/Sao_Paulo,03/08/2012,Igreja de So Benedito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5805,7555864,Stio Caverna,Stio Caverna,-2.338.127,-4.605.863,P,PPL,BR,,27,3518305.0,,,0,,579,America/Sao_Paulo,03/08/2012,Stio Caverna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5806,7555865,Stio Jos Marques,Stio Jos Marques,-234.005,-460.134,P,PPL,BR,,27,3518305.0,,,0,,604,America/Sao_Paulo,03/08/2012,Stio Jos Marques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5807,7555866,Rancho Prola do Vale,Rancho Prola do Vale,-234.019,-460.143,P,PPL,BR,,27,3518305.0,,,0,,580,America/Sao_Paulo,03/08/2012,Rancho Prola do Vale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5808,7555867,Capela de Santo Antnio,Capela de Santo Antnio,-234.046,-460.084,S,CH,BR,,27,3518305.0,,,0,,584,America/Sao_Paulo,03/08/2012,Capela de Santo Antnio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5809,7555868,Stio Bocaina,Stio Bocaina,-234.058,-460.011,P,PPL,BR,,27,3518305.0,,,0,,612,America/Sao_Paulo,03/08/2012,Stio Bocaina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5810,7555869,Estncia Guarema,Estncia Guarema,-234.081,-460.089,P,PPL,BR,,27,3518305.0,,,0,,578,America/Sao_Paulo,03/08/2012,Estncia Guarema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5811,7555870,Paio,Paio,-234.145,-460.077,P,PPLL,BR,,27,3518305.0,,,0,,621,America/Sao_Paulo,03/08/2012,Paio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5812,7555871,Indstria L de Rocha,Indstria L de Rocha,-234.119,-460.197,L,INDS,BR,,27,,,,0,,582,America/Sao_Paulo,21/01/2012,Indstria L de Rocha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5813,7555872,Stio Aurora,Stio Aurora,-234.074,-460.241,P,PPL,BR,,27,3518305.0,,,0,,610,America/Sao_Paulo,03/08/2012,Stio Aurora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5814,7555873,Fazendinha,Fazendinha,-234.041,-460.228,P,PPL,BR,,27,3518305.0,,,0,,630,America/Sao_Paulo,03/08/2012,Fazendinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5815,7555874,Centro de Sade,Centro de Sade,-234.081,-460.281,S,HSP,BR,,27,3518305.0,,,0,,583,America/Sao_Paulo,03/08/2012,Centro de Sade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
