geonameid,name,asciiname,alternatenames,latitude,longitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date
6322736,Clevelândia,Clevelandia,,-2.630.528,-52.368,A,ADM2,BR,,18,4105706,,,16450,,927,America/Sao_Paulo,18/03/2022
6322737,Colombo,Colombo,,-2.530.126,-4.916.965,A,ADM2,BR,,18,4105805,,,246540,,1001,America/Sao_Paulo,18/03/2022
6322738,Colorado,Colorado,,-2.283.827,-5.198.015,A,ADM2,BR,,18,4105904,,,24145,,451,America/Sao_Paulo,18/03/2022
6322739,Congonhinhas,Congonhinhas,,-2.362.943,-5.049.858,A,ADM2,BR,,18,4106001,,,8857,,619,America/Sao_Paulo,18/03/2022
6322740,Conselheiro Mairinck,Conselheiro Mairinck,,-2.358.771,-5.011.629,A,ADM2,BR,,18,4106100,,,3627,,521,America/Sao_Paulo,21/04/2011
6322741,Contenda,Contenda,,-2.571.409,-4.950.798,A,ADM2,BR,,18,4106209,,,18837,,947,America/Sao_Paulo,18/03/2022
6322742,Corbélia,Corbelia,,-2.472.684,-5.323.327,A,ADM2,BR,,18,4106308,,,17117,,583,America/Sao_Paulo,18/03/2022
6322743,Cornélio Procópio,Cornelio Procopio,,-2.323.704,-5.061.888,A,ADM2,BR,,18,4106407,,,46925,,655,America/Sao_Paulo,21/04/2011
6322744,Coronel Domingos Soares,Coronel Domingos Soares,,-261.829,-5.197.777,A,ADM2,BR,,18,4106456,,,7238,,1027,America/Sao_Paulo,21/04/2011
6322745,Coronel Vivida,Coronel Vivida,,-2.600.108,-5.259.599,A,ADM2,BR,,18,4106506,,,21737,,724,America/Sao_Paulo,21/04/2011
6322746,Corumbataí do Sul,Corumbatai Do Sul,,-2.412.007,-5.214.622,A,ADM2,BR,,18,4106555,,,4003,,592,America/Sao_Paulo,19/08/2015
6322747,Cruzeiro do Iguaçu,Cruzeiro Do Iguacu,,-2.560.303,-5.312.736,A,ADM2,BR,,18,4106571,,,4274,,453,America/Sao_Paulo,21/04/2011
6322748,Cruzeiro do Oeste,Cruzeiro Do Oeste,,-2.380.968,-5.308.429,A,ADM2,BR,,18,4106605,,,20419,,416,America/Sao_Paulo,21/04/2011
6322749,Cruzeiro do Sul,Cruzeiro Do Sul,,-2.297.418,-5.215.969,A,ADM2,BR,,18,4106704,,,4563,,465,America/Sao_Paulo,21/04/2011
6322750,Cruz Machado,Cruz Machado,,-2.591.086,-5.122.563,A,ADM2,BR,,18,4106803,,,18043,,1001,America/Sao_Paulo,21/04/2011
6322751,Cruzmaltina,Cruzmaltina,,-2.402.357,-5.148.481,A,ADM2,BR,,18,4106852,,,2921,,576,America/Sao_Paulo,18/03/2022
6322752,Curitiba,Curitiba,Curitiba$Gorad Kuryciba$Kouritiba$Kouritimpa$Kuri'ytyva$Kuri'ytýva$Kuritiba$Kuritibae$Kuritibo$Kuritiwa$Kuri?iba$Kuryciba$Kurytyba$Kùrìtíbà$ku li qi ba$ku ri ti ba$kulichiba$kurichiba$kuritcibas$kuritiba$kwrytyba$qwrytybh$??????????$????? ????????$?????????$???????æ$????????$????????$?????????$????????$????????$????????$????????$????????$????????$????????$????????$????????$???????$????????$????????$????$????$????$????$????$????$????????????????,-2.550.395,-4.929.082,A,ADM2,BR,,18,4106902,,,1746896,,917,America/Sao_Paulo,21/07/2014
6322753,Curiúva,Curiuva,,-2.400.386,-5.046.541,A,ADM2,BR,,18,4107009,,,15196,,866,America/Sao_Paulo,18/03/2022
6322754,Diamante do Norte,Diamante Do Norte,,-2.263.752,-528.728,A,ADM2,BR,,18,4107108,,,5524,,371,America/Sao_Paulo,21/04/2011
6322755,Diamante do Sul,Diamante Do Sul,,-249.868,-5.270.134,A,ADM2,BR,,18,4107124,,,3510,,545,America/Sao_Paulo,21/04/2011
6322756,Diamante d'Oeste,Diamante D'Oeste,,-2.494.559,-5.410.349,A,ADM2,BR,,18,4107157,,,5027,,515,America/Sao_Paulo,21/04/2011
6322757,Dois Vizinhos,Dois Vizinhos,,-2.574.577,-5.309.132,A,ADM2,BR,,18,4107207,,,41038,,532,America/Sao_Paulo,18/03/2022
6322758,Douradina,Douradina,,-233.404,-5.327.489,A,ADM2,BR,,18,4107256,,,8869,,331,America/Sao_Paulo,18/03/2022
6322759,Doutor Camargo,Doutor Camargo,,-2.356.158,-5.222.341,A,ADM2,BR,,18,4107306,,,5829,,395,America/Sao_Paulo,21/04/2011
6322760,Enéas Marques,Eneas Marques,,-2.586.454,-5.315.902,A,ADM2,BR,,18,4107405,,,6101,,609,America/Sao_Paulo,21/04/2011
6322761,Engenheiro Beltrão,Engenheiro Beltrao,,-2.375.543,-5.220.893,A,ADM2,BR,,18,4107504,,,13920,,394,America/Sao_Paulo,19/08/2015
6322762,Esperança Nova,Esperanca Nova,,-2.371.008,-5.379.362,A,ADM2,BR,,18,4107520,,,1970,,337,America/Sao_Paulo,21/04/2011
6322763,Entre Rios do Oeste,Entre Rios Do Oeste,,-2.470.408,-5.421.562,A,ADM2,BR,,18,4107538,,,3922,,279,America/Sao_Paulo,21/04/2011
6322764,Espigão Alto do Iguaçu,Espigao Alto Do Iguacu,,-2.535.011,-5.277.923,A,ADM2,BR,,18,4107546,,,4677,,634,America/Sao_Paulo,21/04/2011
6322765,Farol,Farol,,-2.410.348,-5.266.314,A,ADM2,BR,,18,4107553,,,3041,,547,America/Sao_Paulo,28/02/2022
6322766,Faxinal,Faxinal,,-2.402.657,-5.130.121,A,ADM2,BR,,18,4107603,,,17316,,576,America/Sao_Paulo,28/02/2022
6322767,Fazenda Rio Grande,Fazenda Rio Grande,,-2.566.466,-4.930.426,A,ADM2,BR,,18,4107652,,,81687,,908,America/Sao_Paulo,21/04/2011
6322768,Fênix,Fenix,,-2.390.551,-5.203.998,A,ADM2,BR,,18,4107702,,,4748,,316,America/Sao_Paulo,28/02/2022
6322769,Fernandes Pinheiro,Fernandes Pinheiro,,-2.544.403,-5.051.811,A,ADM2,BR,,18,4107736,,,5602,,809,America/Sao_Paulo,28/02/2022
6322770,Figueira,Figueira,,-2.386.125,-5.042.076,A,ADM2,BR,,18,4107751,,,8254,,583,America/Sao_Paulo,28/02/2022
6322771,Floraí,Florai,,-233.283,-5.232.422,A,ADM2,BR,,18,4107801,,,4906,,463,America/Sao_Paulo,28/02/2022
6322772,Flor da Serra do Sul,Flor Da Serra Do Sul,,-2.623.081,-5.330.368,A,ADM2,BR,,18,4107850,,,4725,,745,America/Sao_Paulo,21/04/2011
6322773,Floresta,Floresta,,-2.363.014,-520.763,A,ADM2,BR,,18,4107900,,,6851,,368,America/Sao_Paulo,28/02/2022
6322774,Florestópolis,Florestopolis,,-2.290.122,-5.137.632,A,ADM2,BR,,18,4108007,,,10453,,427,America/Sao_Paulo,28/02/2022
6322775,Flórida,Florida,,-2.311.265,-5.197.861,A,ADM2,BR,,18,4108106,,,2699,,410,America/Sao_Paulo,28/02/2022
6322776,Formosa do Oeste,Formosa Do Oeste,,-2.430.836,-5.332.776,A,ADM2,BR,,18,4108205,,,7543,,335,America/Sao_Paulo,21/04/2011
6322777,Foz do Iguaçu,Foz do Iguacu,Foz de Iguazu$Foz de Iguazú$Foz do Iguacu$Foz do Iguaçu,-2.545.309,-5.455.235,A,ADM2,BR,,18,4108304,,,256081,,247,America/Sao_Paulo,23/06/2016
6322778,Francisco Alves,Francisco Alves,,-240.651,-5.388.444,A,ADM2,BR,,18,4108320,,,6424,,319,America/Sao_Paulo,21/04/2011
6322779,Francisco Beltrão,Francisco Beltrao,,-2.606.439,-5.312.544,A,ADM2,BR,,18,4108403,,,78957,,740,America/Sao_Paulo,21/04/2011
6322780,Foz do Jordão,Foz Do Jordao,,-2.569.523,-5.206.075,A,ADM2,BR,,18,4108452,,,5414,,800,America/Sao_Paulo,21/04/2011
6322781,General Carneiro,General Carneiro,,-2.643.749,-5.140.075,A,ADM2,BR,,18,4108502,,,13667,,1167,America/Sao_Paulo,21/04/2011
6322782,Godoy Moreira,Godoy Moreira,,-2.414.813,-5.191.555,A,ADM2,BR,,18,4108551,,,2898,,368,America/Sao_Paulo,28/02/2022
6322783,Goioerê,Goioere,,-2.418.868,-5.309.916,A,ADM2,BR,,18,4108601,,,28808,,468,America/Sao_Paulo,28/02/2022
6322784,Goioxim,Goioxim,,-2.509.533,-5.200.812,A,ADM2,BR,,18,4108650,,,7053,,881,America/Sao_Paulo,28/02/2022
6322785,Grandes Rios,Grandes Rios,,-2.418.645,-514.346,A,ADM2,BR,,18,4108700,,,6625,,667,America/Sao_Paulo,21/04/2011
6322786,Guaíra,Guaira,Guaira$Guaíra$QGA,-2.426.175,-5.423.821,A,ADM2,BR,,18,4108809,,,30669,,280,America/Sao_Paulo,31/12/2019
6322787,Guairaçá,Guairaca,,-2.290.548,-5.274.878,A,ADM2,BR,,18,4108908,,,6609,,453,America/Sao_Paulo,28/02/2022
6322788,Guamiranga,Guamiranga,,-2.515.028,-5.086.182,A,ADM2,BR,,18,4108957,,,8811,,833,America/Sao_Paulo,28/02/2022
6322789,Guapirama,Guapirama,,-234.684,-5.009.128,A,ADM2,BR,,18,4109005,,,3784,,497,America/Sao_Paulo,28/02/2022
6322790,Guaporema,Guaporema,,-2.331.022,-5.282.479,A,ADM2,BR,,18,4109104,,,2241,,343,America/Sao_Paulo,28/02/2022
6322791,Guaraci,Guaraci,,-2.297.343,-5.169.739,A,ADM2,BR,,18,4109203,,,5530,,460,America/Sao_Paulo,28/02/2022
6322792,Guaraniaçu,Guaraniacu,,-2.507.977,-5.287.644,A,ADM2,BR,,18,4109302,,,12217,,775,America/Sao_Paulo,28/02/2022
6322793,Guarapuava,Guarapuava,,-2.539.858,-5.145.998,A,ADM2,BR,,18,4109401,,,182644,,1102,America/Sao_Paulo,28/02/2022
6322794,Guaraqueçaba,Guaraquecaba,,-2.515.156,-4.835.949,A,ADM2,BR,,18,4109500,,,7594,,52,America/Sao_Paulo,28/02/2022
6322795,Guaratuba,Guaratuba,,-2.580.341,-4.880.395,A,ADM2,BR,,18,4109609,,,32088,,281,America/Sao_Paulo,28/05/2014
6322796,Honório Serpa,Honorio Serpa,,-2.613.779,-5.239.614,A,ADM2,BR,,18,4109658,,,5960,,877,America/Sao_Paulo,21/04/2011
6322797,Ibaiti,Ibaiti,,-2.380.428,-503.156,A,ADM2,BR,,18,4109708,,,31644,,580,America/Sao_Paulo,28/02/2022
6322798,Ibema,Ibema,,-2.516.493,-5.301.268,A,ADM2,BR,,18,4109757,,,6370,,777,America/Sao_Paulo,28/02/2022
6322799,Ibiporã,Ibipora,,-2.322.762,-5.103.104,A,ADM2,BR,,18,4109807,,,55131,,364,America/Sao_Paulo,28/02/2022
6322800,Icaraíma,Icaraima,,-2.337.235,-5.359.492,A,ADM2,BR,,18,4109906,,,7786,,294,America/Sao_Paulo,28/02/2022
6322801,Iguaraçu,Iguaracu,,-2.323.375,-5.185.341,A,ADM2,BR,,18,4110003,,,4440,,550,America/Sao_Paulo,28/02/2022
6322802,Imbaú,Imbau,,-2.444.336,-5.073.882,A,ADM2,BR,,18,4110078,,,13282,,869,America/Sao_Paulo,28/02/2022
6322803,Imbituva,Imbituva,,-2.522.508,-5.062.927,A,ADM2,BR,,18,4110102,,,32940,,853,America/Sao_Paulo,28/02/2022
6322804,Inácio Martins,Inacio Martins,,-25.64,-51.22,A,ADM2,BR,,18,4110201,,,10943,,1058,America/Sao_Paulo,21/04/2011
6322805,Inajá,Inaja,,-2.271.509,-5.224.126,A,ADM2,BR,,18,4110300,,,3116,,342,America/Sao_Paulo,28/02/2022
6322806,Indianópolis,Indianopolis,,-2.347.975,-5.264.153,A,ADM2,BR,,18,4110409,,,4465,,396,America/Sao_Paulo,28/02/2022
6322807,Ipiranga,Ipiranga,,-250.159,-5.055.475,A,ADM2,BR,,18,4110508,,,14153,,789,America/Sao_Paulo,08/06/2014
6322808,Iporã,Ipora,,-2.404.512,-5.371.983,A,ADM2,BR,,18,4110607,,,13782,,327,America/Sao_Paulo,01/03/2022
6322809,Iracema do Oeste,Iracema Do Oeste,,-2.443.665,-5.333.842,A,ADM2,BR,,18,4110656,,,2578,,401,America/Sao_Paulo,21/04/2011
6322810,Irati,Irati,,-2.549.677,-5.090.054,A,ADM2,BR,,18,4110706,,,56288,,872,America/Sao_Paulo,21/04/2011
6322811,Iretama,Iretama,,-2.434.412,-5.210.655,A,ADM2,BR,,18,4110805,,,10098,,413,America/Sao_Paulo,28/02/2022
6322812,Itaguajé,Itaguaje,,-2.266.099,-5.198.288,A,ADM2,BR,,18,4110904,,,4446,,335,America/Sao_Paulo,28/02/2022
6322813,Itaipulândia,Itaipulandia,,-2.516.335,-5.434.354,A,ADM2,BR,,18,4110953,,,11385,,232,America/Sao_Paulo,28/02/2022
6322814,Itambaracá,Itambaraca,,-2.298.385,-5.042.715,A,ADM2,BR,,18,4111001,,,6549,,447,America/Sao_Paulo,28/02/2022
6322815,Itambé,Itambe,,-2.368.805,-5.201.227,A,ADM2,BR,,18,4111100,,,22754,,378,America/Sao_Paulo,28/02/2022
6322816,Itapejara d'Oeste,Itapejara D'Oeste,,-2.597.797,-5.282.583,A,ADM2,BR,,18,4111209,,,10532,,582,America/Sao_Paulo,21/04/2011
6322817,Itaperuçu,Itaperucu,,-2.512.101,-4.949.264,A,ADM2,BR,,18,4111258,,,29070,,791,America/Sao_Paulo,28/02/2022
6322818,Itaúna do Sul,Itauna Do Sul,,-2.273.684,-5.289.236,A,ADM2,BR,,18,4111308,,,3585,,423,America/Sao_Paulo,21/04/2011
6322819,Ivaté,Ivate,,-2.333.716,-5.342.407,A,ADM2,BR,,18,4111555,,,8240,,387,America/Sao_Paulo,28/02/2022
6322820,Ivatuba,Ivatuba,,-2.359.716,-5.219.434,A,ADM2,BR,,18,4111605,,,3279,,358,America/Sao_Paulo,28/02/2022
6322821,Jaboti,Jaboti,,-2.369.532,-5.007.376,A,ADM2,BR,,18,4111704,,,5303,,521,America/Sao_Paulo,28/02/2022
6322822,Jacarezinho,Jacarezinho,Zhakarezin'ju$jakarejinaho$ya ka lei ji niu$???????????$???????? ??????$???????????$?????,-2.319.072,-499.541,A,ADM2,BR,,18,4111803,,,39093,,505,America/Sao_Paulo,21/04/2011
6322823,Jaguapitã,Jaguapita,,-2.307.631,-5.158.296,A,ADM2,BR,,18,4111902,,,13742,,580,America/Sao_Paulo,01/03/2022
6322824,Jaguariaíva,Jaguariaiva,,-2.434.362,-496.655,A,ADM2,BR,,18,4112009,,,35027,,1221,America/Sao_Paulo,20/03/2022
6322825,Jandaia do Sul,Jandaia Do Sul,,-2.362.786,-5.169.633,A,ADM2,BR,,18,4112108,,,20283,,549,America/Sao_Paulo,21/04/2011
6322826,Janiópolis,Janiopolis,,-2.408.843,-5.280.294,A,ADM2,BR,,18,4112207,,,5095,,498,America/Sao_Paulo,20/03/2022
6322827,Japira,Japira,,-2.369.047,-5.018.011,A,ADM2,BR,,18,4112306,,,4930,,554,America/Sao_Paulo,20/03/2022
6322828,Japurá,Japura,,-234.186,-525.622,A,ADM2,BR,,18,4112405,,,9500,,304,America/Sao_Paulo,20/03/2022
6322829,Jardim Alegre,Jardim Alegre,,-2.421.451,-517.227,A,ADM2,BR,,18,4112504,,,12325,,552,America/Sao_Paulo,21/04/2011
6322830,Jardim Olinda,Jardim Olinda,,-2.256.938,-520.652,A,ADM2,BR,,18,4112603,,,1320,,331,America/Sao_Paulo,20/03/2022
6322831,Jataizinho,Jataizinho,,-2.327.304,-5.091.305,A,ADM2,BR,,18,4112702,,,12638,,419,America/Sao_Paulo,20/03/2022
6322832,Jesuítas,Jesuitas,,-2.441.301,-5.341.344,A,ADM2,BR,,18,4112751,,,9001,,462,America/Sao_Paulo,08/06/2014
6322833,Joaquim Távora,Joaquim Tavora,,-2.342.218,-4.990.251,A,ADM2,BR,,18,4112801,,,10735,,561,America/Sao_Paulo,21/04/2011
6322834,Jundiaí do Sul,Jundiai Do Sul,,-2.347.919,-5.018.065,A,ADM2,BR,,18,4112900,,,3433,,466,America/Sao_Paulo,21/04/2011
6322835,Juranda,Juranda,,-2.441.323,-528.273,A,ADM2,BR,,18,4112959,,,7641,,573,America/Sao_Paulo,08/06/2014
6322836,Jussara,Jussara,,-2.362.121,-5.247.084,A,ADM2,BR,,18,4113007,,,6613,,394,America/Sao_Paulo,21/04/2011
6322837,Kaloré,Kalore,,-2.386.713,-5.168.029,A,ADM2,BR,,18,4113106,,,4503,,427,America/Sao_Paulo,08/06/2014
6322838,Lapa,Lapa,,-2.579.139,-4.987.405,A,ADM2,BR,,18,4113205,,,44936,,871,America/Sao_Paulo,08/06/2014
6322839,Laranjal,Laranjal,,-2.492.573,-5.245.952,A,ADM2,BR,,18,4113254,,,6361,,672,America/Sao_Paulo,01/06/2014
6322840,Laranjeiras do Sul,Laranjeiras Do Sul,,-2.533.563,-5.236.992,A,ADM2,BR,,18,4113304,,,30783,,817,America/Sao_Paulo,21/04/2011
6322841,Leópolis,Leopolis,,-2.302.502,-5.072.558,A,ADM2,BR,,18,4113403,,,4145,,373,America/Sao_Paulo,01/06/2014
6322842,Lidianópolis,Lidianopolis,,-2.408.135,-5.164.406,A,ADM2,BR,,18,4113429,,,3972,,497,America/Sao_Paulo,01/06/2014
6322843,Lindoeste,Lindoeste,,-2.526.796,-535.687,A,ADM2,BR,,18,4113452,,,5363,,563,America/Sao_Paulo,01/06/2014
6322844,Loanda,Loanda,,-2.296.579,-5.299.528,A,ADM2,BR,,18,4113502,,,23242,,372,America/Sao_Paulo,04/03/2022
6322845,Lobato,Lobato,,-2.296.387,-5.200.714,A,ADM2,BR,,18,4113601,,,4819,,409,America/Sao_Paulo,04/03/2022
6322846,Londrina,Londrina,,-2.358.643,-5.108.739,A,ADM2,BR,,18,4113700,,,575377,,462,America/Sao_Paulo,04/03/2022
6322847,Luiziana,Luiziana,,-2.434.081,-5.227.043,A,ADM2,BR,,18,4113734,,,7240,,739,America/Sao_Paulo,04/03/2022
6322848,Lunardelli,Lunardelli,,-2.407.214,-5.176.003,A,ADM2,BR,,18,4113759,,,4744,,553,America/Sao_Paulo,04/03/2022
6322849,Mallet,Mallet,,-2.590.209,-508.305,A,ADM2,BR,,18,4113908,,,13663,,861,America/Sao_Paulo,04/03/2022
6322850,Mamborê,Mambore,,-2.440.607,-5.261.692,A,ADM2,BR,,18,4114005,,,13014,,652,America/Sao_Paulo,04/03/2022
6322851,Mandaguaçu,Mandaguacu,,-2.326.442,-5.202.979,A,ADM2,BR,,18,4114104,,,23100,,497,America/Sao_Paulo,04/03/2022
6322852,Mandaguari,Mandaguari,,-2.348.811,-5.172.359,A,ADM2,BR,,18,4114203,,,34515,,660,America/Sao_Paulo,04/03/2022
6322853,Mandirituba,Mandirituba,,-2.584.677,-4.932.704,A,ADM2,BR,,18,4114302,,,27315,,870,America/Sao_Paulo,04/03/2022
6322854,Manfrinópolis,Manfrinopolis,,-2.610.011,-5.335.828,A,ADM2,BR,,18,4114351,,,2506,,637,America/Sao_Paulo,04/03/2022
6322855,Mangueirinha,Mangueirinha,,-2.603.649,-5.222.257,A,ADM2,BR,,18,4114401,,,16642,,974,America/Sao_Paulo,04/03/2022
6322856,Manoel Ribas,Manoel Ribas,,-2.452.402,-5.163.111,A,ADM2,BR,,18,4114500,,,13510,,891,America/Sao_Paulo,04/03/2022
6322857,Marechal Cândido Rondon,Marechal Candido Rondon,,-2.460.725,-5.414.674,A,ADM2,BR,,18,4114609,,,46799,,276,America/Sao_Paulo,21/04/2011
6322858,Maria Helena,Maria Helena,,-2.355.348,-5.323.153,A,ADM2,BR,,18,4114708,,,5956,,372,America/Sao_Paulo,21/04/2011
6322859,Marialva,Marialva,,-2.353.064,-5.186.786,A,ADM2,BR,,18,4114807,,,31972,,470,America/Sao_Paulo,23/06/2016
6322860,Marilândia do Sul,Marilandia Do Sul,,-237.438,-512.941,A,ADM2,BR,,18,4114906,,,8855,,786,America/Sao_Paulo,21/04/2011
6322861,Marilena,Marilena,,-2.272.742,-530.817,A,ADM2,BR,,18,4115002,,,7084,,358,America/Sao_Paulo,04/03/2022
6322862,Mariluz,Mariluz,,-2.406.183,-5.322.984,A,ADM2,BR,,18,4115101,,,10336,,416,America/Sao_Paulo,04/03/2022
6322863,Maringá,Maringa,,-2.338.385,-5.195.729,A,ADM2,BR,,18,4115200,,,403063,,503,America/Sao_Paulo,04/03/2022
6322864,Mariópolis,Mariopolis,,-263.163,-5.257.421,A,ADM2,BR,,18,4115309,,,6632,,763,America/Sao_Paulo,04/03/2022
6322865,Maripá,Maripa,,-2.446.267,-5.380.179,A,ADM2,BR,,18,4115358,,,5582,,426,America/Sao_Paulo,04/03/2022
6322866,Marmeleiro,Marmeleiro,,-2.623.791,-5.309.751,A,ADM2,BR,,18,4115408,,,14387,,745,America/Sao_Paulo,04/03/2022
6322867,Marquinho,Marquinho,,-251.057,-5.225.677,A,ADM2,BR,,18,4115457,,,4340,,781,America/Sao_Paulo,04/03/2022
6322868,Marumbi,Marumbi,,-2.376.658,-5.166.062,A,ADM2,BR,,18,4115507,,,4677,,590,America/Sao_Paulo,01/03/2022
6322869,Matelândia,Matelandia,,-2.539.219,-5.387.839,A,ADM2,BR,,18,4115606,,,18107,,306,America/Sao_Paulo,01/03/2022
6322870,Matinhos,Matinhos,,-2.576.114,-485.729,A,ADM2,BR,,18,4115705,,,35219,,13,America/Sao_Paulo,01/03/2022
6322871,Mato Rico,Mato Rico,,-2.470.689,-5.224.085,A,ADM2,BR,,18,4115739,,,3206,,568,America/Sao_Paulo,01/03/2022
6322872,Mauá da Serra,Maua da Serra,,-2.391.107,-5.118.026,A,ADM2,BR,,18,4115754,,,8553,,1105,America/Sao_Paulo,23/06/2016
6322873,Medianeira,Medianeira,,-2.524.843,-5.411.323,A,ADM2,BR,,18,4115804,,,46574,,401,America/Sao_Paulo,01/03/2022
6322874,Mercedes,Mercedes,,-24.426,-5.417.683,A,ADM2,BR,,18,4115853,,,5577,,348,America/Sao_Paulo,01/03/2022
6322875,Mirador,Mirador,,-2.321.282,-5.275.351,A,ADM2,BR,,18,4115903,,,2327,,333,America/Sao_Paulo,28/05/2014
6322876,Miraselva,Miraselva,,-229.766,-5.147.042,A,ADM2,BR,,18,4116000,,,1796,,577,America/Sao_Paulo,01/03/2022
6322877,Missal,Missal,,-2.511.125,-5.425.786,A,ADM2,BR,,18,4116059,,,10474,,262,America/Sao_Paulo,28/05/2014
6322878,Moreira Sales,Moreira Sales,,-2.401.461,-529.551,A,ADM2,BR,,18,4116109,,,12606,,406,America/Sao_Paulo,21/04/2011
6322879,Morretes,Morretes,,-2.553.075,-4.887.427,A,ADM2,BR,,18,4116208,,,16446,,119,America/Sao_Paulo,01/03/2022
6322880,Munhoz de Melo,Munhoz De Melo,,-2.311.288,-5.173.192,A,ADM2,BR,,18,4116307,,,3678,,541,America/Sao_Paulo,21/04/2011
6322881,Nossa Senhora das Graças,Nossa Senhora Das Gracas,,-2.293.036,-518.024,A,ADM2,BR,,18,4116406,,,3834,,488,America/Sao_Paulo,21/04/2011
6322882,Nova Aliança do Ivaí,Nova Alianca Do Ivai,,-231.867,-5.262.571,A,ADM2,BR,,18,4116505,,,1433,,391,America/Sao_Paulo,21/04/2011
6322883,Nova América da Colina,Nova America Da Colina,,-2.333.377,-5.069.624,A,ADM2,BR,,18,4116604,,,3480,,535,America/Sao_Paulo,21/04/2011
